,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харків,to2,Одеса,Дніпро,Донецьк,Запоріжжя,to3,Львів,Кривий Ріг,Миколаїв,Севастополь,to4,Маріуполь,Луганськ,Вінниця,Макіївка,to5,Сімферополь,Чернігів,Херсон,Полтава,to6,Хмельницький,Черкаси,Чернівці,Житомир,to7,Суми,Рівне,Горлівка,Івано-Франківськ,to8,Тернопіль,Ужгород,Кропивницький,луцьк,to9,Біла Церква
0,Cherkas'ka oblast,UA-71,20,27,29,1,23,19,28,33,18,2,82,2,11,2,3,63,19,12,4,2,69,19,0,10,2,83,0,7,10,0,14,0,85,1,0,83,2,15,0,0,72,4,20,2,2,95,5
1,Chernihivs'ka oblast,UA-74,9,37,27,0,27,31,20,11,35,3,75,25,0,0,0,60,0,0,20,20,50,50,0,0,0,9,0,89,0,2,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,75,25
2,Chernivets'ka oblast,UA-77,24,28,19,1,28,18,29,38,11,4,92,0,2,0,6,72,20,6,2,0,75,21,0,4,0,90,0,0,10,0,8,0,1,90,1,93,2,0,2,3,73,10,13,2,2,100,0
3,Crimea,UA-43,20,29,25,2,24,25,41,34,0,0,100,0,0,0,0,44,2,0,0,54,100,0,0,0,0,88,0,0,11,1,99,0,0,0,1,100,0,0,0,0,99,1,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,15,30,20,3,32,35,31,33,0,1,58,0,42,0,0,50,10,39,1,0,88,7,0,5,0,66,0,3,20,11,81,2,0,1,16,92,3,2,0,3,61,8,25,3,3,99,1
5,Donetsk Oblast,UA-14,22,30,18,4,26,31,28,40,1,0,97,0,0,3,0,90,3,1,0,6,94,6,0,0,0,82,0,1,10,7,94,0,3,0,3,99,1,0,0,0,74,0,23,2,1,100,0
6,Ivano-Frankivs'ka oblast,UA-26,18,36,21,6,19,22,28,29,15,6,78,9,5,2,6,48,43,4,3,2,62,31,0,7,0,84,0,4,10,2,59,5,8,17,11,16,0,1,0,83,67,10,19,3,1,96,4
7,Kharkiv Oblast,UA-63,21,31,13,1,34,24,22,33,2,19,100,0,0,0,0,88,10,0,0,2,100,0,0,0,0,58,0,1,6,35,93,2,0,2,3,100,0,0,0,0,70,1,22,2,5,100,0
8,Khersons'ka oblast,UA-65,11,41,14,0,34,37,35,26,2,0,91,9,0,0,0,77,7,0,8,8,91,0,0,9,0,2,0,0,98,0,100,0,0,0,0,91,0,9,0,0,84,8,8,0,0,100,0
9,Khmel'nyts'ka oblast,UA-68,23,38,15,3,21,23,27,32,15,3,94,4,2,0,0,63,33,3,1,0,73,14,1,12,0,76,0,3,7,14,11,84,0,1,4,74,1,22,0,3,72,12,8,3,5,92,8
10,Kirovohrads'ka oblast,UA-35,27,41,15,4,13,30,32,25,10,3,69,18,9,0,4,44,17,21,18,0,72,14,0,14,0,69,0,13,14,4,52,14,10,17,7,79,11,5,0,5,17,1,7,74,1,100,0
11,Kyiv city,UA-30,18,29,18,3,32,16,17,20,46,1,89,3,7,1,0,68,26,1,3,2,84,8,0,8,0,75,0,4,10,11,70,7,5,4,14,89,1,3,0,7,74,5,15,3,3,99,1
12,Kyivs'ka oblast,UA-32,19,34,13,5,29,19,15,19,46,1,90,5,5,0,0,58,33,0,6,3,73,17,0,10,0,77,2,2,13,6,60,8,12,1,19,88,0,5,0,7,68,3,22,0,7,33,67
13,Luhans'ka oblast,UA-09,14,29,20,4,33,36,29,35,0,0,100,0,0,0,0,91,6,0,0,3,100,0,0,0,0,85,0,0,9,6,100,0,0,0,0,100,0,0,0,0,97,3,0,0,0,100,0
