,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харків,to2,Одеса,Дніпро,Донецьк,Запоріжжя,to3,Львів,Кривий Ріг,Миколаїв,Севастополь,to4,Маріуполь,Луганськ,Вінниця,Макіївка,to5,Сімферополь,Чернігів,Херсон,Полтава,to6,Хмельницький,Черкаси,Чернівці,Житомир,to7,Суми,Рівне,Горлівка,Івано-Франківськ,to8,Тернопіль,Ужгород,Кропивницький,луцьк,to9,Біла Церква
0,Cherkas'ka oblast,UA-71,17,39,15,2,27,33,19,30,16,2,88,3,8,0,1,86,13,0,1,0,91,3,0,4,2,73,0,7,9,11,14,1,85,0,0,89,6,5,0,0,96,0,2,0,2,96,4
1,Chernihivs'ka oblast,UA-74,20,20,15,0,45,22,22,17,39,0,75,25,0,0,0,75,25,0,0,0,100,0,0,0,0,14,0,64,4,18,60,0,0,0,40,50,50,0,0,0,100,0,0,0,0,100,0
2,Chernivets'ka oblast,UA-77,19,35,18,1,27,31,23,33,12,1,81,5,7,0,7,71,27,0,2,0,87,10,0,3,0,83,0,5,10,2,7,1,0,92,0,83,5,0,0,12,74,24,2,0,0,100,0
3,Crimea,UA-43,29,33,15,2,21,32,38,30,0,0,100,0,0,0,0,36,0,0,0,64,98,0,0,2,0,96,0,0,4,0,96,0,0,4,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,24,31,15,3,27,32,29,36,2,1,60,1,37,0,2,66,14,18,1,1,94,4,0,2,0,59,0,1,23,17,83,4,4,6,3,85,5,5,0,5,76,1,15,1,7,100,0
5,Donetsk Oblast,UA-14,23,36,19,3,19,34,37,29,0,0,90,3,7,0,0,96,3,0,0,1,99,1,0,0,0,81,0,0,8,11,99,0,0,0,1,99,0,1,0,0,87,4,8,0,1,100,0
6,Ivano-Frankivs'ka oblast,UA-26,16,38,16,3,27,24,35,26,12,3,79,4,12,1,4,60,36,2,1,1,83,8,0,8,1,86,0,7,6,1,72,5,1,14,8,14,1,0,0,85,78,7,11,4,0,100,0
7,Kharkiv Oblast,UA-63,12,42,20,2,24,35,22,21,0,22,97,0,3,0,0,81,17,0,0,2,100,0,0,0,0,61,0,0,2,37,91,0,3,0,6,97,3,0,0,0,79,0,14,2,5,100,0
8,Khersons'ka oblast,UA-65,15,41,10,4,30,43,18,37,2,0,89,0,5,0,6,77,4,0,14,5,94,0,0,6,0,3,0,0,97,0,89,6,5,0,0,100,0,0,0,0,89,0,11,0,0,100,0
9,Khmel'nyts'ka oblast,UA-68,23,35,13,5,24,27,27,28,15,3,81,9,6,1,3,72,19,3,3,3,72,11,0,17,0,84,0,6,3,7,9,88,0,1,2,83,1,15,0,1,76,15,3,1,5,98,2
10,Kirovohrads'ka oblast,UA-35,23,27,19,4,27,23,24,37,13,3,59,13,26,0,2,66,23,5,6,0,96,4,0,0,0,70,0,0,18,12,77,7,10,3,3,86,7,7,0,0,18,1,4,77,0,96,4
11,Kyiv city,UA-30,24,30,12,4,30,14,17,19,50,0,93,3,2,0,2,79,19,0,1,1,85,4,0,11,0,70,1,7,11,11,72,7,4,2,15,91,3,5,0,1,81,1,13,2,3,94,6
12,Kyivs'ka oblast,UA-32,16,34,14,4,32,20,18,20,42,0,75,10,13,0,2,86,13,0,1,0,90,1,0,9,0,86,0,5,3,6,80,4,1,8,7,92,5,3,0,0,86,5,8,0,1,33,67
13,Luhans'ka oblast,UA-09,31,30,15,4,20,31,29,38,2,0,100,0,0,0,0,97,3,0,0,0,100,0,0,0,0,95,0,0,0,5,100,0,0,0,0,100,0,0,0,0,97,0,0,3,0,100,0
14,Lviv Oblast,UA-46,16,34,18,4,28,23,25,34,14,4,81,6,10,0,3,11,88,0,1,0,76,6,0,18,0,65,0,5,14,16,52,18,4,12,14,67,3,22,0,8,55,15,17,1,12,95,5
15,Mykolaivs'ka oblast,UA-48,25,27,19,2,27,26,39,29,6,0,94,0,6,0,0,32,4,2,60,2,87,0,0,13,0,64,0,0,27,9,88,6,0,6,0,94,6,0,0,0,88,6,6,0,0,100,0
16,Odessa Oblast,UA-51,23,35,17,2,23,31,32,34,3,0,63,37,0,0,0,92,4,0,1,3,94,2,0,4,0,82,0,0,15,3,88,5,0,2,5,99,1,0,0,0,96,1,3,0,0,100,0
17,Poltavs'ka oblast,UA-53,21,32,18,2,27,27,29,33,6,5,87,1,7,0,5,75,16,4,4,1,91,3,0,6,0,6,0,0,1,93,76,6,7,7,4,77,22,1,0,0,69,1,24,2,4,100,0
18,Rivnens'ka oblast,UA-56,18,39,12,4,27,30,29,25,16,0,74,6,16,0,4,70,26,1,3,0,90,8,0,2,0,90,0,5,5,0,77,11,4,6,2,6,0,94,0,0,59,11,3,3,24,100,0
19,Sevastopol' city,UA-40,25,30,13,5,27,25,39,36,0,0,100,0,0,0,0,4,0,0,0,96,100,0,0,0,0,85,0,0,5,10,100,0,0,0,0,100,0,0,0,0,95,0,5,0,0,100,0
20,Sums'ka oblast,UA-59,18,42,21,0,19,29,25,29,11,6,91,0,9,0,0,84,0,4,8,4,96,4,0,0,0,80,0,4,4,12,91,9,0,0,0,19,81,0,0,0,91,0,5,0,4,100,0
21,Ternopil's'ka oblast,UA-61,17,36,21,0,26,29,27,30,11,3,82,2,13,2,1,51,47,0,1,1,83,10,1,6,0,82,0,6,11,1,62,15,5,10,8,84,1,4,0,11,7,93,0,0,0,96,4
22,Vinnyts'ka oblast,UA-05,16,38,17,1,28,32,19,31,17,1,84,7,6,0,3,86,12,0,0,2,12,0,0,88,0,71,0,5,13,11,73,15,4,3,5,85,6,8,0,1,85,5,5,2,3,98,2
23,Volyns'ka oblast,UA-07,26,32,10,4,28,27,23,28,20,2,81,6,0,3,10,50,40,4,4,2,86,7,0,7,0,84,0,3,10,3,81,13,3,0,3,72,2,18,3,5,5,0,0,0,95,100,0
24,Zakarpats'ka oblast,UA-21,36,28,9,3,24,31,33,26,7,3,78,3,10,0,9,62,36,1,1,0,80,12,0,8,0,74,0,8,10,8,73,14,0,10,3,87,6,5,0,2,9,1,90,0,0,94,6
