,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харків,the2,Одеса,Дніпро,Донецьк,Запоріжжя,the3,Львів,Кривий Ріг,Миколаїв,Севастополь,the4,Маріуполь,Луганськ,Вінниця,Макіївка,the5,Сімферополь,Чернігів,Херсон,Полтава,the6,Хмельницький,Черкаси,Чернівці,Житомир,the7,Суми,Рівне,Горлівка,Івано-Франківськ,the8,Тернопіль,Ужгород,Кропивницький,луцьк,the9,Біла Церква
0,Cherkas'ka oblast,UA-71,19,30,17,4,30,26,26,30,17,1,81,5,13,1,0,81,18,1,0,0,94,2,0,3,1,92,0,1,5,2,11,0,89,0,0,90,3,4,0,3,91,3,0,6,0,95,5
1,Chernihivs'ka oblast,UA-74,28,28,16,3,25,30,26,31,12,1,90,0,8,0,2,94,6,0,0,0,94,0,0,6,0,29,0,68,0,3,92,4,0,2,2,88,12,0,0,0,100,0,0,0,0,100,0
2,Chernivets'ka oblast,UA-77,19,31,14,3,33,31,33,32,4,0,93,5,1,1,0,81,19,0,0,0,88,0,0,12,0,99,0,0,0,1,9,0,0,91,0,89,4,0,0,7,90,10,0,0,0,99,1
3,Crimea,UA-43,21,33,15,3,28,30,33,37,0,0,100,0,0,0,0,48,0,0,0,52,100,0,0,0,0,98,0,0,2,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,21,32,15,3,29,32,33,33,2,0,69,2,27,0,2,68,6,26,0,0,100,0,0,0,0,88,0,0,6,6,97,1,0,0,2,98,2,0,0,0,95,2,1,2,0,100,0
5,Donetsk Oblast,UA-14,23,32,15,3,27,36,31,32,1,0,97,0,2,0,1,95,3,0,0,2,86,13,0,1,0,93,0,0,4,3,94,1,1,2,2,99,0,0,0,1,98,0,2,0,0,100,0
6,Ivano-Frankivs'ka oblast,UA-26,20,34,14,4,28,32,30,24,11,3,89,3,6,0,2,61,38,0,1,0,97,1,0,2,0,97,0,0,2,1,77,5,0,18,0,14,0,0,0,86,87,9,0,0,4,99,1
7,Kharkiv Oblast,UA-63,17,33,18,3,29,26,30,31,1,12,98,1,0,0,1,95,4,0,0,1,100,0,0,0,0,92,0,0,2,6,96,2,0,0,2,97,2,1,0,0,98,0,1,0,1,100,0
8,Khersons'ka oblast,UA-65,17,37,19,5,22,32,32,32,4,0,95,3,2,0,0,89,5,3,2,1,97,2,0,1,0,4,0,0,96,0,89,5,0,3,3,97,1,2,0,0,95,1,2,0,2,100,0
9,Khmel'nyts'ka oblast,UA-68,22,33,14,3,28,32,26,32,9,1,83,6,10,1,0,76,23,0,0,1,87,0,0,13,0,93,0,2,4,1,10,89,0,1,0,79,6,14,0,1,80,13,3,0,4,98,2
10,Kirovohrads'ka oblast,UA-35,24,32,16,2,26,35,30,26,7,2,71,13,15,0,1,87,9,2,2,0,100,0,0,0,0,80,0,0,12,8,85,4,7,2,2,96,0,2,0,2,17,1,0,82,0,100,0
11,Kyiv city,UA-30,18,32,17,4,29,20,21,26,33,0,88,6,5,0,1,63,35,1,1,0,87,0,0,13,0,71,0,2,14,13,70,8,4,6,12,76,3,14,0,7,71,9,7,3,10,96,4
12,Kyivs'ka oblast,UA-32,21,34,15,4,26,23,21,24,32,0,87,5,8,0,0,85,14,0,0,1,95,1,0,4,0,89,0,2,5,4,83,8,1,1,7,93,5,1,0,1,94,2,1,1,2,44,56
13,Luhans'ka oblast,UA-09,26,33,13,2,26,33,30,35,2,0,96,0,4,0,0,96,4,0,0,0,98,0,2,0,0,92,0,0,3,5,100,0,0,0,0,99,0,0,0,1,98,1,1,0,0,100,0
14,Lviv Oblast,UA-46,18,33,18,4,27,28,30,33,8,1,89,4,6,0,1,7,93,0,0,0,95,0,0,5,0,96,0,1,1,2,88,4,2,3,3,86,3,7,0,4,78,10,3,1,8,100,0
15,Mykolaivs'ka oblast,UA-48,23,36,10,2,29,32,33,31,4,0,81,11,7,1,0,57,2,0,39,2,99,0,0,1,0,83,0,0,13,4,98,1,0,0,1,100,0,0,0,0,100,0,0,0,0,99,1
16,Odessa Oblast,UA-51,19,35,16,2,28,34,28,37,1,0,63,35,2,0,0,95,4,0,0,1,98,0,0,2,0,91,0,0,7,2,93,5,1,0,1,98,1,1,0,0,96,1,2,0,1,100,0
17,Poltavs'ka oblast,UA-53,23,29,17,3,28,27,34,34,5,0,87,5,7,0,1,88,9,1,2,0,93,1,0,6,0,6,0,0,0,94,91,2,1,2,4,86,3,9,0,2,90,4,3,1,2,100,0
18,Rivnens'ka oblast,UA-56,22,35,16,4,23,25,23,35,17,0,77,4,19,0,0,69,28,1,2,0,97,0,0,3,0,95,0,2,1,2,83,3,0,3,11,5,0,95,0,0,61,10,0,0,29,100,0
19,Sevastopol' city,UA-40,14,35,22,2,27,40,39,21,0,0,100,0,0,0,0,3,0,0,0,97,100,0,0,0,0,96,0,0,4,0,96,0,0,0,4,100,0,0,0,0,100,0,0,0,0,100,0
20,Sums'ka oblast,UA-59,21,35,16,3,25,35,33,29,2,1,92,0,6,0,2,93,4,1,0,2,98,0,0,2,0,88,0,3,2,7,92,5,1,0,2,29,71,0,0,0,96,1,2,1,0,100,0
21,Ternopil's'ka oblast,UA-61,17,27,20,4,32,25,30,30,14,1,82,3,13,1,1,57,43,0,0,0,96,1,0,3,0,94,0,0,3,3,80,5,0,13,2,74,2,14,0,10,5,95,0,0,0,100,0
22,Vinnyts'ka oblast,UA-05,17,33,14,3,33,28,32,31,9,0,90,3,7,0,0,88,10,0,2,0,11,0,0,89,0,88,0,1,8,3,85,8,0,2,5,89,2,7,0,2,90,3,2,2,3,97,3
23,Volyns'ka oblast,UA-07,20,29,15,8,28,31,22,29,18,0,77,9,11,1,2,53,45,0,2,0,96,0,0,4,0,94,0,0,4,2,79,9,1,8,3,73,5,17,0,5,5,0,0,0,95,100,0
24,Zakarpats'ka oblast,UA-21,37,32,8,3,20,37,20,35,8,0,95,2,3,0,0,74,26,0,0,0,98,0,0,2,0,97,0,2,1,0,94,2,0,3,1,94,2,3,0,1,16,0,84,0,0,99,1
25,Zaporiz'ka oblast,UA-23,20,33,18,4,25,32,33,34,1,0,55,1,4,0,40,96,3,0,0,1,98,1,0,1,0,89,0,0,8,3,99,1,0,0,0,98,2,0,0,0,98,1,0,1,0,100,0
26,Zhytomyrs'ka oblast,UA-18,19,38,16,3,24,29,26,23,22,0,90,0,9,0,1,76,23,0,1,0,84,0,0,16,0,88,0,3,6,3,5,1,0,0,94,81,8,8,0,3,88,1,7,0,4,100,0
