,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харків,to2,Одеса,Дніпро,Донецьк,Запоріжжя,to3,Львів,Кривий Ріг,Миколаїв,Севастополь,to4,Маріуполь,Луганськ,Вінниця,Макіївка,to5,Сімферополь,Чернігів,Херсон,Полтава,to6,Хмельницький,Черкаси,Чернівці,Житомир,to7,Суми,Рівне,Горлівка,Івано-Франківськ,to8,Тернопіль,Ужгород,Кропивницький,луцьк,to9,Біла Церква
0,Cherkas'ka oblast,UA-71,20,29,23,5,23,27,26,28,19,0,87,6,5,0,2,64,16,8,10,2,70,11,0,17,2,80,0,2,13,5,12,2,86,0,0,87,0,11,0,2,77,4,12,2,5,100,0
1,Chernihivs'ka oblast,UA-74,8,42,16,0,34,27,21,21,26,5,80,20,0,0,0,80,20,0,0,0,67,16,0,17,0,23,0,65,6,6,100,0,0,0,0,67,33,0,0,0,100,0,0,0,0,100,0
2,Chernivets'ka oblast,UA-77,20,36,14,2,28,34,23,26,13,4,72,9,13,0,6,61,29,5,5,0,74,13,0,13,0,72,0,6,13,9,7,1,0,91,1,89,4,4,0,3,68,12,14,3,3,100,0
3,Crimea,UA-43,30,30,21,1,18,29,42,29,0,0,100,0,0,0,0,37,0,0,0,63,100,0,0,0,0,91,0,0,7,2,100,0,0,0,0,100,0,0,0,0,94,0,2,2,2,100,0
4,Dnipropetrovsk Oblast,UA-12,21,31,20,2,26,29,31,36,3,1,70,3,22,0,5,69,18,11,2,0,90,3,0,7,0,61,0,1,18,20,70,7,0,11,12,82,6,6,0,6,67,5,17,3,8,100,0
5,Donetsk Oblast,UA-14,25,35,18,2,20,31,42,26,1,0,98,0,2,0,0,87,2,2,0,9,98,2,0,0,0,77,0,0,13,10,93,0,0,0,7,98,2,0,0,0,89,0,11,0,0,100,0
6,Ivano-Frankivs'ka oblast,UA-26,22,34,14,3,27,28,26,29,15,2,78,7,11,0,4,53,35,4,6,2,81,18,0,1,0,81,0,0,15,4,70,7,1,15,7,14,3,2,0,81,81,6,11,2,0,98,2
7,Kharkiv Oblast,UA-63,14,40,18,0,28,34,19,27,2,18,87,0,8,2,3,95,5,0,0,0,100,0,0,0,0,59,0,0,12,29,83,2,0,2,13,87,11,2,0,0,79,2,19,0,0,100,0
8,Khersons'ka oblast,UA-65,13,37,13,0,37,37,35,28,0,0,93,0,0,0,7,69,5,5,21,0,100,0,0,0,0,4,0,0,96,0,93,0,0,0,7,93,7,0,0,0,100,0,0,0,0,100,0
9,Khmel'nyts'ka oblast,UA-68,18,42,8,4,28,31,21,25,20,3,78,7,11,2,2,66,23,2,6,3,73,12,0,15,0,83,0,0,7,10,10,85,0,2,3,74,4,16,0,6,73,6,11,4,6,98,2
10,Kirovohrads'ka oblast,UA-35,13,37,22,6,22,32,28,34,2,4,83,7,10,0,0,63,19,2,14,2,96,4,0,0,0,86,0,3,4,7,92,0,4,0,4,80,20,0,0,0,22,0,0,78,0,100,0
11,Kyiv city,UA-30,16,30,21,2,31,13,20,19,48,0,90,4,5,0,1,78,15,1,5,1,82,4,0,14,0,83,0,0,8,9,73,8,3,5,11,90,2,5,0,3,80,3,14,0,3,98,2
12,Kyivs'ka oblast,UA-32,22,30,13,2,33,14,18,20,47,1,84,6,6,0,4,79,14,4,2,1,79,18,0,3,0,86,0,2,6,6,73,10,5,5,7,96,2,2,0,0,87,4,9,0,0,34,66
13,Luhans'ka oblast,UA-09,21,31,20,2,26,26,45,29,0,0,97,0,3,0,0,100,0,0,0,0,97,0,3,0,0,93,0,0,4,3,97,0,0,0,3,100,0,0,0,0,87,0,13,0,0,100,0
14,Lviv Oblast,UA-46,18,36,19,2,25,22,26,27,23,2,76,9,9,1,5,10,88,0,2,0,68,12,0,20,0,57,0,3,19,21,51,10,5,11,23,50,5,35,0,10,48,18,18,2,14,94,6
15,Mykolaivs'ka oblast,UA-48,16,37,14,1,32,37,32,28,3,0,80,15,0,0,5,35,2,0,61,2,95,0,0,5,0,62,0,4,27,7,89,5,0,0,6,89,0,11,0,0,85,5,5,5,0,100,0
16,Odessa Oblast,UA-51,24,29,18,2,27,31,33,34,2,0,63,37,0,0,0,86,5,1,3,5,93,4,0,3,0,80,0,2,16,2,90,1,1,1,7,92,4,3,0,1,91,0,8,1,0,99,1
17,Poltavs'ka oblast,UA-53,17,36,19,5,23,32,22,34,7,5,89,4,2,0,5,86,9,2,1,2,89,9,0,2,0,8,0,0,0,92,86,0,3,1,10,76,11,10,0,3,81,1,8,3,7,100,0
18,Rivnens'ka oblast,UA-56,17,30,17,8,28,28,28,16,28,0,53,19,19,4,5,32,48,9,8,3,50,41,0,9,0,69,0,12,19,0,50,18,9,4,19,2,0,98,0,0,41,11,15,0,33,92,8
19,Sevastopol' city,UA-40,17,35,23,2,23,39,19,42,0,0,100,0,0,0,0,4,0,0,0,96,100,0,0,0,0,89,0,0,11,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
20,Sums'ka oblast,UA-59,16,27,18,0,39,37,31,25,2,5,100,0,0,0,0,90,10,0,0,0,90,10,0,0,0,53,0,0,0,47,75,17,0,0,8,10,90,0,0,0,82,0,18,0,0,100,0
21,Ternopil's'ka oblast,UA-61,17,28,17,6,32,23,22,25,25,5,80,9,6,2,3,46,49,5,0,0,76,16,0,8,0,78,0,5,3,14,58,11,2,19,10,45,11,34,0,10,5,94,1,0,0,97,3
22,Vinnyts'ka oblast,UA-05,26,31,15,1,27,26,26,32,15,1,83,5,9,1,2,62,17,12,8,1,11,1,0,88,0,78,0,6,8,8,58,15,2,8,17,73,11,16,0,0,88,1,3,0,8,96,4
23,Volyns'ka oblast,UA-07,22,35,10,1,32,27,29,32,11,1,86,5,3,6,0,67,29,2,2,0,84,11,2,3,0,89,0,3,8,0,75,2,11,2,10,54,9,37,0,0,9,0,0,0,91,97,3
24,Zakarpats'ka oblast,UA-21,38,29,12,1,20,28,28,32,12,0,87,0,5,2,6,63,36,0,1,0,82,9,0,9,0,90,0,4,2,4,82,4,2,5,7,78,5,12,0,5,11,0,89,0,0,92,8
25,Zaporiz'ka oblast,UA-23,15,44,13,2,26,42,25,31,2,0,43,0,0,0,57,87,3,2,0,8,97,3,0,0,0,85,0,0,8,7,95,0,0,0,5,100,0,0,0,0,87,0,13,0,0,100,0
26,Zhytomyrs'ka oblast,UA-18,18,38,13,4,27,28,25,31,16,0,100,0,0,0,0,64,27,3,6,0,91,4,0,5,0,76,0,20,0,4,5,0,0,0,95,91,4,5,0,0,91,0,9,0,0,87,13
