,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харків,to2,Одеса,Дніпро,Донецьк,Запоріжжя,to3,Львів,Кривий Ріг,Миколаїв,Севастополь,to4,Маріуполь,Луганськ,Вінниця,Макіївка,to5,Сімферополь,Чернігів,Херсон,Полтава,to6,Хмельницький,Черкаси,Чернівці,Житомир,to7,Суми,Рівне,Горлівка,Івано-Франківськ,to8,Тернопіль,Ужгород,Кропивницький,луцьк,to9,Біла Церква
0,Cherkas'ka oblast,UA-71,15,25,28,3,29,23,29,28,19,1,74,3,18,0,5,60,26,12,2,0,61,24,0,15,0,79,0,3,15,3,10,0,89,1,0,84,3,10,0,3,59,4,14,0,23,90,10
1,Chernihivs'ka oblast,UA-74,22,34,39,0,5,28,18,27,27,0,86,14,0,0,0,76,0,0,12,12,75,25,0,0,0,21,0,76,3,0,76,12,0,0,12,100,0,0,0,0,100,0,0,0,0,100,0
2,Chernivets'ka oblast,UA-77,18,30,17,1,34,21,37,36,4,2,89,3,5,0,3,69,18,7,6,0,82,10,0,8,0,84,0,5,0,11,8,1,1,90,0,87,3,2,0,8,60,5,18,0,17,100,0
3,Crimea,UA-43,23,35,20,2,20,33,35,32,0,0,98,2,0,0,0,37,0,0,0,63,100,0,0,0,0,91,0,0,7,2,100,0,0,0,0,100,0,0,0,0,97,0,3,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,18,33,14,1,34,36,27,35,1,1,49,3,47,0,1,54,10,34,2,0,90,9,0,1,0,74,0,4,9,13,83,4,0,1,12,90,5,2,0,3,57,6,23,4,10,100,0
5,Donetsk Oblast,UA-14,16,31,24,3,26,34,29,36,1,0,95,0,3,2,0,91,7,1,0,1,94,6,0,0,0,82,0,1,8,9,94,0,2,1,3,97,0,2,0,1,70,1,24,0,5,100,0
6,Ivano-Frankivs'ka oblast,UA-26,20,27,24,2,27,19,30,30,14,7,74,10,12,1,3,50,35,6,8,1,70,26,0,4,0,83,0,8,7,2,64,4,7,19,6,15,0,1,0,84,47,8,22,3,20,98,2
7,Kharkiv Oblast,UA-63,18,28,14,2,38,23,23,33,1,20,97,3,0,0,0,87,11,0,0,2,97,0,0,3,0,62,0,0,0,38,89,6,0,2,3,100,0,0,0,0,71,0,27,0,2,100,0
8,Khersons'ka oblast,UA-65,10,43,14,0,33,41,32,25,2,0,100,0,0,0,0,73,11,0,11,5,100,0,0,0,0,3,0,0,97,0,93,0,0,7,0,100,0,0,0,0,77,6,6,0,11,100,0
9,Khmel'nyts'ka oblast,UA-68,23,35,18,5,19,24,26,33,14,3,77,12,9,2,0,57,35,3,5,0,73,13,0,14,0,77,0,6,7,10,11,87,1,1,0,71,7,20,0,2,50,11,13,1,25,96,4
10,Kirovohrads'ka oblast,UA-35,25,31,15,4,25,23,29,29,11,8,67,11,19,0,3,41,18,23,18,0,75,4,0,21,0,75,0,4,8,13,57,9,19,12,3,72,12,8,0,8,20,1,7,65,7,95,5
11,Kyiv city,UA-30,19,31,16,2,32,15,19,22,44,0,89,4,6,0,1,69,27,0,4,0,86,5,0,9,0,74,0,6,12,8,76,5,3,4,12,85,2,2,0,11,72,3,14,1,10,100,0
12,Kyivs'ka oblast,UA-32,18,36,17,5,24,24,16,16,43,1,84,6,8,0,2,50,46,0,1,3,62,24,0,14,0,80,0,8,10,2,60,12,17,5,6,84,2,11,0,3,45,10,17,1,27,29,71
13,Luhans'ka oblast,UA-09,13,33,20,4,30,32,29,38,0,1,100,0,0,0,0,91,3,0,0,6,100,0,0,0,0,88,0,0,9,3,100,0,0,0,0,100,0,0,0,0,97,0,0,0,3,100,0
14,Lviv Oblast,UA-46,18,36,16,1,29,20,25,32,18,5,74,7,15,0,4,10,88,1,1,0,66,18,0,16,0,60,0,6,13,21,49,13,6,13,19,57,8,24,0,11,36,13,19,1,31,93,7
15,Mykolaivs'ka oblast,UA-48,13,48,2,2,35,30,34,33,3,0,87,13,0,0,0,48,7,0,45,0,91,9,0,0,0,59,0,0,32,9,100,0,0,0,0,96,4,0,0,0,84,0,12,0,4,100,0
16,Odessa Oblast,UA-51,22,25,18,4,31,27,35,37,1,0,63,36,1,0,0,82,9,0,7,2,97,3,0,0,0,82,0,1,9,8,96,0,2,1,1,99,1,0,0,0,84,4,7,0,5,100,0
17,Poltavs'ka oblast,UA-53,21,30,12,2,35,20,26,35,10,9,73,8,18,0,1,73,16,6,5,0,70,11,0,19,0,7,0,0,0,93,78,4,10,8,0,74,16,10,0,0,61,1,15,1,22,100,0
18,Rivnens'ka oblast,UA-56,24,34,13,0,29,26,27,28,17,2,74,3,20,3,0,56,40,0,2,2,65,27,0,8,0,82,3,7,4,4,76,7,0,7,10,5,0,95,0,0,24,2,2,1,71,92,8
19,Sevastopol' city,UA-40,15,24,15,0,46,32,36,32,0,0,100,0,0,0,0,2,0,0,0,98,100,0,0,0,0,67,0,0,25,8,89,0,0,0,11,100,0,0,0,0,89,11,0,0,0,100,0
20,Sums'ka oblast,UA-59,27,27,19,5,22,30,37,24,9,0,89,0,11,0,0,62,38,0,0,0,100,0,0,0,0,36,0,0,0,64,45,11,22,11,11,8,92,0,0,0,50,0,31,0,19,100,0
21,Ternopil's'ka oblast,UA-61,18,28,21,1,32,21,22,30,25,2,79,0,18,3,0,58,35,0,7,0,63,28,2,7,0,81,0,10,3,6,56,4,4,27,9,59,18,14,0,9,5,88,1,0,6,93,7
22,Vinnyts'ka oblast,UA-05,15,37,15,2,31,25,22,28,21,4,73,9,12,0,6,45,42,3,9,1,13,4,0,83,0,40,0,2,27,31,47,12,7,15,19,57,6,20,0,17,34,8,26,3,29,90,10
23,Volyns'ka oblast,UA-07,13,31,16,6,34,21,24,28,24,3,79,0,18,3,0,36,59,4,1,0,61,28,0,11,0,79,0,3,3,15,71,3,3,3,20,71,10,19,0,0,4,1,1,0,94,100,0
24,Zakarpats'ka oblast,UA-21,38,31,9,4,18,30,29,29,9,3,95,2,3,0,0,57,34,5,1,3,79,14,0,7,0,79,0,0,2,19,74,2,2,0,22,70,6,6,0,18,8,0,89,0,3,95,5
25,Zaporiz'ka oblast,UA-23,13,39,14,1,33,35,30,34,1,0,42,1,3,0,54,100,0,0,0,0,97,3,0,0,0,88,0,0,9,3,94,3,0,3,0,88,9,0,0,3,74,2,11,0,13,100,0
26,Zhytomyrs'ka oblast,UA-18,20,34,20,0,26,24,16,29,29,2,78,5,17,0,0,44,44,9,3,0,64,0,0,36,0,83,0,0,11,6,4,1,0,1,94,70,0,20,0,10,51,7,21,0,21,88,12
