,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харків,to2,Одеса,Дніпро,Донецьк,Запоріжжя,to3,Львів,Кривий Ріг,Миколаїв,Севастополь,to4,Маріуполь,Луганськ,Вінниця,Макіївка,to5,Сімферополь,Чернігів,Херсон,Полтава,to6,Хмельницький,Черкаси,Чернівці,Житомир,to7,Суми,Рівне,Горлівка,Івано-Франківськ,to8,Тернопіль,Ужгород,Кропивницький,луцьк,to9,Біла Церква
0,Cherkas'ka oblast,UA-71,15,36,20,3,26,32,24,26,16,2,80,4,14,1,1,77,18,1,4,0,95,3,0,2,0,91,0,3,2,4,13,0,87,0,0,99,1,0,0,0,92,1,3,1,3,99,1
1,Chernihivs'ka oblast,UA-74,17,27,28,1,27,20,24,24,31,1,87,6,7,0,0,82,18,0,0,0,93,0,0,7,0,18,0,80,2,0,82,3,3,3,9,77,23,0,0,0,84,3,7,3,3,100,0
2,Chernivets'ka oblast,UA-77,20,35,14,2,29,33,31,29,5,2,91,2,2,2,3,87,11,0,2,0,98,0,0,2,0,96,0,0,2,2,5,0,0,95,0,82,2,10,0,6,84,10,2,0,4,100,0
3,Crimea,UA-43,18,36,15,2,29,36,34,30,0,0,99,1,0,0,0,45,0,0,0,55,100,0,0,0,0,77,0,0,22,1,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,24,32,19,2,23,31,31,36,2,0,59,0,38,0,3,63,7,30,0,0,98,0,0,2,0,79,0,2,8,11,90,4,1,1,4,94,0,1,0,5,86,1,8,4,1,100,0
5,Donetsk Oblast,UA-14,27,35,14,3,21,33,31,35,1,0,93,0,5,2,0,91,4,0,0,5,99,1,0,0,0,93,0,0,6,1,100,0,0,0,0,100,0,0,0,0,99,0,1,0,0,100,0
6,Ivano-Frankivs'ka oblast,UA-26,24,30,20,6,20,27,25,34,11,3,89,3,7,0,1,61,37,1,0,1,93,5,0,2,0,92,0,1,3,4,80,5,0,14,1,14,0,0,0,86,75,15,5,1,4,100,0
7,Kharkiv Oblast,UA-63,27,27,20,3,23,18,24,30,2,26,97,0,2,0,1,92,6,1,1,0,96,0,2,2,0,67,0,0,3,30,92,4,0,1,3,96,1,1,0,2,94,0,6,0,0,100,0
8,Khersons'ka oblast,UA-65,25,51,16,0,8,29,38,33,0,0,88,12,0,0,0,88,12,0,0,0,100,0,0,0,0,4,0,0,96,0,88,0,0,0,12,100,0,0,0,0,100,0,0,0,0,100,0
9,Khmel'nyts'ka oblast,UA-68,24,34,13,5,24,31,20,34,13,2,88,6,4,1,1,71,24,3,2,0,86,3,0,11,0,86,0,1,11,2,10,89,0,0,1,74,1,23,0,2,81,10,2,1,6,100,0
10,Kirovohrads'ka oblast,UA-35,20,32,18,8,22,29,21,38,11,1,66,5,26,0,3,74,19,1,6,0,96,0,4,0,0,86,0,0,1,13,85,7,7,0,1,93,0,6,0,1,18,0,1,81,0,98,2
11,Kyiv city,UA-30,20,32,17,2,29,14,15,19,52,0,81,8,7,0,4,54,44,1,1,0,78,1,0,21,0,78,0,4,9,9,60,11,6,5,18,71,2,22,0,5,71,14,6,2,7,94,6
12,Kyivs'ka oblast,UA-32,21,33,17,3,26,18,17,18,47,0,85,2,12,0,1,82,15,3,0,0,94,1,0,5,0,88,0,4,5,3,82,5,3,2,8,92,4,3,0,1,89,3,5,0,3,36,64
13,Luhans'ka oblast,UA-09,22,34,16,1,27,24,46,30,0,0,100,0,0,0,0,93,2,0,0,5,100,0,0,0,0,93,0,0,5,2,98,2,0,0,0,100,0,0,0,0,98,0,0,0,2,100,0
14,Lviv Oblast,UA-46,20,32,14,4,30,25,30,33,11,1,84,3,10,0,3,7,93,0,0,0,89,1,1,9,0,84,0,1,3,12,71,5,2,16,6,78,2,15,0,5,60,8,18,0,14,99,1
15,Mykolaivs'ka oblast,UA-48,20,39,10,1,30,33,30,34,3,0,75,21,0,2,2,42,4,3,49,2,95,0,0,5,0,64,0,0,33,3,90,3,2,2,3,98,2,0,0,0,95,0,2,0,3,100,0
16,Odessa Oblast,UA-51,23,32,18,4,23,33,32,33,2,0,53,45,2,0,0,92,4,0,2,2,96,0,0,4,0,82,0,0,16,2,95,2,1,2,0,99,0,1,0,0,95,0,4,0,1,100,0
17,Poltavs'ka oblast,UA-53,19,36,18,6,21,31,28,29,9,3,84,4,10,0,2,82,17,1,0,0,90,2,0,8,0,6,0,0,0,94,85,2,5,5,3,75,13,10,0,2,78,2,7,1,12,98,2
18,Rivnens'ka oblast,UA-56,21,34,17,4,24,27,21,37,15,0,87,2,10,1,0,73,24,0,2,1,93,2,0,5,0,88,0,0,6,6,86,6,0,6,2,6,0,94,0,0,59,4,3,0,34,99,1
19,Sevastopol' city,UA-40,22,37,17,5,19,32,30,38,0,0,100,0,0,0,0,4,0,0,0,96,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
20,Sums'ka oblast,UA-59,27,34,15,1,23,27,28,35,10,0,91,2,6,0,1,88,12,0,0,0,93,3,0,4,0,81,0,0,3,16,95,3,0,0,2,17,83,0,0,0,93,0,7,0,0,99,1
21,Ternopil's'ka oblast,UA-61,21,37,12,4,26,31,25,28,13,3,86,0,13,1,0,50,47,1,1,1,95,4,0,1,0,90,0,2,5,3,75,6,1,14,4,73,0,16,0,11,5,95,0,0,0,100,0
22,Vinnyts'ka oblast,UA-05,17,37,18,2,26,29,28,29,13,1,90,5,4,0,1,79,18,2,1,0,7,0,0,93,0,86,0,1,9,4,74,9,0,9,8,92,2,5,0,1,92,5,1,0,2,98,2
23,Volyns'ka oblast,UA-07,25,33,13,4,25,30,21,32,15,2,85,4,11,0,0,59,37,0,3,1,90,2,4,4,0,89,0,2,3,6,90,0,2,4,4,77,3,19,0,1,5,0,0,0,95,100,0
24,Zakarpats'ka oblast,UA-21,37,29,16,2,16,29,29,32,7,3,85,3,4,0,8,61,35,1,3,0,92,4,0,4,0,88,0,0,4,8,91,4,2,3,0,88,2,3,0,7,11,0,89,0,0,100,0
25,Zaporiz'ka oblast,UA-23,22,28,15,3,32,30,37,31,2,0,25,0,1,0,74,93,5,2,0,0,98,2,0,0,0,78,0,2,12,8,89,2,2,2,5,98,0,0,0,2,87,0,13,0,0,100,0
26,Zhytomyrs'ka oblast,UA-18,20,40,13,2,25,26,23,25,26,0,81,4,13,0,2,70,29,1,0,0,85,4,0,11,0,89,0,2,4,5,4,0,0,0,96,80,0,16,0,4,81,9,0,2,8,98,2
