,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харків,to2,Одеса,Дніпро,Донецьк,Запоріжжя,to3,Львів,Кривий Ріг,Миколаїв,Севастополь,to4,Маріуполь,Луганськ,Вінниця,Макіївка,to5,Сімферополь,Чернігів,Херсон,Полтава,to6,Хмельницький,Черкаси,Чернівці,Житомир,to7,Суми,Рівне,Горлівка,Івано-Франківськ,to8,Тернопіль,Ужгород,Кропивницький,луцьк,to9,Біла Церква
0,Cherkas'ka oblast,UA-71,20,35,14,5,26,28,26,26,20,0,90,0,8,1,1,83,14,2,1,0,93,1,0,6,0,92,0,0,1,7,13,0,87,0,0,92,4,4,0,0,90,5,1,3,1,97,3
1,Chernihivs'ka oblast,UA-74,20,31,13,5,31,27,29,22,21,1,91,0,9,0,0,83,14,3,0,0,83,2,0,15,0,22,0,72,2,4,85,9,0,0,6,88,6,6,0,0,91,3,3,3,0,100,0
2,Chernivets'ka oblast,UA-77,18,28,18,2,34,25,33,34,7,1,94,1,5,0,0,76,21,2,1,0,94,1,0,5,0,95,0,0,4,1,8,0,0,92,0,95,0,2,0,3,89,5,3,0,3,99,1
3,Crimea,UA-43,23,29,18,3,27,26,40,34,0,0,100,0,0,0,0,47,2,0,0,51,100,0,0,0,0,99,1,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,20,34,17,2,27,34,32,32,2,0,67,1,30,0,2,80,5,15,0,0,100,0,0,0,0,91,0,0,4,5,96,1,0,0,3,96,0,2,0,2,95,0,3,0,2,100,0
5,Donetsk Oblast,UA-14,23,32,17,3,25,30,36,33,1,0,97,1,2,0,0,97,2,0,0,1,91,9,0,0,0,94,0,0,2,4,97,1,0,0,2,99,1,0,0,0,99,1,0,0,0,100,0
6,Ivano-Frankivs'ka oblast,UA-26,24,31,19,4,22,25,28,35,12,0,82,6,7,3,2,57,41,1,1,0,100,0,0,0,0,96,0,0,2,2,77,6,2,13,2,11,0,1,0,88,84,9,4,1,2,99,1
7,Kharkiv Oblast,UA-63,20,32,17,2,29,26,27,33,0,14,98,1,1,0,0,94,5,0,0,1,100,0,0,0,0,91,0,0,2,7,96,1,0,0,3,98,2,0,0,0,95,0,4,1,0,100,0
8,Khersons'ka oblast,UA-65,20,31,20,2,27,31,30,35,3,1,97,0,3,0,0,89,1,0,7,3,97,2,0,1,0,5,0,0,95,0,97,1,0,2,0,100,0,0,0,0,99,0,1,0,0,100,0
9,Khmel'nyts'ka oblast,UA-68,19,39,16,1,25,34,27,28,10,1,85,6,5,0,4,74,24,0,1,1,84,2,0,14,0,94,0,1,4,1,8,90,0,1,1,76,5,18,0,1,77,17,0,3,3,99,1
10,Kirovohrads'ka oblast,UA-35,15,32,25,0,28,30,33,30,7,0,72,14,12,0,2,82,9,7,2,0,91,2,0,7,0,81,0,2,4,13,86,0,10,2,2,91,2,5,0,2,20,0,1,77,2,100,0
11,Kyiv city,UA-30,19,33,17,3,28,21,19,26,33,1,90,5,4,0,1,65,34,0,1,0,87,1,0,12,0,77,0,1,10,12,74,5,4,5,12,80,3,11,0,6,73,10,7,2,8,97,3
