,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харків,to2,Одеса,Дніпро,Донецьк,Запоріжжя,to3,Львів,Кривий Ріг,Миколаїв,Севастополь,to4,Маріуполь,Луганськ,Вінниця,Макіївка,to5,Сімферополь,Чернігів,Херсон,Полтава,to6,Хмельницький,Черкаси,Чернівці,Житомир,to7,Суми,Рівне,Горлівка,Івано-Франківськ,to8,Тернопіль,Ужгород,Кропивницький,луцьк,to9,Біла Церква
0,Cherkas'ka oblast,UA-71,22,33,12,0,33,26,26,28,19,1,85,2,9,2,2,68,18,3,7,4,72,19,2,7,0,80,0,8,0,12,14,1,84,1,0,93,2,5,0,0,81,9,6,2,2,95,5
1,Chernihivs'ka oblast,UA-74,17,36,18,12,17,27,32,18,23,0,100,0,0,0,0,67,16,0,17,0,100,0,0,0,0,21,0,69,10,0,67,0,0,0,33,67,17,16,0,0,67,16,0,17,0,100,0
2,Chernivets'ka oblast,UA-77,22,29,23,5,21,23,25,34,16,2,95,0,0,0,5,65,35,0,0,0,80,7,0,13,0,92,0,0,6,2,8,0,0,92,0,80,10,5,0,5,79,14,2,0,5,100,0
3,Crimea,UA-43,18,37,20,1,24,33,31,36,0,0,100,0,0,0,0,47,0,0,0,53,100,0,0,0,0,90,0,0,8,2,100,0,0,0,0,100,0,0,0,0,99,0,1,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,21,34,17,2,26,32,34,29,5,0,68,0,30,0,2,51,21,22,4,2,93,2,0,5,0,58,0,0,23,19,78,3,1,12,6,77,9,2,0,12,55,5,23,3,14,99,1
5,Donetsk Oblast,UA-14,29,31,13,2,25,33,31,36,0,0,97,2,0,0,1,87,3,0,0,10,97,2,0,0,1,85,0,0,8,7,97,1,0,0,2,100,0,0,0,0,90,1,8,0,1,100,0
6,Ivano-Frankivs'ka oblast,UA-26,18,33,19,2,28,26,30,26,16,2,72,6,11,0,11,43,50,2,5,0,79,14,0,7,0,85,0,2,7,6,71,1,6,21,1,15,0,2,0,83,70,12,11,3,4,100,0
7,Kharkiv Oblast,UA-63,20,37,12,2,29,32,21,22,0,25,88,6,6,0,0,78,20,0,2,0,82,0,0,18,0,48,0,0,12,40,90,3,0,0,7,87,0,13,0,0,60,0,36,0,4,100,0
8,Khersons'ka oblast,UA-65,19,26,12,5,38,36,36,28,0,0,100,0,0,0,0,71,12,0,12,5,100,0,0,0,0,3,0,0,97,0,80,0,14,0,6,93,0,7,0,0,100,0,0,0,0,93,7
9,Khmel'nyts'ka oblast,UA-68,14,41,12,4,29,35,23,29,12,1,80,7,10,0,3,61,34,4,1,0,72,22,0,6,0,81,0,5,11,3,12,87,0,0,1,80,3,12,0,5,67,10,15,0,8,100,0
10,Kirovohrads'ka oblast,UA-35,21,42,9,3,25,40,26,32,1,1,88,0,12,0,0,63,23,3,8,3,85,3,0,12,0,71,0,3,13,13,88,4,4,4,0,88,4,8,0,0,21,0,1,77,1,100,0
11,Kyiv city,UA-30,19,35,14,2,30,18,17,17,48,0,91,4,3,0,2,71,26,1,1,1,83,8,0,8,1,78,0,3,14,5,78,6,6,2,8,92,5,3,0,0,83,4,9,0,4,99,1
12,Kyivs'ka oblast,UA-32,17,31,18,3,31,17,16,25,42,0,95,2,3,0,0,85,13,1,0,1,83,8,0,9,0,93,0,0,6,1,79,5,5,3,8,89,5,2,2,2,85,0,12,3,0,34,66
13,Luhans'ka oblast,UA-09,22,40,15,5,18,33,40,27,0,0,97,0,3,0,0,78,11,0,0,11,91,0,3,6,0,94,0,0,6,0,100,0,0,0,0,100,0,0,0,0,91,0,3,6,0,100,0
14,Lviv Oblast,UA-46,17,32,20,3,28,22,26,33,14,5,76,10,10,0,4,10,89,0,1,0,69,12,0,19,0,61,0,4,16,19,57,9,6,11,17,60,5,24,0,11,54,17,18,0,11,95,5
15,Mykolaivs'ka oblast,UA-48,20,25,15,3,37,35,18,41,6,0,67,26,4,0,3,41,2,0,57,0,90,10,0,0,0,67,0,3,23,7,100,0,0,0,0,100,0,0,0,0,86,0,4,10,0,100,0
16,Odessa Oblast,UA-51,14,35,20,3,28,32,31,34,3,0,65,35,0,0,0,93,6,0,0,1,89,3,1,7,0,74,0,0,20,6,88,4,0,2,6,98,0,1,0,1,90,0,8,0,2,100,0
17,Poltavs'ka oblast,UA-53,22,34,12,1,31,26,30,28,9,7,86,4,6,0,4,74,18,3,1,4,88,6,0,6,0,7,0,0,1,92,81,4,8,3,4,82,12,4,0,2,90,2,6,2,0,98,2
18,Rivnens'ka oblast,UA-56,20,29,21,3,27,26,24,32,14,4,79,12,7,2,0,44,55,1,0,0,70,24,0,6,0,75,0,7,14,4,77,9,2,7,5,7,0,93,0,0,64,2,4,2,28,97,3
19,Sevastopol' city,UA-40,27,33,13,0,27,30,41,29,0,0,100,0,0,0,0,2,0,0,0,98,100,0,0,0,0,84,0,0,16,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
20,Sums'ka oblast,UA-59,27,30,13,3,27,30,20,34,10,6,91,9,0,0,0,84,16,0,0,0,100,0,0,0,0,59,0,6,6,29,77,8,0,15,0,9,89,0,0,2,84,0,8,0,8,91,9
21,Ternopil's'ka oblast,UA-61,21,27,21,5,26,17,21,37,22,3,84,5,4,3,4,44,49,3,2,2,80,15,1,4,0,78,0,12,9,1,81,9,0,5,5,78,1,14,0,7,9,90,0,0,1,100,0
22,Vinnyts'ka oblast,UA-05,18,34,16,1,31,30,22,27,17,4,86,1,13,0,0,64,28,4,4,0,10,2,0,88,0,69,0,7,12,12,77,8,5,5,5,81,7,11,0,1,75,5,11,3,6,98,2
23,Volyns'ka oblast,UA-07,23,33,13,4,27,33,29,26,12,0,86,7,3,0,4,41,55,0,3,1,61,29,0,10,0,77,0,3,10,10,80,0,3,7,10,77,3,20,0,0,7,0,0,0,93,100,0
24,Zakarpats'ka oblast,UA-21,32,34,9,1,24,33,25,32,8,2,86,0,7,0,7,54,42,1,2,1,74,17,0,9,0,84,0,4,7,5,81,2,5,3,9,84,7,1,0,8,11,0,88,0,1,98,2
25,Zaporiz'ka oblast,UA-23,15,35,20,0,30,32,35,32,0,1,34,1,1,0,64,78,9,2,0,11,94,3,0,3,0,69,0,0,17,14,94,0,3,0,3,97,0,3,0,0,83,0,14,3,0,100,0
26,Zhytomyrs'ka oblast,UA-18,22,29,13,2,34,20,20,36,24,0,83,3,7,0,7,65,27,0,0,8,71,12,0,17,0,83,0,7,7,3,7,1,0,0,92,89,0,11,0,0,83,3,11,0,3,100,0
