,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харків,to2,Одеса,Дніпро,Донецьк,Запоріжжя,to3,Львів,Кривий Ріг,Миколаїв,Севастополь,to4,Маріуполь,Луганськ,Вінниця,Макіївка,to5,Сімферополь,Чернігів,Херсон,Полтава,to6,Хмельницький,Черкаси,Чернівці,Житомир,to7,Суми,Рівне,Горлівка,Івано-Франківськ,to8,Тернопіль,Ужгород,Кропивницький,луцьк,to9,Біла Церква
0,Cherkas'ka oblast,UA-71,23,33,18,4,22,27,26,29,16,2,79,8,9,0,4,79,13,5,3,0,86,10,1,3,0,83,0,0,10,7,14,0,86,0,0,94,6,0,0,0,90,4,1,2,3,96,4
1,Chernihivs'ka oblast,UA-74,26,28,19,3,24,19,30,24,27,0,88,4,8,0,0,81,16,0,0,3,88,4,0,8,0,20,0,78,0,2,92,4,4,0,0,81,12,7,0,0,96,4,0,0,0,100,0
2,Chernivets'ka oblast,UA-77,21,35,15,4,25,27,32,30,9,2,94,1,1,0,4,82,12,4,2,0,87,6,1,6,0,79,0,1,15,5,8,0,0,92,0,84,5,4,0,7,89,5,3,0,3,100,0
3,Crimea,UA-43,21,31,22,3,23,29,33,38,0,0,100,0,0,0,0,47,0,0,0,53,100,0,0,0,0,92,0,0,6,2,99,0,0,0,1,100,0,0,0,0,99,0,1,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,22,35,14,3,26,34,30,32,4,0,56,1,41,0,2,67,8,24,0,1,96,1,0,3,0,68,0,1,19,12,89,4,0,2,5,93,4,1,0,2,87,1,8,3,1,100,0
5,Donetsk Oblast,UA-14,25,30,18,2,25,31,34,35,0,0,95,0,4,0,1,88,5,0,0,7,98,0,0,2,0,88,0,0,4,8,100,0,0,0,0,99,0,1,0,0,97,0,2,0,1,100,0
6,Ivano-Frankivs'ka oblast,UA-26,18,34,14,4,30,24,25,34,15,2,86,6,4,0,4,55,41,3,1,0,86,9,0,5,0,75,0,5,9,11,85,3,0,10,2,17,0,0,0,83,83,11,5,1,0,99,1
7,Kharkiv Oblast,UA-63,16,35,15,2,32,23,27,25,1,24,92,2,5,0,1,91,8,0,0,1,99,0,0,1,0,53,0,1,3,43,92,0,0,3,5,95,5,0,0,0,95,1,4,0,0,100,0
8,Khersons'ka oblast,UA-65,24,29,17,0,30,33,35,30,1,1,91,9,0,0,0,80,8,8,0,4,100,0,0,0,0,4,0,0,96,0,87,5,4,4,0,96,0,0,0,4,80,0,20,0,0,100,0
9,Khmel'nyts'ka oblast,UA-68,16,38,17,4,25,31,25,26,15,3,77,12,8,1,2,63,27,7,2,1,80,5,0,15,0,87,0,0,8,5,9,89,0,1,1,74,5,18,0,3,81,8,6,2,3,100,0
10,Kirovohrads'ka oblast,UA-35,22,35,13,3,27,36,31,26,6,1,77,6,9,0,8,69,12,15,2,2,86,2,2,10,0,75,0,0,6,19,80,4,9,5,2,78,7,9,2,4,18,1,0,80,1,100,0
11,Kyiv city,UA-30,19,35,17,2,27,18,16,19,46,1,86,6,6,0,2,81,17,1,1,0,86,1,0,13,0,77,0,1,17,5,80,4,4,4,8,90,5,3,0,2,84,3,9,1,3,97,3
12,Kyivs'ka oblast,UA-32,20,33,14,5,28,19,18,18,45,0,82,6,10,0,2,78,17,4,0,1,89,3,1,7,0,80,0,4,11,5,82,5,3,0,10,93,2,2,1,2,89,2,5,1,3,34,66
13,Luhans'ka oblast,UA-09,20,30,18,3,29,40,31,29,0,0,100,0,0,0,0,93,2,0,0,5,100,0,0,0,0,93,0,0,7,0,98,2,0,0,0,100,0,0,0,0,98,0,2,0,0,100,0
14,Lviv Oblast,UA-46,22,31,17,4,26,23,25,30,20,2,76,7,11,1,5,8,91,0,1,0,74,6,1,19,0,67,0,4,12,17,54,13,7,13,13,62,3,23,0,12,51,17,17,2,13,94,6
15,Mykolaivs'ka oblast,UA-48,22,30,13,3,32,26,36,33,4,1,82,18,0,0,0,61,9,0,30,0,95,0,0,5,0,75,0,0,18,7,97,0,0,0,3,97,3,0,0,0,85,8,2,2,3,100,0
16,Odessa Oblast,UA-51,20,32,16,3,29,32,33,32,3,0,54,44,2,0,0,86,4,0,5,5,95,0,0,5,0,76,0,0,20,4,93,1,1,0,5,99,0,0,0,1,85,0,14,0,1,100,0
17,Poltavs'ka oblast,UA-53,24,31,19,2,24,26,31,27,10,6,81,8,8,0,3,80,12,5,1,2,87,6,0,7,0,7,0,0,1,92,94,1,3,1,1,78,16,5,0,1,83,1,9,0,7,100,0
18,Rivnens'ka oblast,UA-56,22,31,16,6,25,25,25,29,20,1,82,6,6,1,5,54,35,5,5,1,79,14,0,7,0,84,0,1,11,4,79,7,1,4,9,6,0,94,0,0,58,8,0,1,33,100,0
19,Sevastopol' city,UA-40,17,33,15,5,30,29,26,45,0,0,100,0,0,0,0,5,0,0,0,95,100,0,0,0,0,88,0,0,12,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
20,Sums'ka oblast,UA-59,20,40,15,1,24,38,29,22,11,0,93,0,7,0,0,83,17,0,0,0,93,0,0,7,0,62,0,2,13,23,75,0,19,3,3,15,85,0,0,0,96,0,0,4,0,100,0
21,Ternopil's'ka oblast,UA-61,20,31,18,5,26,24,28,30,14,4,82,2,2,5,9,57,34,8,0,1,88,9,1,2,0,86,0,2,5,7,79,3,0,13,5,82,2,10,1,5,7,92,1,0,0,100,0
22,Vinnyts'ka oblast,UA-05,23,32,15,5,25,27,25,29,17,2,72,15,9,2,2,74,19,5,1,1,8,0,0,92,0,75,0,4,11,10,72,9,2,10,7,88,7,4,1,0,85,6,5,1,3,100,0
23,Volyns'ka oblast,UA-07,14,40,18,3,25,29,18,31,19,3,75,11,6,1,7,55,39,5,1,0,81,10,1,8,0,81,0,5,6,8,82,7,3,3,5,66,4,29,0,1,7,0,0,0,93,100,0
24,Zakarpats'ka oblast,UA-21,37,33,10,1,19,29,28,28,12,3,87,5,3,2,3,71,24,2,3,0,90,3,0,7,0,79,0,2,12,7,85,3,2,3,7,90,5,3,0,2,11,0,89,0,0,99,1
25,Zaporiz'ka oblast,UA-23,16,36,13,6,29,33,37,29,1,0,32,0,2,0,66,91,4,1,1,3,99,1,0,0,0,81,0,0,15,4,97,3,0,0,0,94,5,0,0,1,92,0,7,0,1,100,0
26,Zhytomyrs'ka oblast,UA-18,18,34,22,3,23,25,22,24,29,0,77,6,9,2,6,60,26,8,5,1,77,4,0,19,0,80,0,4,9,7,5,0,0,0,95,75,4,17,0,4,79,6,9,0,6,95,5
