,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харків,in2,Одеса,Дніпро,Донецьк,Запоріжжя,in3,Львів,Кривий Ріг,Миколаїв,Севастополь,in4,Маріуполь,Луганськ,Вінниця,Макіївка,in5,Сімферополь,Чернігів,Херсон,Полтава,in6,Хмельницький,Черкаси,Чернівці,Житомир,in7,Суми,Рівне,Горлівка,Івано-Франківськ,in8,Тернопіль,Ужгород,Кропивницький,луцьк,in9,Біла Церква
0,Cherkas'ka oblast,UA-71,19,32,17,2,30,28,27,28,15,2,85,8,7,0,0,79,14,5,1,1,91,5,1,3,0,82,0,2,3,13,13,0,87,0,0,96,1,2,0,1,88,1,3,7,1,97,3
1,Chernihivs'ka oblast,UA-74,18,32,16,3,31,26,20,21,33,0,70,13,17,0,0,95,5,0,0,0,85,10,0,5,0,14,0,80,4,2,85,5,5,5,0,95,5,0,0,0,85,0,10,0,5,100,0
2,Chernivets'ka oblast,UA-77,18,35,14,4,29,32,29,29,8,2,83,7,8,0,2,78,21,1,0,0,96,2,0,2,0,86,0,0,12,2,6,0,0,94,0,81,10,2,0,7,84,6,0,4,6,100,0
3,Crimea,UA-43,25,35,18,1,21,34,30,36,0,0,100,0,0,0,0,30,0,0,0,70,100,0,0,0,0,84,0,0,12,4,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,19,36,19,3,23,37,31,29,2,1,56,1,40,0,3,56,11,33,0,0,94,2,0,4,0,72,0,1,9,18,88,1,0,5,6,92,4,2,0,2,88,0,9,0,3,99,1
5,Donetsk Oblast,UA-14,18,33,20,5,24,40,28,31,1,0,98,0,0,2,0,92,4,0,0,4,98,2,0,0,0,92,0,0,2,6,87,3,6,0,4,98,0,2,0,0,94,0,4,0,2,100,0
6,Ivano-Frankivs'ka oblast,UA-26,25,31,14,4,26,26,28,30,12,4,72,8,13,0,7,60,35,2,3,0,95,5,0,0,0,90,0,2,7,1,79,5,1,14,1,12,0,1,0,87,84,9,6,1,0,98,2
7,Kharkiv Oblast,UA-63,17,28,21,5,29,21,24,29,3,23,96,0,2,2,0,93,5,0,0,2,98,0,0,2,0,53,0,3,3,41,93,3,2,0,2,98,0,2,0,0,93,1,4,0,2,100,0
8,Khersons'ka oblast,UA-65,15,32,15,0,38,32,39,29,0,0,100,0,0,0,0,92,4,0,4,0,96,4,0,0,0,5,0,0,95,0,100,0,0,0,0,92,0,8,0,0,96,0,0,4,0,100,0
9,Khmel'nyts'ka oblast,UA-68,19,35,20,5,21,32,25,28,12,3,75,10,8,2,5,71,23,2,4,0,77,8,0,15,0,77,0,12,6,5,8,90,0,2,0,68,3,26,1,2,77,17,3,0,3,94,6
10,Kirovohrads'ka oblast,UA-35,20,31,20,2,27,31,33,21,13,2,65,14,16,0,5,71,14,6,6,3,95,5,0,0,0,79,0,2,8,11,95,0,3,0,2,93,5,2,0,0,17,1,0,82,0,100,0
11,Kyiv city,UA-30,19,32,20,3,26,16,15,18,51,0,85,5,7,0,3,73,24,1,1,1,84,2,0,14,0,74,0,2,13,11,75,6,6,3,10,87,2,8,0,3,78,6,9,3,4,96,4
12,Kyivs'ka oblast,UA-32,21,29,18,5,27,15,17,14,53,1,83,3,8,1,5,80,17,0,2,1,87,5,0,7,1,84,0,2,6,8,75,9,6,2,8,95,2,3,0,0,85,8,4,1,2,31,69
13,Luhans'ka oblast,UA-09,20,32,18,3,27,35,38,27,0,0,100,0,0,0,0,85,2,0,0,13,100,0,0,0,0,85,0,0,5,10,95,0,0,0,5,100,0,0,0,0,100,0,0,0,0,100,0
14,Lviv Oblast,UA-46,20,30,17,3,30,22,28,30,18,2,78,7,9,1,5,7,93,0,0,0,71,5,0,24,0,68,0,3,10,19,53,13,4,14,16,56,2,30,0,12,46,19,17,2,16,95,5
15,Mykolaivs'ka oblast,UA-48,22,37,13,2,26,30,30,35,5,0,65,29,4,0,2,43,5,1,51,0,94,3,0,3,0,76,0,0,22,2,97,0,0,3,0,100,0,0,0,0,82,3,3,9,3,100,0
16,Odessa Oblast,UA-51,26,35,14,3,22,36,33,30,1,0,59,40,1,0,0,92,4,1,3,0,93,1,0,6,0,75,0,0,19,6,96,1,0,0,3,95,4,1,0,0,93,0,6,1,0,100,0
17,Poltavs'ka oblast,UA-53,24,30,18,5,23,26,29,29,12,4,85,5,7,0,3,89,9,1,0,1,91,3,1,5,0,7,0,0,0,93,83,3,5,4,5,76,13,6,0,5,80,4,9,0,7,99,1
18,Rivnens'ka oblast,UA-56,16,35,19,4,26,30,29,28,10,3,85,5,8,1,1,76,22,1,1,0,93,4,0,3,0,97,0,2,1,0,91,2,0,3,4,6,0,94,0,0,71,6,3,2,18,99,1
19,Sevastopol' city,UA-40,21,30,22,3,24,36,42,22,0,0,100,0,0,0,0,4,0,0,0,96,100,0,0,0,0,88,0,0,12,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
20,Sums'ka oblast,UA-59,24,27,15,6,28,20,29,34,14,3,88,0,7,0,5,84,14,2,0,0,95,5,0,0,0,77,0,0,6,17,88,5,7,0,0,14,86,0,0,0,90,2,0,0,8,98,2
21,Ternopil's'ka oblast,UA-61,21,33,14,4,28,30,31,25,12,2,81,1,10,5,3,62,34,4,0,0,87,8,0,5,0,87,0,0,12,1,78,6,1,13,2,82,3,6,0,9,6,94,0,0,0,97,3
22,Vinnyts'ka oblast,UA-05,22,38,13,4,23,28,28,31,12,1,85,3,6,0,6,86,10,0,4,0,10,0,0,90,0,80,0,3,11,6,79,10,1,7,3,94,2,4,0,0,90,4,1,0,5,100,0
