,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харків,in2,Одеса,Дніпро,Донецьк,Запоріжжя,in3,Львів,Кривий Ріг,Миколаїв,Севастополь,in4,Маріуполь,Луганськ,Вінниця,Макіївка,in5,Сімферополь,Чернігів,Херсон,Полтава,in6,Хмельницький,Черкаси,Чернівці,Житомир,in7,Суми,Рівне,Горлівка,Івано-Франківськ,in8,Тернопіль,Ужгород,Кропивницький,луцьк,in9,Біла Церква
0,Cherkas'ka oblast,UA-71,23,34,20,3,20,29,26,30,15,0,70,12,17,0,1,86,12,0,2,0,96,0,0,4,0,96,0,0,4,0,13,0,87,0,0,92,4,4,0,0,98,0,2,0,0,98,2
1,Chernihivs'ka oblast,UA-74,20,36,12,3,29,34,30,22,12,2,86,3,8,3,0,83,17,0,0,0,86,0,3,11,0,25,0,74,0,1,83,10,0,0,7,78,13,6,0,3,96,0,4,0,0,100,0
2,Chernivets'ka oblast,UA-77,15,24,20,2,39,27,38,33,2,0,86,4,8,0,2,82,16,2,0,0,96,0,0,4,0,96,0,0,2,2,9,1,0,90,0,90,2,0,0,8,92,8,0,0,0,100,0
3,Crimea,UA-43,16,36,19,2,27,32,39,28,1,0,100,0,0,0,0,66,0,0,0,34,99,0,0,1,0,98,0,0,2,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,20,32,16,2,30,30,37,32,1,0,81,0,18,0,1,75,5,20,0,0,99,0,0,1,0,91,0,0,2,7,94,2,0,1,3,95,3,1,0,1,96,3,0,0,1,100,0
5,Donetsk Oblast,UA-14,24,35,15,2,24,37,31,32,0,0,96,0,3,0,1,97,0,0,1,2,92,8,0,0,0,96,0,0,0,4,100,0,0,0,0,98,0,1,0,1,99,0,0,1,0,100,0
6,Ivano-Frankivs'ka oblast,UA-26,17,32,19,6,26,28,28,37,5,2,91,2,4,1,2,55,44,0,1,0,98,0,0,2,0,96,0,0,4,0,85,3,0,11,1,12,0,0,0,88,86,9,0,1,4,98,2
7,Kharkiv Oblast,UA-63,20,32,14,3,31,25,31,31,0,13,100,0,0,0,0,99,1,0,0,0,100,0,0,0,0,88,0,0,4,8,97,0,1,0,2,97,0,2,0,1,99,0,1,0,0,100,0
8,Khersons'ka oblast,UA-65,21,35,10,3,31,38,32,26,3,1,88,5,5,0,2,82,9,0,4,5,95,0,0,5,0,5,0,0,95,0,93,0,0,5,2,95,3,2,0,0,93,3,2,0,2,100,0
9,Khmel'nyts'ka oblast,UA-68,22,38,12,4,24,30,28,25,16,1,82,5,13,0,0,78,22,0,0,0,92,0,0,8,0,98,0,0,2,0,10,89,0,0,1,78,0,21,0,1,79,16,1,0,4,100,0
10,Kirovohrads'ka oblast,UA-35,29,29,16,4,22,21,39,34,5,1,95,0,5,0,0,84,9,5,2,0,98,0,0,2,0,91,0,2,0,7,90,0,5,0,5,98,0,2,0,0,28,0,0,71,1,100,0
11,Kyiv city,UA-30,18,31,17,3,31,20,22,25,33,0,91,4,4,0,1,62,36,0,2,0,88,0,0,12,0,76,0,2,11,11,69,7,4,9,11,75,2,17,0,6,73,10,7,1,9,96,4
12,Kyivs'ka oblast,UA-32,19,33,21,3,24,21,21,23,35,0,91,3,4,0,2,82,15,0,3,0,89,0,0,11,0,93,0,1,2,4,78,6,6,0,10,93,3,2,0,2,94,3,1,0,2,40,60
