,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харків,the2,Одеса,Дніпро,Донецьк,Запоріжжя,the3,Львів,Кривий Ріг,Миколаїв,Севастополь,the4,Маріуполь,Луганськ,Вінниця,Макіївка,the5,Сімферополь,Чернігів,Херсон,Полтава,the6,Хмельницький,Черкаси,Чернівці,Житомир,the7,Суми,Рівне,Горлівка,Івано-Франківськ,the8,Тернопіль,Ужгород,Кропивницький,луцьк,the9,Біла Церква
0,Cherkas'ka oblast,UA-71,16,40,11,4,29,28,28,27,16,1,80,6,12,0,2,86,10,1,1,2,92,2,0,6,0,85,0,1,9,5,15,0,85,0,0,89,6,4,0,1,74,3,7,14,2,95,5
1,Chernihivs'ka oblast,UA-74,15,37,8,1,39,27,33,19,21,0,85,4,8,0,3,92,8,0,0,0,96,4,0,0,0,30,0,65,4,1,79,3,3,8,7,92,8,0,0,0,76,7,3,11,3,96,4
2,Chernivets'ka oblast,UA-77,23,32,14,4,27,27,35,27,11,0,81,8,7,2,2,76,13,0,7,4,85,13,0,2,0,80,0,2,14,4,6,1,0,93,0,90,5,0,0,5,74,11,2,9,4,98,2
3,Crimea,UA-43,24,31,22,1,22,32,36,32,0,0,99,0,1,0,0,42,0,0,0,58,100,0,0,0,0,93,0,0,5,2,99,0,0,0,1,100,0,0,0,0,99,1,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,19,35,19,2,25,37,30,31,1,1,60,4,31,0,5,66,10,23,0,1,93,6,0,1,0,68,0,0,20,12,91,3,2,1,3,92,2,3,0,3,84,1,6,6,3,98,2
5,Donetsk Oblast,UA-14,21,33,13,2,31,36,34,30,0,0,99,0,0,1,0,91,2,0,0,7,100,0,0,0,0,85,0,0,9,6,97,1,1,0,1,99,0,1,0,0,97,2,0,0,1,100,0
6,Ivano-Frankivs'ka oblast,UA-26,19,35,15,3,28,30,28,31,7,4,76,15,3,1,5,62,35,2,1,0,80,18,1,1,0,83,0,0,10,7,74,7,2,14,3,14,0,0,0,86,69,18,5,7,1,99,1
7,Kharkiv Oblast,UA-63,18,37,16,0,29,29,21,29,3,18,92,3,5,0,0,96,3,1,0,0,100,0,0,0,0,58,0,0,4,38,99,0,1,0,0,100,0,0,0,0,90,1,6,3,0,100,0
8,Khersons'ka oblast,UA-65,21,29,13,4,33,40,32,28,0,0,85,15,0,0,0,83,0,0,17,0,96,4,0,0,0,5,0,0,95,0,96,0,0,0,4,100,0,0,0,0,89,0,3,8,0,100,0
9,Khmel'nyts'ka oblast,UA-68,22,33,13,3,29,29,25,31,13,2,78,11,5,2,4,70,20,2,8,0,71,18,0,11,0,87,0,0,10,3,9,90,0,0,1,82,2,13,0,3,68,14,9,6,3,100,0
10,Kirovohrads'ka oblast,UA-35,24,33,17,2,24,30,38,28,4,0,76,7,11,2,4,68,24,4,4,0,80,9,2,9,0,81,0,0,9,10,76,4,7,4,9,90,3,0,2,5,16,1,1,82,0,100,0
11,Kyiv city,UA-30,17,32,18,4,29,18,18,20,44,0,93,3,3,0,1,78,18,1,1,2,89,3,0,8,0,76,0,2,14,8,76,4,7,3,10,91,5,2,0,2,83,6,5,2,4,97,3
12,Kyivs'ka oblast,UA-32,23,32,17,2,26,19,17,20,44,0,84,2,10,1,3,84,12,2,1,1,89,8,0,3,0,78,0,3,10,9,76,7,3,3,11,91,5,2,0,2,92,2,1,4,1,36,64
13,Luhans'ka oblast,UA-09,19,41,10,2,28,39,32,29,0,0,100,0,0,0,0,91,3,0,0,6,99,0,1,0,0,94,0,0,3,3,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
14,Lviv Oblast,UA-46,19,33,18,3,27,26,26,31,15,2,74,12,7,1,6,9,90,0,1,0,72,9,0,19,0,65,0,4,15,16,55,12,5,12,16,58,2,29,0,11,44,23,16,5,12,96,4
