,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харків,in2,Одеса,Дніпро,Донецьк,Запоріжжя,in3,Львів,Кривий Ріг,Миколаїв,Севастополь,in4,Маріуполь,Луганськ,Вінниця,Макіївка,in5,Сімферополь,Чернігів,Херсон,Полтава,in6,Хмельницький,Черкаси,Чернівці,Житомир,in7,Суми,Рівне,Горлівка,Івано-Франківськ,in8,Тернопіль,Ужгород,Кропивницький,луцьк,in9,Біла Церква
10,Kirovohrads'ka oblast,UA-35,24,34,19,3,20,35,34,22,9,0,84,0,12,2,2,76,10,12,2,0,93,5,0,2,0,82,0,0,11,7,91,2,7,0,0,90,5,5,0,0,23,0,1,75,1,98,2
11,Kyiv city,UA-30,17,31,18,4,30,14,15,19,51,1,84,6,7,0,3,52,45,1,1,1,76,1,0,23,0,72,0,4,9,15,51,13,7,9,20,70,3,22,0,5,63,17,10,1,9,93,7
12,Kyivs'ka oblast,UA-32,22,32,14,3,29,17,19,18,46,0,88,4,7,0,1,77,19,1,1,2,92,2,0,6,0,91,0,3,4,2,80,5,0,6,9,92,4,3,0,1,91,3,3,0,3,38,62
13,Luhans'ka oblast,UA-09,22,25,24,4,25,25,35,39,1,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,97,0,0,0,3,97,0,0,0,3,100,0,0,0,0,97,0,3,0,0,100,0
14,Lviv Oblast,UA-46,21,33,18,3,25,26,29,32,12,1,84,4,7,0,5,8,92,0,0,0,90,3,0,7,0,77,0,5,10,8,65,10,3,15,7,76,4,11,0,9,58,13,13,2,14,98,2
15,Mykolaivs'ka oblast,UA-48,21,35,19,1,24,33,30,28,9,0,80,16,4,0,0,45,2,0,53,0,96,0,0,4,0,63,0,0,28,9,100,0,0,0,0,100,0,0,0,0,84,0,4,8,4,100,0
16,Odessa Oblast,UA-51,24,31,20,2,23,30,34,34,2,0,52,47,1,0,0,92,3,0,4,1,93,1,0,6,0,91,0,0,7,2,96,1,0,1,2,97,0,3,0,0,98,0,0,1,1,100,0
17,Poltavs'ka oblast,UA-53,20,32,16,3,29,28,30,28,10,4,93,6,0,0,1,88,8,3,1,0,89,1,1,9,0,6,0,0,1,93,89,3,3,1,4,82,11,6,0,1,80,4,8,2,6,100,0
18,Rivnens'ka oblast,UA-56,19,32,22,6,21,25,33,28,14,0,88,3,5,1,3,81,19,0,0,0,95,3,0,2,0,94,0,0,1,5,91,0,1,0,8,7,0,93,0,0,63,8,1,2,26,100,0
19,Sevastopol' city,UA-40,31,27,17,4,21,33,40,27,0,0,100,0,0,0,0,4,0,0,0,96,100,0,0,0,0,80,0,0,15,5,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
20,Sums'ka oblast,UA-59,22,29,22,3,24,30,29,29,9,3,90,0,10,0,0,100,0,0,0,0,97,3,0,0,0,68,0,2,5,25,94,0,3,3,0,16,84,0,0,0,94,0,6,0,0,100,0
21,Ternopil's'ka oblast,UA-61,24,37,16,1,22,34,28,28,8,2,88,2,6,2,2,61,38,1,0,0,94,0,0,6,0,94,0,0,4,2,68,10,1,21,0,75,2,7,1,15,5,94,0,0,1,100,0
22,Vinnyts'ka oblast,UA-05,23,35,18,2,22,29,30,30,10,1,89,4,3,0,4,87,10,0,2,1,10,0,0,90,0,89,0,0,5,6,86,4,2,2,6,89,2,9,0,0,89,5,0,5,1,100,0
23,Volyns'ka oblast,UA-07,25,35,14,3,23,30,30,30,10,0,75,2,18,0,5,57,43,0,0,0,91,3,0,6,0,77,0,5,10,8,86,0,9,0,5,71,2,27,0,0,5,0,0,0,95,94,6
24,Zakarpats'ka oblast,UA-21,34,36,9,3,18,34,30,25,9,2,90,2,4,0,4,71,26,0,3,0,88,2,0,8,2,90,0,0,8,2,88,6,2,2,2,96,2,0,0,2,10,0,90,0,0,100,0
25,Zaporiz'ka oblast,UA-23,16,36,18,0,30,37,35,27,1,0,42,0,0,0,58,96,4,0,0,0,98,0,0,2,0,92,0,0,6,2,89,0,4,0,7,98,0,2,0,0,92,4,4,0,0,100,0
26,Zhytomyrs'ka oblast,UA-18,24,36,19,2,19,24,31,22,23,0,93,2,5,0,0,82,16,0,2,0,88,2,0,10,0,95,0,5,0,0,6,1,0,0,93,82,7,9,0,2,88,7,5,0,0,98,2
