,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харків,to2,Одеса,Дніпро,Донецьк,Запоріжжя,to3,Львів,Кривий Ріг,Миколаїв,Севастополь,to4,Маріуполь,Луганськ,Вінниця,Макіївка,to5,Сімферополь,Чернігів,Херсон,Полтава,to6,Хмельницький,Черкаси,Чернівці,Житомир,to7,Суми,Рівне,Горлівка,Івано-Франківськ,to8,Тернопіль,Ужгород,Кропивницький,луцьк,to9,Біла Церква
0,Cherkas'ka oblast,UA-71,19,29,21,4,27,24,34,24,17,1,75,5,18,0,2,91,5,0,1,3,94,0,0,6,0,92,0,3,1,4,12,0,87,1,0,95,3,2,0,0,84,6,0,6,4,97,3
1,Chernihivs'ka oblast,UA-74,23,31,18,4,24,28,28,26,18,0,91,3,6,0,0,88,12,0,0,0,94,0,3,3,0,24,0,76,0,0,91,6,0,0,3,81,14,5,0,0,83,0,9,2,6,100,0
2,Chernivets'ka oblast,UA-77,21,31,19,2,27,30,36,30,4,0,91,4,5,0,0,85,14,0,1,0,91,0,1,8,0,95,0,0,1,4,8,0,0,92,0,93,1,6,0,0,97,2,1,0,0,100,0
3,Crimea,UA-43,17,32,19,2,30,34,34,32,0,0,100,0,0,0,0,54,0,0,0,46,100,0,0,0,0,92,0,0,5,3,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,20,31,16,3,30,32,32,35,1,0,73,0,26,0,1,76,4,20,0,0,100,0,0,0,0,91,0,0,2,7,93,2,0,1,4,97,2,1,0,0,96,0,4,0,0,100,0
5,Donetsk Oblast,UA-14,21,32,19,3,25,31,35,33,1,0,96,0,4,0,0,98,1,0,0,1,94,6,0,0,0,95,0,0,2,3,97,0,0,0,3,99,0,1,0,0,98,0,0,0,2,100,0
6,Ivano-Frankivs'ka oblast,UA-26,16,32,24,2,26,24,31,34,10,1,88,3,9,0,0,63,37,0,0,0,94,3,0,3,0,94,0,2,3,1,75,4,2,17,2,14,0,0,0,86,89,9,2,0,0,100,0
7,Kharkiv Oblast,UA-63,19,29,20,4,28,25,31,34,0,10,97,0,3,0,0,97,2,0,0,1,100,0,0,0,0,93,0,0,0,7,100,0,0,0,0,99,0,1,0,0,98,0,1,0,1,100,0
8,Khersons'ka oblast,UA-65,26,30,18,5,21,35,32,30,3,0,86,6,6,0,2,86,8,2,0,4,98,0,0,2,0,4,0,0,96,0,88,2,0,2,8,96,4,0,0,0,92,2,4,0,2,100,0
9,Khmel'nyts'ka oblast,UA-68,20,40,15,2,23,30,25,29,15,1,83,4,13,0,0,77,23,0,0,0,92,0,0,8,0,94,0,0,5,1,9,89,0,1,1,84,2,14,0,0,79,14,3,1,3,99,1
10,Kirovohrads'ka oblast,UA-35,21,20,21,6,32,21,28,37,12,2,70,12,16,2,0,81,10,4,5,0,90,2,0,8,0,85,0,0,7,8,92,6,0,2,0,92,5,3,0,0,21,0,1,78,0,100,0
11,Kyiv city,UA-30,18,34,17,3,28,21,20,26,33,0,88,4,7,0,1,69,30,0,1,0,88,0,0,12,0,78,0,1,11,10,73,7,4,5,11,80,2,13,0,5,76,9,6,1,8,96,4
12,Kyivs'ka oblast,UA-32,20,31,17,2,30,19,23,23,35,0,87,5,8,0,0,88,11,0,0,1,94,1,0,5,0,94,0,1,2,3,85,4,2,2,7,94,2,3,0,1,94,0,2,0,4,45,55
