,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харків,the2,Одеса,Дніпро,Донецьк,Запоріжжя,the3,Львів,Кривий Ріг,Миколаїв,Севастополь,the4,Маріуполь,Луганськ,Вінниця,Макіївка,the5,Сімферополь,Чернігів,Херсон,Полтава,the6,Хмельницький,Черкаси,Чернівці,Житомир,the7,Суми,Рівне,Горлівка,Івано-Франківськ,the8,Тернопіль,Ужгород,Кропивницький,луцьк,the9,Біла Церква
0,Cherkas'ka oblast,UA-71,21,32,15,3,29,23,26,27,22,2,75,8,17,0,0,71,23,1,5,0,92,2,0,4,2,96,0,0,0,4,11,0,89,0,0,92,4,4,0,0,83,4,4,2,7,90,10
1,Chernihivs'ka oblast,UA-74,24,31,16,2,27,22,29,17,31,1,90,4,3,0,3,93,7,0,0,0,87,3,0,7,3,24,0,74,2,0,79,3,6,0,12,87,10,0,0,3,97,0,0,3,0,97,3
2,Chernivets'ka oblast,UA-77,15,31,16,3,35,26,35,28,11,0,81,11,8,0,0,70,29,0,0,1,95,0,0,5,0,95,0,0,3,2,7,0,0,93,0,84,0,4,0,12,88,12,0,0,0,100,0
3,Crimea,UA-43,22,28,16,2,32,29,37,34,0,0,100,0,0,0,0,36,0,0,0,64,100,0,0,0,0,95,0,0,4,1,99,0,0,0,1,99,0,1,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,20,31,16,3,30,35,30,33,2,0,71,0,28,0,1,76,8,15,1,0,98,0,0,2,0,91,0,0,4,5,91,2,1,0,6,100,0,0,0,0,95,2,1,0,2,100,0
5,Donetsk Oblast,UA-14,17,37,17,4,25,41,30,28,1,0,99,0,0,1,0,95,3,0,0,2,96,4,0,0,0,99,0,0,1,0,97,0,0,1,2,99,1,0,0,0,96,1,3,0,0,100,0
6,Ivano-Frankivs'ka oblast,UA-26,18,36,24,3,19,29,31,24,14,2,86,0,10,1,3,46,52,0,2,0,95,1,0,4,0,95,0,1,4,0,64,6,0,30,0,11,0,0,0,89,87,9,3,0,1,99,1
7,Kharkiv Oblast,UA-63,17,35,17,2,29,29,29,30,0,12,100,0,0,0,0,97,2,0,0,1,99,0,0,1,0,87,0,0,3,10,99,0,0,0,1,98,2,0,0,0,98,1,1,0,0,100,0
8,Khersons'ka oblast,UA-65,21,39,16,1,23,40,31,28,1,0,95,2,1,0,2,91,0,0,1,8,98,0,0,2,0,5,0,0,95,0,98,0,0,0,2,98,0,2,0,0,91,4,4,0,1,100,0
9,Khmel'nyts'ka oblast,UA-68,15,32,19,1,33,24,26,26,21,3,74,10,14,2,0,57,41,1,1,0,77,0,0,21,2,82,0,0,7,11,6,91,0,1,2,62,1,34,0,3,57,35,0,0,8,100,0
10,Kirovohrads'ka oblast,UA-35,19,47,12,1,21,41,23,27,7,2,77,12,11,0,0,82,14,0,2,2,96,0,0,4,0,84,0,2,2,12,85,4,7,2,2,85,0,6,0,9,23,1,0,76,0,93,7
11,Kyiv city,UA-30,19,35,15,3,28,22,20,24,34,0,92,5,3,0,0,60,38,1,1,0,87,0,0,13,0,68,0,2,16,14,64,8,5,7,16,76,3,15,0,6,71,11,6,2,10,96,4
12,Kyivs'ka oblast,UA-32,17,35,16,4,28,22,22,20,36,0,91,3,6,0,0,79,20,0,0,1,100,0,0,0,0,90,0,0,2,8,86,6,3,1,4,98,0,2,0,0,96,0,2,1,1,43,57
13,Luhans'ka oblast,UA-09,21,35,17,3,24,32,30,36,2,0,100,0,0,0,0,94,6,0,0,0,99,0,1,0,0,97,0,0,3,0,99,0,0,1,0,94,0,3,0,3,94,1,5,0,0,100,0
14,Lviv Oblast,UA-46,20,35,17,2,26,29,29,31,11,0,85,6,8,0,1,6,94,0,0,0,96,0,0,4,0,94,0,1,3,2,85,2,3,6,4,87,1,4,0,8,72,12,4,0,12,99,1
15,Mykolaivs'ka oblast,UA-48,20,35,16,5,24,33,34,31,2,0,85,12,3,0,0,67,2,1,30,0,100,0,0,0,0,68,0,0,32,0,94,0,0,0,6,100,0,0,0,0,96,0,2,2,0,100,0
16,Odessa Oblast,UA-51,16,36,19,2,27,35,31,33,1,0,66,34,0,0,0,95,2,0,1,2,97,0,0,3,0,91,0,0,5,4,98,0,0,0,2,97,0,2,0,1,96,0,3,0,1,100,0
17,Poltavs'ka oblast,UA-53,14,38,17,3,28,36,25,25,11,3,92,3,4,0,1,87,12,0,0,1,99,1,0,0,0,6,0,0,0,94,84,5,9,0,2,87,9,4,0,0,90,0,2,3,5,99,1
18,Rivnens'ka oblast,UA-56,15,37,23,2,23,28,24,21,25,2,83,5,10,0,2,57,42,0,1,0,92,0,0,8,0,94,0,0,2,4,86,4,2,2,6,5,0,95,0,0,51,4,0,0,45,96,4
19,Sevastopol' city,UA-40,16,37,22,1,24,44,23,33,0,0,100,0,0,0,0,4,0,0,0,96,100,0,0,0,0,97,0,0,3,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
20,Sums'ka oblast,UA-59,19,32,16,3,30,32,32,28,7,1,99,0,0,0,1,88,11,0,1,0,100,0,0,0,0,84,0,3,1,12,92,1,1,2,4,26,74,0,0,0,91,2,6,0,1,99,1
21,Ternopil's'ka oblast,UA-61,16,34,16,5,29,27,30,26,15,2,72,10,16,0,2,48,50,1,1,0,95,0,0,5,0,93,0,2,3,2,63,16,0,21,0,61,5,14,0,20,5,95,0,0,0,98,2
22,Vinnyts'ka oblast,UA-05,21,30,14,4,31,24,30,32,14,0,87,12,1,0,0,85,13,1,1,0,7,0,0,93,0,91,0,0,3,6,63,16,1,9,11,94,3,3,0,0,83,8,1,1,7,90,10
23,Volyns'ka oblast,UA-07,19,37,16,5,23,29,17,25,29,0,76,11,13,0,0,49,51,0,0,0,98,0,0,2,0,92,0,0,3,5,100,0,0,0,0,66,2,31,0,1,5,1,0,0,94,98,2
24,Zakarpats'ka oblast,UA-21,45,21,13,1,20,27,32,30,11,0,96,0,4,0,0,58,41,0,1,0,89,2,0,9,0,91,0,2,5,2,94,2,0,4,0,84,0,6,0,10,11,0,89,0,0,98,2
