,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харків,to2,Одеса,Дніпро,Донецьк,Запоріжжя,to3,Львів,Кривий Ріг,Миколаїв,Севастополь,to4,Маріуполь,Луганськ,Вінниця,Макіївка,to5,Сімферополь,Чернігів,Херсон,Полтава,to6,Хмельницький,Черкаси,Чернівці,Житомир,to7,Суми,Рівне,Горлівка,Івано-Франківськ,to8,Тернопіль,Ужгород,Кропивницький,луцьк,to9,Біла Церква
0,Cherkas'ka oblast,UA-71,13,38,13,2,34,25,28,27,19,1,74,10,14,1,1,73,21,4,1,1,81,8,1,10,0,67,0,5,5,23,12,0,87,0,1,84,8,5,0,3,90,2,5,1,2,98,2
1,Chernihivs'ka oblast,UA-74,14,38,20,11,17,28,35,24,11,2,92,8,0,0,0,92,8,0,0,0,79,7,0,14,0,22,0,72,2,4,100,0,0,0,0,100,0,0,0,0,79,0,14,0,7,92,8
2,Chernivets'ka oblast,UA-77,22,35,14,5,24,32,32,28,7,1,85,2,11,0,2,74,20,6,0,0,93,2,0,5,0,76,0,8,6,10,6,1,0,93,0,69,17,5,0,9,68,24,5,1,2,100,0
3,Crimea,UA-43,23,38,14,1,24,32,33,35,0,0,99,0,1,0,0,47,1,0,0,52,100,0,0,0,0,90,1,0,7,2,98,0,0,2,0,99,0,1,0,0,99,1,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,20,34,18,2,26,34,32,31,2,1,56,1,41,0,2,60,8,31,0,1,93,5,0,2,0,51,0,2,35,12,85,7,0,3,5,92,3,1,0,4,76,2,14,2,6,100,0
5,Donetsk Oblast,UA-14,23,29,15,2,31,31,35,34,0,0,90,1,6,3,0,90,2,1,0,7,96,1,0,2,1,75,0,0,1,24,94,1,1,1,3,97,2,1,0,0,79,3,18,0,0,100,0
6,Ivano-Frankivs'ka oblast,UA-26,19,33,22,4,22,27,25,33,12,3,83,11,1,1,4,59,34,4,1,2,88,10,0,2,0,76,0,7,5,12,77,8,0,12,3,16,1,1,0,82,73,16,7,1,3,98,2
7,Kharkiv Oblast,UA-63,22,31,12,0,35,27,21,26,0,26,95,2,1,0,2,90,10,0,0,0,99,1,0,0,0,59,0,0,3,38,93,2,2,1,2,87,7,3,0,3,82,3,11,3,1,100,0
8,Khersons'ka oblast,UA-65,13,31,20,2,34,42,34,24,0,0,78,22,0,0,0,67,0,9,14,10,100,0,0,0,0,2,0,0,98,0,94,0,0,0,6,94,6,0,0,0,100,0,0,0,0,100,0
9,Khmel'nyts'ka oblast,UA-68,19,32,13,5,31,25,26,32,15,2,82,5,11,0,2,67,24,5,4,0,82,10,0,8,0,73,0,3,11,13,9,89,0,1,1,78,1,15,1,5,72,23,2,1,2,96,4
10,Kirovohrads'ka oblast,UA-35,20,28,14,3,35,27,31,29,8,5,74,9,17,0,0,60,9,17,14,0,84,6,0,10,0,57,0,2,9,32,81,7,6,0,6,81,6,13,0,0,16,3,1,80,0,100,0
11,Kyiv city,UA-30,17,34,15,2,32,19,17,18,46,0,88,8,2,0,2,72,23,1,3,1,85,5,0,10,0,69,0,6,11,14,76,4,5,4,11,88,1,7,0,4,74,7,12,2,5,94,6
12,Kyivs'ka oblast,UA-32,19,32,17,3,29,18,17,20,45,0,86,5,8,0,1,88,8,2,1,1,89,1,1,9,0,76,0,4,10,10,83,5,4,1,7,89,9,2,0,0,88,5,6,0,1,33,67
13,Luhans'ka oblast,UA-09,22,32,16,3,27,31,28,41,0,0,100,0,0,0,0,95,5,0,0,0,100,0,0,0,0,88,0,0,5,7,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
14,Lviv Oblast,UA-46,21,34,16,2,27,24,23,32,17,4,73,9,11,2,5,9,91,0,0,0,72,7,0,21,0,63,0,5,11,21,52,13,4,15,16,61,4,24,0,11,47,20,18,2,13,96,4
15,Mykolaivs'ka oblast,UA-48,25,19,20,2,34,21,37,35,7,0,75,19,6,0,0,38,3,1,58,0,89,4,0,7,0,52,0,0,48,0,100,0,0,0,0,86,7,7,0,0,80,3,14,0,3,96,4
16,Odessa Oblast,UA-51,20,35,14,4,27,36,32,31,1,0,52,48,0,0,0,82,7,0,4,7,96,0,0,4,0,71,0,0,20,9,89,4,4,0,3,99,0,0,0,1,91,0,9,0,0,99,1
17,Poltavs'ka oblast,UA-53,24,30,16,4,26,27,26,29,10,8,74,10,13,3,0,73,16,9,0,2,85,7,1,7,0,5,0,0,1,94,77,5,1,10,7,66,29,4,0,1,70,6,15,2,7,99,1
18,Rivnens'ka oblast,UA-56,25,27,15,2,31,23,25,31,19,2,77,14,5,3,1,59,36,5,0,0,87,8,0,5,0,74,0,1,12,13,72,11,1,10,6,6,0,94,0,0,58,5,6,0,31,100,0
19,Sevastopol' city,UA-40,23,30,20,0,27,37,28,35,0,0,100,0,0,0,0,3,0,0,0,97,100,0,0,0,0,95,0,0,5,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
20,Sums'ka oblast,UA-59,18,28,23,3,28,26,28,41,4,1,85,6,9,0,0,90,3,7,0,0,94,0,0,6,0,60,0,0,4,36,97,0,3,0,0,16,83,1,0,0,85,0,6,3,6,100,0
21,Ternopil's'ka oblast,UA-61,23,35,11,3,28,35,18,31,15,1,70,7,10,0,13,48,44,1,5,2,85,10,0,5,0,82,0,5,5,8,64,13,2,12,9,74,7,10,0,9,6,94,0,0,0,98,2
22,Vinnyts'ka oblast,UA-05,20,36,12,3,29,28,28,27,16,1,77,10,9,2,2,74,11,5,5,5,10,0,0,90,0,69,0,5,12,14,64,16,2,8,10,82,9,8,1,0,78,8,8,1,5,96,4
23,Volyns'ka oblast,UA-07,20,34,13,4,29,28,25,27,17,3,71,12,10,1,6,51,40,4,2,3,75,21,2,2,0,79,0,6,4,11,67,10,1,15,7,60,6,33,0,1,6,2,0,0,92,98,2
24,Zakarpats'ka oblast,UA-21,34,27,15,3,21,27,20,35,14,4,82,7,6,0,5,67,24,6,3,0,87,11,0,2,0,80,0,3,6,11,82,3,2,6,7,88,6,2,0,4,11,1,88,0,0,100,0
25,Zaporiz'ka oblast,UA-23,18,33,17,4,28,32,30,38,0,0,47,0,1,0,52,93,5,0,0,2,99,1,0,0,0,89,0,0,8,3,89,5,0,0,6,97,1,0,0,2,93,0,7,0,0,100,0
26,Zhytomyrs'ka oblast,UA-18,12,42,15,2,29,29,28,20,23,0,83,14,3,0,0,62,24,7,5,2,71,15,0,14,0,67,0,11,11,11,5,0,0,0,95,62,5,31,0,2,75,6,16,0,3,100,0
