,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харків,to2,Одеса,Дніпро,Донецьк,Запоріжжя,to3,Львів,Кривий Ріг,Миколаїв,Севастополь,to4,Маріуполь,Луганськ,Вінниця,Макіївка,to5,Сімферополь,Чернігів,Херсон,Полтава,to6,Хмельницький,Черкаси,Чернівці,Житомир,to7,Суми,Рівне,Горлівка,Івано-Франківськ,to8,Тернопіль,Ужгород,Кропивницький,луцьк,to9,Біла Церква
0,Cherkas'ka oblast,UA-71,27,28,16,4,25,12,18,15,46,9,69,11,15,5,0,53,33,2,12,0,65,5,2,26,2,48,0,7,40,5,6,1,91,0,2,41,51,5,1,2,70,5,17,2,6,97,3
1,Chernihivs'ka oblast,UA-74,25,28,11,0,36,13,21,17,41,8,77,17,0,6,0,87,6,0,7,0,82,6,6,6,0,9,0,82,7,2,73,5,17,0,5,45,45,10,0,0,73,11,11,5,0,87,13
2,Chernivets'ka oblast,UA-77,17,29,24,4,26,16,25,21,32,6,76,8,9,5,2,58,24,6,10,2,67,7,2,24,0,59,0,6,29,6,5,1,0,93,1,54,29,5,0,12,67,24,5,0,4,91,9
3,Crimea,UA-43,20,31,18,3,28,23,40,37,0,0,100,0,0,0,0,53,0,0,0,47,100,0,0,0,0,67,0,0,32,1,97,0,0,0,3,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,20,36,14,2,28,29,32,32,5,2,55,1,38,0,6,61,8,29,1,1,96,1,0,3,0,40,0,0,56,4,77,8,1,0,14,78,18,0,0,4,81,1,10,6,2,100,0
5,Donetsk Oblast,UA-14,23,34,19,1,23,29,39,29,2,1,95,0,1,3,1,94,4,0,1,1,94,5,0,1,0,54,0,0,42,4,91,0,0,1,8,91,9,0,0,0,89,1,9,1,0,99,1
6,Ivano-Frankivs'ka oblast,UA-26,13,36,6,4,41,12,12,23,39,14,76,7,9,3,5,44,47,5,4,0,73,3,3,21,0,54,0,6,32,8,63,8,1,9,19,12,5,2,0,81,61,14,18,0,7,100,0
7,Kharkiv Oblast,UA-63,18,36,14,4,28,15,20,23,2,40,93,2,4,1,0,92,8,0,0,0,99,0,0,1,0,53,0,0,26,21,91,0,2,1,6,95,5,0,0,0,86,0,13,1,0,99,1
8,Khersons'ka oblast,UA-65,27,30,18,2,23,23,29,37,10,1,88,8,0,0,4,68,16,3,10,3,96,4,0,0,0,1,0,0,99,0,81,7,4,4,4,96,4,0,0,0,81,0,0,3,16,100,0
9,Khmel'nyts'ka oblast,UA-68,20,31,12,4,33,14,12,17,52,5,70,17,9,0,4,45,48,2,5,0,57,12,0,31,0,59,0,9,29,3,7,89,0,1,3,49,21,27,0,3,50,21,16,3,10,92,8
10,Kirovohrads'ka oblast,UA-35,15,42,15,5,23,20,32,18,20,10,53,21,26,0,0,46,21,18,15,0,60,4,0,36,0,25,0,1,63,11,49,16,13,3,19,60,32,8,0,0,12,0,1,87,0,100,0
11,Kyiv city,UA-30,21,34,15,2,28,8,11,14,63,4,78,13,4,1,4,39,58,1,2,0,66,3,1,30,0,35,0,4,46,15,39,11,7,10,33,46,21,26,0,7,43,16,21,2,18,92,8
12,Kyivs'ka oblast,UA-32,21,37,13,4,25,12,9,15,61,3,84,13,0,0,3,75,23,1,1,0,77,7,0,16,0,53,0,6,35,6,57,6,8,2,27,62,28,7,0,3,71,7,15,3,4,41,59
13,Luhans'ka oblast,UA-09,23,24,24,1,28,20,40,34,4,2,100,0,0,0,0,100,0,0,0,0,96,0,2,2,0,70,0,0,21,9,100,0,0,0,0,98,0,2,0,0,88,0,10,2,0,100,0
