,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харків,in2,Одеса,Дніпро,Донецьк,Запоріжжя,in3,Львів,Кривий Ріг,Миколаїв,Севастополь,in4,Маріуполь,Луганськ,Вінниця,Макіївка,in5,Сімферополь,Чернігів,Херсон,Полтава,in6,Хмельницький,Черкаси,Чернівці,Житомир,in7,Суми,Рівне,Горлівка,Івано-Франківськ,in8,Тернопіль,Ужгород,Кропивницький,луцьк,in9,Біла Церква
0,Cherkas'ka oblast,UA-71,19,35,12,3,31,26,29,26,16,3,82,4,12,2,0,89,11,0,0,0,85,2,0,11,2,96,0,0,0,4,14,1,85,0,0,93,0,0,2,5,96,2,0,0,2,98,2
1,Chernihivs'ka oblast,UA-74,25,34,10,4,27,26,26,21,27,0,77,9,5,9,0,89,11,0,0,0,85,0,5,10,0,33,0,63,0,4,89,0,0,11,0,80,20,0,0,0,100,0,0,0,0,100,0
2,Chernivets'ka oblast,UA-77,13,39,15,5,28,28,34,30,7,1,89,3,8,0,0,87,11,2,0,0,100,0,0,0,0,97,0,0,3,0,8,0,0,92,0,97,0,0,0,3,95,2,0,0,3,100,0
3,Crimea,UA-43,25,29,18,2,26,24,45,30,1,0,100,0,0,0,0,57,0,0,0,43,100,0,0,0,0,99,0,0,0,1,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,20,34,16,3,27,36,33,30,1,0,77,1,20,0,2,85,6,9,0,0,98,1,0,1,0,94,0,0,3,3,97,1,0,0,2,97,0,3,0,0,96,1,3,0,0,100,0
5,Donetsk Oblast,UA-14,22,28,18,2,30,32,40,27,1,0,99,1,0,0,0,96,0,0,0,4,98,2,0,0,0,94,0,0,2,4,99,1,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
6,Ivano-Frankivs'ka oblast,UA-26,19,32,20,6,23,23,28,37,11,1,82,4,6,4,4,46,53,1,0,0,93,0,5,2,0,96,0,2,2,0,70,1,1,24,4,13,0,0,0,87,83,11,2,2,2,93,7
7,Kharkiv Oblast,UA-63,18,32,16,3,31,29,31,30,1,9,98,1,0,1,0,95,4,0,0,1,99,0,0,1,0,87,0,0,2,11,98,0,0,0,2,100,0,0,0,0,98,0,1,0,1,100,0
8,Khersons'ka oblast,UA-65,15,41,10,1,33,43,32,22,2,1,97,3,0,0,0,91,3,3,0,3,97,0,0,3,0,5,0,0,95,0,97,0,0,0,3,97,0,3,0,0,97,0,3,0,0,100,0
9,Khmel'nyts'ka oblast,UA-68,25,37,15,3,20,28,26,29,17,0,82,9,6,3,0,57,37,2,2,2,85,0,0,15,0,85,0,3,3,9,7,92,0,1,0,78,2,20,0,0,73,22,0,0,5,100,0
10,Kirovohrads'ka oblast,UA-35,19,31,16,4,30,31,38,26,5,0,87,3,10,0,0,87,3,7,3,0,97,0,0,3,0,82,0,0,9,9,84,0,3,3,10,100,0,0,0,0,30,2,0,68,0,97,3
11,Kyiv city,UA-30,18,34,14,3,31,22,22,25,31,0,87,6,4,1,2,55,44,1,0,0,82,0,0,18,0,68,0,1,15,16,67,8,5,8,12,72,3,18,0,7,66,13,8,1,12,97,3
12,Kyivs'ka oblast,UA-32,21,32,19,1,27,21,19,21,38,1,92,0,7,1,0,84,13,1,1,1,92,2,1,5,0,91,0,2,3,4,79,6,3,2,10,93,1,4,0,2,85,3,9,1,2,39,61
13,Luhans'ka oblast,UA-09,18,37,14,3,28,35,44,21,0,0,100,0,0,0,0,97,3,0,0,0,100,0,0,0,0,99,0,0,0,1,100,0,0,0,0,99,0,0,0,1,97,0,3,0,0,100,0
14,Lviv Oblast,UA-46,17,33,17,3,30,30,31,32,6,1,83,1,12,3,1,7,93,0,0,0,98,2,0,0,0,95,0,2,2,1,88,2,0,3,7,86,1,4,0,9,75,15,3,0,7,100,0
15,Mykolaivs'ka oblast,UA-48,27,26,16,1,30,32,38,28,2,0,75,18,7,0,0,59,0,0,41,0,100,0,0,0,0,73,0,0,20,7,95,0,0,0,5,97,0,3,0,0,89,0,11,0,0,100,0
16,Odessa Oblast,UA-51,20,32,19,2,27,31,36,32,1,0,73,27,0,0,0,95,3,0,1,1,97,0,0,3,0,92,0,0,5,3,93,2,0,0,5,100,0,0,0,0,98,0,2,0,0,100,0
17,Poltavs'ka oblast,UA-53,18,34,14,3,31,31,32,29,7,1,94,2,2,0,2,92,6,2,0,0,85,1,0,14,0,6,0,0,0,94,89,1,8,2,0,81,3,15,0,1,96,0,2,0,2,100,0
18,Rivnens'ka oblast,UA-56,30,29,19,2,20,29,28,20,21,2,83,3,7,3,4,64,34,2,0,0,89,0,0,11,0,89,0,0,8,3,73,12,0,3,12,4,0,96,0,0,54,15,6,0,25,100,0
19,Sevastopol' city,UA-40,22,35,8,0,35,35,41,24,0,0,100,0,0,0,0,6,0,0,0,94,100,0,0,0,0,95,0,0,5,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
20,Sums'ka oblast,UA-59,19,42,10,3,26,32,31,31,5,1,94,3,3,0,0,97,3,0,0,0,97,0,0,3,0,80,0,0,2,18,94,0,0,0,6,28,72,0,0,0,87,0,11,0,2,100,0
21,Ternopil's'ka oblast,UA-61,16,34,18,3,29,30,33,23,14,0,87,2,4,0,7,61,38,1,0,0,98,0,0,2,0,100,0,0,0,0,80,6,0,12,2,80,2,6,0,12,7,93,0,0,0,100,0
22,Vinnyts'ka oblast,UA-05,23,33,16,5,23,26,28,34,12,0,86,11,3,0,0,79,21,0,0,0,9,0,0,91,0,88,0,0,5,7,71,11,1,5,12,95,0,5,0,0,88,7,1,0,4,98,2
23,Volyns'ka oblast,UA-07,19,30,19,3,29,34,25,28,13,0,66,8,26,0,0,44,56,0,0,0,84,0,0,11,5,84,0,5,6,5,79,0,5,5,11,56,0,44,0,0,3,0,0,0,97,100,0
24,Zakarpats'ka oblast,UA-21,39,26,11,2,22,34,36,27,3,0,89,5,2,2,2,76,24,0,0,0,94,0,4,2,0,98,0,2,0,0,91,5,0,2,2,84,4,2,0,10,13,0,87,0,0,100,0
25,Zaporiz'ka oblast,UA-23,15,34,20,4,27,33,28,38,1,0,75,1,2,0,22,94,3,0,0,3,99,0,1,0,0,95,0,0,4,1,99,0,0,0,1,100,0,0,0,0,95,0,3,2,0,100,0
26,Zhytomyrs'ka oblast,UA-18,25,42,10,1,22,32,26,20,20,2,84,4,8,4,0,69,28,0,3,0,80,0,0,20,0,77,0,0,19,4,4,0,0,0,96,77,12,11,0,0,87,9,4,0,0,100,0
