,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харків,to2,Одеса,Дніпро,Донецьк,Запоріжжя,to3,Львів,Кривий Ріг,Миколаїв,Севастополь,to4,Маріуполь,Луганськ,Вінниця,Макіївка,to5,Сімферополь,Чернігів,Херсон,Полтава,to6,Хмельницький,Черкаси,Чернівці,Житомир,to7,Суми,Рівне,Горлівка,Івано-Франківськ,to8,Тернопіль,Ужгород,Кропивницький,луцьк,to9,Біла Церква
0,Cherkas'ka oblast,UA-71,10,35,10,4,41,23,18,25,25,9,83,6,2,3,6,55,43,2,0,0,81,8,3,8,0,67,0,7,24,2,12,0,84,0,4,88,6,3,0,3,69,4,15,12,0,88,12
1,Chernihivs'ka oblast,UA-74,30,42,12,4,12,34,10,20,23,13,100,0,0,0,0,75,25,0,0,0,86,0,0,14,0,7,0,84,9,0,55,0,0,9,36,67,22,11,0,0,67,0,11,22,0,100,0
2,Chernivets'ka oblast,UA-77,17,44,17,2,20,22,29,19,21,9,89,0,0,0,11,54,27,7,6,6,76,0,0,24,0,54,0,10,33,3,5,0,0,94,1,80,10,0,5,5,77,14,9,0,0,89,11
3,Crimea,UA-43,25,29,16,3,27,29,38,33,0,0,100,0,0,0,0,45,0,0,0,55,100,0,0,0,0,66,0,0,33,1,95,0,0,0,5,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,20,33,17,1,29,28,29,31,6,6,64,5,24,0,7,53,16,30,1,0,94,2,0,4,0,41,0,0,48,11,66,3,2,7,22,82,4,6,3,5,56,3,33,4,4,98,2
5,Donetsk Oblast,UA-14,21,35,14,4,26,37,27,32,1,3,97,0,2,1,0,86,0,3,0,11,97,3,0,0,0,62,0,1,28,9,81,1,1,1,16,99,0,0,1,0,77,0,22,1,0,100,0
6,Ivano-Frankivs'ka oblast,UA-26,16,36,12,2,34,18,16,30,21,15,85,5,6,1,3,53,42,4,1,0,85,7,3,5,0,65,0,9,24,2,64,5,6,12,13,21,2,0,2,75,81,5,11,3,0,91,9
7,Kharkiv Oblast,UA-63,16,36,18,3,27,23,20,24,2,31,97,3,0,0,0,86,13,0,0,1,95,2,0,3,0,46,0,0,17,37,82,1,0,1,16,97,0,3,0,0,67,2,26,1,4,98,2
8,Khersons'ka oblast,UA-65,25,30,14,6,25,26,36,32,4,2,95,5,0,0,0,73,9,9,5,4,100,0,0,0,0,3,0,0,97,0,89,6,0,0,5,100,0,0,0,0,95,0,5,0,0,100,0
9,Khmel'nyts'ka oblast,UA-68,20,34,19,1,26,19,18,21,28,14,69,20,2,0,9,56,26,0,16,2,78,13,0,9,0,56,0,16,26,2,7,85,0,2,6,69,2,18,5,6,56,11,31,2,0,80,20
10,Kirovohrads'ka oblast,UA-35,14,32,8,2,44,24,31,19,17,9,64,26,10,0,0,48,28,12,12,0,86,7,0,7,0,38,0,3,50,9,60,0,10,10,20,86,7,7,0,0,12,2,1,85,0,100,0
11,Kyiv city,UA-30,19,33,17,2,29,13,15,20,47,5,83,10,4,0,3,43,53,1,3,0,76,3,0,21,0,44,0,4,36,16,43,12,6,8,31,64,5,19,3,9,50,13,25,5,7,93,7
12,Kyivs'ka oblast,UA-32,16,35,17,2,30,17,16,20,46,1,93,6,1,0,0,71,26,0,3,0,88,3,0,8,1,66,0,3,29,2,63,6,5,7,19,88,0,6,1,5,73,9,14,2,2,30,70
13,Luhans'ka oblast,UA-09,24,29,15,8,24,32,30,36,1,1,100,0,0,0,0,100,0,0,0,0,98,0,2,0,0,74,0,0,24,2,90,0,0,2,8,100,0,0,0,0,98,0,2,0,0,100,0
14,Lviv Oblast,UA-46,18,36,13,2,31,18,24,29,18,11,84,7,4,1,4,10,89,0,1,0,87,5,0,8,0,65,0,7,21,7,65,6,4,6,19,76,9,7,6,2,65,8,18,3,6,95,5
15,Mykolaivs'ka oblast,UA-48,22,27,13,7,31,29,36,29,4,2,74,26,0,0,0,36,0,2,59,3,94,6,0,0,0,19,0,0,79,2,78,0,5,0,17,94,0,6,0,0,83,0,5,6,6,100,0
16,Odessa Oblast,UA-51,20,28,17,4,31,28,37,34,0,1,54,46,0,0,0,92,0,0,4,4,97,1,0,2,0,44,0,0,52,4,80,2,1,0,17,99,0,0,1,0,62,0,36,1,1,99,1
17,Poltavs'ka oblast,UA-53,23,26,23,5,23,15,32,24,15,14,90,3,0,0,7,73,22,0,5,0,93,7,0,0,0,6,0,0,1,93,57,8,4,9,22,77,20,0,3,0,61,2,14,12,11,84,16
18,Rivnens'ka oblast,UA-56,15,43,7,7,28,23,18,28,22,9,91,6,3,0,0,66,21,9,4,0,88,6,0,6,0,64,0,13,23,0,59,2,0,8,31,8,1,91,0,0,61,4,6,0,29,100,0
