,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харків,in2,Одеса,Дніпро,Донецьк,Запоріжжя,in3,Львів,Кривий Ріг,Миколаїв,Севастополь,in4,Маріуполь,Луганськ,Вінниця,Макіївка,in5,Сімферополь,Чернігів,Херсон,Полтава,in6,Хмельницький,Черкаси,Чернівці,Житомир,in7,Суми,Рівне,Горлівка,Івано-Франківськ,in8,Тернопіль,Ужгород,Кропивницький,луцьк,in9,Біла Церква
0,Cherkas'ka oblast,UA-71,22,36,14,2,26,27,29,23,19,2,80,9,9,0,2,71,19,0,6,4,90,0,0,5,5,90,0,0,2,8,12,0,87,0,1,90,2,8,0,0,90,3,2,0,5,95,5
1,Chernihivs'ka oblast,UA-74,14,38,15,1,32,28,28,17,26,1,88,4,0,0,8,79,11,0,10,0,85,0,0,15,0,33,0,66,0,1,82,0,3,7,8,76,10,11,0,3,85,4,7,4,0,100,0
2,Chernivets'ka oblast,UA-77,25,29,10,4,32,24,37,29,7,3,80,8,5,0,7,73,21,2,2,2,87,5,0,8,0,89,0,0,9,2,7,0,0,93,0,89,0,5,0,6,92,3,5,0,0,100,0
3,Crimea,UA-43,16,34,20,1,29,26,45,29,0,0,100,0,0,0,0,57,0,0,0,43,100,0,0,0,0,98,0,0,2,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,19,35,16,2,28,33,33,31,3,0,59,0,36,0,5,64,9,27,0,0,98,2,0,0,0,75,0,2,12,11,83,3,2,0,12,92,3,3,0,2,84,1,8,4,3,100,0
5,Donetsk Oblast,UA-14,15,37,21,2,25,37,35,27,1,0,99,0,0,1,0,94,1,0,0,5,100,0,0,0,0,92,0,0,5,3,99,0,0,0,1,99,1,0,0,0,95,0,5,0,0,100,0
6,Ivano-Frankivs'ka oblast,UA-26,22,31,17,2,28,26,35,23,12,4,86,1,7,0,6,53,42,2,2,1,87,7,1,5,0,89,0,0,5,6,67,0,3,25,5,13,0,0,0,87,82,5,6,1,6,100,0
7,Kharkiv Oblast,UA-63,22,33,18,4,23,26,27,23,1,23,93,0,4,1,2,95,5,0,0,0,100,0,0,0,0,75,0,0,0,25,100,0,0,0,0,95,4,0,0,1,93,0,5,0,2,100,0
8,Khersons'ka oblast,UA-65,18,35,18,2,27,31,40,29,0,0,100,0,0,0,0,90,0,0,0,10,100,0,0,0,0,6,0,0,94,0,100,0,0,0,0,95,0,5,0,0,95,0,0,0,5,100,0
9,Khmel'nyts'ka oblast,UA-68,22,38,15,5,20,30,22,27,18,3,74,7,12,0,7,68,32,0,0,0,79,8,0,13,0,86,0,3,6,5,6,92,0,1,1,75,0,23,0,2,67,23,6,0,4,100,0
10,Kirovohrads'ka oblast,UA-35,15,37,15,0,33,37,31,20,9,3,91,0,9,0,0,84,8,4,4,0,96,0,0,4,0,80,0,0,8,12,87,0,4,0,9,96,0,0,0,4,16,0,0,84,0,100,0
11,Kyiv city,UA-30,18,33,18,3,28,16,16,17,50,1,82,6,9,0,3,52,44,2,2,0,76,1,0,23,0,68,0,3,14,15,57,9,5,6,23,69,2,23,0,6,66,16,8,2,8,95,5
12,Kyivs'ka oblast,UA-32,19,39,12,5,25,20,17,12,50,1,87,5,7,0,1,83,17,0,0,0,92,6,0,2,0,90,0,1,5,4,80,9,2,3,6,98,1,1,0,0,94,0,4,1,1,31,69
13,Luhans'ka oblast,UA-09,29,24,15,1,31,24,44,31,1,0,100,0,0,0,0,97,0,0,0,3,94,3,3,0,0,97,0,0,3,0,97,0,0,0,3,100,0,0,0,0,97,0,0,0,3,100,0
14,Lviv Oblast,UA-46,17,35,18,4,26,26,33,28,11,2,81,6,8,0,5,7,92,0,1,0,86,5,0,9,0,84,0,1,6,9,67,7,4,13,9,77,2,15,0,6,62,10,13,1,14,99,1
15,Mykolaivs'ka oblast,UA-48,24,36,20,0,20,34,34,26,5,1,65,22,10,0,3,42,4,2,52,0,86,5,0,9,0,82,0,0,18,0,82,4,4,0,10,100,0,0,0,0,95,0,0,5,0,100,0
16,Odessa Oblast,UA-51,18,32,20,3,27,32,40,27,1,0,61,38,1,0,0,94,5,0,1,0,99,0,0,1,0,87,0,0,11,2,95,1,1,2,1,98,1,0,0,1,91,1,6,2,0,100,0
17,Poltavs'ka oblast,UA-53,23,37,15,2,23,34,28,25,9,4,81,5,8,5,1,84,10,3,1,2,97,0,0,3,0,6,0,0,0,94,87,7,0,3,3,85,11,3,1,0,79,1,4,3,13,99,1
18,Rivnens'ka oblast,UA-56,15,44,11,2,28,36,28,19,17,0,77,6,15,2,0,60,34,6,0,0,90,3,0,7,0,82,3,6,6,3,71,8,2,5,14,3,0,97,0,0,51,2,0,2,45,100,0
19,Sevastopol' city,UA-40,19,33,21,5,22,24,40,36,0,0,100,0,0,0,0,6,0,0,0,94,100,0,0,0,0,96,0,0,4,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
20,Sums'ka oblast,UA-59,22,29,20,1,28,28,40,29,2,1,94,0,3,0,3,88,12,0,0,0,94,0,0,6,0,94,0,0,0,6,91,0,3,6,0,19,81,0,0,0,97,0,3,0,0,100,0
21,Ternopil's'ka oblast,UA-61,13,40,15,3,29,25,32,24,16,3,75,2,15,5,3,60,32,2,6,0,88,8,0,4,0,92,0,2,6,0,79,3,4,10,4,71,5,14,0,10,7,93,0,0,0,100,0
22,Vinnyts'ka oblast,UA-05,24,35,14,2,25,28,27,22,19,4,75,12,9,1,3,76,14,1,8,1,7,0,0,93,0,75,0,1,12,12,68,13,3,9,7,81,7,9,0,3,87,0,4,2,7,98,2
23,Volyns'ka oblast,UA-07,30,29,16,2,23,26,30,29,13,2,72,6,16,0,6,50,44,6,0,0,80,17,0,3,0,92,0,0,8,0,66,5,3,0,26,54,4,42,0,0,4,0,0,0,96,100,0
24,Zakarpats'ka oblast,UA-21,40,27,13,2,18,35,27,30,8,0,88,6,3,0,3,60,40,0,0,0,81,5,0,14,0,88,0,6,6,0,81,9,2,2,6,85,3,9,0,3,7,1,92,0,0,97,3
