,geoName,geoCode,a,the,and,be,of,the1,in,to,Київ,Харків,in2,Одеса,Дніпро,Донецьк,Запоріжжя,in3,Львів,Кривий Ріг,Миколаїв,Севастополь,in4,Маріуполь,Луганськ,Вінниця,Макіївка,in5,Сімферополь,Чернігів,Херсон,Полтава,in6,Хмельницький,Черкаси,Чернівці,Житомир,in7,Суми,Рівне,Горлівка,Івано-Франківськ,in8,Тернопіль,Ужгород,Кропивницький,луцьк,in9,Біла Церква
0,Cherkas'ka oblast,UA-71,19,36,16,5,24,25,22,34,16,3,74,10,6,0,10,78,10,6,2,4,95,2,0,0,3,79,2,2,13,4,12,0,86,1,1,89,9,2,0,0,89,2,2,2,5,98,2
1,Chernihivs'ka oblast,UA-74,34,15,22,3,26,10,29,32,29,0,100,0,0,0,0,79,21,0,0,0,92,0,0,8,0,34,0,63,3,0,92,0,0,0,8,74,13,13,0,0,100,0,0,0,0,100,0
2,Chernivets'ka oblast,UA-77,21,35,16,6,22,21,24,36,19,0,75,8,15,2,0,77,14,0,0,9,79,6,0,15,0,79,0,6,12,3,6,0,0,94,0,93,0,0,0,7,93,4,3,0,0,97,3
3,Crimea,UA-43,19,34,16,4,27,30,39,31,0,0,100,0,0,0,0,44,0,0,0,56,100,0,0,0,0,93,1,0,6,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0
4,Dnipropetrovsk Oblast,UA-12,21,36,15,4,24,33,28,35,4,0,55,3,40,0,2,60,12,24,0,4,93,2,0,5,0,62,0,2,26,10,79,1,0,8,12,93,4,3,0,0,87,2,6,3,2,100,0
5,Donetsk Oblast,UA-14,21,34,16,5,24,33,41,25,1,0,96,0,4,0,0,96,0,1,0,3,96,3,0,0,1,91,0,0,4,5,98,0,0,1,1,99,0,0,0,1,99,0,1,0,0,100,0
6,Ivano-Frankivs'ka oblast,UA-26,17,36,23,3,21,26,25,29,17,3,79,9,9,0,3,55,36,1,5,3,87,7,0,6,0,90,0,4,4,2,70,5,4,16,5,12,1,0,0,87,84,8,7,0,1,100,0
7,Kharkiv Oblast,UA-63,16,30,19,0,35,31,24,33,0,12,94,0,0,3,3,86,11,3,0,0,100,0,0,0,0,48,0,0,8,44,91,0,3,3,3,97,3,0,0,0,77,0,21,2,0,100,0
8,Khersons'ka oblast,UA-65,22,34,12,2,30,48,22,28,2,0,89,11,0,0,0,62,7,7,24,0,100,0,0,0,0,2,0,0,98,0,89,0,0,0,11,100,0,0,0,0,57,0,29,14,0,100,0
9,Khmel'nyts'ka oblast,UA-68,22,34,17,4,23,26,27,27,18,2,85,6,7,0,2,54,38,2,3,3,68,15,1,16,0,78,0,0,18,4,8,89,0,0,3,69,5,21,2,3,74,14,8,2,2,98,2
10,Kirovohrads'ka oblast,UA-35,21,33,14,0,32,25,38,24,8,5,91,3,6,0,0,70,15,2,11,2,88,0,0,12,0,85,0,0,9,6,74,5,14,2,5,85,0,12,0,3,20,0,0,80,0,100,0
11,Kyiv city,UA-30,18,35,16,2,29,16,14,18,52,0,87,8,5,0,0,72,21,0,3,4,77,3,1,19,0,73,0,3,17,7,66,5,7,5,17,87,4,6,0,3,77,7,12,1,3,93,7
12,Kyivs'ka oblast,UA-32,20,36,19,2,23,17,17,13,53,0,78,8,9,1,4,79,17,1,0,3,83,7,0,10,0,86,0,1,8,5,75,11,4,2,8,94,1,3,0,2,86,3,8,3,0,32,68
13,Luhans'ka oblast,UA-09,20,39,12,0,29,37,38,24,1,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,94,0,0,4,2,96,0,0,0,4,98,0,2,0,0,98,0,2,0,0,100,0
14,Lviv Oblast,UA-46,23,33,16,3,25,22,21,33,22,2,74,12,11,0,3,8,92,0,0,0,69,6,0,25,0,62,0,4,17,17,44,13,4,18,21,56,4,30,0,10,42,22,22,2,12,93,7
15,Mykolaivs'ka oblast,UA-48,26,24,13,3,34,26,33,38,3,0,69,31,0,0,0,37,0,0,57,6,82,0,0,18,0,53,0,0,47,0,79,13,4,4,0,100,0,0,0,0,82,0,9,9,0,100,0
16,Odessa Oblast,UA-51,20,36,15,2,27,32,34,33,1,0,61,39,0,0,0,92,2,1,1,4,96,1,0,3,0,81,0,0,15,4,91,1,0,4,4,97,1,0,1,1,86,1,10,2,1,100,0
17,Poltavs'ka oblast,UA-53,24,30,16,2,28,25,31,25,13,6,80,8,9,2,1,79,14,2,3,2,99,1,0,0,0,7,0,0,0,93,91,1,0,1,7,76,16,5,0,3,75,2,14,3,6,99,1
18,Rivnens'ka oblast,UA-56,18,35,16,4,27,25,25,21,26,3,89,0,6,0,5,59,31,3,4,3,89,5,0,6,0,80,0,2,5,13,75,9,0,7,9,5,0,95,0,0,57,5,5,0,33,100,0
19,Sevastopol' city,UA-40,18,33,21,3,25,28,41,31,0,0,100,0,0,0,0,3,0,0,0,97,100,0,0,0,0,100,0,0,0,0,93,0,0,0,7,100,0,0,0,0,93,0,7,0,0,100,0
20,Sums'ka oblast,UA-59,19,34,17,2,28,23,34,31,11,1,90,0,10,0,0,90,10,0,0,0,100,0,0,0,0,67,0,0,15,18,79,4,0,8,9,14,86,0,0,0,86,0,5,0,9,100,0
21,Ternopil's'ka oblast,UA-61,29,28,17,4,22,22,24,31,20,3,83,8,7,2,0,59,40,0,0,1,89,6,2,3,0,85,0,11,2,2,73,11,0,7,9,77,7,7,0,9,5,95,0,0,0,97,3
22,Vinnyts'ka oblast,UA-05,21,29,18,5,27,23,23,28,22,4,71,15,10,1,3,70,18,5,6,1,8,0,0,92,0,70,0,0,19,11,71,10,0,8,11,87,2,11,0,0,84,8,1,0,7,98,2
23,Volyns'ka oblast,UA-07,17,34,15,1,33,25,21,29,25,0,85,0,11,4,0,53,41,2,0,4,79,7,3,8,3,65,0,6,24,5,79,0,3,3,15,71,3,26,0,0,5,0,0,0,95,96,4
24,Zakarpats'ka oblast,UA-21,31,28,14,0,27,24,21,33,19,3,83,5,7,0,5,59,37,1,2,1,85,8,2,5,0,90,0,3,5,2,70,6,4,10,10,88,2,5,0,5,8,0,92,0,0,92,8
25,Zaporiz'ka oblast,UA-23,21,33,18,0,28,33,36,29,2,0,36,1,1,0,62,86,5,2,0,7,98,0,2,0,0,78,0,0,20,2,88,0,5,2,5,95,0,3,0,2,93,2,5,0,0,100,0
26,Zhytomyrs'ka oblast,UA-18,19,36,16,2,27,30,18,22,28,2,67,15,12,3,3,60,37,0,3,0,63,13,3,21,0,86,0,4,5,5,4,0,0,0,96,90,5,5,0,0,82,5,9,0,4,95,5
