Año,Mes,Nacionalidad,Codigo Iso 3166,Femenino,Masculino,Indefinido,Total,State
2019,Abril,Venezuela,862,270,329,,599,Atlántico
2019,Abril,Venezuela,862,0,5,,5,Atlántico
2019,Abril,Venezuela,862,23,63,,86,Magdalena
2019,Abril,Venezuela,862,9802,8585,,18388,La Guajira
2019,Abril,Venezuela,862,0,1,,1,La Guajira
2019,Abril,Venezuela,862,0,1,,1,"Archipiélago de San Andrés, Providencia y Santa Catalina"
2019,Abril,Venezuela,862,4,3,,7,"Archipiélago de San Andrés, Providencia y Santa Catalina"
2019,Abril,Venezuela,862,243,225,,468,Valle del Cauca
2019,Abril,Venezuela,862,21,10,,31,Guainía
2019,Abril,Venezuela,862,1,0,,1,Quindío
2019,Abril,Venezuela,862,7565,7514,,15079,Not Available
2019,Abril,Venezuela,862,7,14,,21,Risaralda
2019,Abril,Venezuela,862,1009,951,,1960,Antioquia
2019,Abril,Venezuela,862,43,37,,80,Vichada
2019,Abril,Venezuela,862,517,465,,982,Apure
2019,Abril,Venezuela,862,13,4,,17,Santander
2019,Abril,Venezuela,862,27906,24989,,52896,Norte de Santander
2019,Abril,Venezuela,862,15,30,,45,Norte de Santander
2019,Abril,Venezuela,862,1240,1001,,2241,Norte de Santander
2019,Mayo,Venezuela,862,4,7,,11,Amazonas
2019,Mayo,Venezuela,862,5,4,,9,Amazonas
2019,Mayo,Venezuela,862,66,78,,144,Sucumbíos
2019,Mayo,Venezuela,862,3619,3862,,7482,Nariño
2019,Mayo,Venezuela,862,3,18,,21,Nariño
2019,Mayo,Venezuela,862,11,20,,31,Bolívar
2019,Mayo,Venezuela,862,229,222,,451,Bolívar
2019,Mayo,Venezuela,862,249,328,,577,Atlántico
2019,Mayo,Venezuela,862,12,44,,56,Magdalena
2019,Mayo,Venezuela,862,0,2,,2,Magdalena
2019,Mayo,Venezuela,862,8727,7879,,16606,La Guajira
2019,Mayo,Venezuela,862,0,1,,1,La Guajira
2019,Mayo,Venezuela,862,2,3,,5,"Archipiélago de San Andrés, Providencia y Santa Catalina"
2019,Mayo,Venezuela,862,0,1,,1,"Archipiélago de San Andrés, Providencia y Santa Catalina"
2019,Mayo,Venezuela,862,213,234,,447,Valle del Cauca
2019,Mayo,Venezuela,862,43,21,,64,Guainía
2019,Mayo,Venezuela,862,3,1,,4,Quindío
2019,Mayo,Venezuela,862,8549,8272,,16821,Not Available
2019,Mayo,Venezuela,862,9,20,,29,Risaralda
2019,Mayo,Venezuela,862,1529,1686,,3215,Antioquia
2019,Mayo,Venezuela,862,39,55,,94,Vichada
2019,Mayo,Venezuela,862,472,434,,906,Apure
2019,Mayo,Venezuela,862,9,7,,16,Santander
2019,Mayo,Venezuela,862,29788,28193,,57983,Norte de Santander
2019,Mayo,Venezuela,862,8,18,,26,Norte de Santander
2019,Mayo,Venezuela,862,1251,1066,,2317,Norte de Santander
2019,Junio,Venezuela,862,4,3,,7,Amazonas
2019,Junio,Venezuela,862,6,3,,9,Amazonas
2019,Junio,Venezuela,862,81,73,,154,Sucumbíos
2019,Junio,Venezuela,862,3557,3698,,7255,Nariño
2019,Junio,Venezuela,862,2,20,,22,Nariño
2019,Junio,Venezuela,862,17,42,,59,Bolívar
2019,Junio,Venezuela,862,199,219,,418,Bolívar
2019,Junio,Venezuela,862,291,405,,696,Atlántico
2019,Junio,Venezuela,862,16,27,,43,Magdalena
2019,Junio,Venezuela,862,7885,7360,,15245,La Guajira
2019,Junio,Venezuela,862,0,2,,2,La Guajira
2019,Junio,Venezuela,862,3,2,,5,"Archipiélago de San Andrés, Providencia y Santa Catalina"
2019,Junio,Venezuela,862,206,225,,431,Valle del Cauca
2019,Junio,Venezuela,862,21,18,,40,Guainía
2019,Junio,Venezuela,862,2,2,,4,Quindío
2019,Junio,Venezuela,862,7906,7832,,15738,Not Available
2019,Junio,Venezuela,862,7,20,,27,Risaralda
2019,Junio,Venezuela,862,1515,1474,,2989,Antioquia
2019,Junio,Venezuela,862,38,28,,66,Vichada
2019,Junio,Venezuela,862,700,690,,1390,Apure
2019,Junio,Venezuela,862,9,13,,22,Santander
2019,Junio,Venezuela,862,29977,26828,,56805,Norte de Santander
2019,Junio,Venezuela,862,12,28,,40,Norte de Santander
2019,Junio,Venezuela,862,1904,1597,,3501,Norte de Santander
2019,Junio,Venezuela,862,1,0,,1,Chocó
2019,Julio,Venezuela,862,0,1,,1,Putumayo
2019,Julio,Venezuela,862,7,6,,13,Amazonas
2019,Julio,Venezuela,862,4,4,,8,Amazonas
2019,Julio,Venezuela,862,73,65,,138,Sucumbíos
2019,Julio,Venezuela,862,4891,4717,,9608,Nariño
2019,Julio,Venezuela,862,3,17,,20,Nariño
2019,Julio,Venezuela,862,13,27,,40,Bolívar
2019,Julio,Venezuela,862,281,282,,563,Bolívar
2019,Julio,Venezuela,862,283,368,,651,Atlántico
2019,Julio,Venezuela,862,9,49,,58,Magdalena
2019,Julio,Venezuela,862,7564,6667,,14231,La Guajira
2019,Julio,Venezuela,862,3,3,,6,La Guajira
2019,Julio,Venezuela,862,6,5,,11,"Archipiélago de San Andrés, Providencia y Santa Catalina"
2019,Julio,Venezuela,862,243,249,,492,Valle del Cauca
2019,Julio,Venezuela,862,26,17,,43,Guainía
2019,Julio,Venezuela,862,1,0,,1,Quindío
2019,Julio,Venezuela,862,10081,9574,,19655,Not Available
2019,Julio,Venezuela,862,14,10,,24,Risaralda
2019,Julio,Venezuela,862,3,4,,7,Antioquia
2019,Julio,Venezuela,862,1820,1826,,3646,Antioquia
2019,Julio,Venezuela,862,54,34,,88,Vichada
2019,Julio,Venezuela,862,669,566,,1236,Apure
2019,Julio,Venezuela,862,8,5,,13,Santander
2019,Julio,Venezuela,862,25396,20257,,45658,Norte de Santander
2019,Julio,Venezuela,862,6,17,,23,Norte de Santander
2019,Julio,Venezuela,862,1912,1403,,3315,Norte de Santander
2019,Agosto,Venezuela,862,2,0,,2,Putumayo
2019,Agosto,Venezuela,862,5,11,,16,Amazonas
2019,Agosto,Venezuela,862,4,2,,6,Amazonas
2019,Agosto,Venezuela,862,67,93,,160,Sucumbíos
2019,Agosto,Venezuela,862,4582,4347,,8930,Nariño
2019,Agosto,Venezuela,862,4,13,,17,Nariño
2019,Agosto,Venezuela,862,49,50,,99,Bolívar
2019,Agosto,Venezuela,862,285,268,,553,Bolívar
2019,Agosto,Venezuela,862,426,485,,911,Atlántico
2019,Agosto,Venezuela,862,22,38,,60,Magdalena
2019,Agosto,Venezuela,862,0,1,,1,Magdalena
2019,Agosto,Venezuela,862,9424,7828,,17252,La Guajira
2019,Agosto,Venezuela,862,16,9,,25,La Guajira
2019,Agosto,Venezuela,862,0,1,,1,"Archipiélago de San Andrés, Providencia y Santa Catalina"
2019,Agosto,Venezuela,862,10,5,,15,"Archipiélago de San Andrés, Providencia y Santa Catalina"
2019,Agosto,Venezuela,862,279,276,,555,Valle del Cauca
2019,Agosto,Venezuela,862,35,19,,54,Guainía
2019,Agosto,Venezuela,862,3,0,,3,Quindío
2019,Agosto,Venezuela,862,11453,10712,,22165,Not Available
2019,Agosto,Venezuela,862,14,19,,33,Risaralda
2019,Agosto,Venezuela,862,5,0,,5,Antioquia
2019,Agosto,Venezuela,862,1791,1770,,3561,Antioquia
2019,Agosto,Venezuela,862,54,46,,100,Vichada
2019,Agosto,Venezuela,862,1078,957,,2035,Apure
2019,Agosto,Venezuela,862,17,21,,38,Santander
2019,Agosto,Venezuela,862,39500,29907,,69408,Norte de Santander
2019,Agosto,Venezuela,862,3,13,,16,Norte de Santander
2019,Agosto,Venezuela,862,2833,2071,,4904,Norte de Santander
2019,Septiembre,Venezuela,862,4,15,,19,Amazonas
2019,Septiembre,Venezuela,862,7,6,,13,Amazonas
2019,Septiembre,Venezuela,862,90,87,,177,Sucumbíos
2019,Septiembre,Venezuela,862,1,1,,2,Nariño
2019,Septiembre,Venezuela,862,4054,3809,,7863,Nariño
2019,Septiembre,Venezuela,862,0,4,,4,Nariño
2019,Septiembre,Venezuela,862,49,53,,102,Bolívar
2019,Septiembre,Venezuela,862,316,315,,631,Bolívar
2019,Septiembre,Venezuela,862,471,529,,1000,Atlántico
2019,Septiembre,Venezuela,862,5,6,,11,Magdalena
2019,Septiembre,Venezuela,862,0,1,,1,Magdalena
2019,Septiembre,Venezuela,862,5802,4940,,10744,La Guajira
2019,Septiembre,Venezuela,862,161,132,,293,La Guajira
2019,Septiembre,Venezuela,862,5,4,,9,"Archipiélago de San Andrés, Providencia y Santa Catalina"
2019,Septiembre,Venezuela,862,231,263,,494,Valle del Cauca
2019,Septiembre,Venezuela,862,14,17,,31,Guainía
2019,Septiembre,Venezuela,862,1,0,,1,Quindío
2019,Septiembre,Venezuela,862,12445,11356,,23802,Not Available
2019,Septiembre,Venezuela,862,15,14,,29,Risaralda
2019,Septiembre,Venezuela,862,1433,1537,,2971,Antioquia
2019,Septiembre,Venezuela,862,57,57,,114,Vichada
2019,Septiembre,Venezuela,862,464,418,,882,Apure
2019,Septiembre,Venezuela,862,8,7,,15,Santander
2019,Septiembre,Venezuela,862,13305,11331,,24637,Norte de Santander
2019,Septiembre,Venezuela,862,4,31,,35,Norte de Santander
2019,Septiembre,Venezuela,862,1532,1294,,2826,Norte de Santander
2019,Octubre,Venezuela,862,5,4,,9,Amazonas
2019,Octubre,Venezuela,862,1,6,,7,Amazonas
2019,Octubre,Venezuela,862,80,105,,185,Sucumbíos
2019,Octubre,Venezuela,862,4639,4669,,9309,Nariño
2019,Octubre,Venezuela,862,7,21,,28,Nariño
2019,Octubre,Venezuela,862,24,16,,40,Bolívar
2019,Octubre,Venezuela,862,381,371,,752,Bolívar
2019,Octubre,Venezuela,862,277,318,,595,Atlántico
2019,Octubre,Venezuela,862,0,1,,1,Atlántico
2019,Octubre,Venezuela,862,6,31,,37,Magdalena
2019,Octubre,Venezuela,862,0,1,,1,Magdalena
2019,Octubre,Venezuela,862,5011,4589,,9601,La Guajira
2019,Octubre,Venezuela,862,106,98,,204,La Guajira
2019,Octubre,Venezuela,862,0,3,,3,La Guajira
2019,Octubre,Venezuela,862,2,1,,3,"Archipiélago de San Andrés, Providencia y Santa Catalina"
2019,Octubre,Venezuela,862,265,217,,482,Valle del Cauca
2019,Octubre,Venezuela,862,17,23,,40,Guainía
2019,Octubre,Venezuela,862,3,2,,5,Quindío
2019,Octubre,Venezuela,862,10460,9905,,20366,Not Available
2019,Octubre,Venezuela,862,11,20,,31,Risaralda
2019,Octubre,Venezuela,862,1108,1231,,2339,Antioquia
2019,Octubre,Venezuela,862,40,38,,78,Vichada
2019,Octubre,Venezuela,862,406,355,,761,Apure
2019,Octubre,Venezuela,862,10,11,,21,Santander
2019,Octubre,Venezuela,862,11612,9895,,21507,Norte de Santander
2019,Octubre,Venezuela,862,4,15,,19,Norte de Santander
2019,Octubre,Venezuela,862,1387,1055,,2442,Norte de Santander
2019,Noviembre,Venezuela,862,6,7,,13,Amazonas
2019,Noviembre,Venezuela,862,7,5,,12,Amazonas
2019,Noviembre,Venezuela,862,45,33,,79,Sucumbíos
2019,Noviembre,Venezuela,862,5990,5909,,11899,Nariño
2019,Noviembre,Venezuela,862,4,25,,29,Nariño
2019,Noviembre,Venezuela,862,23,23,,46,Bolívar
2019,Noviembre,Venezuela,862,355,338,,693,Bolívar
2019,Noviembre,Venezuela,862,230,287,,517,Atlántico
2019,Noviembre,Venezuela,862,1,0,,1,Atlántico
2019,Noviembre,Venezuela,862,0,23,,23,Magdalena
2019,Noviembre,Venezuela,862,4623,4099,,8722,La Guajira
2019,Noviembre,Venezuela,862,125,119,,244,La Guajira
2019,Noviembre,Venezuela,862,0,14,,14,"Archipiélago de San Andrés, Providencia y Santa Catalina"
2019,Noviembre,Venezuela,862,5,7,,12,"Archipiélago de San Andrés, Providencia y Santa Catalina"
2019,Noviembre,Venezuela,862,195,176,,371,Valle del Cauca
2019,Noviembre,Venezuela,862,16,17,,33,Guainía
2019,Noviembre,Venezuela,862,2,1,,3,Quindío
2019,Noviembre,Venezuela,862,10252,10043,,20295,Not Available
2019,Noviembre,Venezuela,862,10,36,,46,Risaralda
2019,Noviembre,Venezuela,862,1085,1007,,2092,Antioquia
2019,Noviembre,Venezuela,862,53,38,,91,Vichada
2019,Noviembre,Venezuela,862,376,368,,744,Apure
2019,Noviembre,Venezuela,862,20,13,,33,Santander
2019,Noviembre,Venezuela,862,14724,11685,,26411,Norte de Santander
2019,Noviembre,Venezuela,862,2,17,,19,Norte de Santander
2019,Noviembre,Venezuela,862,1089,885,,1974,Norte de Santander
2019,Diciembre,Venezuela,862,7,4,,11,Amazonas
2019,Diciembre,Venezuela,862,11,5,,16,Amazonas
2019,Diciembre,Venezuela,862,57,50,,107,Sucumbíos
2019,Diciembre,Venezuela,862,7292,8022,,15315,Nariño
2019,Diciembre,Venezuela,862,3,9,,12,Nariño
2019,Diciembre,Venezuela,862,19,31,,50,Bolívar
2019,Diciembre,Venezuela,862,3,5,,8,Cesar
2019,Diciembre,Venezuela,862,544,542,,1086,Bolívar
2019,Diciembre,Venezuela,862,286,329,,615,Atlántico
2019,Diciembre,Venezuela,862,0,1,,1,Atlántico
2019,Diciembre,Venezuela,862,5,11,,16,Magdalena
2019,Diciembre,Venezuela,862,5978,4939,,10917,La Guajira
2019,Diciembre,Venezuela,862,163,155,,318,La Guajira
2019,Diciembre,Venezuela,862,12,4,,16,"Archipiélago de San Andrés, Providencia y Santa Catalina"
2019,Diciembre,Venezuela,862,382,371,,753,Valle del Cauca
2019,Diciembre,Venezuela,862,22,17,,39,Guainía
2019,Diciembre,Venezuela,862,2,4,,6,Quindío
2019,Diciembre,Venezuela,862,12892,12297,,25189,Not Available
2019,Diciembre,Venezuela,862,15,20,,35,Risaralda
2019,Diciembre,Venezuela,862,1726,1801,,3527,Antioquia
2019,Diciembre,Venezuela,862,56,42,,98,Vichada
2019,Diciembre,Venezuela,862,436,367,,803,Apure
2019,Diciembre,Venezuela,862,15,16,,31,Santander
2019,Diciembre,Venezuela,862,17729,13226,,30957,Norte de Santander
2019,Diciembre,Venezuela,862,5,21,,26,Norte de Santander
2019,Diciembre,Venezuela,862,1119,885,,2004,Norte de Santander
2019,Diciembre,Venezuela,862,4,0,,4,Chocó
2020,Enero,Venezuela,862,0,1,,1,Putumayo
2020,Enero,Venezuela,862,2,7,,9,Amazonas
2020,Enero,Venezuela,862,8,7,,15,Amazonas
2020,Enero,Venezuela,862,26,21,,47,Sucumbíos
2020,Enero,Venezuela,862,4572,4380,,8952,Nariño
2020,Enero,Venezuela,862,7,16,,23,Nariño
2020,Enero,Venezuela,862,36,40,,76,Bolívar
2020,Enero,Venezuela,862,771,717,,1488,Bolívar
2020,Enero,Venezuela,862,457,443,,900,Atlántico
2020,Enero,Venezuela,862,0,1,,1,Atlántico
2020,Enero,Venezuela,862,3,2,,5,Magdalena
2020,Enero,Venezuela,862,4047,4037,,8085,La Guajira
2020,Enero,Venezuela,862,242,189,,431,La Guajira
2020,Enero,Venezuela,862,13,11,,24,"Archipiélago de San Andrés, Providencia y Santa Catalina"
2020,Enero,Venezuela,862,210,225,,435,Valle del Cauca
2020,Enero,Venezuela,862,16,24,,40,Guainía
2020,Enero,Venezuela,862,3,4,,7,Quindío
2020,Enero,Venezuela,862,11546,10190,,21736,Not Available
2020,Enero,Venezuela,862,14,23,,37,Risaralda
2020,Enero,Venezuela,862,4,8,,12,Antioquia
2020,Enero,Venezuela,862,1320,1261,,2581,Antioquia
2020,Enero,Venezuela,862,38,51,,89,Vichada
2020,Enero,Venezuela,862,436,374,,810,Apure
2020,Enero,Venezuela,862,10,12,,22,Santander
2020,Enero,Venezuela,862,14652,13478,,28133,Norte de Santander
2020,Enero,Venezuela,862,3,9,,12,Norte de Santander
2020,Enero,Venezuela,862,1280,1072,,2352,Norte de Santander
2020,Febrero,Venezuela,862,0,1,,1,Putumayo
2020,Febrero,Venezuela,862,2,6,,8,Amazonas
2020,Febrero,Venezuela,862,7,5,,12,Amazonas
2020,Febrero,Venezuela,862,27,28,,55,Sucumbíos
2020,Febrero,Venezuela,862,2,1,,3,Nariño
2020,Febrero,Venezuela,862,3860,3666,,7527,Nariño
2020,Febrero,Venezuela,862,4,27,,31,Nariño
2020,Febrero,Venezuela,862,32,25,,57,Bolívar
2020,Febrero,Venezuela,862,406,359,,765,Bolívar
2020,Febrero,Venezuela,862,237,287,,525,Atlántico
2020,Febrero,Venezuela,862,0,1,,1,Atlántico
2020,Febrero,Venezuela,862,3,9,,12,Magdalena
2020,Febrero,Venezuela,862,3629,3279,,6908,La Guajira
2020,Febrero,Venezuela,862,101,95,,196,La Guajira
2020,Febrero,Venezuela,862,10,8,,18,"Archipiélago de San Andrés, Providencia y Santa Catalina"
2020,Febrero,Venezuela,862,178,190,,368,Valle del Cauca
2020,Febrero,Venezuela,862,30,15,,45,Guainía
2020,Febrero,Venezuela,862,2,2,,4,Quindío
2020,Febrero,Venezuela,862,9585,9203,,18789,Not Available
2020,Febrero,Venezuela,862,10,31,,41,Risaralda
2020,Febrero,Venezuela,862,865,932,,1797,Antioquia
2020,Febrero,Venezuela,862,41,41,,82,Vichada
2020,Febrero,Venezuela,862,328,298,,626,Apure
2020,Febrero,Venezuela,862,14,11,,25,Santander
2020,Febrero,Venezuela,862,11819,10105,,21924,Norte de Santander
2020,Febrero,Venezuela,862,186,163,,349,Norte de Santander
2020,Febrero,Venezuela,862,1,11,,12,Norte de Santander
2020,Febrero,Venezuela,862,825,646,,1471,Norte de Santander
2020,Marzo,Venezuela,862,0,1,,1,Putumayo
2020,Marzo,Venezuela,862,4,6,,10,Amazonas
2020,Marzo,Venezuela,862,6,5,,11,Amazonas
2020,Marzo,Venezuela,862,16,13,,29,Sucumbíos
2020,Marzo,Venezuela,862,2338,2294,,4632,Nariño
2020,Marzo,Venezuela,862,4,2,,6,Nariño
2020,Marzo,Venezuela,862,2,30,,32,Bolívar
2020,Marzo,Venezuela,862,131,135,,266,Bolívar
2020,Marzo,Venezuela,862,141,150,,291,Atlántico
2020,Marzo,Venezuela,862,1470,1174,,2644,La Guajira
2020,Marzo,Venezuela,862,4,2,,6,"Archipiélago de San Andrés, Providencia y Santa Catalina"
2020,Marzo,Venezuela,862,89,82,,171,Valle del Cauca
2020,Marzo,Venezuela,862,23,12,,35,Guainía
2020,Marzo,Venezuela,862,2,2,,4,Quindío
2020,Marzo,Venezuela,862,4532,4431,,8963,Not Available
2020,Marzo,Venezuela,862,6,19,,25,Risaralda
2020,Marzo,Venezuela,862,366,410,,776,Antioquia
2020,Marzo,Venezuela,862,21,20,,41,Vichada
2020,Marzo,Venezuela,862,132,92,,224,Apure
2020,Marzo,Venezuela,862,4,13,,17,Santander
2020,Marzo,Venezuela,862,5029,4198,,9227,Norte de Santander
2020,Marzo,Venezuela,862,590,500,,1090,Norte de Santander
2020,Marzo,Venezuela,862,1,3,,4,Norte de Santander
2020,Marzo,Venezuela,862,421,344,,765,Norte de Santander
2020,Abril,Venezuela,862,1,1,,2,Nariño
2020,Abril,Venezuela,862,0,1,,1,La Guajira
2020,Abril,Venezuela,862,5,1,,6,Guainía
2020,Abril,Venezuela,862,2,11,,13,Not Available
2020,Abril,Venezuela,862,1,1,,2,Vichada
2020,Mayo,Venezuela,862,0,15,,15,Nariño
2020,Mayo,Venezuela,862,0,1,,1,Atlántico
2020,Mayo,Venezuela,862,6,29,,35,Not Available
2020,Mayo,Venezuela,862,0,1,,1,Antioquia
2020,Mayo,Venezuela,862,2,4,,6,Norte de Santander
2020,Junio,Venezuela,862,3,0,,3,Nariño
2020,Junio,Venezuela,862,0,1,,1,Bolívar
2020,Junio,Venezuela,862,0,4,,4,Atlántico
2020,Junio,Venezuela,862,2,1,,3,La Guajira
2020,Junio,Venezuela,862,1,1,,2,Guainía
2020,Junio,Venezuela,862,20,48,,68,Not Available
2020,Junio,Venezuela,862,3,2,,5,Vichada
2020,Junio,Venezuela,862,1,9,,10,Santander
2020,Junio,Venezuela,862,2,3,,5,Norte de Santander
2020,Julio,Venezuela,862,5,3,,8,Nariño
2020,Julio,Venezuela,862,0,15,,15,Nariño
2020,Julio,Venezuela,862,0,5,,5,Atlántico
2020,Julio,Venezuela,862,0,2,,2,La Guajira
2020,Julio,Venezuela,862,1,2,,3,Guainía
2020,Julio,Venezuela,862,9,29,,38,Not Available
2020,Julio,Venezuela,862,0,1,,1,Antioquia
2020,Julio,Venezuela,862,2,2,,4,Vichada
2020,Julio,Venezuela,862,3,3,,6,Norte de Santander
2020,Agosto,Venezuela,862,0,1,,1,Amazonas
2020,Agosto,Venezuela,862,0,20,,20,Nariño
2020,Agosto,Venezuela,862,0,2,,2,Atlántico
2020,Agosto,Venezuela,862,5,253,,258,La Guajira
2020,Agosto,Venezuela,862,0,2,,2,La Guajira
2020,Agosto,Venezuela,862,1,0,,1,Guainía
2020,Agosto,Venezuela,862,8,43,,51,Not Available
2020,Agosto,Venezuela,862,1,0,,1,Vichada
2020,Agosto,Venezuela,862,14,7,,21,Norte de Santander
2020,Septiembre,Venezuela,862,2,2,,4,Amazonas
2020,Septiembre,Venezuela,862,4,0,,4,Nariño
2020,Septiembre,Venezuela,862,0,13,,13,Nariño
2020,Septiembre,Venezuela,862,1,0,,1,Bolívar
2020,Septiembre,Venezuela,862,63,60,,123,Bolívar
2020,Septiembre,Venezuela,862,2,8,,10,Atlántico
2020,Septiembre,Venezuela,862,7,312,,319,La Guajira
2020,Septiembre,Venezuela,862,0,2,,2,La Guajira
2020,Septiembre,Venezuela,862,0,2,,2,"Archipiélago de San Andrés, Providencia y Santa Catalina"
2020,Septiembre,Venezuela,862,4,5,,9,Valle del Cauca
2020,Septiembre,Venezuela,862,2,2,,4,Guainía
2020,Septiembre,Venezuela,862,60,100,,160,Not Available
2020,Septiembre,Venezuela,862,65,107,,172,Antioquia
2020,Septiembre,Venezuela,862,1,0,,1,Vichada
2020,Septiembre,Venezuela,862,0,2,,2,Apure
2020,Septiembre,Venezuela,862,14,15,,29,Norte de Santander
2020,Septiembre,Venezuela,862,0,1,,1,Norte de Santander
2020,Octubre,Venezuela,862,2,2,,4,Amazonas
2020,Octubre,Venezuela,862,1,0,,1,Nariño
2020,Octubre,Venezuela,862,0,3,,3,Nariño
2020,Octubre,Venezuela,862,143,150,,293,Bolívar
2020,Octubre,Venezuela,862,81,104,,185,Atlántico
2020,Octubre,Venezuela,862,6,290,,296,La Guajira
2020,Octubre,Venezuela,862,35,38,,73,Valle del Cauca
2020,Octubre,Venezuela,862,2,1,,3,Guainía
2020,Octubre,Venezuela,862,3,4,,7,Quindío
2020,Octubre,Venezuela,862,1223,1238,,2461,Not Available
2020,Octubre,Venezuela,862,232,282,,514,Antioquia
2020,Octubre,Venezuela,862,3,1,,4,Vichada
2020,Octubre,Venezuela,862,0,8,,8,Chocó
2020,Octubre,Venezuela,862,2,1,,3,Apure
2020,Octubre,Venezuela,862,19,23,,42,Norte de Santander
2020,Noviembre,Venezuela,862,4,0,,4,Amazonas
2020,Noviembre,Venezuela,862,0,6,,6,Bolívar
2020,Noviembre,Venezuela,862,125,143,,268,Bolívar
2020,Noviembre,Venezuela,862,142,140,,282,Atlántico
2020,Noviembre,Venezuela,862,10,282,,292,La Guajira
2020,Noviembre,Venezuela,862,0,1,,1,La Guajira
2020,Noviembre,Venezuela,862,68,50,,118,Valle del Cauca
2020,Noviembre,Venezuela,862,2,0,,2,Guainía
2020,Noviembre,Venezuela,862,2,4,,6,Quindío
2020,Noviembre,Venezuela,862,2365,2323,,4688,Not Available
2020,Noviembre,Venezuela,862,6,2,,8,Risaralda
2020,Noviembre,Venezuela,862,268,287,,555,Antioquia
2020,Noviembre,Venezuela,862,1,2,,3,Vichada
2020,Noviembre,Venezuela,862,2,2,,4,Apure
2020,Noviembre,Venezuela,862,12,15,,27,Santander
2020,Noviembre,Venezuela,862,26,26,,52,Norte de Santander
2020,Noviembre,Venezuela,862,30,21,,52,Norte de Santander
2020,Diciembre,Venezuela,862,2,2,,4,Amazonas
2020,Diciembre,Venezuela,862,2,0,,2,Nariño
2020,Diciembre,Venezuela,862,0,11,,11,Bolívar
2020,Diciembre,Venezuela,862,218,247,,465,Bolívar
2020,Diciembre,Venezuela,862,260,307,,567,Atlántico
2020,Diciembre,Venezuela,862,3,3,,6,Atlántico
2020,Diciembre,Venezuela,862,0,1,,1,Magdalena
2020,Diciembre,Venezuela,862,0,2,,2,Magdalena
2020,Diciembre,Venezuela,862,28,235,,263,La Guajira
2020,Diciembre,Venezuela,862,0,1,,1,La Guajira
2020,Diciembre,Venezuela,862,87,94,,181,Valle del Cauca
2020,Diciembre,Venezuela,862,6,7,,13,Guainía
2020,Diciembre,Venezuela,862,2,3,,5,Quindío
2020,Diciembre,Venezuela,862,4118,4393,,8511,Not Available
2020,Diciembre,Venezuela,862,5,8,,13,Risaralda
2020,Diciembre,Venezuela,862,312,313,,625,Antioquia
2020,Diciembre,Venezuela,862,12,6,,18,Vichada
2020,Diciembre,Venezuela,862,0,2,,2,Apure
2020,Diciembre,Venezuela,862,26,26,,52,Santander
2020,Diciembre,Venezuela,862,79,74,,153,Norte de Santander
2021,Enero,Venezuela,862,0,2,,2,Amazonas
2021,Enero,Venezuela,862,0,7,,7,Bolívar
2021,Enero,Venezuela,862,110,144,,254,Bolívar
2021,Enero,Venezuela,862,249,210,,460,Atlántico
2021,Enero,Venezuela,862,2,0,,2,Atlántico
2021,Enero,Venezuela,862,0,1,,1,Magdalena
2021,Enero,Venezuela,862,0,7,,7,Magdalena
2021,Enero,Venezuela,862,8,186,,194,La Guajira
2021,Enero,Venezuela,862,64,61,,125,Valle del Cauca
2021,Enero,Venezuela,862,6,2,,8,Guainía
2021,Enero,Venezuela,862,4,2,,6,Quindío
2021,Enero,Venezuela,862,2997,2834,,5831,Not Available
2021,Enero,Venezuela,862,6,5,,11,Risaralda
2021,Enero,Venezuela,862,294,287,,581,Antioquia
2021,Enero,Venezuela,862,4,5,,9,Vichada
2021,Enero,Venezuela,862,0,4,,4,Chocó
2021,Enero,Venezuela,862,2,4,,6,Apure
2021,Enero,Venezuela,862,38,20,,58,Santander
2021,Enero,Venezuela,862,64,48,,112,Norte de Santander
2021,Enero,Venezuela,862,1,2,,3,Norte de Santander
2021,Enero,Venezuela,862,2,1,,3,Norte de Santander
2021,Febrero,Venezuela,862,1,0,,1,Amazonas
2021,Febrero,Venezuela,862,0,1,,1,Nariño
2021,Febrero,Venezuela,862,0,45,,45,Nariño
2021,Febrero,Venezuela,862,125,92,,217,Bolívar
2021,Febrero,Venezuela,862,177,190,,367,Atlántico
2021,Febrero,Venezuela,862,0,6,,6,Atlántico
2021,Febrero,Venezuela,862,0,1,,1,Magdalena
2021,Febrero,Venezuela,862,18,223,,241,La Guajira
2021,Febrero,Venezuela,862,51,68,,119,Valle del Cauca
2021,Febrero,Venezuela,862,1,0,,1,Guainía
2021,Febrero,Venezuela,862,2293,2212,,4505,Not Available
2021,Febrero,Venezuela,862,4,3,,7,Risaralda
2021,Febrero,Venezuela,862,246,267,,513,Antioquia
2021,Febrero,Venezuela,862,8,2,,10,Vichada
2021,Febrero,Venezuela,862,1,0,,1,Apure
2021,Febrero,Venezuela,862,10,5,,15,Santander
2021,Febrero,Venezuela,862,73,56,,129,Norte de Santander
2021,Marzo,Venezuela,862,0,17,,17,Nariño
2021,Marzo,Venezuela,862,0,8,,8,Bolívar
2021,Marzo,Venezuela,862,85,108,,193,Bolívar
2021,Marzo,Venezuela,862,120,149,,269,Atlántico
2021,Marzo,Venezuela,862,0,4,,4,Magdalena
2021,Marzo,Venezuela,862,11,333,,344,La Guajira
2021,Marzo,Venezuela,862,65,46,,111,Valle del Cauca
2021,Marzo,Venezuela,862,6,6,,12,Guainía
