Año,Mes,Nacionalidad,Codigo Iso 3166,Femenino,Masculino,Indefinido,Total,State
2021,Marzo,Venezuela,862,2470,2527,,4997,Not Available
2021,Marzo,Venezuela,862,10,7,,17,Risaralda
2021,Marzo,Venezuela,862,361,332,,693,Antioquia
2021,Marzo,Venezuela,862,8,6,,14,Vichada
2021,Marzo,Venezuela,862,0,1,,1,Chocó
2021,Marzo,Venezuela,862,1,0,,1,Apure
2021,Marzo,Venezuela,862,16,5,,21,Santander
2021,Marzo,Venezuela,862,101,68,,169,Norte de Santander
2021,Abril,Venezuela,862,0,4,,4,Nariño
2021,Abril,Venezuela,862,0,17,,17,Nariño
2021,Abril,Venezuela,862,1,0,,1,Bolívar
2021,Abril,Venezuela,862,120,115,,235,Bolívar
2021,Abril,Venezuela,862,114,78,,192,Atlántico
2021,Abril,Venezuela,862,0,4,,4,Magdalena
2021,Abril,Venezuela,862,12,347,,359,La Guajira
2021,Abril,Venezuela,862,53,59,,112,Valle del Cauca
2021,Abril,Venezuela,862,9,5,,14,Guainía
2021,Abril,Venezuela,862,4,2,,6,Quindío
2021,Abril,Venezuela,862,1938,1844,,3782,Not Available
2021,Abril,Venezuela,862,10,49,,59,Risaralda
2021,Abril,Venezuela,862,449,478,,927,Antioquia
2021,Abril,Venezuela,862,9,4,,13,Vichada
2021,Abril,Venezuela,862,0,6,,6,Chocó
2021,Abril,Venezuela,862,2,1,,3,Apure
2021,Abril,Venezuela,862,7,7,,14,Santander
2021,Abril,Venezuela,862,89,61,,150,Norte de Santander
2021,Mayo,Venezuela,862,3,1,,4,Amazonas
2021,Mayo,Venezuela,862,0,6,,6,Nariño
2021,Mayo,Venezuela,862,0,44,,44,Nariño
2021,Mayo,Venezuela,862,0,2,,2,Bolívar
2021,Mayo,Venezuela,862,85,88,,173,Bolívar
2021,Mayo,Venezuela,862,143,118,,261,Atlántico
2021,Mayo,Venezuela,862,0,1,,1,Magdalena
2021,Mayo,Venezuela,862,1,1,,2,Magdalena
2021,Mayo,Venezuela,862,23,348,,371,La Guajira
2021,Mayo,Venezuela,862,32,35,,67,Valle del Cauca
2021,Mayo,Venezuela,862,4,3,,7,Guainía
2021,Mayo,Venezuela,862,1,3,,4,Quindío
2021,Mayo,Venezuela,862,2225,2215,,4440,Not Available
2021,Mayo,Venezuela,862,7,4,,11,Risaralda
2021,Mayo,Venezuela,862,441,447,,888,Antioquia
2021,Mayo,Venezuela,862,5,2,,7,Vichada
2021,Mayo,Venezuela,862,0,1,,1,Apure
2021,Mayo,Venezuela,862,5,4,,9,Santander
2021,Mayo,Venezuela,862,40,29,,69,Norte de Santander
2021,Junio,Venezuela,862,9,10,,19,Amazonas
2021,Junio,Venezuela,862,18,35,,53,Nariño
2021,Junio,Venezuela,862,0,15,,15,Nariño
2021,Junio,Venezuela,862,0,7,,7,Bolívar
2021,Junio,Venezuela,862,100,100,,200,Bolívar
2021,Junio,Venezuela,862,198,171,,369,Atlántico
2021,Junio,Venezuela,862,0,1,,1,Magdalena
2021,Junio,Venezuela,862,1787,2063,,3850,La Guajira
2021,Junio,Venezuela,862,0,1,,1,"Archipiélago de San Andrés, Providencia y Santa Catalina"
2021,Junio,Venezuela,862,52,55,,107,Valle del Cauca
2021,Junio,Venezuela,862,14,7,,21,Guainía
2021,Junio,Venezuela,862,0,1,,1,Quindío
2021,Junio,Venezuela,862,2788,2813,,5601,Not Available
2021,Junio,Venezuela,862,1,5,,6,Risaralda
2021,Junio,Venezuela,862,420,418,,838,Antioquia
2021,Junio,Venezuela,862,24,23,,47,Vichada
2021,Junio,Venezuela,862,113,98,,211,Apure
2021,Junio,Venezuela,862,13,7,,20,Santander
2021,Junio,Venezuela,862,1712,1630,,3342,Norte de Santander
2021,Junio,Venezuela,862,317,267,,584,Norte de Santander
2021,Junio,Venezuela,862,181,142,,323,Norte de Santander
2021,Julio,Venezuela,862,8,9,,17,Amazonas
2021,Julio,Venezuela,862,10,20,,30,Nariño
2021,Julio,Venezuela,862,0,4,,4,Bolívar
2021,Julio,Venezuela,862,102,91,,193,Bolívar
2021,Julio,Venezuela,862,187,194,,381,Atlántico
2021,Julio,Venezuela,862,0,2,,2,Atlántico
2021,Julio,Venezuela,862,0,8,,8,Magdalena
2021,Julio,Venezuela,862,2101,2352,,4453,La Guajira
2021,Julio,Venezuela,862,0,1,,1,"Archipiélago de San Andrés, Providencia y Santa Catalina"
2021,Julio,Venezuela,862,71,57,,128,Valle del Cauca
2021,Julio,Venezuela,862,7,9,,16,Guainía
2021,Julio,Venezuela,862,3433,3278,,6711,Not Available
2021,Julio,Venezuela,862,4,7,,11,Risaralda
2021,Julio,Venezuela,862,500,537,,1038,Antioquia
2021,Julio,Venezuela,862,26,25,,51,Vichada
2021,Julio,Venezuela,862,0,11,,11,Chocó
2021,Julio,Venezuela,862,200,183,,383,Apure
2021,Julio,Venezuela,862,17,13,,30,Santander
2021,Julio,Venezuela,862,2900,2463,,5363,Norte de Santander
2021,Julio,Venezuela,862,549,431,,980,Norte de Santander
2021,Julio,Venezuela,862,0,1,,1,Norte de Santander
2021,Julio,Venezuela,862,211,195,,406,Norte de Santander
2021,Agosto,Venezuela,862,8,10,,18,Amazonas
2021,Agosto,Venezuela,862,0,1,,1,Sucumbíos
2021,Agosto,Venezuela,862,15,19,,34,Nariño
2021,Agosto,Venezuela,862,3,28,,31,Bolívar
2021,Agosto,Venezuela,862,154,113,,267,Bolívar
2021,Agosto,Venezuela,862,269,258,,527,Atlántico
2021,Agosto,Venezuela,862,0,3,,3,Magdalena
2021,Agosto,Venezuela,862,0,1,,1,Magdalena
2021,Agosto,Venezuela,862,2325,2495,,4820,La Guajira
2021,Agosto,Venezuela,862,1,1,,2,"Archipiélago de San Andrés, Providencia y Santa Catalina"
2021,Agosto,Venezuela,862,98,91,,189,Valle del Cauca
2021,Agosto,Venezuela,862,5,4,,9,Guainía
2021,Agosto,Venezuela,862,4549,4198,,8748,Not Available
2021,Agosto,Venezuela,862,5,8,,13,Risaralda
2021,Agosto,Venezuela,862,0,4,,4,Antioquia
2021,Agosto,Venezuela,862,517,581,,1098,Antioquia
2021,Agosto,Venezuela,862,22,22,,44,Vichada
2021,Agosto,Venezuela,862,0,4,,4,Chocó
2021,Agosto,Venezuela,862,257,236,,493,Apure
2021,Agosto,Venezuela,862,18,11,,29,Santander
2021,Agosto,Venezuela,862,3271,2868,,6139,Norte de Santander
2021,Agosto,Venezuela,862,897,700,,1597,Norte de Santander
2021,Agosto,Venezuela,862,292,279,,571,Norte de Santander
2021,Septiembre,Venezuela,862,13,13,,26,Amazonas
2021,Septiembre,Venezuela,862,21,23,,44,Nariño
2021,Septiembre,Venezuela,862,0,27,,27,Nariño
2021,Septiembre,Venezuela,862,0,1,,1,Bolívar
2021,Septiembre,Venezuela,862,141,127,,268,Bolívar
2021,Septiembre,Venezuela,862,338,285,,623,Atlántico
2021,Septiembre,Venezuela,862,3329,3417,,6746,La Guajira
2021,Septiembre,Venezuela,862,0,4,,4,"Archipiélago de San Andrés, Providencia y Santa Catalina"
2021,Septiembre,Venezuela,862,132,109,,241,Valle del Cauca
2021,Septiembre,Venezuela,862,3,2,,5,Guainía
2021,Septiembre,Venezuela,862,2,1,,3,Quindío
2021,Septiembre,Venezuela,862,4896,4633,,9530,Not Available
2021,Septiembre,Venezuela,862,9,9,,18,Risaralda
2021,Septiembre,Venezuela,862,722,703,,1425,Antioquia
2021,Septiembre,Venezuela,862,38,34,,72,Vichada
2021,Septiembre,Venezuela,862,0,4,,4,Chocó
2021,Septiembre,Venezuela,862,300,287,,587,Apure
2021,Septiembre,Venezuela,862,20,22,,42,Santander
2021,Septiembre,Venezuela,862,3737,3283,,7020,Norte de Santander
2021,Septiembre,Venezuela,862,1043,829,,1872,Norte de Santander
2021,Septiembre,Venezuela,862,417,376,,793,Norte de Santander
2021,Noviembre,Venezuela,862,33,22,,55,Amazonas
2021,Noviembre,Venezuela,862,53,67,,120,Nariño
2021,Noviembre,Venezuela,862,0,30,,30,Nariño
2021,Noviembre,Venezuela,862,0,4,,4,Bolívar
2021,Noviembre,Venezuela,862,175,128,,303,Bolívar
2021,Noviembre,Venezuela,862,334,318,,652,Atlántico
2021,Noviembre,Venezuela,862,1,12,,13,Magdalena
2021,Noviembre,Venezuela,862,4969,5138,,10107,La Guajira
2021,Noviembre,Venezuela,862,324,337,,661,Valle del Cauca
2021,Noviembre,Venezuela,862,3,0,,3,Guainía
2021,Noviembre,Venezuela,862,2,1,,3,Quindío
2021,Noviembre,Venezuela,862,6662,6498,,13160,Not Available
2021,Noviembre,Venezuela,862,12,16,,28,Risaralda
2021,Noviembre,Venezuela,862,882,916,,1798,Antioquia
2021,Noviembre,Venezuela,862,40,31,,71,Vichada
2021,Noviembre,Venezuela,862,510,462,,972,Apure
2021,Noviembre,Venezuela,862,31,21,,52,Santander
2021,Noviembre,Venezuela,862,6798,6168,,12966,Norte de Santander
2021,Noviembre,Venezuela,862,1615,1374,,2989,Norte de Santander
2021,Noviembre,Venezuela,862,1,0,,1,Norte de Santander
2021,Noviembre,Venezuela,862,771,761,,1532,Norte de Santander
2021,Diciembre,Venezuela,862,15,27,,42,Amazonas
2021,Diciembre,Venezuela,862,264,282,,546,Nariño
2021,Diciembre,Venezuela,862,0,18,,18,Nariño
2021,Diciembre,Venezuela,862,0,14,,14,Bolívar
2021,Diciembre,Venezuela,862,185,135,,320,Bolívar
2021,Diciembre,Venezuela,862,426,457,,883,Atlántico
2021,Diciembre,Venezuela,862,0,2,,2,Magdalena
2021,Diciembre,Venezuela,862,0,16,,16,Magdalena
2021,Diciembre,Venezuela,862,5459,5625,,11084,La Guajira
2021,Diciembre,Venezuela,862,0,1,,1,La Guajira
2021,Diciembre,Venezuela,862,261,305,,566,Valle del Cauca
2021,Diciembre,Venezuela,862,2,7,,9,Guainía
2021,Diciembre,Venezuela,862,11,8,,19,Quindío
2021,Diciembre,Venezuela,862,8940,9423,,18364,Not Available
2021,Diciembre,Venezuela,862,25,25,,50,Risaralda
2021,Diciembre,Venezuela,862,1337,1476,,2813,Antioquia
2021,Diciembre,Venezuela,862,25,24,,49,Vichada
2021,Diciembre,Venezuela,862,509,414,,923,Apure
2021,Diciembre,Venezuela,862,29,18,,47,Santander
2021,Diciembre,Venezuela,862,8637,7700,,16337,Norte de Santander
2021,Diciembre,Venezuela,862,2410,2062,,4472,Norte de Santander
2021,Diciembre,Venezuela,862,315,300,,615,Norte de Santander
2021,Diciembre,Venezuela,862,908,885,,1793,Norte de Santander
2022,Enero,Venezuela,862,9,15,,24,Amazonas
2022,Enero,Venezuela,862,453,487,,940,Nariño
2022,Enero,Venezuela,862,0,28,,28,Nariño
2022,Enero,Venezuela,862,0,6,,6,Bolívar
2022,Enero,Venezuela,862,128,129,,257,Bolívar
2022,Enero,Venezuela,862,372,307,,679,Atlántico
2022,Enero,Venezuela,862,0,3,,3,Magdalena
2022,Enero,Venezuela,862,0,1,,1,Magdalena
2022,Enero,Venezuela,862,5051,5502,,10553,La Guajira
2022,Enero,Venezuela,862,3,8,,11,"Archipiélago de San Andrés, Providencia y Santa Catalina"
2022,Enero,Venezuela,862,238,241,,479,Valle del Cauca
2022,Enero,Venezuela,862,5,5,,10,Guainía
2022,Enero,Venezuela,862,2,3,,5,Quindío
2022,Enero,Venezuela,862,7044,6660,,13706,Not Available
2022,Enero,Venezuela,862,25,24,,49,Risaralda
2022,Enero,Venezuela,862,1016,1029,,2045,Antioquia
2022,Enero,Venezuela,862,46,38,,84,Vichada
2022,Enero,Venezuela,862,0,12,,12,Chocó
2022,Enero,Venezuela,862,406,412,,818,Apure
2022,Enero,Venezuela,862,29,28,,57,Santander
2022,Enero,Venezuela,862,6374,6488,,12862,Norte de Santander
2022,Enero,Venezuela,862,1855,1802,,3657,Norte de Santander
2022,Enero,Venezuela,862,250,199,,449,Norte de Santander
2022,Enero,Venezuela,862,1099,1134,,2233,Norte de Santander
2022,Febrero,Venezuela,862,13,12,,25,Amazonas
2022,Febrero,Venezuela,862,320,312,,632,Nariño
2022,Febrero,Venezuela,862,0,14,,14,Nariño
2022,Febrero,Venezuela,862,1,21,,22,Bolívar
2022,Febrero,Venezuela,862,208,193,,401,Bolívar
2022,Febrero,Venezuela,862,263,243,,506,Atlántico
2022,Febrero,Venezuela,862,0,2,,2,Atlántico
2022,Febrero,Venezuela,862,0,1,,1,Magdalena
2022,Febrero,Venezuela,862,0,4,,4,Magdalena
2022,Febrero,Venezuela,862,1991,2203,,4194,La Guajira
2022,Febrero,Venezuela,862,0,2,,2,La Guajira
2022,Febrero,Venezuela,862,5,7,,12,"Archipiélago de San Andrés, Providencia y Santa Catalina"
2022,Febrero,Venezuela,862,156,178,,334,Valle del Cauca
2022,Febrero,Venezuela,862,6,3,,9,Guainía
2022,Febrero,Venezuela,862,1,4,,5,Quindío
2022,Febrero,Venezuela,862,5634,5070,,10704,Not Available
2022,Febrero,Venezuela,862,34,16,,50,Risaralda
2022,Febrero,Venezuela,862,567,598,,1165,Antioquia
2022,Febrero,Venezuela,862,23,21,,44,Vichada
2022,Febrero,Venezuela,862,225,218,,443,Apure
2022,Febrero,Venezuela,862,24,27,,51,Santander
2022,Febrero,Venezuela,862,4677,4234,,8911,Norte de Santander
2022,Febrero,Venezuela,862,1169,1039,,2208,Norte de Santander
2022,Febrero,Venezuela,862,314,238,,552,Norte de Santander
2022,Febrero,Venezuela,862,500,480,,980,Norte de Santander
2022,Marzo,Venezuela,862,19,20,,39,Amazonas
2022,Marzo,Venezuela,862,1,1,,2,Sucumbíos
2022,Marzo,Venezuela,862,348,346,,694,Nariño
2022,Marzo,Venezuela,862,0,44,,44,Nariño
2022,Marzo,Venezuela,862,0,3,,3,Bolívar
2022,Marzo,Venezuela,862,239,169,,408,Bolívar
2022,Marzo,Venezuela,862,257,248,,505,Atlántico
2022,Marzo,Venezuela,862,0,1,,1,Magdalena
2022,Marzo,Venezuela,862,0,6,,6,Magdalena
2022,Marzo,Venezuela,862,2095,2374,,4469,La Guajira
2022,Marzo,Venezuela,862,0,2,,2,La Guajira
2022,Marzo,Venezuela,862,8,7,,15,"Archipiélago de San Andrés, Providencia y Santa Catalina"
2022,Marzo,Venezuela,862,126,179,,305,Valle del Cauca
2022,Marzo,Venezuela,862,5,3,,8,Guainía
2022,Marzo,Venezuela,862,0,7,,7,Valle del Cauca
2022,Marzo,Venezuela,862,14,7,,21,Quindío
2022,Marzo,Venezuela,862,5981,5440,,11422,Not Available
2022,Marzo,Venezuela,862,13,14,,27,Risaralda
2022,Marzo,Venezuela,862,628,647,,1275,Antioquia
2022,Marzo,Venezuela,862,25,17,,42,Vichada
2022,Marzo,Venezuela,862,199,177,,376,Apure
2022,Marzo,Venezuela,862,16,12,,28,Santander
2022,Marzo,Venezuela,862,4769,4010,,8779,Norte de Santander
2022,Marzo,Venezuela,862,1436,1151,,2587,Norte de Santander
2022,Marzo,Venezuela,862,343,302,,645,Norte de Santander
2022,Marzo,Venezuela,862,547,487,,1034,Norte de Santander
2022,Abril,Venezuela,862,12,15,,27,Amazonas
2022,Abril,Venezuela,862,3,5,,8,Sucumbíos
2022,Abril,Venezuela,862,404,401,,805,Nariño
2022,Abril,Venezuela,862,0,32,,32,Nariño
2022,Abril,Venezuela,862,1,1,,2,Bolívar
2022,Abril,Venezuela,862,261,190,,451,Bolívar
2022,Abril,Venezuela,862,247,218,,465,Atlántico
2022,Abril,Venezuela,862,0,11,,11,Atlántico
2022,Abril,Venezuela,862,0,1,,1,Magdalena
2022,Abril,Venezuela,862,1,13,,14,Magdalena
2022,Abril,Venezuela,862,1913,2117,,4030,La Guajira
2022,Abril,Venezuela,862,9,7,,16,"Archipiélago de San Andrés, Providencia y Santa Catalina"
2022,Abril,Venezuela,862,158,168,,327,Valle del Cauca
2022,Abril,Venezuela,862,6,2,,8,Guainía
2022,Abril,Venezuela,862,0,12,,12,Valle del Cauca
2022,Abril,Venezuela,862,5,5,,10,Quindío
2022,Abril,Venezuela,862,5483,5101,,10585,Not Available
2022,Abril,Venezuela,862,22,17,,39,Risaralda
2022,Abril,Venezuela,862,900,851,,1751,Antioquia
2022,Abril,Venezuela,862,27,23,,50,Vichada
2022,Abril,Venezuela,862,134,125,,259,Apure
2022,Abril,Venezuela,862,22,16,,38,Santander
2022,Abril,Venezuela,862,4264,3564,,7828,Norte de Santander
2022,Abril,Venezuela,862,1291,1039,,2330,Norte de Santander
2022,Abril,Venezuela,862,461,380,,841,Norte de Santander
2022,Abril,Venezuela,862,467,427,,894,Norte de Santander
2022,Mayo,Venezuela,862,11,18,,29,Amazonas
2022,Mayo,Venezuela,862,1,2,,3,Sucumbíos
2022,Mayo,Venezuela,862,340,409,,749,Nariño
2022,Mayo,Venezuela,862,0,17,,17,Nariño
2022,Mayo,Venezuela,862,0,6,,6,Bolívar
2022,Mayo,Venezuela,862,301,253,,554,Bolívar
2022,Mayo,Venezuela,862,217,222,,439,Atlántico
2022,Mayo,Venezuela,862,0,8,,8,Magdalena
2022,Mayo,Venezuela,862,1965,2092,,4057,La Guajira
2022,Mayo,Venezuela,862,0,2,,2,La Guajira
2022,Mayo,Venezuela,862,6,8,,14,"Archipiélago de San Andrés, Providencia y Santa Catalina"
2022,Mayo,Venezuela,862,143,126,,269,Valle del Cauca
2022,Mayo,Venezuela,862,6,0,,6,Guainía
2022,Mayo,Venezuela,862,0,7,,7,Valle del Cauca
2022,Mayo,Venezuela,862,13,5,,18,Quindío
2022,Mayo,Venezuela,862,5460,5137,,10598,Not Available
2022,Mayo,Venezuela,862,12,14,,26,Risaralda
2022,Mayo,Venezuela,862,0,2,,2,Antioquia
2022,Mayo,Venezuela,862,842,811,,1654,Antioquia
2022,Mayo,Venezuela,862,24,17,,41,Vichada
2022,Mayo,Venezuela,862,178,149,,327,Apure
2022,Mayo,Venezuela,862,20,25,,45,Santander
2022,Mayo,Venezuela,862,4305,3805,,8110,Norte de Santander
2022,Mayo,Venezuela,862,1313,1053,,2375,Norte de Santander
2022,Mayo,Venezuela,862,443,371,,814,Norte de Santander
2022,Mayo,Venezuela,862,444,351,,795,Norte de Santander
2022,Junio,Venezuela,862,9,21,,30,Amazonas
2022,Junio,Venezuela,862,3,4,,7,Sucumbíos
2022,Junio,Venezuela,862,232,263,,495,Nariño
2022,Junio,Venezuela,862,0,16,,16,Nariño
2022,Junio,Venezuela,862,0,5,,5,Bolívar
2022,Junio,Venezuela,862,275,206,,481,Bolívar
2022,Junio,Venezuela,862,193,221,,414,Atlántico
2022,Junio,Venezuela,862,1,1,,2,Magdalena
2022,Junio,Venezuela,862,0,5,,5,Magdalena
2022,Junio,Venezuela,862,1869,2359,,4228,La Guajira
2022,Junio,Venezuela,862,0,1,,1,"Archipiélago de San Andrés, Providencia y Santa Catalina"
2022,Junio,Venezuela,862,12,5,,17,"Archipiélago de San Andrés, Providencia y Santa Catalina"
2022,Junio,Venezuela,862,130,146,,276,Valle del Cauca
2022,Junio,Venezuela,862,9,3,,12,Guainía
2022,Junio,Venezuela,862,12,11,,23,Quindío
2022,Junio,Venezuela,862,5528,5319,,10849,Not Available
2022,Junio,Venezuela,862,16,14,,30,Risaralda
2022,Junio,Venezuela,862,859,931,,1790,Antioquia
2022,Junio,Venezuela,862,24,20,,44,Vichada
2022,Junio,Venezuela,862,126,127,,253,Apure
2022,Junio,Venezuela,862,19,26,,45,Santander
2022,Junio,Venezuela,862,4312,3875,,8187,Norte de Santander
2022,Junio,Venezuela,862,1027,916,,1976,Norte de Santander
2022,Junio,Venezuela,862,344,267,,611,Norte de Santander
2022,Junio,Venezuela,862,480,385,,865,Norte de Santander
2022,Julio,Venezuela,862,13,20,,34,Amazonas
2022,Julio,Venezuela,862,10,10,,20,Sucumbíos
2022,Julio,Venezuela,862,614,645,,1259,Nariño
2022,Julio,Venezuela,862,0,25,,25,Nariño
2022,Julio,Venezuela,862,0,5,,5,Bolívar
2022,Julio,Venezuela,862,246,181,,427,Bolívar
2022,Julio,Venezuela,862,164,188,,352,Atlántico
2022,Julio,Venezuela,862,0,1,,1,Atlántico
2022,Julio,Venezuela,862,14,11,,25,Magdalena
2022,Julio,Venezuela,862,0,1,,1,Magdalena
2022,Julio,Venezuela,862,2055,2167,,4222,La Guajira
2022,Julio,Venezuela,862,9,9,,18,"Archipiélago de San Andrés, Providencia y Santa Catalina"
2022,Julio,Venezuela,862,202,197,,399,Valle del Cauca
2022,Julio,Venezuela,862,7,8,,15,Guainía
2022,Julio,Venezuela,862,13,24,,37,Quindío
2022,Julio,Venezuela,862,5805,5441,,11247,Not Available
2022,Julio,Venezuela,862,21,21,,42,Risaralda
2022,Julio,Venezuela,862,0,4,,4,Antioquia
2022,Julio,Venezuela,862,975,961,,1938,Antioquia
2022,Julio,Venezuela,862,33,18,,51,Vichada
2022,Julio,Venezuela,862,182,169,,351,Apure
2022,Julio,Venezuela,862,0,1,,1,Chocó
2022,Julio,Venezuela,862,22,29,,51,Santander
2022,Julio,Venezuela,862,5507,4581,,10088,Norte de Santander
2022,Julio,Venezuela,862,1514,1233,,2747,Norte de Santander
2022,Julio,Venezuela,862,409,302,,711,Norte de Santander
2022,Julio,Venezuela,862,582,444,,1026,Norte de Santander
2022,Agosto,Venezuela,862,22,29,,51,Amazonas
2022,Agosto,Venezuela,862,12,15,,27,Sucumbíos
2022,Agosto,Venezuela,862,592,623,,1215,Nariño
2022,Agosto,Venezuela,862,1,25,,26,Bolívar
2022,Agosto,Venezuela,862,310,239,,549,Bolívar
2022,Agosto,Venezuela,862,274,252,,526,Atlántico
2022,Agosto,Venezuela,862,0,3,,3,Atlántico
2022,Agosto,Venezuela,862,43,25,,68,Magdalena
2022,Agosto,Venezuela,862,0,6,,6,Magdalena
2022,Agosto,Venezuela,862,2262,2565,,4827,La Guajira
2022,Agosto,Venezuela,862,0,2,,2,La Guajira
2022,Agosto,Venezuela,862,7,8,,15,"Archipiélago de San Andrés, Providencia y Santa Catalina"
2022,Agosto,Venezuela,862,172,189,,361,Valle del Cauca
2022,Agosto,Venezuela,862,6,1,,7,Guainía
2022,Agosto,Venezuela,862,0,8,,8,Valle del Cauca
2022,Agosto,Venezuela,862,5,9,,14,Quindío
2022,Agosto,Venezuela,862,6442,6070,,12512,Not Available
2022,Agosto,Venezuela,862,19,22,,41,Risaralda
2022,Agosto,Venezuela,862,0,4,,4,Antioquia
2022,Agosto,Venezuela,862,1076,1216,,2293,Antioquia
2022,Agosto,Venezuela,862,33,23,,56,Vichada
2022,Agosto,Venezuela,862,228,184,,412,Apure
2022,Agosto,Venezuela,862,20,17,,37,Santander
2022,Agosto,Venezuela,862,6223,5405,,11629,Norte de Santander
2022,Agosto,Venezuela,862,1855,1449,,3304,Norte de Santander
2022,Agosto,Venezuela,862,493,436,,929,Norte de Santander
2022,Agosto,Venezuela,862,725,617,,1342,Norte de Santander
2022,Agosto,Venezuela,862,1,1,,2,Chocó
2022,Septiembre,Venezuela,862,16,28,,44,Amazonas
2022,Septiembre,Venezuela,862,1,0,,1,Amazonas
2022,Septiembre,Venezuela,862,7,7,,14,Sucumbíos
2022,Septiembre,Venezuela,862,614,656,,1270,Nariño
2022,Septiembre,Venezuela,862,0,15,,15,Bolívar
2022,Septiembre,Venezuela,862,291,260,,551,Bolívar
2022,Septiembre,Venezuela,862,240,240,,480,Atlántico
2022,Septiembre,Venezuela,862,24,33,,57,Magdalena
2022,Septiembre,Venezuela,862,0,7,,7,Magdalena
2022,Septiembre,Venezuela,862,2161,2326,,4487,La Guajira
2022,Septiembre,Venezuela,862,0,1,,1,"Archipiélago de San Andrés, Providencia y Santa Catalina"
2022,Septiembre,Venezuela,862,22,18,,40,"Archipiélago de San Andrés, Providencia y Santa Catalina"
2022,Septiembre,Venezuela,862,151,205,,356,Valle del Cauca
2022,Septiembre,Venezuela,862,8,4,,12,Guainía
2022,Septiembre,Venezuela,862,0,29,,29,Valle del Cauca
2022,Septiembre,Venezuela,862,8,8,,16,Quindío
2022,Septiembre,Venezuela,862,6621,6261,,12882,Not Available
2022,Septiembre,Venezuela,862,14,18,,32,Risaralda
2022,Septiembre,Venezuela,862,0,3,,3,Antioquia
2022,Septiembre,Venezuela,862,991,1003,,1994,Antioquia
2022,Septiembre,Venezuela,862,32,18,,50,Vichada
2022,Septiembre,Venezuela,862,197,176,,373,Apure
2022,Septiembre,Venezuela,862,13,12,,25,Santander
2022,Septiembre,Venezuela,862,5903,5219,,11123,Norte de Santander
2022,Septiembre,Venezuela,862,2049,1700,,3749,Norte de Santander
2022,Septiembre,Venezuela,862,554,487,,1041,Norte de Santander
2022,Septiembre,Venezuela,862,783,660,,1443,Norte de Santander
2022,Septiembre,Venezuela,862,0,1,,1,Chocó
2022,Octubre,Venezuela,862,13,30,,43,Amazonas
2022,Octubre,Venezuela,862,4,5,,9,Amazonas
2022,Octubre,Venezuela,862,12,7,,19,Sucumbíos
2022,Octubre,Venezuela,862,567,636,,1203,Nariño
2022,Octubre,Venezuela,862,1,2,,3,Nariño
2022,Octubre,Venezuela,862,0,16,,16,Bolívar
2022,Octubre,Venezuela,862,317,301,,618,Bolívar
2022,Octubre,Venezuela,862,206,210,,416,Atlántico
2022,Octubre,Venezuela,862,24,14,,38,Magdalena
2022,Octubre,Venezuela,862,2,14,,16,Magdalena
2022,Octubre,Venezuela,862,2087,1941,,4028,La Guajira
2022,Octubre,Venezuela,862,20,9,,29,"Archipiélago de San Andrés, Providencia y Santa Catalina"
2022,Octubre,Venezuela,862,226,246,,472,Valle del Cauca
2022,Octubre,Venezuela,862,4,2,,6,Guainía
2022,Octubre,Venezuela,862,0,22,,22,Valle del Cauca
2022,Octubre,Venezuela,862,7,12,,19,Quindío
2022,Octubre,Venezuela,862,6745,7233,,13981,Not Available
2022,Octubre,Venezuela,862,17,16,,33,Risaralda
2022,Octubre,Venezuela,862,0,1,,1,Antioquia
2022,Octubre,Venezuela,862,1020,1301,,2321,Antioquia
2022,Octubre,Venezuela,862,41,24,,65,Vichada
2022,Octubre,Venezuela,862,206,173,,379,Apure
2022,Octubre,Venezuela,862,25,15,,40,Santander
2022,Octubre,Venezuela,862,6102,5356,,11458,Norte de Santander
2022,Octubre,Venezuela,862,1700,1392,,3092,Norte de Santander
2022,Octubre,Venezuela,862,574,448,,1022,Norte de Santander
2022,Octubre,Venezuela,862,612,514,,1126,Norte de Santander
2022,Noviembre,Venezuela,862,14,14,,28,Amazonas
2022,Noviembre,Venezuela,862,2,0,,2,Amazonas
2022,Noviembre,Venezuela,862,5,7,,12,Sucumbíos
2022,Noviembre,Venezuela,862,525,525,,1050,Nariño
2022,Noviembre,Venezuela,862,0,7,,7,Bolívar
2022,Noviembre,Venezuela,862,314,242,,556,Bolívar
2022,Noviembre,Venezuela,862,198,227,,425,Atlántico
2022,Noviembre,Venezuela,862,0,2,,2,Atlántico
2022,Noviembre,Venezuela,862,60,91,,151,Magdalena
2022,Noviembre,Venezuela,862,0,9,,9,Magdalena
2022,Noviembre,Venezuela,862,2134,2079,,4213,La Guajira
2022,Noviembre,Venezuela,862,0,3,,3,La Guajira
2022,Noviembre,Venezuela,862,8,6,,14,"Archipiélago de San Andrés, Providencia y Santa Catalina"
2022,Noviembre,Venezuela,862,176,204,,380,Valle del Cauca
2022,Noviembre,Venezuela,862,12,8,,20,Guainía
2022,Noviembre,Venezuela,862,0,3,,3,Valle del Cauca
2022,Noviembre,Venezuela,862,10,9,,19,Quindío
2022,Noviembre,Venezuela,862,7208,6752,,13961,Not Available
2022,Noviembre,Venezuela,862,15,22,,37,Risaralda
2022,Noviembre,Venezuela,862,0,2,,2,Antioquia
2022,Noviembre,Venezuela,862,1220,1173,,2393,Antioquia
2022,Noviembre,Venezuela,862,43,29,,72,Vichada
