,anger,fear,joy,sadness,others
2023-05-19,0.3351304660089582,0.002984437251600192,0.20984718710723108,0.0696126054865118,0.38242530414569875
2023-05-17,0.33940421251647335,0.002500686873955137,0.2084604244182527,0.06418895320409237,0.38544572298722646
2023-06-06,0.3456394595847364,0.002767515098635329,0.20727733773227358,0.06273943095526986,0.3815762566290848
2023-06-01,0.34551909877736975,0.0034258561674309343,0.2180297916011651,0.06300312627913461,0.3700221271748996
2023-06-09,0.33676510144988686,0.0027320531009857544,0.2098406653973344,0.06323278885659886,0.3874293911951941
2023-06-07,0.32742309379111584,0.0037121734227178746,0.21251801265584863,0.06371781216715744,0.3926289079631602
2023-06-14,0.3278529076183529,0.003666086826403307,0.2221723434898902,0.06625142622000262,0.380057235845351
2023-06-11,0.3273391095853087,0.003386347182325603,0.22292284577718613,0.06791377659450244,0.3784379208606771
2023-06-15,0.3426455248922562,0.0026400265215528046,0.1987580150881761,0.0599484123454594,0.3960080211525555
2023-06-17,0.3281632938869827,0.0027659127512078985,0.22534311322736503,0.06263566977102444,0.38109201036341994
2023-06-08,0.3295138706801615,0.0030258534794692957,0.21404373590644502,0.06468089569458282,0.3887356442393413
2023-05-25,0.3406473259894681,0.003168879026967734,0.2176023343597538,0.06660739954761026,0.37197406107620007
2023-06-10,0.3026744127810888,0.004206941453398107,0.2248710372113988,0.0732375085557837,0.3950100999983306
2023-05-26,0.3462216305654215,0.0026678451895248002,0.2183590865729238,0.06178621667214608,0.37096522099998386
2023-05-30,0.34047084106671877,0.0025886490182670703,0.20761941975188045,0.06424733808733027,0.38507375207580347
2023-06-13,0.32774448592852884,0.003840240956295297,0.20893546261726226,0.07047971637436075,0.38900009412355285
2023-06-12,0.3301175089408977,0.0033915624014870696,0.22130488189318753,0.0679236463643973,0.37726240040003045
2023-06-16,0.3498090842302586,0.0026718324289954766,0.21084744199224476,0.0664861285444608,0.3701855128040404
2023-06-03,0.3365696400625978,0.002572769953051643,0.21668231611893585,0.06134585289514867,0.38282942097026607
2023-05-23,0.3404292751583392,0.0022465219509554485,0.21233692415958424,0.06723325935148596,0.37775401937963515
2023-05-28,0.3323480469434227,0.002277106323349098,0.21866789280084079,0.06298169556840078,0.3837252583639867
2023-06-02,0.3538615236127809,0.0030648356672367373,0.21288246947863929,0.059589887735577496,0.3706012835057656
2023-05-18,0.33609146742354995,0.00269399143695579,0.22651657285803628,0.0628758358589503,0.37182213242250767
2023-05-20,0.32553340563783123,0.00327769726170709,0.21725901966618358,0.06654733225196519,0.3873825451823129
2023-06-05,0.3169086859688196,0.0035278396436525614,0.23851224944320712,0.07069933184855234,0.3703518930957684
