15/04/2023,05/07/2023,Updated with same information,North Darfur,SD02,SD02126,Kelemando,Bahri Um Dorman,Rural,Village,60,12,North Darfur,SD02,SD02114,Al Fasher,Al Fasher Town,60,0,60,0,12,0,0,0,0,0,12,Emergency Shelter,Remain in the same place
15/04/2023,05/07/2023,Updated with same information,North Darfur,SD02,SD02126,Kelemando,Eid Algideam,Rural,Village,45,9,North Darfur,SD02,SD02114,Al Fasher,Al Fasher Town,45,0,45,0,9,0,0,0,0,0,9,Emergency Shelter,Remain in the same place
15/04/2023,05/07/2023,Updated with same information,North Darfur,SD02,SD02126,Kelemando,Um Dam,Rural,Village,150,30,North Darfur,SD02,SD02114,Al Fasher,Al Fasher Town,150,0,150,0,30,0,0,0,0,0,30,Emergency Shelter,Remain in the same place
15/04/2023,05/07/2023,Updated with same information,North Darfur,SD02,SD02126,Kelemando,Sani Karow,Rural,Village,900,180,North Darfur,SD02,SD02114,Al Fasher,Al Fasher Town,900,0,900,0,180,0,0,0,0,0,180,Emergency Shelter,Remain in the same place
15/04/2023,05/07/2023,Updated with same information,North Darfur,SD02,SD02126,Kelemando,Aldeka,Rural,Village,225,45,North Darfur,SD02,SD02114,Al Fasher,Al Fasher Town,225,0,225,0,45,0,0,0,0,0,45,Emergency Shelter,Remain in the same place
15/04/2023,05/07/2023,Updated with same information,North Darfur,SD02,SD02126,Kelemando,Um Beteen,Rural,Village,525,105,North Darfur,SD02,SD02114,Al Fasher,Al Fasher Town,525,0,525,0,105,0,0,0,0,0,105,Emergency Shelter,Remain in the same place
15/04/2023,05/07/2023,Updated with same information,North Darfur,SD02,SD02126,Kelemando,Eid Albaida,Rural,Village,90,18,North Darfur,SD02,SD02114,Al Fasher,Al Fasher Town,90,0,90,0,18,0,0,0,0,0,18,Emergency Shelter,Remain in the same place
15/04/2023,05/07/2023,Updated with same information,North Darfur,SD02,SD02119,At Tawisha,At Tewisha Town,Urban,Neighbourhood,350,70,North Darfur,SD02,SD02114,Al Fasher,Al Fasher Town,350,0,350,0,70,0,0,0,0,0,70,Food,Remain in the same place
15/04/2023,05/07/2023,Updated with same information,North Darfur,SD02,SD02169,Al lait,Al Lait Town,Urban,Neighbourhood,788,160,North Darfur,SD02,SD02114,Al Fasher,Al Fasher Town,788,0,788,0,160,0,0,0,0,0,160,Food,Remain in the same place
15/04/2023,05/07/2023,Updated with same information,North Darfur,SD02,SD02169,Al lait,Al Lait Town,Urban,Neighbourhood,1675,335,Khartoum,SD01,SD01007,Khartoum,Khartoum,1675,0,1675,0,335,0,0,0,0,0,335,Food,Remain in the same place
15/04/2023,05/07/2023,Updated with same information,North Darfur,SD02,SD02169,Al lait,Al Lait Town,Urban,Neighbourhood,95,19,South Darfur,SD03,SD03167,Nyala Janoub,Nyala Town,95,0,95,0,19,0,0,0,0,0,19,Food,Remain in the same place
15/04/2023,05/07/2023,Updated with same information,North Darfur,SD02,SD02114,Al Fasher,Al Fasher Town,Urban,Neighbourhood,8935,1787,North Darfur,SD02,SD02170,Tawila,Tawila Town And IDP Camps,8935,0,8935,0,974,0,0,813,0,0,1787,Food,Remain in the same place
15/04/2023,05/07/2023,Updated with same information,North Darfur,SD02,SD02170,Tawila,Kdareak,Rural,Village,10000,2000,North Darfur,SD02,SD02170,Tawila,Tawila Town And IDP Camps,10000,0,10000,0,2000,0,0,0,0,0,2000,Non-Food Items,Move to another location
15/04/2023,05/07/2023,Updated with new information,North Darfur,SD02,SD02170,Tawila,Tabara Village,Rural,Village,4500,900,North Darfur,SD02,SD02170,Tawila,Rawanda And Burgo IDP Camps,4500,0,4500,0,900,0,0,0,0,0,900,Food,Remain in the same place
15/04/2023,05/07/2023,New Location,North Darfur,SD02,SD02170,Tawila,Hashaba Village,Rural,Village,3000,600,North Darfur,SD02,SD02170,Tawila,Rawanda IDP Camp,3000,0,3000,0,600,0,0,0,0,0,600,Food,Remain in the same place
15/04/2023,05/07/2023,New Location,North Darfur,SD02,SD02170,Tawila,Marar Village,Rural,Village,4000,800,North Darfur,SD02,SD02170,Tawila,Rawanda IDP Camp,4000,0,4000,0,800,0,0,0,0,0,800,Non-Food Items,Remain in the same place
15/04/2023,05/07/2023,New Location,North Darfur,SD02,SD02170,Tawila,Koli Kari,Rural,Village,6000,1200,North Darfur,SD02,SD02170,Tawila,Rawanda IDP Camp,6000,0,6000,0,1200,0,0,0,0,0,1200,Non-Food Items,Remain in the same place
15/04/2023,05/07/2023,New Location,North Darfur,SD02,SD02170,Tawila,Umseiala Village,Rural,Village,2350,470,North Darfur,SD02,SD02170,Tawila,Rawanda IDP Camp,2350,0,2350,0,470,0,0,0,0,0,470,Non-Food Items,Remain in the same place
15/04/2023,05/07/2023,New Location,North Darfur,SD02,SD02170,Tawila,Martal Village,Rural,Village,21000,4200,North Darfur,SD02,SD02170,Tawila,Tawila Town And IDP Camps,21000,0,21000,0,0,0,0,0,4200,0,4200,Food,Move to another location
15/04/2023,05/07/2023,Updated with new information,North Darfur,SD02,SD02170,Tawila,Kuweam,Rural,Village,2500,500,North Darfur,SD02,SD02170,Tawila,Tawila Town And IDP Camps,2500,0,2500,0,0,0,0,0,500,0,500,Non-Food Items,Move to another location
15/04/2023,05/07/2023,Updated with same information,North Darfur,SD02,SD02114,Al Fasher,Um Hajaleej,Rural,Village,2000,400,North Darfur,SD02,SD02170,Tawila,Tawila Town And IDP Camps,2000,0,2000,0,0,0,0,0,400,0,400,Non-Food Items,Move to another location
15/04/2023,05/07/2023,Updated with new information,North Darfur,SD02,SD02114,Al Fasher,Al Fasher Town,Urban,Neighbourhood,2576,534,North Darfur,SD02,SD02128,Kutum,Kutum Town,2576,0,2576,0,0,0,0,534,0,0,534,Food,Remain in the same place
15/04/2023,05/07/2023,Updated with same information,North Darfur,SD02,SD02114,Al Fasher,Abu Shouck IDP Camp,Urban,Camp,7075,1414,North Darfur,SD02,SD02170,Tawila,Tawila Town And IDP Camps,7075,0,7075,1414,0,0,0,0,0,0,1414,WASH,Remain in the same place
