,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DTM - SUDAN - SITUATION REPORT (5) DATASET,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATES,,STATUS,DISPLACEMENT,,,,,,,,,ORIGIN,,,NATIONALITY (by IDPs individuals),,,SHELTER CATEGORY (by Households),,,,,,,,TOP PRIORITY NEED,RETURN INTENTION
INCIDENT,DATA COLLECTION,(Drop-down List) 1.new location 2.updated with new information 3.updated with same information,"STATE OF DISPLACEMENT
 (Drop-down List)",STATE_CODE,Locality_Code,"LOCALITY OF DISPLACEMENT
 (Drop-down List)",LOCATION OF DISPALCEMENT,Location type (Drop-down List),Location Classification (Drop-down List),IDPs,HHs,"STATE ORIGIN
 (Drop-down List)","LOCALITY ORIGIN
 (Drop-down List)",LOCATION OF ORIGIN,SUDANESE,NON SUDANESE,TOTAL (=IDPs),Camp (formal),In Host Family/Community accommodation,In Rented accomodation (paying rent),In Abandoned buildings/critical shelters/no rent,In schools or other public buildings/no rent,Gathering sites (informal settlements or open area),Unknown,Total (=HHs),(Drop-down List) Emergency shelter/Food/ Non-Food Items/ Health/Nutrition/ WASH,"(Drop-down List) 1. Remain in Same Place, 2. Move to Another Location 3. Return to Location of Origin 4. Unkown"
,,,#adm1+name,#adm1+pcode,#adm2+pcode,#adm2+name,,,,#affected+idps+ind,#affected+idps+hh,#adm1+origin+name,#adm2+origin+name,,,,,,,,,,,,,,
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15032,Um Algura,Alshareif Yagoup,Rural,Village,315,63,Khartoum,Sharg An Neel,Sharg An Neel nighbourhoods and villages,315,-,315,-,63,-,-,-,-,-,63,Food,3-Return to location of origin
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15032,Um Algura,Alshareif Yagoup,Rural,Village,435,87,Khartoum,Um Durman,Um Durman neighbourhoods,435,-,435,-,87,-,-,-,-,-,87,Food,3-Return to location of origin
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15032,Um Algura,Amarah Albanaa,Rural,Village,75,15,Khartoum,Khartoum,Khartoum neighbourhoods,75,-,75,-,15,-,-,-,-,-,15,Food,3-Return to location of origin
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15032,Um Algura,Amarah Albanaa,Rural,Village,75,15,Khartoum,Um Durman,Um Durman neighbourhoods,75,-,75,-,15,-,-,-,-,-,15,Food,3-Return to location of origin
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15032,Um Algura,Dahawe,Rural,Village,25,6,Khartoum,Jebel Awlia,Jebel Awlia neighbourhoods and villages,25,-,25,-,6,-,-,-,-,-,6,Food,3-Return to location of origin
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15032,Um Algura,Dahawe,Rural,Village,30,6,Khartoum,Khartoum,Khartoum neighbourhoods,30,-,30,-,6,-,-,-,-,-,6,Food,3-Return to location of origin
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15032,Um Algura,Mehila,Rural,Village,225,45,Khartoum,Jebel Awlia,Jebel Awlia neighbourhoods and villages,225,-,225,-,45,-,-,-,-,-,45,Food,3-Return to location of origin
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15032,Um Algura,Mehila,Rural,Village,150,30,Khartoum,Karrari,Karrari neighbourhood and villages,150,-,150,-,30,-,-,-,-,-,30,Food,3-Return to location of origin
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15032,Um Algura,Mehila,Rural,Village,375,75,Khartoum,Um Durman,Um Durman neighbourhoods,375,-,375,-,75,-,-,-,-,-,75,Food,3-Return to location of origin
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15032,Um Algura,Ragowa Baker,Rural,Village,70,14,Khartoum,Jebel Awlia,Jebel Awlia neighbourhoods and villages,70,-,70,-,14,-,-,-,-,-,14,Food,3-Return to location of origin
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15032,Um Algura,Ragowa Baker,Rural,Village,70,14,Khartoum,Um Durman,Um Durman neighbourhoods,70,-,70,-,14,-,-,-,-,-,14,Food,3-Return to location of origin
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15032,Um Algura,Um Algura town,Urban,neighbourhood,400,80,Khartoum,Jebel Awlia,Jebel Awlia neighbourhoods and villages,400,-,400,-,-,80,-,-,-,-,80,Food,3-Return to location of origin
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15032,Um Algura,Um Algura town,Urban,neighbourhood,340,68,Khartoum,Khartoum,Khartoum neighbourhoods,340,-,340,-,-,68,-,-,-,-,68,Food,3-Return to location of origin
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15032,Um Algura,Um Algura town,Urban,neighbourhood,250,50,Khartoum,Sharg An Neel,Sharg An Neel nighbourhoods and villages,250,-,250,-,-,50,-,-,-,-,50,Food,3-Return to location of origin
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15032,Um Algura,Um Algura town,Urban,neighbourhood,260,52,Khartoum,Um Durman,Um Durman neighbourhoods,260,-,260,-,-,52,-,-,-,-,52,Food,3-Return to location of origin
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15032,Um Algura,village 26,Rural,Village,100,20,Khartoum,Khartoum,Khartoum neighbourhoods,100,-,100,-,20,-,-,-,-,-,20,Food,3-Return to location of origin
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15032,Um Algura,village 26,Rural,Village,150,30,Khartoum,Um Durman,Um Durman neighbourhoods,150,-,150,-,30,-,-,-,-,-,30,Food,3-Return to location of origin
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15032,Um Algura,village 27,Rural,Village,300,60,Khartoum,Jebel Awlia,Jebel Awlia neighbourhoods and villages,300,-,300,-,60,-,-,-,-,-,60,Food,3-Return to location of origin
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15032,Um Algura,village 27,Rural,Village,250,50,Khartoum,Khartoum,Khartoum neighbourhoods,250,-,250,-,50,-,-,-,-,-,50,Food,3-Return to location of origin
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15032,Um Algura,village 27,Rural,Village,250,50,Khartoum,Um Durman,Um Durman neighbourhoods,250,-,250,-,50,-,-,-,-,-,50,Food,3-Return to location of origin
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15032,Um Algura,village 28,Rural,Village,50,10,Khartoum,Jebel Awlia,Jebel Awlia neighbourhoods and villages,50,-,50,-,10,-,-,-,-,-,10,Food,3-Return to location of origin
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15032,Um Algura,village 28,Rural,Village,50,10,Khartoum,Um Durman,Um Durman neighbourhoods,50,-,50,-,10,-,-,-,-,-,10,Food,3-Return to location of origin
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15032,Um Algura,village 29,Rural,Village,60,12,Khartoum,Jebel Awlia,Jebel Awlia neighbourhoods and villages,60,-,60,-,12,-,-,-,-,-,12,Food,3-Return to location of origin
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15032,Um Algura,village 29,Rural,Village,60,12,Khartoum,Um Bada,Um Bada neighbourhoods and villages,60,-,60,-,12,-,-,-,-,-,12,Food,3-Return to location of origin
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15032,Um Algura,village 30,Rural,Village,150,30,Khartoum,Khartoum,Khartoum neighbourhoods,150,-,150,-,30,-,-,-,-,-,30,Food,3-Return to location of origin
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15032,Um Algura,village 30,Rural,Village,50,10,Khartoum,Um Bada,Um Bada neighbourhoods and villages,50,-,50,-,10,-,-,-,-,-,10,Food,3-Return to location of origin
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15032,Um Algura,village 33,Rural,Village,265,53,Khartoum,Jebel Awlia,Jebel Awlia neighbourhoods and villages,265,-,265,-,53,-,-,-,-,-,53,Food,3-Return to location of origin
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15032,Um Algura,village 33,Rural,Village,200,40,Khartoum,Sharg An Neel,Sharg An Neel nighbourhoods and villages,200,-,200,-,40,-,-,-,-,-,40,Food,3-Return to location of origin
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15032,Um Algura,village 33,Rural,Village,250,50,Khartoum,Um Durman,Um Durman neighbourhoods,250,-,250,-,50,-,-,-,-,-,50,Food,3-Return to location of origin
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15032,Um Algura,village 34,Rural,Village,50,10,Khartoum,Khartoum,Khartoum neighbourhoods,50,-,50,-,10,-,-,-,-,-,10,Food,3-Return to location of origin
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15032,Um Algura,village 34,Rural,Village,65,13,Khartoum,Um Durman,Um Durman neighbourhoods,65,-,65,-,13,-,-,-,-,-,13,Food,3-Return to location of origin
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15032,Um Algura,village 37,Rural,Village,75,15,Khartoum,Jebel Awlia,Jebel Awlia neighbourhoods and villages,75,-,75,-,15,-,-,-,-,-,15,Food,3-Return to location of origin
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15032,Um Algura,village 37,Rural,Village,75,15,Khartoum,Khartoum,Khartoum neighbourhoods,75,-,75,-,15,-,-,-,-,-,15,Food,3-Return to location of origin
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15032,Um Algura,village 37,Rural,Village,150,30,Khartoum,Um Durman,Um Durman neighbourhoods,150,-,150,-,30,-,-,-,-,-,30,Food,3-Return to location of origin
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15032,Um Algura,village 38,Rural,Village,100,30,Khartoum,Jebel Awlia,Jebel Awlia neighbourhoods and villages,100,-,100,-,30,-,-,-,-,-,30,Food,3-Return to location of origin
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15032,Um Algura,village 38,Rural,Village,100,20,Khartoum,Khartoum,Khartoum neighbourhoods,100,-,100,-,20,-,-,-,-,-,20,Food,3-Return to location of origin
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15032,Um Algura,village 38,Rural,Village,100,20,Khartoum,Um Durman,Um Durman neighbourhoods,100,-,100,-,20,-,-,-,-,-,20,Food,3-Return to location of origin
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15032,Um Algura,village 49,Rural,Village,125,25,Khartoum,Jebel Awlia,Jebel Awlia neighbourhoods and villages,125,-,125,-,25,-,-,-,-,-,25,Food,3-Return to location of origin
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15032,Um Algura,village 49,Rural,Village,125,25,Khartoum,Um Durman,Um Durman neighbourhoods,125,-,125,-,25,-,-,-,-,-,25,Food,3-Return to location of origin
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15032,Um Algura,Wad Almeheedi,Rural,Village,525,105,Khartoum,Jebel Awlia,Jebel Awlia neighbourhoods and villages,525,-,525,-,105,-,-,-,-,-,105,Food,3-Return to location of origin
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15032,Um Algura,Wad Almeheedi,Rural,Village,490,98,Khartoum,Khartoum,Khartoum neighbourhoods,490,-,490,-,98,-,-,-,-,-,98,Food,3-Return to location of origin
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15032,Um Algura,Wad Almeheedi,Rural,Village,325,65,Khartoum,Sharg An Neel,Sharg An Neel nighbourhoods and villages,325,-,325,-,65,-,-,-,-,-,65,Food,3-Return to location of origin
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15032,Um Algura,Wad Almeheedi,Rural,Village,410,82,Khartoum,Um Durman,Um Durman neighbourhoods,410,-,410,-,82,-,-,-,-,-,82,Food,3-Return to location of origin
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15032,Um Algura,Wad Alobeid,Rural,Village,250,50,Khartoum,Bahri,Bahri Neighbourhoods,250,-,250,-,50,-,-,-,-,-,50,Food,3-Return to location of origin
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15032,Um Algura,Wad Alobeid,Rural,Village,250,50,Khartoum,Jebel Awlia,Jebel Awlia neighbourhoods and villages,250,-,250,-,50,-,-,-,-,-,50,Food,3-Return to location of origin
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15032,Um Algura,Wad Alobeid,Rural,Village,250,50,Khartoum,Um Bada,Um Bada neighbourhoods and villages,250,-,250,-,50,-,-,-,-,-,50,Food,3-Return to location of origin
15/04/2023,16/05/2023,2. updated with new information,Gedaref,SD12,SD12074,Al Fao,"Dar alsalam, hai alradwan (Al Fao town), village 10, village 13, village 18",Urban/Rural,neighbourhood/Village,"1,290",258,Khartoum,Khartoum,,"1,090",200,"1,290",-,258,-,-,-,-,-,258,Food,1-Remain in same place
15/04/2023,16/05/2023,1. New Location,Gedaref,SD12,SD12075,Al Fashaga,"Al madina 6, almadina 7",Urban,neighbourhood,"1,000",200,Khartoum,Khartoum,,"1,000",-,"1,000",-,200,-,-,-,-,-,200,Food,3-Return to location of origin
15/04/2023,16/05/2023,3.updated with same information,Gedaref,SD12,SD12078,Al Galabat Al Gharbyah - Kassab,"Kasab town, alsamali, alshargi , abu aref villages",Urban/Rural,neighbourhood/Village,600,120,Khartoum,Khartoum,,600,-,600,-,120,-,-,-,-,-,120,Food,3-Return to location of origin
15/04/2023,16/05/2023,2. updated with new information,Gedaref,SD12,SD12082,Al Mafaza,"Abrakham, Dila, Gemi, Telgai villages",Rural,Village,"1,075",215,Khartoum,Khartoum,,"1,075",-,"1,075",-,215,-,-,-,-,-,215,Food,3-Return to location of origin
15/04/2023,16/05/2023,2. updated with new information,Gedaref,SD12,SD12076,Al Qureisha,"Hai Al Qureisha, hai barbr (Al Qureisha town)",Urban,neighbourhood,"1,875",375,Khartoum,Khartoum,,"1,875",-,"1,875",-,375,-,-,-,-,-,375,Food,3-Return to location of origin
15/04/2023,16/05/2023,2. updated with new information,Gedaref,SD12,SD13030,Ar Rahad,"Hai Alhuda, Hai alwahda, Hai alenqaz, Hai wd abkr (Al Hawata town)",Urban,neighbourhood,"4,290",858,Khartoum,Khartoum,,"4,290",-,"4,290",-,858,-,-,-,-,-,858,Food,3-Return to location of origin
15/04/2023,16/05/2023,1. New Location,Gedaref,SD12,SD12077,Basundah,Hai yaseen Al Jaded and Hai sareb (Baundah town),Urban,neighbourhood,"1,450",290,Khartoum,Khartoum,,"1,450",-,"1,450",-,290,-,-,-,-,-,290,Food,3-Return to location of origin
15/04/2023,16/05/2023,3.updated with same information,Gedaref,SD12,SD12079,Gala'a Al Nahal,"wadi alneem, simsm mohmed adam, Um adara villages",Rural,Village,540,108,Khartoum,Khartoum,,540,-,540,-,108,-,-,-,-,-,108,Food,3-Return to location of origin
15/04/2023,16/05/2023,3.updated with same information,Gedaref,SD12,SD12083,Galabat Ash-Shargiah,"Doka town, alref village and Rashid village",Urban,neighbourhood,400,80,Khartoum,Khartoum,,400,-,400,-,80,-,-,-,-,-,80,Food,3-Return to location of origin
15/04/2023,16/05/2023,2. updated with new information,Gedaref,SD12,SD12080,Madeinat Al Gedaref,"Almaamora, Deim Elnour, Deim Sawakin, Salamat Albai,Hai Abakar Gebriel (Gedaref town)",Urban,neighbourhood,"1,380",276,Khartoum,Khartoum,,"1,380",-,"1,380",-,166,-,-,110,-,-,276,Food,1-Remain in same place
15/04/2023,16/05/2023,1. New Location,Gedaref,SD12,SD12081,Wasat Al Gedaref,Mulgolja village,Rural,Camp,"3,235",647,Khartoum,Khartoum,,-,"3,235","3,235",647,-,-,-,-,-,-,647,Food,1-Remain in same place
15/04/2023,16/05/2023,1. New Location,Gedaref,SD12,SD12081,Wasat Al Gedaref,"Wd Omer, Ed Alteen,and Abu Alnega villages",Rural,Village,"1,480",296,Khartoum,Khartoum,,"1,480",-,"1,480",-,296,-,-,-,-,-,296,Food,1-Remain in same place
15/04/2023,16/05/2023,2. updated with new information,Kassala,SD11,SD11053,Madeinat Kassala,"Hai alarab, Hai alsoug, altourea, banat, alsoriba, halat Gadid, alkhatmia, alshebia, almorbeat, abu khamsa (Kassala town)",Urban,neighbourhood,"2,050",410,Khartoum,Khartoum,,"2,050",-,"2,050",-,287,123,-,-,-,-,410,Food,1-Remain in same place
15/04/2023,16/05/2023,1. New Location,Kassala,SD11,SD11060,Reifi Khashm Elgirba,"Hai alrai, Hai Alshamli, and Hai Al nahda (Khashm Elgirba town)",Urban,neighbourhood,"2,000",400,Khartoum,Khartoum,,"2,000",-,"2,000",-,400,-,-,-,-,-,400,Food,1-Remain in same place
15/04/2023,16/05/2023,3.updated with same information,Kassala,SD11,SD11057,Reifi Shamal Ad Delta,"Wagar, Awaleib villages",Rural,Village,170,34,Khartoum,Khartoum,,170,-,170,-,34,-,-,-,-,-,34,Food,1-Remain in same place
15/04/2023,19/05/2023,2. updated with new information,Khartoum,SD01,SD01003,Bahri,Bahri Neighbourhoods,Urban,neighbourhood,"3,000",600,Khartoum,Bahri,Bahri Neighbourhoods,"3,000",-,"3,000",-,250,350,-,-,-,-,600,Food,3-Return to location of origin
15/04/2023,19/05/2023,2. updated with new information,Khartoum,SD01,SD01003,Bahri,Bahri Neighbourhoods,Urban,neighbourhood,200,40,Khartoum,Khartoum,Khartoum neighbourhoods,200,-,200,-,20,20,-,-,-,-,40,Food,3-Return to location of origin
15/04/2023,19/05/2023,2. updated with new information,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia Neighbourhoods,Urban,neighbourhood,250,50,Khartoum,Bahri,Bahri Neighbourhoods,250,-,250,-,30,20,-,-,-,-,50,Food,3-Return to location of origin
15/04/2023,19/05/2023,2. updated with new information,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia Neighbourhoods,Urban,neighbourhood,750,150,Khartoum,Jebel Awlia,Jebel Awlia neighbourhoods and villages,750,-,750,-,80,70,-,-,-,-,150,Food,3-Return to location of origin
15/04/2023,19/05/2023,2. updated with new information,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia Neighbourhoods,Urban,neighbourhood,"1,650",330,Khartoum,Khartoum,Khartoum neighbourhoods,"1,650",-,"1,650",-,180,150,-,-,-,-,330,Food,3-Return to location of origin
15/04/2023,19/05/2023,2. updated with new information,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia Neighbourhoods,Urban,neighbourhood,450,90,Khartoum,Um Bada,Um Bada neighbourhoods and villages,450,-,450,-,50,40,-,-,-,-,90,Food,3-Return to location of origin
15/04/2023,19/05/2023,2. updated with new information,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia Neighbourhoods,Urban,neighbourhood,325,65,Khartoum,Um Durman,Um Durman neighbourhoods,325,-,325,-,33,32,-,-,-,-,65,Food,3-Return to location of origin
15/04/2023,19/05/2023,2. updated with new information,Khartoum,SD01,SD01005,Karrari,Karrari Neighbourhoods,Urban,neighbourhood,425,85,Khartoum,Bahri,Bahri Neighbourhoods,425,-,425,-,50,35,-,-,-,-,85,Food,3-Return to location of origin
15/04/2023,19/05/2023,2. updated with new information,Khartoum,SD01,SD01005,Karrari,Karrari Neighbourhoods,Urban,neighbourhood,500,100,Khartoum,Khartoum,Khartoum neighbourhoods,500,-,500,-,70,30,-,-,-,-,100,Food,3-Return to location of origin
15/04/2023,19/05/2023,2. updated with new information,Khartoum,SD01,SD01005,Karrari,Karrari Neighbourhoods,Urban,neighbourhood,350,70,Khartoum,Sharg An Neel,Sharg An Neel nighbourhoods and villages,350,-,350,-,40,30,-,-,-,-,70,Food,3-Return to location of origin
15/04/2023,19/05/2023,2. updated with new information,Khartoum,SD01,SD01005,Karrari,Karrari Neighbourhoods,Urban,neighbourhood,400,80,Khartoum,Um Durman,Um Durman neighbourhoods,400,-,400,-,50,30,-,-,-,-,80,Food,3-Return to location of origin
15/04/2023,19/05/2023,2. updated with new information,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,Urban,neighbourhood,400,80,Khartoum,Bahri,Bahri Neighbourhoods,400,-,400,-,50,30,-,-,-,-,80,Food,3-Return to location of origin
15/04/2023,19/05/2023,2. updated with new information,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,Urban,neighbourhood,650,130,Khartoum,Sharg An Neel,Sharg An Neel nighbourhoods and villages,650,-,650,-,80,50,-,-,-,-,130,Food,3-Return to location of origin
15/04/2023,19/05/2023,2. updated with new information,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,Urban,neighbourhood,450,90,Khartoum,Um Durman,Um Durman neighbourhoods,450,-,450,-,60,30,-,-,-,-,90,Food,3-Return to location of origin
15/04/2023,19/05/2023,2. updated with new information,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel Neighbourhoods,Urban,neighbourhood,"1,000",200,Khartoum,Bahri,Bahri Neighbourhoods,"1,000",-,"1,000",-,150,50,-,-,-,-,200,Food,3-Return to location of origin
15/04/2023,19/05/2023,2. updated with new information,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel Neighbourhoods,Urban,neighbourhood,100,20,Khartoum,Jebel Awlia,Jebel Awlia neighbourhoods and villages,100,-,100,-,10,10,-,-,-,-,20,Food,3-Return to location of origin
15/04/2023,19/05/2023,2. updated with new information,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel Neighbourhoods,Urban,neighbourhood,200,40,Khartoum,Khartoum,Khartoum neighbourhoods,200,-,200,-,30,10,-,-,-,-,40,Food,3-Return to location of origin
15/04/2023,19/05/2023,2. updated with new information,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel Neighbourhoods,Urban,neighbourhood,700,140,Khartoum,Sharg An Neel,Sharg An Neel nighbourhoods and villages,700,-,700,-,90,50,-,-,-,-,140,Food,3-Return to location of origin
15/04/2023,19/05/2023,2. updated with new information,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel Neighbourhoods,Urban,neighbourhood,150,30,Khartoum,Um Durman,Um Durman neighbourhoods,150,-,150,-,17,13,-,-,-,-,30,Food,3-Return to location of origin
15/04/2023,19/05/2023,2. updated with new information,Khartoum,SD01,SD01002,Um Bada,Um Bada Neighbourhoods,Urban,neighbourhood,750,150,Khartoum,Bahri,Bahri Neighbourhoods,750,-,750,-,90,60,-,-,-,-,150,Food,3-Return to location of origin
15/04/2023,19/05/2023,2. updated with new information,Khartoum,SD01,SD01002,Um Bada,Um Bada Neighbourhoods,Urban,neighbourhood,"1,000",200,Khartoum,Khartoum,Khartoum neighbourhoods,"1,000",-,"1,000",-,150,50,-,-,-,-,200,Food,3-Return to location of origin
15/04/2023,19/05/2023,2. updated with new information,Khartoum,SD01,SD01002,Um Bada,Um Bada Neighbourhoods,Urban,neighbourhood,500,100,Khartoum,Um Durman,Um Durman neighbourhoods,500,-,500,-,70,30,-,-,-,-,100,Food,3-Return to location of origin
15/04/2023,19/05/2023,2. updated with new information,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,Urban,neighbourhood,"1,400",280,Khartoum,Bahri,Bahri Neighbourhoods,"1,400",-,"1,400",-,160,120,-,-,-,-,280,Food,3-Return to location of origin
15/04/2023,19/05/2023,2. updated with new information,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,Urban,neighbourhood,"1,500",300,Khartoum,Khartoum,Khartoum neighbourhoods,"1,500",-,"1,500",-,200,100,-,-,-,-,300,Food,3-Return to location of origin
15/04/2023,19/05/2023,2. updated with new information,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,Urban,neighbourhood,250,50,Khartoum,Sharg An Neel,Sharg An Neel nighbourhoods and villages,250,-,250,-,30,20,-,-,-,-,50,Food,3-Return to location of origin
15/04/2023,16/05/2023,2. updated with new information,North Darfur,SD02,SD02114,Al Fasher,Al Fasher town,Urban,neighbourhood,"3,500",700,North Darfur,Al Fasher,Al Fasher town,"3,500",-,"3,500",-,700,-,-,-,-,-,700,Food,3-Return to location of origin
15/04/2023,16/05/2023,3.updated with same information,North Darfur,SD02,SD02116,Al Koma,Al Koma town,Urban,neighbourhood,700,140,North Darfur,Al Fasher,Al Fasher town,700,-,700,-,140,-,-,-,-,-,140,Food,3-Return to location of origin
15/04/2023,16/05/2023,2. updated with new information,North Darfur,SD02,SD02169,Al lait,Al Lait town,Urban,neighbourhood,520,104,North Darfur,Al Fasher,Al Fasher town,520,-,520,-,104,-,-,-,-,-,104,Food,3-Return to location of origin
15/04/2023,16/05/2023,3.updated with same information,North Darfur,SD02,SD02117,Al Malha,Al Malha town,Urban,neighbourhood,250,50,North Darfur,Al Fasher,Al Fasher town,250,-,250,-,50,-,-,-,-,-,50,Food,3-Return to location of origin
15/04/2023,16/05/2023,2. updated with new information,North Darfur,SD02,SD02118,As Serief,As Serief town,Urban,neighbourhood,925,185,North Darfur,Al Fasher,Al Fasher town,925,-,925,-,185,-,-,-,-,-,185,Food,3-Return to location of origin
15/04/2023,16/05/2023,2. updated with new information,North Darfur,SD02,SD02119,At Tawisha,At Tewisha town,Urban,neighbourhood,75,15,North Darfur,Al Fasher,Al Fasher town,75,-,75,-,15,-,-,-,-,-,15,Food,3-Return to location of origin
15/04/2023,16/05/2023,2. updated with new information,North Darfur,SD02,SD02113,Dar As Salam,Dar As Salam town,Urban,neighbourhood,"1,100",220,North Darfur,Al Fasher,Al Fasher town,"1,100",-,"1,100",-,220,-,-,-,-,-,220,Food,3-Return to location of origin
15/04/2023,16/05/2023,2. updated with new information,North Darfur,SD02,SD02113,Dar As Salam,Shangil Tobay camp,Rural,Camp,"1,520",304,North Darfur,Al Fasher,Al Fasher town,"1,520",-,"1,520",304,-,-,-,-,-,-,304,Food,3-Return to location of origin
15/04/2023,16/05/2023,3.updated with same information,North Darfur,SD02,SD02124,Kebkabiya,Kebkabiy town,Urban,neighbourhood,"1,250",250,North Darfur,Kebkabiya,Kebkabiya town,"1,250",-,"1,250",-,250,-,-,-,-,-,250,Food,3-Return to location of origin
15/04/2023,16/05/2023,2. updated with new information,North Darfur,SD02,SD02126,Kelemando,Abudilek,Rural,Village,135,27,North Darfur,Al Fasher,Al Fasher town,135,-,135,-,27,-,-,-,-,-,27,Emergency Shelter,3-Return to location of origin
15/04/2023,16/05/2023,3.updated with same information,North Darfur,SD02,SD02126,Kelemando,Aldeka,Rural,Village,50,10,North Darfur,Al Fasher,Al Fasher town,50,-,50,-,10,-,-,-,-,-,10,Emergency Shelter,3-Return to location of origin
15/04/2023,16/05/2023,3.updated with same information,North Darfur,SD02,SD02126,Kelemando,Bahri Um Dorman,Rural,Village,60,12,North Darfur,Al Fasher,Al Fasher town,60,-,60,-,12,-,-,-,-,-,12,Emergency Shelter,3-Return to location of origin
15/04/2023,16/05/2023,3.updated with same information,North Darfur,SD02,SD02126,Kelemando,Eid albaida,Rural,Village,90,18,North Darfur,Al Fasher,Al Fasher town,90,-,90,-,18,-,-,-,-,-,18,Emergency Shelter,3-Return to location of origin
15/04/2023,16/05/2023,1. New Location,North Darfur,SD02,SD02126,Kelemando,Eid algideam,Rural,Village,45,9,North Darfur,Al Fasher,Al Fasher town,45,-,45,-,9,-,-,-,-,-,9,Emergency Shelter,3-Return to location of origin
15/04/2023,16/05/2023,3.updated with same information,North Darfur,SD02,SD02126,Kelemando,Sani Karow,Rural,Village,150,30,North Darfur,Al Fasher,Al Fasher town,150,-,150,-,30,-,-,-,-,-,30,Emergency Shelter,3-Return to location of origin
