,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DTM - SUDAN - SITUATION REPORT (5) DATASET,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATES,,STATUS,DISPLACEMENT,,,,,,,,,ORIGIN,,,NATIONALITY (by IDPs individuals),,,SHELTER CATEGORY (by Households),,,,,,,,TOP PRIORITY NEED,RETURN INTENTION
INCIDENT,DATA COLLECTION,(Drop-down List) 1.new location 2.updated with new information 3.updated with same information,"STATE OF DISPLACEMENT
 (Drop-down List)",STATE_CODE,Locality_Code,"LOCALITY OF DISPLACEMENT
 (Drop-down List)",LOCATION OF DISPALCEMENT,Location type (Drop-down List),Location Classification (Drop-down List),IDPs,HHs,"STATE ORIGIN
 (Drop-down List)","LOCALITY ORIGIN
 (Drop-down List)",LOCATION OF ORIGIN,SUDANESE,NON SUDANESE,TOTAL (=IDPs),Camp (formal),In Host Family/Community accommodation,In Rented accomodation (paying rent),In Abandoned buildings/critical shelters/no rent,In schools or other public buildings/no rent,Gathering sites (informal settlements or open area),Unknown,Total (=HHs),(Drop-down List) Emergency shelter/Food/ Non-Food Items/ Health/Nutrition/ WASH,"(Drop-down List) 1. Remain in Same Place, 2. Move to Another Location 3. Return to Location of Origin 4. Unkown"
,,,#adm1+name,#adm1+pcode,#adm2+pcode,#adm2+name,,,,#affected+idps+ind,#affected+idps+hh,#adm1+origin+name,#adm2+origin+name,,,,,,,,,,,,,,
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15034,Al Hasahisa,Altaimab,Rural,Village,100,20,Khartoum,Um Durman,,100,-,100,-,20,-,-,-,-,-,20,Food,1-Remain in same place
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15034,Al Hasahisa,Altbob Village,Rural,Village,125,40,Khartoum,Jebel Awlia,Jebel Awlia neighbourhoods and villages,125,-,125,-,40,-,-,-,-,-,40,Food,1-Remain in same place
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15034,Al Hasahisa,Altbob Village,Rural,Village,125,20,Khartoum,Um Durman,Um Durman neighbourhoods,125,-,125,-,20,-,-,-,-,-,20,Food,1-Remain in same place
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15034,Al Hasahisa,Alteboob,Rural,Village,150,30,Khartoum,Jebel Awlia,Jebel Awlia neighbourhoods and villages,150,-,150,-,30,-,-,-,-,-,30,Food,1-Remain in same place
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15034,Al Hasahisa,Alteboob,Rural,Village,100,20,Khartoum,Khartoum,Khartoum neighbourhoods,100,-,100,-,20,-,-,-,-,-,20,Food,1-Remain in same place
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15034,Al Hasahisa,Altleeh Alkhwalda,Rural,Village,100,20,Khartoum,Bahri,Bahri Neighbourhoods,100,-,100,-,20,-,-,-,-,-,20,Food,1-Remain in same place
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15034,Al Hasahisa,Altleeh Alkhwalda,Rural,Village,350,70,Khartoum,Jebel Awlia,Jebel Awlia neighbourhoods and villages,350,-,350,-,70,-,-,-,-,-,70,Food,1-Remain in same place
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15034,Al Hasahisa,Altleeh Alkhwalda,Rural,Village,225,45,Khartoum,Khartoum,Khartoum neighbourhoods,225,-,225,-,45,-,-,-,-,-,45,Food,1-Remain in same place
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15034,Al Hasahisa,Altleeh Alkhwalda,Rural,Village,75,15,Khartoum,Sharg An Neel,Sharg An Neel nighbourhoods and villages,75,-,75,-,15,-,-,-,-,-,15,Food,1-Remain in same place
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15034,Al Hasahisa,Altleeh Alkhwalda,Rural,Village,250,50,Khartoum,Um Durman,Um Durman neighbourhoods,250,-,250,-,50,-,-,-,-,-,50,Food,1-Remain in same place
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15034,Al Hasahisa,Arkawtet school for boys,Urban,neighbourhood,50,10,Khartoum,Jebel Awlia,Jebel Awlia neighbourhoods and villages,50,-,50,-,-,-,-,10,-,-,10,Food,1-Remain in same place
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15034,Al Hasahisa,Arkawtet school for boys,Urban,neighbourhood,100,20,Khartoum,Um Durman,Um Durman neighbourhoods,100,-,100,-,-,-,-,20,-,-,20,Food,1-Remain in same place
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15034,Al Hasahisa,Arkawtet school for Girls,Urban,neighbourhood,75,15,Khartoum,Jebel Awlia,Jebel Awlia neighbourhoods and villages,75,-,75,-,-,-,-,15,-,-,15,Food,1-Remain in same place
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15034,Al Hasahisa,Arkawtet school for Girls,Urban,neighbourhood,75,15,Khartoum,Um Durman,Um Durman neighbourhoods,75,-,75,-,-,-,-,15,-,-,15,Food,1-Remain in same place
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15034,Al Hasahisa,Block 91,Urban,neighbourhood,55,11,Khartoum,Jebel Awlia,Jebel Awlia neighbourhoods and villages,55,-,55,-,-,-,-,11,-,-,11,Food,1-Remain in same place
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15034,Al Hasahisa,Block 91,Urban,neighbourhood,55,11,Khartoum,Um Bada,Um Bada neighbourhoods and villages,55,-,55,-,-,-,-,11,-,-,11,Food,1-Remain in same place
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15034,Al Hasahisa,Faris Alketab village,Rural,Village,150,30,Khartoum,Khartoum,Khartoum neighbourhoods,150,-,150,-,30,-,-,-,-,-,30,Food,1-Remain in same place
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15034,Al Hasahisa,Faris Alketab village,Rural,Village,185,37,Khartoum,Um Durman,Um Durman neighbourhoods,185,-,185,-,37,-,-,-,-,-,37,Food,1-Remain in same place
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15034,Al Hasahisa,Goz Ahmed Nour,Rural,Village,275,55,Khartoum,Bahri,Bahri Neighbourhoods,275,-,275,-,55,-,-,-,-,-,55,Food,1-Remain in same place
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15034,Al Hasahisa,Goz Ahmed Nour,Rural,Village,175,35,Khartoum,Khartoum,Khartoum neighbourhoods,175,-,175,-,35,-,-,-,-,-,35,Food,1-Remain in same place
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15034,Al Hasahisa,Hazawe,Rural,Village,40,8,Khartoum,Jebel Awlia,Jebel Awlia neighbourhoods and villages,40,-,40,-,8,-,-,-,-,-,8,Food,1-Remain in same place
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15034,Al Hasahisa,Hazawe,Rural,Village,35,7,Khartoum,Um Bada,Um Bada neighbourhoods and villages,35,-,35,-,7,-,-,-,-,-,7,Food,1-Remain in same place
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15034,Al Hasahisa,Najarow,Rural,Village,100,20,Khartoum,Jebel Awlia,Jebel Awlia neighbourhoods and villages,100,-,100,-,20,-,-,-,-,-,20,Food,1-Remain in same place
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15034,Al Hasahisa,Najarow,Rural,Village,175,35,Khartoum,Um Durman,Um Durman neighbourhoods,175,-,175,-,35,-,-,-,-,-,35,Food,1-Remain in same place
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15034,Al Hasahisa,Shaaeldin Village,Rural,Village,100,20,Khartoum,Jebel Awlia,Jebel Awlia neighbourhoods and villages,100,-,100,-,20,-,-,-,-,-,20,Food,1-Remain in same place
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15034,Al Hasahisa,Shaaeldin Village,Rural,Village,80,16,Khartoum,Khartoum,Khartoum neighbourhoods,80,-,80,-,16,-,-,-,-,-,16,Food,1-Remain in same place
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15034,Al Hasahisa,Technical school for boys,Urban,neighbourhood,50,10,Khartoum,Jebel Awlia,Jebel Awlia neighbourhoods and villages,50,-,50,-,-,-,-,10,-,-,10,Food,1-Remain in same place
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15034,Al Hasahisa,Technical school for boys,Urban,neighbourhood,45,9,Khartoum,Um Durman,Um Durman neighbourhoods,45,-,45,-,-,-,-,9,-,-,9,Food,1-Remain in same place
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15034,Al Hasahisa,Umdowina,Rural,Village,75,15,Khartoum,Bahri,Bahri Neighbourhoods,75,-,75,-,15,-,-,-,-,-,15,Food,1-Remain in same place
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15034,Al Hasahisa,Umdowina,Rural,Village,25,5,Khartoum,Sharg An Neel,Sharg An Neel nighbourhoods and villages,25,-,25,-,5,-,-,-,-,-,5,Food,1-Remain in same place
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15034,Al Hasahisa,Umjloud East village,Rural,Village,165,33,Khartoum,Khartoum,Khartoum neighbourhoods,165,-,165,-,33,-,-,-,-,-,33,Food,1-Remain in same place
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15034,Al Hasahisa,Umjloud Wast village,Rural,Village,130,26,Khartoum,Jebel Awlia,Jebel Awlia neighbourhoods and villages,130,-,130,-,26,-,-,-,-,-,26,Food,1-Remain in same place
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15034,Al Hasahisa,Umjloud Wast village,Rural,Village,50,10,Khartoum,Um Durman,Um Durman neighbourhoods,50,-,50,-,10,-,-,-,-,-,10,Food,1-Remain in same place
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15034,Al Hasahisa,Wad Karar,Rural,Village,60,12,Khartoum,Jebel Awlia,Jebel Awlia neighbourhoods and villages,60,-,60,-,12,-,-,-,-,-,12,Food,1-Remain in same place
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15034,Al Hasahisa,Wad Karar,Rural,Village,45,9,Khartoum,Jebel Awlia,Jebel Awlia neighbourhoods and villages,45,-,45,-,9,-,-,-,-,-,9,Food,1-Remain in same place
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15034,Al Hasahisa,Wad Hussein,Rural,Village,75,15,Khartoum,Khartoum,Khartoum neighbourhoods,75,-,75,-,15,-,-,-,-,-,15,Food,1-Remain in same place
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15034,Al Hasahisa,Wad Hussein,Rural,Village,100,20,Khartoum,Um Durman,Um Durman neighbourhoods,100,-,100,-,20,-,-,-,-,-,20,Food,1-Remain in same place
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15034,Al Hasahisa,Wad Keriee,Rural,Village,275,55,Khartoum,Jebel Awlia,Jebel Awlia neighbourhoods and villages,275,-,275,-,55,-,-,-,-,-,55,Food,1-Remain in same place
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15034,Al Hasahisa,Wad Keriee,Rural,Village,125,25,Khartoum,Khartoum,Khartoum neighbourhoods,125,-,125,-,25,-,-,-,-,-,25,Food,1-Remain in same place
15/04/2023,19/05/2023,2. updated with new information,Gazera,SD15,SD15035,Al Kamlin,Albageer East,Rural,Village,225,45,Khartoum,Jebel Awlia,Jebel Awlia neighbourhoods and villages,225,-,225,-,45,-,-,-,-,-,45,Food,1-Remain in same place
