INCIDENT,DATA COLLECTION,STATUS,STATE OF DISPLACEMENT,STATE CODE,LOCALITY CODE,LOCALITY OF DISPLACEMENT,LOCATION OF DISPALCEMENT,LOCATION TYPE,LOCATION CLASSIFICATION,IDPs,HHs,STATE ORIGIN,STATE CODE ORIGIN,LOCALITY CODE ORIGIN,LOCALITY ORIGIN,LOCATION OF ORIGIN,NATIONALITY SUDANESE,NATIONALITY NON SUDANESE,TOTAL (=IDPs),SHELTER CATEGORY: Camp,SHELTER CATEGORY: WITH HOST COMMUNITY,SHELTER CATEGORY: IN RENTED ACCOMODATION,SHELTER CATEGORY: IN IMPROVISED SHELTERS,SHELTER CATEGORY: IN SCHOOLS OR OTHER PUBLIC BUILDINGS,SHELTER CATEGORY: OPEN AREA GATHERING SITES,SHELTER CATEGORY: UNKNOWN,TOTAL,PRIORITY NEED,RETURN INTENTIONS
,#date+survey,,#adm1+name,#adm1+pcode,#adm2+pcode,#adm2+name,,,,#affected+idps+ind,#affected+idps+hh,#adm1+origin+name,#adm1+origin+pcode,#adm2+origin+pcode,#adm2+origin+name,,,,,,,,,,,,,,
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Hillat Omer,Rural,Village,345,69,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,345,0,345,0,69,0,0,0,0,0,69,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Alzarafna,Rural,Village,410,82,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,410,0,410,0,82,0,0,0,0,0,82,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Alzarafna,Rural,Village,380,76,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,380,0,380,0,76,0,0,0,0,0,76,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Aldomab,Rural,Village,390,78,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,390,0,390,0,78,0,0,0,0,0,78,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Aldomab,Rural,Village,400,80,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,400,0,400,0,80,0,0,0,0,0,80,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Albtrowab,Rural,Village,260,52,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel neighbourhoods,260,0,260,0,52,0,0,0,0,0,52,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Albtrowab,Rural,Village,250,50,Khartoum,SD01,SD01002,Um Bada,Um Bada neighbourhoods,250,0,250,0,50,0,0,0,0,0,50,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Abu Geidoom,Rural,Village,330,66,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,330,0,330,0,66,0,0,0,0,0,66,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Abu Geidoom,Rural,Village,320,64,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,320,0,320,0,64,0,0,0,0,0,64,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Abujedad Shamal,Rural,Village,325,65,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,325,0,325,0,65,0,0,0,0,0,65,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Alrihab Sharig,Rural,Village,255,51,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,255,0,255,0,51,0,0,0,0,0,51,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Hajar Alassal Au,Rural,Village,1430,286,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,1430,0,1430,0,286,0,0,0,0,0,286,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Hajar Alassal Au,Rural,Village,1390,278,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,1390,0,1390,0,278,0,0,0,0,0,278,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Hajar Alassal Au,Rural,Village,1360,272,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,1360,0,1360,0,272,0,0,0,0,0,272,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Hajar Alassal Au,Rural,Village,1160,232,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel neighbourhoods,1160,0,1160,0,232,0,0,0,0,0,232,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Block 23,Urban,Neighbourhood,305,61,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,305,0,305,0,31,30,0,0,0,0,61,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Block 30,Urban,Neighbourhood,240,48,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel neighbourhoods,240,0,240,0,24,24,0,0,0,0,48,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Block 37,Urban,Neighbourhood,430,86,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,430,0,430,0,45,41,0,0,0,0,86,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Block 38,Urban,Neighbourhood,455,91,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,455,0,455,0,50,41,0,0,0,0,91,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Block 38,Urban,Neighbourhood,415,83,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,415,0,415,0,43,40,0,0,0,0,83,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Hai Aleskan,Urban,Neighbourhood,225,45,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,225,0,225,0,25,20,0,0,0,0,45,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Block 1 Shamal,Urban,Neighbourhood,520,104,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,520,0,520,0,54,50,0,0,0,0,104,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Block 1 Shamal,Urban,Neighbourhood,460,92,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,460,0,460,0,51,41,0,0,0,0,92,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Block 1 Shamal,Urban,Neighbourhood,375,75,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,375,0,375,0,40,35,0,0,0,0,75,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Block 1 Janoub,Urban,Neighbourhood,525,105,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,525,0,525,0,53,52,0,0,0,0,105,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Block 1 Janoub,Urban,Neighbourhood,490,98,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,490,0,490,0,54,44,0,0,0,0,98,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Block 1 Janoub,Urban,Neighbourhood,430,86,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel neighbourhoods,430,0,430,0,44,42,0,0,0,0,86,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Block 2 Janoub,Urban,Neighbourhood,570,114,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,570,0,570,0,60,54,0,0,0,0,114,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Block 2 Janoub,Urban,Neighbourhood,455,91,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,455,0,455,0,51,40,0,0,0,0,91,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Block 7 Sharig,Urban,Neighbourhood,470,94,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,470,0,470,0,52,42,0,0,0,0,94,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Block 7 Sharig,Urban,Neighbourhood,415,83,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,415,0,415,0,43,40,0,0,0,0,83,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Block 7 Sharig,Urban,Neighbourhood,350,70,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,350,0,350,0,35,35,0,0,0,0,70,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Block 7 Garib,Urban,Neighbourhood,1130,226,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,1130,0,1130,0,116,110,0,0,0,0,226,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Block 7 Garib,Urban,Neighbourhood,385,77,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,385,0,385,0,43,34,0,0,0,0,77,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Block 7 Garib,Urban,Neighbourhood,335,67,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel neighbourhoods,335,0,335,0,37,30,0,0,0,0,67,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Block 13,Urban,Neighbourhood,315,63,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,315,0,315,0,33,30,0,0,0,0,63,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Block 13,Urban,Neighbourhood,250,50,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,250,0,250,0,27,23,0,0,0,0,50,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Block 14 Shamal/ Sharig,Urban,Neighbourhood,390,78,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,390,0,390,0,44,34,0,0,0,0,78,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Block 14 Shamal/ Sharig,Urban,Neighbourhood,395,79,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel neighbourhoods,395,0,395,0,39,40,0,0,0,0,79,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Block 15,Urban,Neighbourhood,370,74,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,370,0,370,0,40,34,0,0,0,0,74,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Block 15,Urban,Neighbourhood,385,77,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,385,0,385,0,44,33,0,0,0,0,77,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Block 17 Shamal/ Janoub,Urban,Neighbourhood,350,70,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,350,0,350,0,35,35,0,0,0,0,70,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Block 17 Shamal/ Janoub,Urban,Neighbourhood,335,67,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,335,0,335,0,34,33,0,0,0,0,67,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Block 20 Janoub,Urban,Neighbourhood,455,91,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,455,0,455,0,50,41,0,0,0,0,91,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Block 20 Janoub,Urban,Neighbourhood,390,78,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,390,0,390,0,38,40,0,0,0,0,78,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Block 20 Janoub,Urban,Neighbourhood,340,68,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,340,0,340,0,36,32,0,0,0,0,68,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Block 21 Janoub,Urban,Neighbourhood,450,90,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,450,0,450,0,45,45,0,0,0,0,90,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Block 21 Janoub,Urban,Neighbourhood,440,88,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,440,0,440,0,44,44,0,0,0,0,88,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Block 21 Janoub,Urban,Neighbourhood,410,82,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel neighbourhoods,410,0,410,0,42,40,0,0,0,0,82,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Block 22 Janoub,Urban,Neighbourhood,485,97,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,485,0,485,0,53,44,0,0,0,0,97,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Block 22 Janoub,Urban,Neighbourhood,435,87,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,435,0,435,0,47,40,0,0,0,0,87,Food,Move to another location
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Block 22 Janoub,Urban,Neighbourhood,435,87,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,435,0,435,0,45,42,0,0,0,0,87,Food,Move to another location
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Hai Dim Abass,Urban,Neighbourhood,210,42,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,210,0,210,0,22,20,0,0,0,0,42,Food,Move to another location
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Hal Alquishlag,Urban,Neighbourhood,450,90,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,450,0,450,0,45,45,0,0,0,0,90,Food,Move to another location
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Hal Alquishlag,Urban,Neighbourhood,435,87,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,435,0,435,0,46,41,0,0,0,0,87,Food,Move to another location
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Hal Alquishlag,Urban,Neighbourhood,380,76,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,380,0,380,0,40,36,0,0,0,0,76,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Shendi Town Au,Urban,Neighbourhood,2870,574,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,2870,0,2870,0,290,284,0,0,0,0,574,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Shendi Town Au,Urban,Neighbourhood,2730,546,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,2730,0,2730,0,285,261,0,0,0,0,546,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Shendi Town Au,Urban,Neighbourhood,2595,519,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel neighbourhoods,2595,0,2595,0,260,259,0,0,0,0,519,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Shendi Town Au,Urban,Neighbourhood,2385,477,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,2385,0,2385,0,239,238,0,0,0,0,477,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Shardiya Alnowab,Rural,Village,490,98,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,490,0,490,0,98,0,0,0,0,0,98,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Shardiya Wasat,Rural,Village,585,117,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,585,0,585,0,117,0,0,0,0,0,117,Food,Remain in same place
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Shardiya Janoub,Rural,Village,435,87,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,435,0,435,0,87,0,0,0,0,0,87,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Almesiktab Algoz,Rural,Village,550,110,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel neighbourhoods,550,0,550,0,110,0,0,0,0,0,110,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Almesiktab Alushar,Rural,Village,435,87,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,435,0,435,0,87,0,0,0,0,0,87,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Hilat Alsheikh,Rural,Village,435,87,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,435,0,435,0,87,0,0,0,0,0,87,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Sariya Garib,Rural,Village,385,77,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,385,0,385,0,77,0,0,0,0,0,77,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Sariya Garib,Rural,Village,335,67,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,335,0,335,0,67,0,0,0,0,0,67,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Sariya Garib,Rural,Village,285,57,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,285,0,285,0,57,0,0,0,0,0,57,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Sariya Garib,Rural,Village,235,47,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel neighbourhoods,235,0,235,0,47,0,0,0,0,0,47,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Shamal Shendi Au,Rural,Village,1520,304,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,1520,0,1520,0,304,0,0,0,0,0,304,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Shamal Shendi Au,Rural,Village,1430,286,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,1430,0,1430,0,286,0,0,0,0,0,286,Food,Return to location of origin
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Shamal Shendi Au,Rural,Village,1375,275,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,1375,0,1375,0,275,0,0,0,0,0,275,Food,Remain in same place
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Shamal Shendi Au,Rural,Village,1260,252,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel neighbourhoods,1260,0,1260,0,252,0,0,0,0,0,252,Food,Remain in same place
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Shamal Shendi Au,Rural,Village,1255,251,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,1255,0,1255,0,251,0,0,0,0,0,251,Food,Remain in same place
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Alsalama Bahri,Rural,Village,430,86,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,430,0,430,0,86,0,0,0,0,0,86,Food,Remain in same place
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Alsalama Bahri,Rural,Village,375,75,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,375,0,375,0,75,0,0,0,0,0,75,Food,Remain in same place
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Alsalama Bahri,Rural,Village,310,62,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,310,0,310,0,62,0,0,0,0,0,62,Food,Remain in same place
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Algeliab,Rural,Village,450,90,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,450,0,450,0,90,0,0,0,0,0,90,Food,Remain in same place
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Algeliab,Rural,Village,400,80,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,400,0,400,0,80,0,0,0,0,0,80,Food,Move to another location
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Ganoub Shendi Au,Rural,Village,1460,292,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,1460,0,1460,0,292,0,0,0,0,0,292,Food,Move to another location
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Ganoub Shendi Au,Rural,Village,1440,288,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,1440,0,1440,0,288,0,0,0,0,0,288,Food,Remain in same place
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Ganoub Shendi Au,Rural,Village,1350,270,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel neighbourhoods,1350,0,1350,0,270,0,0,0,0,0,270,Food,Remain in same place
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Ganoub Shendi Au,Rural,Village,1275,255,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,1275,0,1275,0,255,0,0,0,0,0,255,Food,Remain in same place
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Ganoub Shendi Au,Rural,Village,1230,246,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,1230,0,1230,0,246,0,0,0,0,0,246,Food,Remain in same place
15/04/2023,12/07/2023,Updated with same information,River Nile,SD16,SD16010,Shendi,Albasabeer Au,Rural,Village,1750,350,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,1750,0,1750,0,350,0,0,0,0,0,350,Food,Remain in same place
