INCIDENT,DATA COLLECTION,STATUS,STATE OF DISPLACEMENT,STATE CODE,LOCALITY CODE,LOCALITY OF DISPLACEMENT,LOCATION OF DISPALCEMENT,LOCATION TYPE,LOCATION CLASSIFICATION,IDPs,HHs,STATE ORIGIN,STATE CODE ORIGIN,LOCALITY CODE ORIGIN,LOCALITY ORIGIN,LOCATION OF ORIGIN,Origin GPS Longitude,Origin GPS Latitude,NATIONALITY SUDANESE,NATIONALITY NON SUDANESE,TOTAL (=IDPs),SHELTER CATEGORY: Camp,SHELTER CATEGORY: With Host Community,SHELTER CATEGORY: In Rented accomodation (paying rent),SHELTER CATEGORY: In Abandoned buildings/critical shelters/no rent,SHELTER CATEGORY: In schools or other public buildings/no rent,SHELTER CATEGORY: Gathering sites (informal settlements or open area),SHELTER CATEGORY: Unknown,TOP PRIORITY NEED,RETURN INTENTIONS
,#date+survey,,#adm1+name,#adm1+pcode,#adm2+pcode,#adm2+name,,,,#affected+idps+ind,#affected+idps+hh,#adm1+origin+name,#adm1+origin+pcode,#adm2+origin+pcode,#adm2+origin+name,,,,,,,,,,,,,,,
4/15/23,5/31/23,3.updated with same information,North Kordofan,SD13,SD13029,Gharb Bara,Taiba Hai Alwast,Rural,Village,203,50,North Kordofan,SD13,SD13024,Sheikan,El Obeid town,,,203,0,203,0,50,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,North Kordofan,SD13,SD13029,Gharb Bara,Hai Alshaik,Urban,Neighbourhood,83,19,North Kordofan,SD13,SD13024,Sheikan,El Obeid town,,,83,0,83,0,19,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,North Kordofan,SD13,SD13029,Gharb Bara,Almazrob,Urban,Neighbourhood,196,31,North Kordofan,SD13,SD13024,Sheikan,El Obeid town,,,196,0,196,0,31,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,North Kordofan,SD13,SD13029,Gharb Bara,Hai Alshmali,Urban,Neighbourhood,292,50,North Kordofan,SD13,SD13024,Sheikan,El Obeid town,,,292,0,292,0,50,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,North Kordofan,SD13,SD13029,Gharb Bara,Alsata,Rural,Village,112,20,North Kordofan,SD13,SD13024,Sheikan,El Obeid town,,,112,0,112,0,20,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,North Kordofan,SD13,SD13029,Gharb Bara,Hai Aljanoby,Urban,Neighbourhood,258,40,North Kordofan,SD13,SD13024,Sheikan,El Obeid town,,,258,0,258,0,40,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,North Kordofan,SD13,SD13029,Gharb Bara,Al Mazrob,Urban,Neighbourhood,214,26,Khartoum,SD01,SD01007,Khartoum,,,,214,0,214,0,26,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,North Kordofan,SD13,SD13029,Gharb Bara,Hai Farog,Urban,Neighbourhood,21,5,Khartoum,SD01,SD01007,Khartoum,,,,21,0,21,0,5,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,North Kordofan,SD13,SD13024,Sheikan,Hi Salhin,Urban,Neighbourhood,540,93,Khartoum,SD01,SD01003,Bahri,,,,540,0,540,0,89,4,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,North Kordofan,SD13,SD13024,Sheikan,Hi Albetrol,Urban,Neighbourhood,159,28,Khartoum,SD01,SD01007,Khartoum,,,,159,0,159,0,28,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,North Kordofan,SD13,SD13024,Sheikan,Hi Al Galaa,Urban,Neighbourhood,239,42,Khartoum,SD01,SD01003,Bahri,,,,239,0,239,0,42,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,North Kordofan,SD13,SD13024,Sheikan,Hi Abo Hraz,Urban,Neighbourhood,200,37,Khartoum,SD01,SD01006,Um Durman,,,,200,0,200,0,37,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,North Kordofan,SD13,SD13024,Sheikan,Kazgil,Rural,Village,359,63,Khartoum,SD01,SD01003,Bahri,,,,359,0,359,0,63,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,North Kordofan,SD13,SD13024,Sheikan,Hi Algoba,Urban,Neighbourhood,140,27,Khartoum,SD01,SD01003,Bahri,,,,140,0,140,0,27,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,North Kordofan,SD13,SD13024,Sheikan,Hi Alradif,Urban,Neighbourhood,290,51,Khartoum,SD01,SD01006,Um Durman,,,,290,0,290,0,51,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,North Kordofan,SD13,SD13024,Sheikan,Hi Krima,Urban,Neighbourhood,299,70,Khartoum,SD01,SD01006,Um Durman,,,,299,0,299,0,70,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,North Kordofan,SD13,SD13024,Sheikan,Hi Taiba,Urban,Neighbourhood,348,61,Khartoum,SD01,SD01003,Bahri,,,,348,0,348,0,61,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,North Kordofan,SD13,SD13024,Sheikan,Khor Tagat,Rural,Village,250,36,Khartoum,SD01,SD01001,Jebel Awlia,,,,250,0,250,0,29,7,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,North Kordofan,SD13,SD13024,Sheikan,Hi Alnazir,Urban,Neighbourhood,309,54,Khartoum,SD01,SD01003,Bahri,,,,309,0,309,0,47,0,0,7,0,0,Emergency Shelter,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,North Kordofan,SD13,SD13024,Sheikan,Hi Flastin,Urban,Neighbourhood,199,35,Khartoum,SD01,SD01007,Khartoum,,,,199,0,199,0,33,2,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,North Kordofan,SD13,SD13024,Sheikan,Hi Alglaa,Urban,Neighbourhood,86,15,Khartoum,SD01,SD01007,Khartoum,,,,86,0,86,0,15,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,North Kordofan,SD13,SD13024,Sheikan,Hi Alestiglal,Urban,Neighbourhood,97,17,Khartoum,SD01,SD01007,Khartoum,,,,97,0,97,0,17,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,North Kordofan,SD13,SD13024,Sheikan,Al Gmhoria,Urban,Neighbourhood,148,26,Khartoum,SD01,SD01006,Um Durman,,,,148,0,148,0,26,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,North Kordofan,SD13,SD13024,Sheikan,Shikan Block 7,Urban,Neighbourhood,286,47,Khartoum,SD01,SD01006,Um Durman,,,,286,0,286,0,47,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,North Kordofan,SD13,SD13024,Sheikan,Hai Alsafa,Urban,Neighbourhood,112,18,Khartoum,SD01,SD01007,Khartoum,,,,112,0,112,0,14,0,0,4,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,North Kordofan,SD13,SD13024,Sheikan,Riad Alsalhin,Urban,Neighbourhood,74,13,Khartoum,SD01,SD01003,Bahri,,,,74,0,74,0,13,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,North Kordofan,SD13,SD13024,Sheikan,Alban Jadid,Urban,Neighbourhood,40,7,Khartoum,SD01,SD01001,Jebel Awlia,,,,40,0,40,0,7,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,North Kordofan,SD13,SD13024,Sheikan,Hai Alamir,Urban,Neighbourhood,108,19,Khartoum,SD01,SD01007,Khartoum,,,,108,0,108,0,19,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,North Kordofan,SD13,SD13024,Sheikan,Um Jaraba,Urban,Neighbourhood,74,13,Khartoum,SD01,SD01001,Jebel Awlia,,,,74,0,74,0,13,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,North Kordofan,SD13,SD13025,Soudari,sodari town\Hai Algroud&alkoahla,Urban,Neighbourhood,77,25,Khartoum,SD01,SD01006,Um Durman,,,,77,0,77,0,25,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,North Kordofan,SD13,SD13025,Soudari,Rifi Sodari,Rural,Village,569,100,Khartoum,SD01,SD01006,Um Durman,,,,569,0,569,0,100,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,North Kordofan,SD13,SD13025,Soudari,Hofra,Rural,Village,190,35,Khartoum,SD01,SD01006,Um Durman,,,,190,0,190,0,35,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,North Kordofan,SD13,SD13025,Soudari,Um Khroa,Rural,Village,250,50,Khartoum,SD01,SD01006,Um Durman,,,,250,0,250,0,50,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,North Kordofan,SD13,SD13025,Soudari,Hai Shemal Alsog,Urban,Neighbourhood,108,20,Khartoum,SD01,SD01006,Um Durman,,,,108,0,108,0,20,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,2. updated with new information,North Kordofan,SD13,SD13025,Soudari,Almalkia,Urban,Neighbourhood,117,11,Khartoum,SD01,SD01006,Um Durman,,,,117,0,117,0,11,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,North Kordofan,SD13,SD13025,Soudari,Janop Alsog,Urban,Neighbourhood,61,10,Khartoum,SD01,SD01006,Um Durman,,,,61,0,61,0,10,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,North Kordofan,SD13,SD13025,Soudari,Hai Alragaba,Urban,Neighbourhood,39,7,Khartoum,SD01,SD01006,Um Durman,,,,39,0,39,0,7,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,North Kordofan,SD13,SD13025,Soudari,Hai Aldokhan,Urban,Neighbourhood,39,7,Khartoum,SD01,SD01007,Khartoum,,,,39,0,39,0,7,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,North Kordofan,SD13,SD13025,Soudari,M Ali village,Rural,Village,64,12,Khartoum,SD01,SD01006,Um Durman,,,,64,0,64,0,12,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,North Kordofan,SD13,SD13025,Soudari,Um Rjali,Rural,Village,69,12,Khartoum,SD01,SD01006,Um Durman,,,,69,0,69,0,12,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,2. updated with new information,North Kordofan,SD13,SD13025,Soudari,Aday Altom,Rural,Village,16,3,Khartoum,SD01,SD01003,Bahri,,,,16,0,16,0,3,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,North Kordofan,SD13,SD13025,Soudari,Al Rokeb,Rural,Village,19,5,Khartoum,SD01,SD01003,Bahri,,,,19,0,19,0,5,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,2. updated with new information,North Kordofan,SD13,SD13025,Soudari,Tona,Rural,Village,155,29,Khartoum,SD01,SD01003,Bahri,,,,155,0,155,0,29,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,2. updated with new information,North Kordofan,SD13,SD13025,Soudari,Um Tmam,Rural,Village,60,10,Khartoum,SD01,SD01003,Bahri,,,,60,0,60,0,10,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,North Kordofan,SD13,SD13025,Soudari,Souliman zaied,Rural,Village,55,8,Khartoum,SD01,SD01003,Bahri,,,,55,0,55,0,8,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,2. updated with new information,North Kordofan,SD13,SD13025,Soudari,Ganto,Urban,Neighbourhood,56,11,Khartoum,SD01,SD01003,Bahri,,,,56,0,56,0,11,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,2. updated with new information,North Kordofan,SD13,SD13025,Soudari,Al Gadsia,Urban,Neighbourhood,78,15,Khartoum,SD01,SD01003,Bahri,,,,78,0,78,0,15,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,North Kordofan,SD13,SD13028,Um Dam Haj Ahmed,Hai Alahmer,Urban,Neighbourhood,370,67,Khartoum,SD01,SD01003,Bahri,,,,370,0,370,0,67,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,North Kordofan,SD13,SD13028,Um Dam Haj Ahmed,Hai Abu Sand,Urban,Neighbourhood,280,53,Khartoum,SD01,SD01006,Um Durman,,,,280,0,280,0,53,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,North Kordofan,SD13,SD13028,Um Dam Haj Ahmed,Hai Alfogara,Urban,Neighbourhood,231,42,Khartoum,SD01,SD01006,Um Durman,,,,231,0,231,0,42,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,North Kordofan,SD13,SD13028,Um Dam Haj Ahmed,Hai Um Alagoz,Urban,Neighbourhood,44,9,Khartoum,SD01,SD01007,Khartoum,,,,44,0,44,0,9,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,2. updated with new information,North Kordofan,SD13,SD13028,Um Dam Haj Ahmed,Hai Al Kadob,Urban,Neighbourhood,80,16,Khartoum,SD01,SD01007,Khartoum,,,,80,0,80,0,16,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,2. updated with new information,North Kordofan,SD13,SD13028,Um Dam Haj Ahmed,Hai Almoaskar,Urban,Neighbourhood,62,11,Khartoum,SD01,SD01007,Khartoum,,,,62,0,62,0,11,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,2. updated with new information,North Kordofan,SD13,SD13028,Um Dam Haj Ahmed,Hai Alhigra,Urban,Neighbourhood,53,10,Khartoum,SD01,SD01007,Khartoum,,,,53,0,53,0,10,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,2. updated with new information,North Kordofan,SD13,SD13028,Um Dam Haj Ahmed,Hai Alsrihat,Urban,Neighbourhood,94,18,Khartoum,SD01,SD01007,Khartoum,,,,94,0,94,0,18,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,2. updated with new information,North Kordofan,SD13,SD13028,Um Dam Haj Ahmed,Hai Alomda,Urban,Neighbourhood,200,39,Khartoum,SD01,SD01006,Um Durman,,,,200,0,200,0,39,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,1. New Location,North Kordofan,SD13,SD13028,Um Dam Haj Ahmed,Al Mozdlifa,Rural,Village,825,150,Khartoum,SD01,SD01007,Khartoum,,,,825,0,825,0,150,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,2. updated with new information,North Kordofan,SD13,SD13028,Um Dam Haj Ahmed,Albahria,Rural,Village,405,80,Khartoum,SD01,SD01006,Um Durman,,,,405,0,405,0,80,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,1. New Location,North Kordofan,SD13,SD13028,Um Dam Haj Ahmed,Um Smima,Urban,Neighbourhood,1280,250,Khartoum,SD01,SD01006,Um Durman,,,,1280,0,1280,0,250,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,2. updated with new information,North Kordofan,SD13,SD13028,Um Dam Haj Ahmed,Al Zariba,Rural,Village,108,20,Khartoum,SD01,SD01007,Khartoum,,,,108,0,108,0,20,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,2. updated with new information,North Kordofan,SD13,SD13028,Um Dam Haj Ahmed,Majror,Rural,Village,58,10,Khartoum,SD01,SD01001,Jebel Awlia,,,,58,0,58,0,10,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,2. updated with new information,North Kordofan,SD13,SD13028,Um Dam Haj Ahmed,Al Koymat,Rural,Village,106,21,Khartoum,SD01,SD01006,Um Durman,,,,106,0,106,0,21,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,1. New Location,North Kordofan,SD13,SD13028,Um Dam Haj Ahmed,Foga,Rural,Village,84,17,Khartoum,SD01,SD01007,Khartoum,,,,84,0,84,0,17,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,1. New Location,North Kordofan,SD13,SD13028,Um Dam Haj Ahmed,Um Bosha,Rural,Village,77,15,Khartoum,SD01,SD01006,Um Durman,,,,77,0,77,0,15,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,1. New Location,North Kordofan,SD13,SD13028,Um Dam Haj Ahmed,Khadrat,Rural,Village,105,20,Khartoum,SD01,SD01006,Um Durman,,,,105,0,105,0,20,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,2. updated with new information,North Kordofan,SD13,SD13023,Um Rawaba,Hai Taiba,Urban,Neighbourhood,115,26,Khartoum,SD01,SD01006,Um Durman,,,,115,0,115,0,26,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,North Kordofan,SD13,SD13023,Um Rawaba,Hai Aldrja,Urban,Neighbourhood,115,23,Khartoum,SD01,SD01002,Um Bada,,,,115,0,115,0,23,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,North Kordofan,SD13,SD13023,Um Rawaba,Hai Alsafa,Urban,Neighbourhood,47,9,Khartoum,SD01,SD01002,Um Bada,,,,47,0,47,0,9,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,2. updated with new information,North Kordofan,SD13,SD13023,Um Rawaba,Hai Albagir,Urban,Neighbourhood,222,43,Khartoum,SD01,SD01007,Khartoum,,,,222,0,222,0,43,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,North Kordofan,SD13,SD13023,Um Rawaba,Hai Atroon,Urban,Neighbourhood,120,23,Khartoum,SD01,SD01003,Bahri,,,,120,0,120,0,23,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,North Kordofan,SD13,SD13023,Um Rawaba,Hai Adib,Urban,Neighbourhood,355,63,Khartoum,SD01,SD01004,Sharg An Neel,,,,355,0,355,0,63,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,North Kordofan,SD13,SD13023,Um Rawaba,Hai Aboubaker,Urban,Neighbourhood,148,29,Khartoum,SD01,SD01004,Sharg An Neel,,,,148,0,148,0,29,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,North Kordofan,SD13,SD13023,Um Rawaba,Hai Alfarog,Urban,Neighbourhood,68,13,Khartoum,SD01,SD01006,Um Durman,,,,68,0,68,0,13,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,North Kordofan,SD13,SD13023,Um Rawaba,Hai Algods,Urban,Neighbourhood,335,54,Khartoum,SD01,SD01002,Um Bada,,,,335,0,335,0,54,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,North Kordofan,SD13,SD13023,Um Rawaba,Hai Algadsia,Urban,Neighbourhood,50,11,Khartoum,SD01,SD01006,Um Durman,,,,50,0,50,0,11,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,North Kordofan,SD13,SD13023,Um Rawaba,"Block 5 , 7,11",Urban,Neighbourhood,511,87,Khartoum,SD01,SD01002,Um Bada,,,,511,0,511,0,87,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,North Kordofan,SD13,SD13023,Um Rawaba,Hai Aldraib,Urban,Neighbourhood,154,31,Khartoum,SD01,SD01006,Um Durman,,,,154,0,154,0,31,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,North Kordofan,SD13,SD13023,Um Rawaba,Alsika Hadid,Urban,Neighbourhood,329,59,Khartoum,SD01,SD01002,Um Bada,,,,329,0,329,0,59,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,2. updated with new information,North Kordofan,SD13,SD13023,Um Rawaba,Ashana,Rural,Village,235,46,Khartoum,SD01,SD01004,Sharg An Neel,,,,235,0,235,0,46,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,2. updated with new information,North Kordofan,SD13,SD13023,Um Rawaba,Sharkila,Rural,Village,292,46,Khartoum,SD01,SD01004,Sharg An Neel,,,,292,0,292,0,46,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,North Kordofan,SD13,SD13023,Um Rawaba,Albagir,Rural,Village,0,0,North Kordofan,SD13,SD13024,Sheikan,El Obeid town,,,0,0,0,0,0,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,North Kordofan,SD13,SD13023,Um Rawaba,Hai Adib,Urban,Neighbourhood,0,0,North Kordofan,SD13,SD13024,Sheikan,El Obeid town,,,0,0,0,0,0,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,North Kordofan,SD13,SD13023,Um Rawaba,Hai Omer Gabat,Urban,Neighbourhood,428,69,Khartoum,SD01,SD01002,Um Bada,,,,428,0,428,0,69,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,North Kordofan,SD13,SD13023,Um Rawaba,Wd Mali,Rural,Village,37,7,Khartoum,SD01,SD01006,Um Durman,,,,37,0,37,0,7,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,North Kordofan,SD13,SD13023,Um Rawaba,Al Gdada,Rural,Village,26,6,Khartoum,SD01,SD01006,Um Durman,,,,26,0,26,0,6,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,North Kordofan,SD13,SD13023,Um Rawaba,Abia,Rural,Village,93,17,Khartoum,SD01,SD01007,Khartoum,,,,93,0,93,0,17,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,North Kordofan,SD13,SD13023,Um Rawaba,Aldarja,Urban,Neighbourhood,72,16,Khartoum,SD01,SD01001,Jebel Awlia,,,,72,0,72,0,16,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,South Kordofan,SD07,SD07090,Abassiya,Mahla,Rural,Village,48,15,Khartoum,SD01,SD01002,Um Bada,,,,48,0,48,0,15,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,South Kordofan,SD07,SD07090,Abassiya,Gambraia,Rural,Village,292,65,Khartoum,SD01,SD01002,Um Bada,,,,292,0,292,0,65,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,South Kordofan,SD07,SD07090,Abassiya,Al zobl,Rural,Village,128,26,Khartoum,SD01,SD01002,Um Bada,,,,128,0,128,0,26,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,South Kordofan,SD07,SD07090,Abassiya,Toary,Rural,Village,10,1,Khartoum,SD01,SD01007,Khartoum,,,,10,0,10,0,1,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,South Kordofan,SD07,SD07090,Abassiya,Almdaris,Urban,Neighbourhood,255,58,Khartoum,SD01,SD01002,Um Bada,,,,255,0,255,0,58,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,South Kordofan,SD07,SD07090,Abassiya,Um Algora,Rural,Village,108,22,Khartoum,SD01,SD01007,Khartoum,,,,108,0,108,0,22,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,South Kordofan,SD07,SD07090,Abassiya,Kodi Ali,Rural,Village,19,2,Khartoum,SD01,SD01007,Khartoum,,,,19,0,19,0,2,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,South Kordofan,SD07,SD07090,Abassiya,Hai Alomda,Urban,Neighbourhood,170,34,Khartoum,SD01,SD01007,Khartoum,,,,170,0,170,0,34,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,South Kordofan,SD07,SD07090,Abassiya,Hai Alsog,Urban,Neighbourhood,110,22,Khartoum,SD01,SD01007,Khartoum,,,,110,0,110,0,22,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,South Kordofan,SD07,SD07090,Abassiya,Jabona,Rural,Village,225,45,Khartoum,SD01,SD01002,Um Bada,,,,225,0,225,0,45,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,South Kordofan,SD07,SD07104,Abu Kershola,Alwast Garb,Urban,Neighbourhood,333,63,Khartoum,SD01,SD01006,Um Durman,,,,333,0,333,0,63,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,South Kordofan,SD07,SD07104,Abu Kershola,Alwast sharg,Urban,Neighbourhood,403,86,Khartoum,SD01,SD01007,Khartoum,,,,403,0,403,0,86,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,South Kordofan,SD07,SD07104,Abu Kershola,Sharia Alrahad,Urban,Neighbourhood,171,39,Khartoum,SD01,SD01007,Khartoum,,,,171,0,171,0,39,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,South Kordofan,SD07,SD07104,Abu Kershola,Alomda,Urban,Neighbourhood,166,29,Khartoum,SD01,SD01006,Um Durman,,,,166,0,166,0,29,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,South Kordofan,SD07,SD07104,Abu Kershola,Alomda,Urban,Neighbourhood,38,9,North Kordofan,SD13,SD13024,Sheikan,El Obeid town,,,38,0,38,0,9,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,South Kordofan,SD07,SD07104,Abu Kershola,Aldonky,Urban,Neighbourhood,142,27,Khartoum,SD01,SD01006,Um Durman,,,,142,0,142,0,27,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,South Kordofan,SD07,SD07104,Abu Kershola,Jogba,Urban,Neighbourhood,142,26,Khartoum,SD01,SD01006,Um Durman,,,,142,0,142,0,26,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,South Kordofan,SD07,SD07104,Abu Kershola,Alsog,Urban,Neighbourhood,134,33,Khartoum,SD01,SD01007,Khartoum,,,,134,0,134,0,33,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,South Kordofan,SD07,SD07104,Abu Kershola,Sharia Alhwa,Urban,Neighbourhood,202,41,Khartoum,SD01,SD01007,Khartoum,,,,202,0,202,0,41,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,South Kordofan,SD07,SD07104,Abu Kershola,Alnafra,Urban,Neighbourhood,81,19,Khartoum,SD01,SD01007,Khartoum,,,,81,0,81,0,19,0,0,0,0,0,Food,3-Return to location of origin
4/15/23,5/31/23,3.updated with same information,South Kordofan,SD07,SD07104,Abu Kershola,Garb Almdaris,Urban,Neighbourhood,87,21,Khartoum,SD01,SD01007,Khartoum,,,,87,0,87,0,21,0,0,0,0,0,Food,3-Return to location of origin
