,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCIDENT,DATA COLLECTION,REPORTED DATE,COUNTRY,COUNTRY CODE,STATUS,STATE OF DISPLACEMENT,STATE CODE,LOCALITY CODE,LOCALITY OF DISPLACEMENT,LOCATION OF DISPALCEMENT,LOCATION TYPE,LOCATION CLASSIFICATION,GPS LONGITUDE,GPS LATITUDE,IDPs,HHs,STATE ORIGIN,STATE CODE ORIGIN,LOCALITY CODE ORIGIN,LOCALITY ORIGIN,LOCATION OF ORIGIN,ORIGIN GPS LONGITUDE,ORIGIN GPS LATITUDE,NATIONALITY SUDANESE,NATIONALITY NON SUDANESE,TOTAL (=IDPs),VALIDATION,SHELTER CATEGORY: Camp,SHELTER CATEGORY: WITH HOST COMMUNITY,SHELTER CATEGORY: IN RENTED ACCOMODATION,SHELTER CATEGORY: IN IMPROVISED SHELTERS,SHELTER CATEGORY: IN SCHOOLS OR OTHER PUBLIC BUILDINGS,SHELTER CATEGORY: OPEN AREA GATHERING SITES,SHELTER CATEGORY: UNKNOWN,TOTAL,VALIDATION2,PRIORITY NEED,RETURN INTENTIONS
,#date+survey,#date+reported,#adm0+name,#adm0+pcode,,#adm1+name,#adm1+pcode,#adm2+pcode,#adm2+name,,,,,,#affected+idps+ind,#affected+idps+hh,#adm1+origin+name,#adm1+origin+pcode,#adm2+origin+pcode,#adm2+origin+name,,,,,,,,,,,,,,,,,,
15/04/2023,28/06/2023,6/30/23,Sudan,SDN,Updated with same information,Aj Jazirah,SD15,SD15034,Al Hasahisa,Tabta,Rural,Village,14.672639,33.084819,640,128,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,,,640,0,640,TRUE,0,58,70,0,0,0,0,128,TRUE,Food,Remain in the same place
15/04/2023,28/06/2023,6/30/23,Sudan,SDN,Updated with same information,Aj Jazirah,SD15,SD15034,Al Hasahisa,Alhai Alawsat/Teacher Center,Urban,Neighbourhood,,,105,21,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,,,105,0,105,TRUE,0,0,0,0,0,21,0,21,TRUE,Food,Remain in the same place
15/04/2023,28/06/2023,6/30/23,Sudan,SDN,Updated with same information,Aj Jazirah,SD15,SD15034,Al Hasahisa,Wad Shantour,Rural,Village,14.718681,33.259634,205,41,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,,,205,0,205,TRUE,0,0,0,0,0,41,0,41,TRUE,Food,Remain in the same place
15/04/2023,28/06/2023,6/30/23,Sudan,SDN,New Location,Aj Jazirah,SD15,SD15034,Al Hasahisa,Alhilla Aljadida /Basic School,Urban,Neighbourhood,,,17,9,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,,,17,0,17,TRUE,0,0,0,0,9,0,0,9,TRUE,Food,Remain in the same place
15/04/2023,28/06/2023,6/30/23,Sudan,SDN,New Location,Aj Jazirah,SD15,SD15034,Al Hasahisa,Housing Of Education College,Urban,Neighbourhood,,,685,152,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,,,685,0,685,TRUE,0,0,0,0,0,152,0,152,TRUE,Food,Return to location of origin
15/04/2023,28/06/2023,6/30/23,Sudan,SDN,New Location,Aj Jazirah,SD15,SD15034,Al Hasahisa,Abunoora,Urban,Neighbourhood,,,15,3,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,,,15,0,15,TRUE,0,3,0,0,0,0,0,3,TRUE,Food,Return to location of origin
15/04/2023,28/06/2023,6/30/23,Sudan,SDN,Updated with same information,Aj Jazirah,SD15,SD15034,Al Hasahisa,Block 91,Urban,Neighbourhood,,,85,17,Khartoum,SD01,SD01002,Um Bada,Um Bada neighbourhoods,,,85,0,85,TRUE,0,0,0,0,17,0,0,17,TRUE,Food,Remain in the same place
15/04/2023,28/06/2023,6/30/23,Sudan,SDN,Updated with same information,Aj Jazirah,SD15,SD15034,Al Hasahisa,Hazawe,Rural,Village,14.486111,33.301678,65,13,Khartoum,SD01,SD01002,Um Bada,Um Bada neighbourhoods,,,65,0,65,TRUE,0,13,0,0,0,0,0,13,TRUE,Food,Remain in the same place
15/04/2023,28/06/2023,6/30/23,Sudan,SDN,Updated with new information,Aj Jazirah,SD15,SD15034,Al Hasahisa,19 Nail,Urban,Neighbourhood,14.886921,33.438595,90,18,Khartoum,SD01,SD01002,Um Bada,Um Bada neighbourhoods,,,90,0,90,TRUE,0,18,0,0,0,0,0,18,TRUE,Food,Remain in the same place
15/04/2023,28/06/2023,6/30/23,Sudan,SDN,Updated with new information,Aj Jazirah,SD15,SD15034,Al Hasahisa,Alkabour Village,Rural,Village,15.604747,34.225729,180,36,Khartoum,SD01,SD01002,Um Bada,Um Bada neighbourhoods,,,180,0,180,TRUE,0,36,0,0,0,0,0,36,TRUE,Food,Remain in the same place
15/04/2023,28/06/2023,6/30/23,Sudan,SDN,Updated with new information,Aj Jazirah,SD15,SD15034,Al Hasahisa,Altleeh Alkhwalda,Rural,Village,14.456495,33.28128,160,32,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,160,0,160,TRUE,0,32,0,0,0,0,0,32,TRUE,Food,Remain in the same place
15/04/2023,28/06/2023,6/30/23,Sudan,SDN,Updated with same information,Aj Jazirah,SD15,SD15034,Al Hasahisa,Alkhoulab,Urban,Neighbourhood,14.482864,33.343714,120,24,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,120,0,120,TRUE,0,24,0,0,0,0,0,24,TRUE,Food,Remain in the same place
15/04/2023,28/06/2023,6/30/23,Sudan,SDN,Updated with new information,Aj Jazirah,SD15,SD15034,Al Hasahisa,Goz Ahmed Nour,Rural,Village,14.557162,22.221539,505,101,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,505,0,505,TRUE,0,101,0,0,0,0,0,101,TRUE,Food,Remain in the same place
15/04/2023,28/06/2023,6/30/23,Sudan,SDN,Updated with new information,Aj Jazirah,SD15,SD15034,Al Hasahisa,Almanaseer,Urban,Neighbourhood,14.577494,33.269612,85,17,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,85,0,85,TRUE,0,17,0,0,0,0,0,17,TRUE,Food,Remain in the same place
15/04/2023,28/06/2023,6/30/23,Sudan,SDN,Updated with same information,Aj Jazirah,SD15,SD15034,Al Hasahisa,Umdowina,Rural,Village,14.545883,33.07467,105,21,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,105,0,105,TRUE,0,21,0,0,0,0,0,21,TRUE,Food,Remain in the same place
15/04/2023,28/06/2023,6/30/23,Sudan,SDN,New Location,Aj Jazirah,SD15,SD15034,Al Hasahisa,Almuosalamiya/Alhai Alshamali,Urban,Neighbourhood,14.387445,33.321523,105,21,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,105,0,105,TRUE,0,21,0,0,0,0,0,21,TRUE,Food,Remain in the same place
15/04/2023,28/06/2023,6/30/23,Sudan,SDN,Updated with same information,Aj Jazirah,SD15,SD15034,Al Hasahisa,Tabta,Rural,Village,14.672639,33.084819,495,99,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,495,0,495,TRUE,0,49,50,0,0,0,0,99,TRUE,Food,Remain in the same place
15/04/2023,28/06/2023,6/30/23,Sudan,SDN,New Location,Aj Jazirah,SD15,SD15034,Al Hasahisa,Hai Almansoura,Urban,Neighbourhood,,,20,5,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,20,0,20,TRUE,0,5,0,0,0,0,0,5,TRUE,Food,Return to location of origin
15/04/2023,28/06/2023,6/30/23,Sudan,SDN,New Location,Aj Jazirah,SD15,SD15034,Al Hasahisa,Hai Alnajumi,Urban,Neighbourhood,,,139,28,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,139,0,139,TRUE,0,28,0,0,0,0,0,28,TRUE,Food,Return to location of origin
15/04/2023,28/06/2023,6/30/23,Sudan,SDN,Updated with new information,Aj Jazirah,SD15,SD15034,Al Hasahisa,Altleeh Alkhwalda,Rural,Village,14.456495,33.28128,110,21,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel neighbourhoods,,,110,0,110,TRUE,0,21,0,0,0,0,0,21,TRUE,Food,Remain in the same place
15/04/2023,28/06/2023,6/30/23,Sudan,SDN,Updated with same information,Aj Jazirah,SD15,SD15034,Al Hasahisa,Umdowina,Rural,Village,14.545883,33.07467,55,11,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel neighbourhoods,,,55,0,55,TRUE,0,11,0,0,0,0,0,11,TRUE,Food,Remain in the same place
15/04/2023,28/06/2023,6/30/23,Sudan,SDN,New Location,Aj Jazirah,SD15,SD15034,Al Hasahisa,Almuosalamiya/Alhai Aljanoubi,Urban,Neighbourhood,14.558337,33.446415,135,27,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel neighbourhoods,,,135,0,135,TRUE,0,27,0,0,0,0,0,27,TRUE,Food,Remain in the same place
15/04/2023,28/06/2023,6/30/23,Sudan,SDN,Updated with same information,Aj Jazirah,SD15,SD15034,Al Hasahisa,Tabta,Rural,Village,14.672639,33.084819,430,86,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel neighbourhoods,,,430,0,430,TRUE,0,41,45,0,0,0,0,86,TRUE,Food,Remain in the same place
15/04/2023,28/06/2023,6/30/23,Sudan,SDN,New Location,Aj Jazirah,SD15,SD15034,Al Hasahisa,Hai Alsadag Shamal,Urban,Neighbourhood,14.772173,33.305736,105,21,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel neighbourhoods,,,105,0,105,TRUE,0,21,0,0,0,0,0,21,TRUE,Food,Return to location of origin
15/04/2023,28/06/2023,6/30/23,Sudan,SDN,New Location,Aj Jazirah,SD15,SD15034,Al Hasahisa,Dar Alquran Alkareem,Urban,Neighbourhood,,,332,50,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel neighbourhoods,,,332,0,332,TRUE,0,0,0,0,0,50,0,50,TRUE,Food,Return to location of origin
15/04/2023,28/06/2023,6/30/23,Sudan,SDN,Updated with same information,Aj Jazirah,SD15,SD15034,Al Hasahisa,Hai Arkawet/Arkawet School For Boys,Urban,Neighbourhood,14.716562,33.301966,130,26,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,130,0,130,TRUE,0,0,0,0,26,0,0,26,TRUE,Food,Remain in the same place
15/04/2023,28/06/2023,6/30/23,Sudan,SDN,Updated with same information,Aj Jazirah,SD15,SD15034,Al Hasahisa,Hai Arkawet/Arkawet School For Girls,Urban,Neighbourhood,14.723702,33.307082,105,21,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,105,0,105,TRUE,0,0,0,0,21,0,0,21,TRUE,Food,Remain in the same place
15/04/2023,28/06/2023,6/30/23,Sudan,SDN,Updated with same information,Aj Jazirah,SD15,SD15034,Al Hasahisa,Hai Arkawet/Technical School For Boys,Urban,Neighbourhood,14.722117,33.298981,75,15,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,75,0,75,TRUE,0,0,0,0,15,0,0,15,TRUE,Food,Remain in the same place
15/04/2023,28/06/2023,6/30/23,Sudan,SDN,Updated with same information,Aj Jazirah,SD15,SD15034,Al Hasahisa,Hai Alrahmaniya/ Gathering Point,Urban,Neighbourhood,14.751277,33.298038,430,86,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,430,0,430,TRUE,0,0,0,0,86,0,0,86,TRUE,Food,Remain in the same place
15/04/2023,28/06/2023,6/30/23,Sudan,SDN,Updated with new information,Aj Jazirah,SD15,SD15034,Al Hasahisa,Altaimab,Rural,Village,14.477227,33.307787,420,84,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,420,0,420,TRUE,0,84,0,0,0,0,0,84,TRUE,Food,Remain in the same place
15/04/2023,28/06/2023,6/30/23,Sudan,SDN,Updated with new information,Aj Jazirah,SD15,SD15034,Al Hasahisa,Altleeh Alkhwalda,Rural,Village,14.456495,33.28128,250,50,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,250,0,250,TRUE,0,50,0,0,0,0,0,50,TRUE,Food,Remain in the same place
15/04/2023,28/06/2023,6/30/23,Sudan,SDN,Updated with same information,Aj Jazirah,SD15,SD15034,Al Hasahisa,Aljebiliya,Rural,Village,14.397545,33.192932,115,23,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,115,0,115,TRUE,0,23,0,0,0,0,0,23,TRUE,Food,Remain in the same place
15/04/2023,28/06/2023,6/30/23,Sudan,SDN,Updated with new information,Aj Jazirah,SD15,SD15034,Al Hasahisa,Almanaseer,Urban,Neighbourhood,14.577494,33.269612,100,20,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,100,0,100,TRUE,0,20,0,0,0,0,0,20,TRUE,Food,Remain in the same place
15/04/2023,28/06/2023,6/30/23,Sudan,SDN,Updated with same information,Aj Jazirah,SD15,SD15034,Al Hasahisa,18 Nail,Urban,Neighbourhood,14.885967,33.438341,95,19,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,95,0,95,TRUE,0,19,0,0,0,0,0,19,TRUE,Food,Remain in the same place
15/04/2023,28/06/2023,6/30/23,Sudan,SDN,Updated with new information,Aj Jazirah,SD15,SD15034,Al Hasahisa,Wad Hussein,Rural,Village,14.343439,33.318955,130,26,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,130,0,130,TRUE,0,26,0,0,0,0,0,26,TRUE,Food,Remain in the same place
15/04/2023,28/06/2023,6/30/23,Sudan,SDN,Updated with same information,Aj Jazirah,SD15,SD15034,Al Hasahisa,Najarow,Rural,Village,14.479126,33.234772,205,41,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,205,0,205,TRUE,0,41,0,0,0,0,0,41,TRUE,Food,Remain in the same place
15/04/2023,28/06/2023,6/30/23,Sudan,SDN,Updated with same information,Aj Jazirah,SD15,SD15034,Al Hasahisa,Aljamousiya,Rural,Village,14.610933,33.302369,155,31,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,155,0,155,TRUE,0,31,0,0,0,0,0,31,TRUE,Food,Remain in the same place
15/04/2023,28/06/2023,6/30/23,Sudan,SDN,Updated with new information,Aj Jazirah,SD15,SD15034,Al Hasahisa,Faris Alketab Village,Rural,Village,14.508861,33.362287,225,45,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,225,0,225,TRUE,0,45,0,0,0,0,0,45,TRUE,Food,Remain in the same place
15/04/2023,28/06/2023,6/30/23,Sudan,SDN,Updated with same information,Aj Jazirah,SD15,SD15034,Al Hasahisa,Umjloud Wast Village,Rural,Village,14.511518,33.231217,80,16,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,80,0,80,TRUE,0,16,0,0,0,0,0,16,TRUE,Food,Remain in the same place
15/04/2023,28/06/2023,6/30/23,Sudan,SDN,Updated with new information,Aj Jazirah,SD15,SD15034,Al Hasahisa,Alkabour Village,Rural,Village,14.604747,33.225729,330,66,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,330,0,330,TRUE,0,66,0,0,0,0,0,66,TRUE,Food,Remain in the same place
15/04/2023,28/06/2023,6/30/23,Sudan,SDN,Updated with new information,Aj Jazirah,SD15,SD15034,Al Hasahisa,Algaradaiya Village,Rural,Village,14.579442,33.340191,190,38,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,190,0,190,TRUE,0,38,0,0,0,0,0,38,TRUE,Food,Remain in the same place
15/04/2023,28/06/2023,6/30/23,Sudan,SDN,New Location,Aj Jazirah,SD15,SD15034,Al Hasahisa,Almuosalamiya/Alhai Alawsat,Urban,Neighbourhood,14.575144,33.338558,90,18,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,90,0,90,TRUE,0,18,0,0,0,0,0,18,TRUE,Food,Remain in the same place
15/04/2023,28/06/2023,6/30/23,Sudan,SDN,Updated with same information,Aj Jazirah,SD15,SD15034,Al Hasahisa,Hai Alrahmaniya/Alrahmaniya Housing For Students,Urban,Neighbourhood,14.751277,33.298038,430,86,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,430,0,430,TRUE,0,0,0,0,86,0,0,86,TRUE,Food,Remain in the same place
15/04/2023,28/06/2023,6/30/23,Sudan,SDN,Updated with new information,Aj Jazirah,SD15,SD15034,Al Hasahisa,Altaimab,Rural,Village,14.477227,33.307787,200,40,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,200,0,200,TRUE,0,40,0,0,0,0,0,40,TRUE,Food,Remain in the same place
15/04/2023,28/06/2023,6/30/23,Sudan,SDN,Updated with new information,Aj Jazirah,SD15,SD15034,Al Hasahisa,Altleeh Alkhwalda,Rural,Village,14.456495,33.28128,200,40,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,200,0,200,TRUE,0,40,0,0,0,0,0,40,TRUE,Food,Remain in the same place
15/04/2023,28/06/2023,6/30/23,Sudan,SDN,Updated with new information,Aj Jazirah,SD15,SD15034,Al Hasahisa,Alteboob,Rural,Village,14.499811,33.279637,190,38,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,190,0,190,TRUE,0,38,0,0,0,0,0,38,TRUE,Food,Remain in the same place
15/04/2023,28/06/2023,6/30/23,Sudan,SDN,Updated with same information,Aj Jazirah,SD15,SD15034,Al Hasahisa,Aljebiliya,Rural,Village,14.397545,33.192932,80,16,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,80,0,80,TRUE,0,16,0,0,0,0,0,16,TRUE,Food,Remain in the same place
