,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCIDENT,DATA COLLECTION,REPORTED DATE,COUNTRY,COUNTRY CODE,STATUS,STATE OF DISPLACEMENT,STATE CODE,LOCALITY CODE,LOCALITY OF DISPLACEMENT,LOCATION OF DISPALCEMENT,LOCATION TYPE,LOCATION CLASSIFICATION,GPS LONGITUDE,GPS LATITUDE,IDPs,HHs,STATE ORIGIN,STATE CODE ORIGIN,LOCALITY CODE ORIGIN,LOCALITY ORIGIN,LOCATION OF ORIGIN,ORIGIN GPS LONGITUDE,ORIGIN GPS LATITUDE,NATIONALITY SUDANESE,NATIONALITY NON SUDANESE,TOTAL (=IDPs),VALIDATION,SHELTER CATEGORY: Camp,SHELTER CATEGORY: WITH HOST COMMUNITY,SHELTER CATEGORY: IN RENTED ACCOMODATION,SHELTER CATEGORY: IN IMPROVISED SHELTERS,SHELTER CATEGORY: IN SCHOOLS OR OTHER PUBLIC BUILDINGS,SHELTER CATEGORY: OPEN AREA GATHERING SITES,SHELTER CATEGORY: UNKNOWN,TOTAL,VALIDATION2,PRIORITY NEED,RETURN INTENTIONS
,#date+survey,#date+reported,#adm0+name,#adm0+pcode,,#adm1+name,#adm1+pcode,#adm2+pcode,#adm2+name,,,,,,#affected+idps+ind,#affected+idps+hh,#adm1+origin+name,#adm1+origin+pcode,#adm2+origin+pcode,#adm2+origin+name,,,,,,,,,,,,,,,,,,
15/04/2023,21/06/2023,6/30/23,Sudan,SDN,Location was not covered in this update,Aj Jazirah,SD15,SD15036,Al Manaqil,Hai Alsoug/Kosti Station/ Getharing,Urban,Neighbourhood,14.2566,32.985,125,25,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,125,0,125,TRUE,0,0,0,0,0,25,0,25,TRUE,Food,Remain in the same place
15/04/2023,21/06/2023,6/30/23,Sudan,SDN,Location was not covered in this update,Aj Jazirah,SD15,SD15036,Al Manaqil,Hai Almazad,Urban,Neighbourhood,14.2417,32.9873,340,68,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,340,0,340,TRUE,0,68,0,0,0,0,0,68,TRUE,Food,Remain in the same place
15/04/2023,21/06/2023,6/30/23,Sudan,SDN,Location was not covered in this update,Aj Jazirah,SD15,SD15036,Al Manaqil,Village 8 Sefir,Rural,Village,,,330,66,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,330,0,330,TRUE,0,66,0,0,0,0,0,66,TRUE,Food,Remain in the same place
15/04/2023,21/06/2023,6/30/23,Sudan,SDN,Location was not covered in this update,Aj Jazirah,SD15,SD15036,Al Manaqil,Village 8 Tambal,Rural,Village,,,305,61,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,305,0,305,TRUE,0,61,0,0,0,0,0,61,TRUE,Food,Remain in the same place
15/04/2023,21/06/2023,6/30/23,Sudan,SDN,Location was not covered in this update,Aj Jazirah,SD15,SD15036,Al Manaqil,Kambo Sekandar West,Rural,Village,14.252379,32.989914,315,63,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,315,0,315,TRUE,0,63,0,0,0,0,0,63,TRUE,Food,Remain in the same place
15/04/2023,21/06/2023,6/30/23,Sudan,SDN,Location was not covered in this update,Aj Jazirah,SD15,SD15036,Al Manaqil,Kambo Maktab Alhashaba,Rural,Village,14.102377,32.614744,340,68,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,340,0,340,TRUE,0,68,0,0,0,0,0,68,TRUE,Food,Remain in the same place
15/04/2023,21/06/2023,6/30/23,Sudan,SDN,Location was not covered in this update,Aj Jazirah,SD15,SD15036,Al Manaqil,Set Alnour Village,Rural,Village,14.271666,32.864396,330,66,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,330,0,330,TRUE,0,66,0,0,0,0,0,66,TRUE,Food,Remain in the same place
15/04/2023,21/06/2023,6/30/23,Sudan,SDN,Location was not covered in this update,Aj Jazirah,SD15,SD15036,Al Manaqil,Kambo Sarier,Rural,Village,,,345,69,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,345,0,345,TRUE,0,69,0,0,0,0,0,69,TRUE,Food,Remain in the same place
15/04/2023,21/06/2023,6/30/23,Sudan,SDN,Location was not covered in this update,Aj Jazirah,SD15,SD15036,Al Manaqil,Kambo Kubri Alhawa,Rural,Village,,,305,61,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,305,0,305,TRUE,0,61,0,0,0,0,0,61,TRUE,Food,Remain in the same place
15/04/2023,21/06/2023,6/30/23,Sudan,SDN,Location was not covered in this update,Aj Jazirah,SD15,SD15036,Al Manaqil,Kambo Daoud,Rural,Village,,,320,64,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,320,0,320,TRUE,0,64,0,0,0,0,0,64,TRUE,Food,Remain in the same place
15/04/2023,21/06/2023,6/30/23,Sudan,SDN,Location was not covered in this update,Aj Jazirah,SD15,SD15036,Al Manaqil,Hai Tahaees,Urban,Neighbourhood,,,330,66,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,330,0,330,TRUE,0,66,0,0,0,0,0,66,TRUE,Food,Remain in the same place
15/04/2023,21/06/2023,6/30/23,Sudan,SDN,Location was not covered in this update,Aj Jazirah,SD15,SD15036,Al Manaqil,Alhai 49,Urban,Neighbourhood,,,370,74,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,370,0,370,TRUE,0,74,0,0,0,0,0,74,TRUE,Food,Remain in the same place
15/04/2023,21/06/2023,6/30/23,Sudan,SDN,Location was not covered in this update,Aj Jazirah,SD15,SD15036,Al Manaqil,Hai Kashkoush,Urban,Neighbourhood,14.266935,32.987767,370,74,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,370,0,370,TRUE,0,74,0,0,0,0,0,74,TRUE,Food,Remain in the same place
15/04/2023,21/06/2023,6/30/23,Sudan,SDN,Location was not covered in this update,Aj Jazirah,SD15,SD15036,Al Manaqil,Hai Aldasis,Urban,Neighbourhood,14.251935,33.00272,175,35,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,175,0,175,TRUE,0,35,0,0,0,0,0,35,TRUE,Food,Remain in the same place
15/04/2023,21/06/2023,6/30/23,Sudan,SDN,Location was not covered in this update,Aj Jazirah,SD15,SD15036,Al Manaqil,Hai Almazad,Urban,Neighbourhood,14.2417,32.9873,320,64,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,320,0,320,TRUE,0,64,0,0,0,0,0,64,TRUE,Food,Remain in the same place
15/04/2023,21/06/2023,6/30/23,Sudan,SDN,Location was not covered in this update,Aj Jazirah,SD15,SD15036,Al Manaqil,Village 8 Tambal,Rural,Village,,,305,61,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,305,0,305,TRUE,0,61,0,0,0,0,0,61,TRUE,Food,Remain in the same place
15/04/2023,21/06/2023,6/30/23,Sudan,SDN,Location was not covered in this update,Aj Jazirah,SD15,SD15036,Al Manaqil,Kambo Sekandar West,Rural,Village,14.252379,32.989914,295,59,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,295,0,295,TRUE,0,59,0,0,0,0,0,59,TRUE,Food,Remain in the same place
15/04/2023,21/06/2023,6/30/23,Sudan,SDN,Location was not covered in this update,Aj Jazirah,SD15,SD15036,Al Manaqil,Set Alnour Village,Rural,Village,14.271666,32.864396,305,61,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,305,0,305,TRUE,0,61,0,0,0,0,0,61,TRUE,Food,Remain in the same place
15/04/2023,21/06/2023,6/30/23,Sudan,SDN,Location was not covered in this update,Aj Jazirah,SD15,SD15036,Al Manaqil,Kambo Daoud,Rural,Village,,,320,64,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,320,0,320,TRUE,0,64,0,0,0,0,0,64,TRUE,Food,Remain in the same place
15/04/2023,21/06/2023,6/30/23,Sudan,SDN,Location was not covered in this update,Aj Jazirah,SD15,SD15036,Al Manaqil,Hai Alkaser,Urban,Neighbourhood,,,325,65,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,325,0,325,TRUE,0,65,0,0,0,0,0,65,TRUE,Food,Remain in the same place
15/04/2023,21/06/2023,6/30/23,Sudan,SDN,Location was not covered in this update,Aj Jazirah,SD15,SD15036,Al Manaqil,Alhai 48,Urban,Neighbourhood,14.271037,32.984544,340,68,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,340,0,340,TRUE,0,68,0,0,0,0,0,68,TRUE,Food,Remain in the same place
15/04/2023,21/06/2023,6/30/23,Sudan,SDN,Location was not covered in this update,Aj Jazirah,SD15,SD15036,Al Manaqil,Alhai 65,Urban,Neighbourhood,,,305,61,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,305,0,305,TRUE,0,61,0,0,0,0,0,61,TRUE,Food,Remain in the same place
15/04/2023,21/06/2023,6/30/23,Sudan,SDN,Location was not covered in this update,Aj Jazirah,SD15,SD15036,Al Manaqil,Hai Alwehda,Urban,Neighbourhood,,,320,64,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,320,0,320,TRUE,0,64,0,0,0,0,0,64,TRUE,Food,Remain in the same place
15/04/2023,21/06/2023,6/30/23,Sudan,SDN,Location was not covered in this update,Aj Jazirah,SD15,SD15036,Al Manaqil,Alhai 60,Urban,Neighbourhood,,,350,70,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,350,0,350,TRUE,0,70,0,0,0,0,0,70,TRUE,Food,Remain in the same place
15/04/2023,21/06/2023,6/30/23,Sudan,SDN,Location was not covered in this update,Aj Jazirah,SD15,SD15036,Al Manaqil,Hai Kadok,Urban,Neighbourhood,,,335,67,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,335,0,335,TRUE,0,67,0,0,0,0,0,67,TRUE,Food,Remain in the same place
15/04/2023,21/06/2023,6/30/23,Sudan,SDN,Location was not covered in this update,Aj Jazirah,SD15,SD15036,Al Manaqil,Hai Tahaees,Urban,Neighbourhood,,,340,68,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,340,0,340,TRUE,0,68,0,0,0,0,0,68,TRUE,Food,Remain in the same place
15/04/2023,21/06/2023,6/30/23,Sudan,SDN,Location was not covered in this update,Aj Jazirah,SD15,SD15037,Al Qurashi,24 Alqurashi/Hai Almwazafeen,Urban,Neighbourhood,,,100,20,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,,,100,0,100,TRUE,0,20,0,0,0,0,0,20,TRUE,Food,Return to location of origin
15/04/2023,21/06/2023,6/30/23,Sudan,SDN,Location was not covered in this update,Aj Jazirah,SD15,SD15037,Al Qurashi,24 Alqurashi/ Umshadida Village,Rural,Village,14.434057,32.651158,125,25,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,,,125,0,125,TRUE,0,25,0,0,0,0,0,25,TRUE,Food,Return to location of origin
15/04/2023,21/06/2023,6/30/23,Sudan,SDN,Location was not covered in this update,Aj Jazirah,SD15,SD15037,Al Qurashi,24 Alqurashi/14 Albashim Village,Rural,Village,14.231655,32.81139,190,38,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,,,190,0,190,TRUE,0,38,0,0,0,0,0,38,TRUE,Food,Return to location of origin
15/04/2023,21/06/2023,6/30/23,Sudan,SDN,Location was not covered in this update,Aj Jazirah,SD15,SD15037,Al Qurashi,24 Alqurashi/Kenani Alomda Center,Urban,Neighbourhood,,,100,20,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,,,100,0,100,TRUE,0,20,0,0,0,0,0,20,TRUE,Food,Return to location of origin
15/04/2023,21/06/2023,6/30/23,Sudan,SDN,Location was not covered in this update,Aj Jazirah,SD15,SD15037,Al Qurashi,Hai Alkahraba/Model School Boarding,Urban,Neighbourhood,,,250,50,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,,,250,0,250,TRUE,0,0,0,0,50,0,0,50,TRUE,Food,Return to location of origin
15/04/2023,21/06/2023,6/30/23,Sudan,SDN,Location was not covered in this update,Aj Jazirah,SD15,SD15037,Al Qurashi,Hai Alrai/ Alrai Housing,Urban,Neighbourhood,,,750,150,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,,,750,0,750,TRUE,0,0,0,0,0,150,0,150,TRUE,Food,Return to location of origin
15/04/2023,21/06/2023,6/30/23,Sudan,SDN,Location was not covered in this update,Aj Jazirah,SD15,SD15037,Al Qurashi,Wad Adam/Algalah Jamal Eldin,Urban,Neighbourhood,,,200,40,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,,,200,0,200,TRUE,0,40,0,0,0,0,0,40,TRUE,Food,Remain in the same place
15/04/2023,21/06/2023,6/30/23,Sudan,SDN,Location was not covered in this update,Aj Jazirah,SD15,SD15037,Al Qurashi,Wad Adam/Greigana,Rural,Village,,,25,5,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,,,25,0,25,TRUE,0,5,0,0,0,0,0,5,TRUE,Food,Remain in the same place
15/04/2023,21/06/2023,6/30/23,Sudan,SDN,Location was not covered in this update,Aj Jazirah,SD15,SD15037,Al Qurashi,Alazazi/Hai Wad Almurad,Urban,Neighbourhood,14.445132,32.78711,95,19,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,,,95,0,95,TRUE,0,19,0,0,0,0,0,19,TRUE,Food,Remain in the same place
15/04/2023,21/06/2023,6/30/23,Sudan,SDN,Location was not covered in this update,Aj Jazirah,SD15,SD15037,Al Qurashi,Alazazihai Alshukriya,Urban,Neighbourhood,14.501207,32.666198,100,20,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,,,100,0,100,TRUE,0,20,0,0,0,0,0,20,TRUE,Food,Move to another location
15/04/2023,21/06/2023,6/30/23,Sudan,SDN,Location was not covered in this update,Aj Jazirah,SD15,SD15037,Al Qurashi,Matoog,Rural,Village,14.181343,32.581162,175,35,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia neighbourhoods,,,175,0,175,TRUE,0,35,0,0,0,0,0,35,TRUE,Food,Move to another location
15/04/2023,21/06/2023,6/30/23,Sudan,SDN,Location was not covered in this update,Aj Jazirah,SD15,SD15037,Al Qurashi,24 Alqurashi/Alhai Aljanobi,Urban,Neighbourhood,,,90,18,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,90,0,90,TRUE,0,18,0,0,0,0,0,18,TRUE,Food,Return to location of origin
15/04/2023,21/06/2023,6/30/23,Sudan,SDN,Location was not covered in this update,Aj Jazirah,SD15,SD15037,Al Qurashi,24 Alqurashi/Hai Alsika Hadid,Urban,Neighbourhood,14.2377,32.7703,100,20,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,100,0,100,TRUE,0,20,0,0,0,0,0,20,TRUE,Food,Return to location of origin
15/04/2023,21/06/2023,6/30/23,Sudan,SDN,Location was not covered in this update,Aj Jazirah,SD15,SD15037,Al Qurashi,24 Alqurashi/ Alkamar Village,Rural,Village,,,125,25,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,125,0,125,TRUE,0,25,0,0,0,0,0,25,TRUE,Food,Return to location of origin
15/04/2023,21/06/2023,6/30/23,Sudan,SDN,Location was not covered in this update,Aj Jazirah,SD15,SD15037,Al Qurashi,24 Alqurashi/Hai Ahmed Almustafa,Urban,Neighbourhood,,,50,10,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,50,0,50,TRUE,0,10,0,0,0,0,0,10,TRUE,Food,Return to location of origin
15/04/2023,21/06/2023,6/30/23,Sudan,SDN,Location was not covered in this update,Aj Jazirah,SD15,SD15037,Al Qurashi,24 Alqurashi/Hai Abu Aoun,Urban,Neighbourhood,,,175,35,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,175,0,175,TRUE,0,35,0,0,0,0,0,35,TRUE,Food,Return to location of origin
15/04/2023,21/06/2023,6/30/23,Sudan,SDN,Location was not covered in this update,Aj Jazirah,SD15,SD15037,Al Qurashi,Wad Adam Town,Urban,Neighbourhood,,,225,45,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,225,0,225,TRUE,0,45,0,0,0,0,0,45,TRUE,Food,Return to location of origin
15/04/2023,21/06/2023,6/30/23,Sudan,SDN,Location was not covered in this update,Aj Jazirah,SD15,SD15037,Al Qurashi,Wad Adam/Algnabeel Village,Rural,Village,,,150,30,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,150,0,150,TRUE,0,30,0,0,0,0,0,30,TRUE,Food,Remain in the same place
15/04/2023,21/06/2023,6/30/23,Sudan,SDN,Location was not covered in this update,Aj Jazirah,SD15,SD15037,Al Qurashi,Wad Adam/Wad Alkay,Rural,Village,,,35,7,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,35,0,35,TRUE,0,7,0,0,0,0,0,7,TRUE,Food,Remain in the same place
15/04/2023,21/06/2023,6/30/23,Sudan,SDN,Location was not covered in this update,Aj Jazirah,SD15,SD15037,Al Qurashi,Alazazi/Hai Falastein,Urban,Neighbourhood,14.476279,32.747917,105,21,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,105,0,105,TRUE,0,21,0,0,0,0,0,21,TRUE,Food,Remain in the same place
15/04/2023,21/06/2023,6/30/23,Sudan,SDN,Location was not covered in this update,Aj Jazirah,SD15,SD15037,Al Qurashi,Alazazi/Hai Alshajara,Urban,Neighbourhood,,,100,20,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,100,0,100,TRUE,0,20,0,0,0,0,0,20,TRUE,Food,Remain in the same place
15/04/2023,21/06/2023,6/30/23,Sudan,SDN,Location was not covered in this update,Aj Jazirah,SD15,SD15037,Al Qurashi,Alazazi/Hai Abdoon,Urban,Neighbourhood,14.443606,32.695133,95,19,Khartoum,SD01,SD01003,Bahri,Bahri neighbourhoods,,,95,0,95,TRUE,0,19,0,0,0,0,0,19,TRUE,Food,Move to another location
15/04/2023,21/06/2023,6/30/23,Sudan,SDN,Location was not covered in this update,Aj Jazirah,SD15,SD15037,Al Qurashi,24 Alqurashi/Alhai Alahli,Urban,Neighbourhood,,,75,15,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel neighbourhoods,,,75,0,75,TRUE,0,15,0,0,0,0,0,15,TRUE,Food,Return to location of origin
15/04/2023,21/06/2023,6/30/23,Sudan,SDN,Location was not covered in this update,Aj Jazirah,SD15,SD15037,Al Qurashi,24 Alqurashi/Hai Kassala,Urban,Neighbourhood,,,50,10,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel neighbourhoods,,,50,0,50,TRUE,0,10,0,0,0,0,0,10,TRUE,Food,Return to location of origin
15/04/2023,21/06/2023,6/30/23,Sudan,SDN,Location was not covered in this update,Aj Jazirah,SD15,SD15037,Al Qurashi,24 Alqurashi/Hai Younis,Urban,Neighbourhood,,,100,20,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel neighbourhoods,,,100,0,100,TRUE,0,20,0,0,0,0,0,20,TRUE,Food,Return to location of origin
15/04/2023,21/06/2023,6/30/23,Sudan,SDN,Location was not covered in this update,Aj Jazirah,SD15,SD15037,Al Qurashi,24 Alqurashi/Hai Abuhaowa,Urban,Neighbourhood,,,80,16,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel neighbourhoods,,,80,0,80,TRUE,0,16,0,0,0,0,0,16,TRUE,Food,Return to location of origin
15/04/2023,21/06/2023,6/30/23,Sudan,SDN,Location was not covered in this update,Aj Jazirah,SD15,SD15037,Al Qurashi,Wad Adam/Alnourab Village,Rural,Village,,,125,25,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel neighbourhoods,,,125,0,125,TRUE,0,25,0,0,0,0,0,25,TRUE,Food,Remain in the same place
15/04/2023,21/06/2023,6/30/23,Sudan,SDN,Location was not covered in this update,Aj Jazirah,SD15,SD15037,Al Qurashi,Alazazi/Hai Alaraish,Urban,Neighbourhood,14.476789,32.753837,100,20,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel neighbourhoods,,,100,0,100,TRUE,0,20,0,0,0,0,0,20,TRUE,Food,Remain in the same place
15/04/2023,21/06/2023,6/30/23,Sudan,SDN,Location was not covered in this update,Aj Jazirah,SD15,SD15037,Al Qurashi,Alazazi/Alhai Aljanoubi,Urban,Neighbourhood,,,185,37,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel neighbourhoods,,,185,0,185,TRUE,0,37,0,0,0,0,0,37,TRUE,Food,Remain in the same place
15/04/2023,21/06/2023,6/30/23,Sudan,SDN,Location was not covered in this update,Aj Jazirah,SD15,SD15037,Al Qurashi,Alazazi/Hai Balowma,Urban,Neighbourhood,14.53153,32.646147,95,19,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel neighbourhoods,,,95,0,95,TRUE,0,19,0,0,0,0,0,19,TRUE,Food,Move to another location
15/04/2023,21/06/2023,6/30/23,Sudan,SDN,Location was not covered in this update,Aj Jazirah,SD15,SD15037,Al Qurashi,Alazazi/Hai Aljadida,Urban,Neighbourhood,,,95,19,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel neighbourhoods,,,95,0,95,TRUE,0,19,0,0,0,0,0,19,TRUE,Food,Move to another location
15/04/2023,21/06/2023,6/30/23,Sudan,SDN,Location was not covered in this update,Aj Jazirah,SD15,SD15037,Al Qurashi,Alazazi/Hai Alazima,Urban,Neighbourhood,,,90,18,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel neighbourhoods,,,90,0,90,TRUE,0,18,0,0,0,0,0,18,TRUE,Food,Move to another location
15/04/2023,21/06/2023,6/30/23,Sudan,SDN,Location was not covered in this update,Aj Jazirah,SD15,SD15037,Al Qurashi,24 Alqurashi/Alhai Alawsat,Urban,Neighbourhood,,,75,15,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,75,0,75,TRUE,0,15,0,0,0,0,0,15,TRUE,Food,Return to location of origin
15/04/2023,21/06/2023,6/30/23,Sudan,SDN,Location was not covered in this update,Aj Jazirah,SD15,SD15037,Al Qurashi,24 Alqurashi/Jaloka Village,Rural,Village,14.277556,32.694152,150,30,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,150,0,150,TRUE,0,30,0,0,0,0,0,30,TRUE,Food,Return to location of origin
15/04/2023,21/06/2023,6/30/23,Sudan,SDN,Location was not covered in this update,Aj Jazirah,SD15,SD15037,Al Qurashi,24 Alqurashi/Hai Alkhir Bahlik,Urban,Neighbourhood,,,100,20,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,100,0,100,TRUE,0,20,0,0,0,0,0,20,TRUE,Food,Return to location of origin
15/04/2023,21/06/2023,6/30/23,Sudan,SDN,Location was not covered in this update,Aj Jazirah,SD15,SD15037,Al Qurashi,24 Alqurashi/Hai Almatorab,Urban,Neighbourhood,14.19975,32.748913,50,10,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,50,0,50,TRUE,0,10,0,0,0,0,0,10,TRUE,Food,Return to location of origin
15/04/2023,21/06/2023,6/30/23,Sudan,SDN,Location was not covered in this update,Aj Jazirah,SD15,SD15037,Al Qurashi,Wad Adam/Umshadid Jamal Eldin,Rural,Village,,,100,20,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,100,0,100,TRUE,0,20,0,0,0,0,0,20,TRUE,Food,Remain in the same place
15/04/2023,21/06/2023,6/30/23,Sudan,SDN,Location was not covered in this update,Aj Jazirah,SD15,SD15037,Al Qurashi,Wad Adam/Kimiyoura A,Rural,Village,,,25,5,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,25,0,25,TRUE,0,5,0,0,0,0,0,5,TRUE,Food,Remain in the same place
15/04/2023,21/06/2023,6/30/23,Sudan,SDN,Location was not covered in this update,Aj Jazirah,SD15,SD15037,Al Qurashi,Kenani Wad Adam Center,Urban,Neighbourhood,,,200,40,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,200,0,200,TRUE,0,40,0,0,0,0,0,40,TRUE,Food,Remain in the same place
15/04/2023,21/06/2023,6/30/23,Sudan,SDN,Location was not covered in this update,Aj Jazirah,SD15,SD15037,Al Qurashi,Alazazi/Hai Almourada,Urban,Neighbourhood,,,120,24,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,120,0,120,TRUE,0,24,0,0,0,0,0,24,TRUE,Food,Remain in the same place
15/04/2023,21/06/2023,6/30/23,Sudan,SDN,Location was not covered in this update,Aj Jazirah,SD15,SD15037,Al Qurashi,Alazazi/ Hai Alansar,Urban,Neighbourhood,,,115,23,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,115,0,115,TRUE,0,23,0,0,0,0,0,23,TRUE,Food,Remain in the same place
15/04/2023,21/06/2023,6/30/23,Sudan,SDN,Location was not covered in this update,Aj Jazirah,SD15,SD15037,Al Qurashi,Alazazi/Hai Wadreeg,Urban,Neighbourhood,,,90,18,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,90,0,90,TRUE,0,18,0,0,0,0,0,18,TRUE,Food,Move to another location
15/04/2023,21/06/2023,6/30/23,Sudan,SDN,Location was not covered in this update,Aj Jazirah,SD15,SD15037,Al Qurashi,Alazazi/Hai Shikrer,Urban,Neighbourhood,14.504135,32.631517,100,20,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,100,0,100,TRUE,0,20,0,0,0,0,0,20,TRUE,Food,Move to another location
15/04/2023,21/06/2023,6/30/23,Sudan,SDN,Location was not covered in this update,Aj Jazirah,SD15,SD15037,Al Qurashi,Matoog,Rural,Village,14.181343,32.581162,170,34,Khartoum,SD01,SD01006,Um Durman,Um Durman neighbourhoods,,,170,0,170,TRUE,0,34,0,0,0,0,0,34,TRUE,Food,Move to another location
15/04/2023,21/06/2023,6/30/23,Sudan,SDN,Location was not covered in this update,Aj Jazirah,SD15,SD15037,Al Qurashi,24 Alqurashi / Hai Alsoug Gathering Point,Urban,Neighbourhood,14.41329,33.165412,465,93,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,465,0,465,TRUE,0,0,0,0,0,93,0,93,TRUE,Food,Return to location of origin
15/04/2023,21/06/2023,6/30/23,Sudan,SDN,Location was not covered in this update,Aj Jazirah,SD15,SD15037,Al Qurashi,24 Alqurashi/Alhai Alshamali,Urban,Neighbourhood,,,100,20,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,100,0,100,TRUE,0,20,0,0,0,0,0,20,TRUE,Food,Return to location of origin
15/04/2023,21/06/2023,6/30/23,Sudan,SDN,Location was not covered in this update,Aj Jazirah,SD15,SD15037,Al Qurashi,24 Alqurashi/Hai Abu Elhassan,Urban,Neighbourhood,14.253,32.7694,125,25,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,125,0,125,TRUE,0,25,0,0,0,0,0,25,TRUE,Food,Return to location of origin
15/04/2023,21/06/2023,6/30/23,Sudan,SDN,Location was not covered in this update,Aj Jazirah,SD15,SD15037,Al Qurashi,24 Alqurashi/Hai Almutasila,Urban,Neighbourhood,,,95,19,Khartoum,SD01,SD01007,Khartoum,Khartoum neighbourhoods,,,95,0,95,TRUE,0,19,0,0,0,0,0,19,TRUE,Food,Return to location of origin
