,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCIDENT,DATA COLLECTION,status,PREVIOUS REPORT IDP,PREVIOUS REPORT HH,Difference IDPs,Difference HH,OK CHECK,"STATE OF DISPLACEMENT
 (Drop-down List)",STATE_CODE,Locality_Code,"LOCALITY OF DISPLACEMENT
 (Drop-down List)",LOCATION OF DISPALCEMENT,Location type (Drop-down List),Location Classification (Drop-down List),IDPs,HHs,"STATE ORIGIN
 (Drop-down List)",STATE_CODE,Locality_Code,"LOCALITY ORIGIN
 (Drop-down List)",LOCATION OF ORIGIN,SUDANESE,NON SUDANESE,TOTAL (=IDPs),VALIDATION,Camp (formal),In Host Family/Community accommodation,In Rented accomodation (paying rent),In Abandoned buildings/critical shelters/no rent,In schools or other public buildings/no rent,Gathering sites (informal settlements or open area),Unknown,Total (=HHs),VALIDATION,priority need,return Intention
,,,,,,,,#adm1+name,#adm1+pcode,#adm2+pcode,#adm2+name,,,,#affected+idps+ind,#affected+idps+hh,#adm1+origin+name,#adm1+origin+pcode,#adm2+origin+pcode,#adm2+origin+name,,,,,,,,,,,,,,,,
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14043,Sinja,Umbelail AU,Rural,Village,135,27,Khartoum,SD01,SD01003,Bahri,Bahri Neighbourhoods,135,-,135,TRUE,0,27,0,-,-,-,-,27,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14043,Sinja,Alazaza Aljadida,Rural,Village,110,22,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia Neighbourhoods and villages,110,-,110,TRUE,0,22,0,-,-,-,-,22,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14043,Sinja,Alazaza Aljadida,Rural,Village,110,22,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,110,-,110,TRUE,0,22,0,-,-,-,-,22,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14043,Sinja,Alazaza Algadima,Rural,Village,40,8,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,40,-,40,TRUE,0,8,0,-,-,-,-,8,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14043,Sinja,Alazaza Algadima,Rural,Village,35,7,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia Neighbourhoods and villages,35,-,35,TRUE,0,7,0,-,-,-,-,7,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14043,Sinja,Aldabkara Village,Rural,Village,85,17,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,85,-,85,TRUE,0,17,0,-,-,-,-,17,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14043,Sinja,Alramash Village,Rural,Village,85,17,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia Neighbourhoods and villages,85,-,85,TRUE,0,17,0,-,-,-,-,17,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14043,Sinja,Alramash Village,Rural,Village,50,10,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,50,-,50,TRUE,0,10,0,-,-,-,-,10,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14043,Sinja,Alshawal Village,Rural,Village,100,20,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia Neighbourhoods and villages,100,-,100,TRUE,0,20,0,-,-,-,-,20,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14043,Sinja,Alshawal Village,Rural,Village,95,19,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,95,-,95,TRUE,0,19,0,-,-,-,-,19,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14043,Sinja,Alrabat Village,Rural,Village,100,20,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,100,-,100,TRUE,0,20,0,-,-,-,-,20,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14043,Sinja,Alrabat Village,Rural,Village,70,14,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia Neighbourhoods and villages,70,-,70,TRUE,0,14,0,-,-,-,-,14,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14043,Sinja,Humrani Village,Rural,Village,60,12,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia Neighbourhoods and villages,60,-,60,TRUE,0,12,0,-,-,-,-,12,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14043,Sinja,Humrani Village,Rural,Village,65,13,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,65,-,65,TRUE,0,13,0,-,-,-,-,13,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14043,Sinja,Enikliba Village,Rural,Village,65,13,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,65,-,65,TRUE,0,13,0,-,-,-,-,13,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14043,Sinja,Enikliba Village,Rural,Village,65,13,Khartoum,SD01,SD01001,Jebel Awlia,Jebel Awlia Neighbourhoods and villages,65,-,65,TRUE,0,13,0,-,-,-,-,13,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14043,Sinja,Alhariry Village,Rural,Village,50,10,Khartoum,SD01,SD01003,Bahri,Bahri Neighbourhoods,50,-,50,TRUE,0,10,0,-,-,-,-,10,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14043,Sinja,Alhariry Village,Rural,Village,45,9,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel nighbourhoods and villages,45,-,45,TRUE,0,9,0,-,-,-,-,9,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14043,Sinja,Umrashid Village,Rural,Village,60,12,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,60,-,60,TRUE,0,12,0,-,-,-,-,12,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,Sennar,SD14,SD14043,Sinja,Umrashid Village,Rural,Village,60,12,Khartoum,SD01,SD01003,Bahri,Bahri Neighbourhoods,60,-,60,TRUE,0,12,0,-,-,-,-,12,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,2. updated with new information,,,,,,River Nile,SD16,SD16008,Abu Hamad,Abuhamad Town,Urban,Neighbourhood,"1,435",287,Khartoum,SD01,SD01003,Bahri,Bahri Neighbourhoods,"1,435",-,"1,435",TRUE,0,153,134,-,-,-,-,287,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,2. updated with new information,,,,,,River Nile,SD16,SD16008,Abu Hamad,Abuhamad Town,Urban,Neighbourhood,"1,390",278,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,"1,390",-,"1,390",TRUE,0,141,137,-,-,-,-,278,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,2. updated with new information,,,,,,River Nile,SD16,SD16008,Abu Hamad,Abuhamad Town,Urban,Neighbourhood,"1,355",271,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel nighbourhoods and villages,"1,355",-,"1,355",TRUE,0,142,129,-,-,-,-,271,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,2. updated with new information,,,,,,River Nile,SD16,SD16008,Abu Hamad,Abuhamad Town,Urban,Neighbourhood,"1,290",258,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,"1,290",-,"1,290",TRUE,0,131,127,-,-,-,-,258,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,River Nile,SD16,SD16008,Abu Hamad,Reifi Abuhamad,Rural,Village,160,32,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,160,-,160,TRUE,0,20,12,-,-,-,-,32,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,River Nile,SD16,SD16008,Abu Hamad,Reifi Abuhamad,Rural,Village,110,22,Khartoum,SD01,SD01003,Bahri,Bahri Neighbourhoods,110,-,110,TRUE,0,12,10,-,-,-,-,22,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,River Nile,SD16,SD16008,Abu Hamad,Reifi Abuhamad,Rural,Village,90,18,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel nighbourhoods and villages,90,-,90,TRUE,0,10,8,-,-,-,-,18,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,River Nile,SD16,SD16008,Abu Hamad,Algoz,Rural,Village,75,15,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,75,-,75,TRUE,0,15,0,-,-,-,-,15,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,River Nile,SD16,SD16008,Abu Hamad,Algoz,Rural,Village,50,10,Khartoum,SD01,SD01003,Bahri,Bahri Neighbourhoods,50,-,50,TRUE,0,10,0,-,-,-,-,10,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,River Nile,SD16,SD16008,Abu Hamad,Block 2,Urban,Neighbourhood,85,17,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,85,-,85,TRUE,0,9,8,-,-,-,-,17,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,River Nile,SD16,SD16008,Abu Hamad,Block 2,Urban,Neighbourhood,80,16,Khartoum,SD01,SD01003,Bahri,Bahri Neighbourhoods,80,-,80,TRUE,0,8,8,-,-,-,-,16,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,River Nile,SD16,SD16008,Abu Hamad,Aljazeira Mugraat,Rural,Village,115,23,Khartoum,SD01,SD01003,Bahri,Bahri Neighbourhoods,115,-,115,TRUE,0,23,0,-,-,-,-,23,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,River Nile,SD16,SD16008,Abu Hamad,Aljazeira Mugraat,Rural,Village,115,23,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,115,-,115,TRUE,0,23,0,-,-,-,-,23,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,River Nile,SD16,SD16008,Abu Hamad,Amkki,Rural,Village,75,15,Khartoum,SD01,SD01003,Bahri,Bahri Neighbourhoods,75,-,75,TRUE,0,15,0,-,-,-,-,15,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,River Nile,SD16,SD16008,Abu Hamad,Amkki,Rural,Village,50,10,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,50,-,50,TRUE,0,10,0,-,-,-,-,10,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,River Nile,SD16,SD16008,Abu Hamad,Amkki,Rural,Village,50,10,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,50,-,50,TRUE,0,10,0,-,-,-,-,10,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,River Nile,SD16,SD16008,Abu Hamad,Aljazeira Galgati,Rural,Village,70,14,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,70,-,70,TRUE,0,14,0,-,-,-,-,14,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,River Nile,SD16,SD16008,Abu Hamad,Aljazeira Galgati,Rural,Village,65,13,Khartoum,SD01,SD01003,Bahri,Bahri Neighbourhoods,65,-,65,TRUE,0,13,0,-,-,-,-,13,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,River Nile,SD16,SD16008,Abu Hamad,Aljazeira Galgati,Rural,Village,60,12,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,60,-,60,TRUE,0,12,0,-,-,-,-,12,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,River Nile,SD16,SD16008,Abu Hamad,Alghaba,Urban,Neighbourhood,125,25,Khartoum,SD01,SD01003,Bahri,Bahri Neighbourhoods,125,-,125,TRUE,0,13,12,-,-,-,-,25,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,River Nile,SD16,SD16008,Abu Hamad,Alghaba,Urban,Neighbourhood,75,15,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,75,-,75,TRUE,0,7,8,-,-,-,-,15,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,River Nile,SD16,SD16008,Abu Hamad,Alshurik,Rural,Village,560,112,Khartoum,SD01,SD01003,Bahri,Bahri Neighbourhoods,560,-,560,TRUE,0,50,62,-,-,-,-,112,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,River Nile,SD16,SD16008,Abu Hamad,Alshurik,Rural,Village,515,103,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,515,-,515,TRUE,0,51,52,-,-,-,-,103,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,River Nile,SD16,SD16008,Abu Hamad,Alshurik,Rural,Village,485,97,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel nighbourhoods and villages,485,-,485,TRUE,0,44,53,-,-,-,-,97,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,River Nile,SD16,SD16008,Abu Hamad,Alshurik,Rural,Village,375,75,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,375,-,375,TRUE,0,42,33,-,-,-,-,75,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,River Nile,SD16,SD16008,Abu Hamad,Abuhasheem,Rural,Village,150,30,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,150,-,150,TRUE,0,30,0,-,-,-,-,30,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,River Nile,SD16,SD16008,Abu Hamad,Abuhasheem,Rural,Village,135,27,Khartoum,SD01,SD01003,Bahri,Bahri Neighbourhoods,135,-,135,TRUE,0,27,0,-,-,-,-,27,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,River Nile,SD16,SD16008,Abu Hamad,Alfidaa,Rural,Village,340,68,Khartoum,SD01,SD01003,Bahri,Bahri Neighbourhoods,340,-,340,TRUE,0,68,0,-,-,-,-,68,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,River Nile,SD16,SD16008,Abu Hamad,Alfidaa,Rural,Village,280,56,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,280,-,280,TRUE,0,56,0,-,-,-,-,56,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,River Nile,SD16,SD16008,Abu Hamad,Alfidaa,Rural,Village,240,48,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,240,-,240,TRUE,0,48,0,-,-,-,-,48,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,River Nile,SD16,SD16011,Ad Damar,Aljubarab,Rural,Village,150,30,Khartoum,SD01,SD01003,Bahri,Bahri Neighbourhoods,150,-,150,TRUE,0,30,0,-,-,-,-,30,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,River Nile,SD16,SD16011,Ad Damar,Aljubarab,Rural,Village,105,21,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,105,-,105,TRUE,0,21,0,-,-,-,-,21,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,River Nile,SD16,SD16011,Ad Damar,Aljubarab,Rural,Village,75,15,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,75,-,75,TRUE,0,15,0,-,-,-,-,15,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,River Nile,SD16,SD16011,Ad Damar,Almusayab,Rural,Village,90,18,Khartoum,SD01,SD01003,Bahri,Bahri Neighbourhoods,90,-,90,TRUE,0,18,0,-,-,-,-,18,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,River Nile,SD16,SD16011,Ad Damar,Almusayab,Rural,Village,60,12,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,60,-,60,TRUE,0,12,0,-,-,-,-,12,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,River Nile,SD16,SD16011,Ad Damar,Alhasaya,Rural,Village,210,42,Khartoum,SD01,SD01003,Bahri,Bahri Neighbourhoods,210,-,210,TRUE,0,42,0,-,-,-,-,42,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,River Nile,SD16,SD16011,Ad Damar,Alhasaya,Rural,Village,190,38,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,190,-,190,TRUE,0,38,0,-,-,-,-,38,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,2. updated with new information,,,,,,River Nile,SD16,SD16011,Ad Damar,Block 1,Urban,Neighbourhood,150,30,Khartoum,SD01,SD01003,Bahri,Bahri Neighbourhoods,150,-,150,TRUE,0,17,13,-,-,-,-,30,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,2. updated with new information,,,,,,River Nile,SD16,SD16011,Ad Damar,Block 2,Urban,Neighbourhood,130,26,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,130,-,130,TRUE,0,13,13,-,-,-,-,26,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,2. updated with new information,,,,,,River Nile,SD16,SD16011,Ad Damar,Block 13,Urban,Neighbourhood,115,23,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,115,-,115,TRUE,0,12,11,-,-,-,-,23,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,2. updated with new information,,,,,,River Nile,SD16,SD16011,Ad Damar,Block 14,Urban,Neighbourhood,115,23,Khartoum,SD01,SD01003,Bahri,Bahri Neighbourhoods,115,-,115,TRUE,0,12,11,-,-,-,-,23,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,2. updated with new information,,,,,,River Nile,SD16,SD16011,Ad Damar,Block 14,Urban,Neighbourhood,90,18,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,90,-,90,TRUE,0,10,8,-,-,-,-,18,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,2. updated with new information,,,,,,River Nile,SD16,SD16011,Ad Damar,Block 15,Urban,Neighbourhood,90,18,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,90,-,90,TRUE,0,9,9,-,-,-,-,18,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,2. updated with new information,,,,,,River Nile,SD16,SD16011,Ad Damar,Block 15,Urban,Neighbourhood,85,17,Khartoum,SD01,SD01003,Bahri,Bahri Neighbourhoods,85,-,85,TRUE,0,9,8,-,-,-,-,17,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,2. updated with new information,,,,,,River Nile,SD16,SD16011,Ad Damar,Block 30,Urban,Neighbourhood,150,30,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,150,-,150,TRUE,0,15,15,-,-,-,-,30,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,2. updated with new information,,,,,,River Nile,SD16,SD16011,Ad Damar,Block 30,Urban,Neighbourhood,140,28,Khartoum,SD01,SD01003,Bahri,Bahri Neighbourhoods,140,-,140,TRUE,0,16,12,-,-,-,-,28,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,2. updated with new information,,,,,,River Nile,SD16,SD16011,Ad Damar,Block 30,Urban,Neighbourhood,130,26,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,130,-,130,TRUE,0,16,10,-,-,-,-,26,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,River Nile,SD16,SD16011,Ad Damar,Alhediba,Rural,Village,100,20,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,100,-,100,TRUE,0,20,0,-,-,-,-,20,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,River Nile,SD16,SD16011,Ad Damar,Alhediba,Rural,Village,65,13,Khartoum,SD01,SD01003,Bahri,Bahri Neighbourhoods,65,-,65,TRUE,0,13,0,-,-,-,-,13,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,River Nile,SD16,SD16011,Ad Damar,Umhagein,Rural,Village,100,20,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,100,-,100,TRUE,0,20,0,-,-,-,-,20,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,River Nile,SD16,SD16011,Ad Damar,Umhagein,Rural,Village,75,15,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,75,-,75,TRUE,0,15,0,-,-,-,-,15,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,River Nile,SD16,SD16011,Ad Damar,Alshaadelenab,Rural,Village,155,31,Khartoum,SD01,SD01003,Bahri,Bahri Neighbourhoods,155,-,155,TRUE,0,31,0,-,-,-,-,31,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,River Nile,SD16,SD16011,Ad Damar,Alshaadelenab,Rural,Village,145,29,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,145,-,145,TRUE,0,29,0,-,-,-,-,29,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,River Nile,SD16,SD16011,Ad Damar,Alshaadelenab,Rural,Village,120,24,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,120,-,120,TRUE,0,24,0,-,-,-,-,24,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,River Nile,SD16,SD16011,Ad Damar,Alshaadelenab,Rural,Village,80,16,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel nighbourhoods and villages,80,-,80,TRUE,0,16,0,-,-,-,-,16,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,River Nile,SD16,SD16011,Ad Damar,Alhilla Aljadida,Rural,Village,215,43,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,215,-,215,TRUE,0,43,0,-,-,-,-,43,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,River Nile,SD16,SD16011,Ad Damar,Alhilla Aljadida,Rural,Village,150,30,Khartoum,SD01,SD01003,Bahri,Bahri Neighbourhoods,150,-,150,TRUE,0,30,0,-,-,-,-,30,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,River Nile,SD16,SD16011,Ad Damar,Alhilla Aljadida,Rural,Village,135,27,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,135,-,135,TRUE,0,27,0,-,-,-,-,27,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,River Nile,SD16,SD16011,Ad Damar,Alfreiaa Algadeem,Rural,Village,115,23,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,115,-,115,TRUE,0,23,0,-,-,-,-,23,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,River Nile,SD16,SD16011,Ad Damar,Alfreiaa Algadeem,Rural,Village,160,32,Khartoum,SD01,SD01003,Bahri,Bahri Neighbourhoods,160,-,160,TRUE,0,32,0,-,-,-,-,32,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,River Nile,SD16,SD16011,Ad Damar,Alhassanab,Rural,Village,150,30,Khartoum,SD01,SD01003,Bahri,Bahri Neighbourhoods,150,-,150,TRUE,0,30,0,-,-,-,-,30,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,River Nile,SD16,SD16011,Ad Damar,Alhassanab,Rural,Village,100,20,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,100,-,100,TRUE,0,20,0,-,-,-,-,20,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,River Nile,SD16,SD16011,Ad Damar,Alkunuz,Rural,Village,225,45,Khartoum,SD01,SD01003,Bahri,Bahri Neighbourhoods,225,-,225,TRUE,0,45,0,-,-,-,-,45,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,River Nile,SD16,SD16011,Ad Damar,Alkunuz,Rural,Village,150,30,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,150,-,150,TRUE,0,30,0,-,-,-,-,30,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,River Nile,SD16,SD16011,Ad Damar,Alakad,Rural,Village,500,100,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,500,-,500,TRUE,0,100,0,-,-,-,-,100,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,River Nile,SD16,SD16011,Ad Damar,Alakad,Rural,Village,460,92,Khartoum,SD01,SD01003,Bahri,Bahri Neighbourhoods,460,-,460,TRUE,0,92,0,-,-,-,-,92,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,River Nile,SD16,SD16011,Ad Damar,Alakad,Rural,Village,405,81,Khartoum,SD01,SD01006,Um Durman,Um Durman Neighbourhoods,405,-,405,TRUE,0,81,0,-,-,-,-,81,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,River Nile,SD16,SD16011,Ad Damar,Alakad,Rural,Village,345,69,Khartoum,SD01,SD01004,Sharg An Neel,Sharg An Neel nighbourhoods and villages,345,-,345,TRUE,0,69,0,-,-,-,-,69,TRUE,Food,3-Return to location of origin
4/15/23,5/25/23,3.updated with same information,,,,,,River Nile,SD16,SD16011,Ad Damar,Alzeidab,Rural,Village,835,167,Khartoum,SD01,SD01007,Khartoum,Khartoum Neighbourhoods,835,-,835,TRUE,0,167,0,-,-,-,-,167,TRUE,Food,3-Return to location of origin
