,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCIDENT,DATA COLLECTION,STATUS,STATE OF DISPLACEMENT,STATE CODE,LOCALITY CODE,LOCALITY OF DISPLACEMENT,LOCATION OF DISPALCEMENT,LOCATION TYPE,LOCATION CLASSIFICATION,IDPs,HHs,STATE ORIGIN,STATE CODE ORIGIN,LOCALITY CODE ORIGIN,LOCALITY ORIGIN,LOCATION OF ORIGIN,NATIONALITY SUDANESE,NATIONALITY NON SUDANESE,TOTAL (=IDPs),SHELTER CATEGORY: Camp,SHELTER CATEGORY: With Host Community,SHELTER CATEGORY: In Rented accomodation (paying rent),SHELTER CATEGORY: In Abandoned buildings/critical shelters/no rent,SHELTER CATEGORY: In schools or other public buildings/no rent,SHELTER CATEGORY: Gathering sites (informal settlements or open area),SHELTER CATEGORY: Unknown,total,TOP PRIORITY NEED,RETURN INTENTIONS
,#date+survey,,#adm1+name,#adm1+pcode,#adm2+pcode,#adm2+name,,,,#affected+idps+ind,#affected+idps+hh,#adm1+origin+name,#adm1+origin+pcode,#adm2+origin+pcode,#adm2+origin+name,,,,,,,,,,,,,,
4/15/23,6/7/23,Updated with new information,Red Sea,SD10,SD10064,Port Sudan,Daim alnaeam,Urban,neighbourhood,"1,250",250,Khartoum,SD01,SD01007,Khartoum,,"1,250",0,"1,250",0,150,100,0,0,0,0,250,Food,Return to location of origin
4/15/23,6/7/23,Updated with new information,Red Sea,SD10,SD10064,Port Sudan,Daim alnoor,Urban,neighbourhood,750,150,Khartoum,SD01,SD01003,Bahri,,750,0,750,0,90,60,0,0,0,0,150,Food,Move to another location
4/15/23,6/7/23,Updated with new information,Red Sea,SD10,SD10064,Port Sudan,Daim arab,Urban,neighbourhood,400,80,Khartoum,SD01,SD01003,Bahri,,400,0,400,0,48,32,0,0,0,0,80,Food,Remain in the same place
4/15/23,6/7/23,Updated with new information,Red Sea,SD10,SD10064,Port Sudan,Daim Mayo,Urban,neighbourhood,95,19,Khartoum,SD01,SD01004,Sharg An Neel,,95,0,95,0,11,8,0,0,0,0,19,Food,Remain in the same place
4/15/23,6/7/23,Updated with new information,Red Sea,SD10,SD10064,Port Sudan,Daim qarb,Urban,neighbourhood,"1,300",260,Khartoum,SD01,SD01007,Khartoum,,"1,300",0,"1,300",0,160,100,0,0,0,0,260,Food,Return to location of origin
4/15/23,6/7/23,Updated with new information,Red Sea,SD10,SD10064,Port Sudan,Daim sawakin,Urban,neighbourhood,900,180,Khartoum,SD01,SD01007,Khartoum,,900,0,900,0,108,72,0,0,0,0,180,Food,Return to location of origin
4/15/23,6/7/23,Updated with new information,Red Sea,SD10,SD10064,Port Sudan,Dar abna alshmal (port Sudan town),Urban,neighbourhood,260,52,Khartoum,SD01,SD01007,Khartoum,,260,0,260,0,0,0,0,52,0,0,52,Food,Remain in the same place
4/15/23,6/7/23,Updated with same information,Red Sea,SD10,SD10064,Port Sudan,Dar Al Bunni Amer (Portsudan town),Urban,neighbourhood,95,19,Khartoum,SD01,SD01003,Bahri,,93,2,95,0,0,0,0,19,0,0,19,Food,Return to location of origin
4/15/23,6/7/23,Updated with new information,Red Sea,SD10,SD10064,Port Sudan,Dar alsalamat,Urban,neighbourhood,"1,150",230,Khartoum,SD01,SD01007,Khartoum,,"1,150",0,"1,150",0,138,92,0,0,0,0,230,Food,Return to location of origin
4/15/23,6/7/23,Updated with new information,Red Sea,SD10,SD10064,Port Sudan,Eshwai bagdad,Urban,neighbourhood,600,120,Khartoum,SD01,SD01007,Khartoum,,600,0,600,0,72,48,0,0,0,0,120,Food,Return to location of origin
4/15/23,6/7/23,Updated with new information,Red Sea,SD10,SD10064,Port Sudan,Girls’ interiors (Portsudan town),Urban,neighbourhood,95,19,Khartoum,SD01,SD01007,Khartoum,,95,0,95,0,0,0,0,19,0,0,19,Food,Remain in the same place
4/15/23,6/7/23,Updated with new information,Red Sea,SD10,SD10064,Port Sudan,Habila,Urban,neighbourhood,165,33,Khartoum,SD01,SD01007,Khartoum,,165,0,165,0,20,13,0,0,0,0,33,Food,Return to location of origin
4/15/23,6/7/23,Updated with new information,Red Sea,SD10,SD10064,Port Sudan,Hadl,Urban,neighbourhood,"1,830",366,Khartoum,SD01,SD01007,Khartoum,,"1,830",0,"1,830",0,238,128,0,0,0,0,366,Food,Return to location of origin
4/15/23,6/7/23,Updated with new information,Red Sea,SD10,SD10064,Port Sudan,Hai al matar,Urban,neighbourhood,"1,725",345,Khartoum,SD01,SD01003,Bahri,,"1,725",0,"1,725",0,207,138,0,0,0,0,345,Food,Move to another location
4/15/23,6/7/23,Updated with new information,Red Sea,SD10,SD10064,Port Sudan,Hai alinqaz,Urban,neighbourhood,85,17,Khartoum,SD01,SD01003,Bahri,,85,0,85,0,10,7,0,0,0,0,17,Food,Move to another location
4/15/23,6/7/23,Updated with new information,Red Sea,SD10,SD10064,Port Sudan,Hai alkhalig,Urban,neighbourhood,"1,400",297,Khartoum,SD01,SD01007,Khartoum,,"1,400",0,"1,400",0,185,112,0,0,0,0,297,Food,Return to location of origin
4/15/23,6/7/23,Updated with new information,Red Sea,SD10,SD10064,Port Sudan,Hai alsoug,Urban,neighbourhood,"2,250",450,Khartoum,SD01,SD01003,Bahri,,"2,250",0,"2,250",0,270,180,0,0,0,0,450,Food,Move to another location
4/15/23,6/7/23,Updated with new information,Red Sea,SD10,SD10064,Port Sudan,Hanish,Urban,neighbourhood,"1,600",320,Khartoum,SD01,SD01007,Khartoum,,"1,600",0,"1,600",0,192,128,0,0,0,0,320,Food,Return to location of origin
4/15/23,6/7/23,Updated with same information,Red Sea,SD10,SD10064,Port Sudan,Hi Alaman Health centre (Portsudan town),Urban,neighbourhood,20,4,Khartoum,SD01,SD01007,Khartoum,,0,20,20,0,0,0,0,4,0,0,4,Food,Remain in the same place
4/15/23,6/7/23,Updated with same information,Red Sea,SD10,SD10064,Port Sudan,Hi koria Apartments (Portsudan town),Urban,neighbourhood,140,28,Khartoum,SD01,SD01007,Khartoum,,0,140,140,0,0,0,0,28,0,0,28,Food,Remain in the same place
4/15/23,6/7/23,Updated with new information,Red Sea,SD10,SD10064,Port Sudan,Koria alshagra,Urban,neighbourhood,410,82,Khartoum,SD01,SD01004,Sharg An Neel,,410,0,410,0,49,33,0,0,0,0,82,Food,Remain in the same place
4/15/23,6/7/23,Updated with same information,Red Sea,SD10,SD10064,Port Sudan,Koria School (Portsudan town),Urban,neighbourhood,80,16,Khartoum,SD01,SD01007,Khartoum,,0,80,80,0,0,0,0,16,0,0,16,Food,Remain in the same place
4/15/23,6/7/23,Updated with new information,Red Sea,SD10,SD10064,Port Sudan,Mid-Wife training school (Portsudan town),Urban,neighbourhood,35,7,Khartoum,SD01,SD01004,Sharg An Neel,,30,5,35,0,0,0,0,7,0,0,7,Food,Remain in the same place
4/15/23,6/7/23,Updated with same information,Red Sea,SD10,SD10064,Port Sudan,Reem Festivals Hall (Portsudan town),Urban,neighbourhood,850,170,Khartoum,SD01,SD01004,Sharg An Neel,,0,850,850,0,0,0,0,170,0,0,170,Food,Move to another location
4/15/23,6/7/23,Updated with new information,Red Sea,SD10,SD10064,Port Sudan,Salalab,Urban,neighbourhood,"2,400",480,Khartoum,SD01,SD01003,Bahri,,"2,400",0,"2,400",0,288,192,0,0,0,0,480,Food,Move to another location
4/15/23,6/7/23,Updated with new information,Red Sea,SD10,SD10064,Port Sudan,salboi,Urban,neighbourhood,"1,400",280,Khartoum,SD01,SD01007,Khartoum,,"1,400",0,"1,400",0,168,112,0,0,0,0,280,Food,Remain in the same place
4/15/23,6/7/23,Updated with same information,Red Sea,SD10,SD10064,Port Sudan,See side /beach (Portsudan town),Urban,neighbourhood,200,40,Khartoum,SD01,SD01003,Bahri,,0,200,200,0,0,0,0,40,0,0,40,Food,Move to another location
4/15/23,6/7/23,New Location,Red Sea,SD10,SD10064,Port Sudan,teacher School,Urban,neighbourhood,20,4,Khartoum,SD01,SD01003,Bahri,,20,,20,0,,,,4,,0,4,Food,Move to another location
4/15/23,6/7/23,Updated with new information,Red Sea,SD10,SD10064,Port Sudan,transit,Urban,neighbourhood,"1,050",210,Khartoum,SD01,SD01003,Bahri,,"1,050",0,"1,050",0,126,84,0,0,0,0,210,Food,Move to another location
4/15/23,6/7/23,Updated with new information,Red Sea,SD10,SD10064,Port Sudan,Walea,Urban,neighbourhood,"1,165",233,Khartoum,SD01,SD01003,Bahri,,"1,165",0,"1,165",0,140,93,0,0,0,0,233,Food,Remain in the same place
4/15/23,6/7/23,Updated with same information,Red Sea,SD10,SD10064,Port Sudan,Zoon Park/luna park (Portsudan town),Urban,neighbourhood,700,140,Khartoum,SD01,SD01003,Bahri,,0,700,700,0,0,0,0,140,0,0,140,Food,Move to another location
4/15/23,6/7/23,Updated with new information,Red Sea,SD10,SD10068,Sawakin,Sawakin town,Urban,neighbourhood,100,20,Khartoum,SD01,SD01006,Um Durman,,80,20,100,0,16,4,0,0,0,0,20,Food,Remain in the same place
4/15/23,6/7/23,New Location,Red Sea,SD10,SD10071,Sinkat,Dordieb town,Urban,neighbourhood,75,15,Khartoum,SD01,SD01006,Um Durman,,75,0,75,0,15,0,0,,0,0,15,Food,Move to another location
4/15/23,6/7/23,Updated with new information,Red Sea,SD10,SD10071,Sinkat,Sinkat town,Urban,neighbourhood,350,70,Khartoum,SD01,SD01006,Um Durman,,350,0,350,0,70,0,0,,0,0,70,Food,Remain in the same place
4/15/23,6/7/23,Updated with new information,River Nile,SD16,SD16008,Abu Hamad,Abuhamad town,Urban,neighbourhood,510,102,Khartoum,SD01,SD01003,Bahri,,510,0,510,0,62,40,0,0,0,0,102,Food,Remain in the same place
4/15/23,6/7/23,Updated with new information,River Nile,SD16,SD16008,Abu Hamad,Abuhamad town,Urban,neighbourhood,470,94,Khartoum,SD01,SD01007,Khartoum,,470,0,470,0,50,44,0,0,0,0,94,Food,Remain in the same place
4/15/23,6/7/23,Updated with new information,River Nile,SD16,SD16008,Abu Hamad,Abuhamad town,Urban,neighbourhood,440,88,Khartoum,SD01,SD01004,Sharg An Neel,,440,0,440,0,57,31,0,0,0,0,88,Food,Remain in the same place
4/15/23,6/7/23,Updated with new information,River Nile,SD16,SD16008,Abu Hamad,Abuhamad town,Urban,neighbourhood,375,75,Khartoum,SD01,SD01006,Um Durman,,375,0,375,0,43,32,0,0,0,0,75,Food,Remain in the same place
4/15/23,6/7/23,Updated with new information,River Nile,SD16,SD16008,Abu Hamad,Abuhasheem,Rural,Village,300,60,Khartoum,SD01,SD01007,Khartoum,,300,0,300,0,60,0,0,0,0,0,60,Food,Return to location of origin
4/15/23,6/7/23,Updated with new information,River Nile,SD16,SD16008,Abu Hamad,Abuhasheem,Rural,Village,285,57,Khartoum,SD01,SD01003,Bahri,,285,0,285,0,57,0,0,0,0,0,57,Food,Return to location of origin
4/15/23,6/7/23,Updated with new information,River Nile,SD16,SD16008,Abu Hamad,Alfidaa,Rural,Village,485,97,Khartoum,SD01,SD01003,Bahri,,485,0,485,0,97,0,0,0,0,0,97,Food,Return to location of origin
4/15/23,6/7/23,Updated with new information,River Nile,SD16,SD16008,Abu Hamad,Alfidaa,Rural,Village,425,85,Khartoum,SD01,SD01007,Khartoum,,425,0,425,0,85,0,0,0,0,0,85,Food,Return to location of origin
4/15/23,6/7/23,Updated with new information,River Nile,SD16,SD16008,Abu Hamad,Alfidaa,Rural,Village,385,77,Khartoum,SD01,SD01006,Um Durman,,385,0,385,0,77,0,0,0,0,0,77,Food,Return to location of origin
4/15/23,6/7/23,Updated with new information,River Nile,SD16,SD16008,Abu Hamad,Alghaba,Urban,neighbourhood,270,54,Khartoum,SD01,SD01003,Bahri,,270,0,270,0,30,24,0,0,0,0,54,Food,Move to another location
4/15/23,6/7/23,Updated with new information,River Nile,SD16,SD16008,Abu Hamad,Alghaba,Urban,neighbourhood,225,45,Khartoum,SD01,SD01007,Khartoum,,225,0,225,0,24,21,0,0,0,0,45,Food,Move to another location
4/15/23,6/7/23,Updated with new information,River Nile,SD16,SD16008,Abu Hamad,Algoz,Rural,Village,235,47,Khartoum,SD01,SD01007,Khartoum,,235,0,235,0,47,0,0,0,0,0,47,Food,Remain in the same place
4/15/23,6/7/23,Updated with new information,River Nile,SD16,SD16008,Abu Hamad,Algoz,Rural,Village,210,42,Khartoum,SD01,SD01003,Bahri,,210,0,210,0,42,0,0,0,0,0,42,Food,Remain in the same place
4/15/23,6/7/23,Updated with new information,River Nile,SD16,SD16008,Abu Hamad,Aljazeira Galgati,Rural,Village,220,44,Khartoum,SD01,SD01007,Khartoum,,220,0,220,0,24,20,0,0,0,0,44,Food,Remain in the same place
4/15/23,6/7/23,Updated with new information,River Nile,SD16,SD16008,Abu Hamad,Aljazeira Galgati,Rural,Village,215,43,Khartoum,SD01,SD01003,Bahri,,215,0,215,0,22,21,0,0,0,0,43,Food,Remain in the same place
4/15/23,6/7/23,Updated with new information,River Nile,SD16,SD16008,Abu Hamad,Aljazeira Galgati,Rural,Village,210,42,Khartoum,SD01,SD01006,Um Durman,,210,0,210,0,21,21,0,0,0,0,42,Food,Move to another location
4/15/23,6/7/23,Updated with new information,River Nile,SD16,SD16008,Abu Hamad,Aljazeira Mugraat,Rural,Village,270,54,Khartoum,SD01,SD01003,Bahri,,270,0,270,0,30,24,0,0,0,0,54,Food,Remain in the same place
4/15/23,6/7/23,Updated with new information,River Nile,SD16,SD16008,Abu Hamad,Aljazeira Mugraat,Rural,Village,260,52,Khartoum,SD01,SD01007,Khartoum,,260,0,260,0,27,25,0,0,0,0,52,Food,Remain in the same place
4/15/23,6/7/23,Updated with same information,River Nile,SD16,SD16008,Abu Hamad,Alshurik,Rural,Village,695,139,Khartoum,SD01,SD01003,Bahri,,695,0,695,0,76,63,0,0,0,0,139,Food,Move to another location
4/15/23,6/7/23,Updated with same information,River Nile,SD16,SD16008,Abu Hamad,Alshurik,Rural,Village,650,130,Khartoum,SD01,SD01007,Khartoum,,650,0,650,0,75,55,0,0,0,0,130,Food,Return to location of origin
4/15/23,6/7/23,Updated with same information,River Nile,SD16,SD16008,Abu Hamad,Alshurik,Rural,Village,620,124,Khartoum,SD01,SD01004,Sharg An Neel,,620,0,620,0,74,50,0,0,0,0,124,Food,Return to location of origin
4/15/23,6/7/23,Updated with same information,River Nile,SD16,SD16008,Abu Hamad,Alshurik,Rural,Village,510,102,Khartoum,SD01,SD01006,Um Durman,,510,0,510,0,52,50,0,0,0,0,102,Food,Return to location of origin
4/15/23,6/7/23,Updated with new information,River Nile,SD16,SD16008,Abu Hamad,Amkki,Rural,Village,225,45,Khartoum,SD01,SD01003,Bahri,,225,0,225,0,24,21,0,0,0,0,45,Food,Remain in the same place
4/15/23,6/7/23,Updated with new information,River Nile,SD16,SD16008,Abu Hamad,Amkki,Rural,Village,210,42,Khartoum,SD01,SD01007,Khartoum,,210,0,210,0,22,20,0,0,0,0,42,Food,Remain in the same place
4/15/23,6/7/23,Updated with new information,River Nile,SD16,SD16008,Abu Hamad,Amkki,Rural,Village,205,41,Khartoum,SD01,SD01006,Um Durman,,205,0,205,0,21,20,0,0,0,0,41,Food,Remain in the same place
4/15/23,6/7/23,Updated with new information,River Nile,SD16,SD16008,Abu Hamad,Block 2,Urban,neighbourhood,235,47,Khartoum,SD01,SD01007,Khartoum,,235,0,235,0,24,23,0,0,0,0,47,Food,Remain in the same place
4/15/23,6/7/23,Updated with new information,River Nile,SD16,SD16008,Abu Hamad,Block 2,Urban,neighbourhood,230,46,Khartoum,SD01,SD01003,Bahri,,230,0,230,0,24,22,0,0,0,0,46,Food,Remain in the same place
4/15/23,6/7/23,Updated with new information,River Nile,SD16,SD16008,Abu Hamad,Reifi Abuhamad,Rural,Village,325,65,Khartoum,SD01,SD01007,Khartoum,,325,0,325,0,35,30,0,0,0,0,65,Food,Remain in the same place
4/15/23,6/7/23,Updated with new information,River Nile,SD16,SD16008,Abu Hamad,Reifi Abuhamad,Rural,Village,265,53,Khartoum,SD01,SD01003,Bahri,,265,0,265,0,30,23,0,0,0,0,53,Food,Remain in the same place
4/15/23,6/7/23,Updated with new information,River Nile,SD16,SD16008,Abu Hamad,Reifi Abuhamad,Rural,Village,240,48,Khartoum,SD01,SD01004,Sharg An Neel,,240,0,240,0,25,23,0,0,0,0,48,Food,Remain in the same place
4/15/23,6/7/23,Updated with new information,River Nile,SD16,SD16011,Ad Damar,Alakad,Rural,Village,725,145,Khartoum,SD01,SD01007,Khartoum,,725,0,725,0,145,0,0,0,0,0,145,Food,Return to location of origin
4/15/23,6/7/23,Updated with new information,River Nile,SD16,SD16011,Ad Damar,Alakad,Rural,Village,695,139,Khartoum,SD01,SD01003,Bahri,,695,0,695,0,139,0,0,0,0,0,139,Food,Return to location of origin
4/15/23,6/7/23,Updated with new information,River Nile,SD16,SD16011,Ad Damar,Alakad,Rural,Village,635,127,Khartoum,SD01,SD01006,Um Durman,,635,0,635,0,127,0,0,0,0,0,127,Food,Remain in the same place
4/15/23,6/7/23,Updated with new information,River Nile,SD16,SD16011,Ad Damar,Alakad,Rural,Village,575,115,Khartoum,SD01,SD01004,Sharg An Neel,,575,0,575,0,115,0,0,0,0,0,115,Food,Remain in the same place
4/15/23,6/7/23,Updated with new information,River Nile,SD16,SD16011,Ad Damar,Alengaz AU,Urban,neighbourhood,"1,870",374,Khartoum,SD01,SD01003,Bahri,,"1,870",0,"1,870",0,374,0,0,0,0,0,374,Food,Move to another location
4/15/23,6/7/23,Updated with new information,River Nile,SD16,SD16011,Ad Damar,Alengaz AU,Urban,neighbourhood,"1,870",278,Khartoum,SD01,SD01007,Khartoum,,"1,870",0,"1,870",0,278,0,0,0,0,0,278,Food,Move to another location
4/15/23,6/7/23,Updated with new information,River Nile,SD16,SD16011,Ad Damar,Alengaz AU,Urban,neighbourhood,"1,280",250,Khartoum,SD01,SD01006,Um Durman,,"1,280",0,"1,280",0,250,0,0,0,0,0,250,Food,Move to another location
4/15/23,6/7/23,Updated with new information,River Nile,SD16,SD16011,Ad Damar,Alengaz AU,Urban,neighbourhood,"1,230",246,Khartoum,SD01,SD01004,Sharg An Neel,,"1,230",0,"1,230",0,246,0,0,0,0,0,246,Food,Move to another location
4/15/23,6/7/23,Updated with new information,River Nile,SD16,SD16011,Ad Damar,Alengaz AU,Urban,neighbourhood,"1,280",256,Khartoum,SD01,SD01001,Jebel Awlia,,"1,280",0,"1,280",0,256,0,0,0,0,0,256,Food,Move to another location
4/15/23,6/7/23,Updated with new information,River Nile,SD16,SD16011,Ad Damar,Alfreiaa Algadeem,Rural,Village,385,69,Khartoum,SD01,SD01007,Khartoum,,385,0,385,0,69,0,0,0,0,0,69,Food,Return to location of origin
4/15/23,6/7/23,Updated with new information,River Nile,SD16,SD16011,Ad Damar,Alfreiaa Algadeem,Rural,Village,335,78,Khartoum,SD01,SD01003,Bahri,,335,0,335,0,78,0,0,0,0,0,78,Food,Return to location of origin
4/15/23,6/7/23,Updated with new information,River Nile,SD16,SD16011,Ad Damar,Alhasaya,Rural,Village,435,87,Khartoum,SD01,SD01003,Bahri,,435,0,435,0,44,43,0,0,0,0,87,Food,Return to location of origin
4/15/23,6/7/23,Updated with new information,River Nile,SD16,SD16011,Ad Damar,Alhasaya,Rural,Village,415,83,Khartoum,SD01,SD01007,Khartoum,,415,0,415,0,43,40,0,0,0,0,83,Food,Return to location of origin
4/15/23,6/7/23,Updated with new information,River Nile,SD16,SD16011,Ad Damar,Alhassanab,Rural,Village,455,77,Khartoum,SD01,SD01003,Bahri,,455,0,455,0,77,0,0,0,0,0,77,Food,Return to location of origin
4/15/23,6/7/23,Updated with new information,River Nile,SD16,SD16011,Ad Damar,Alhassanab,Rural,Village,385,67,Khartoum,SD01,SD01006,Um Durman,,385,0,385,0,67,0,0,0,0,0,67,Food,Return to location of origin
4/15/23,6/7/23,Updated with new information,River Nile,SD16,SD16011,Ad Damar,Alhediba,Rural,Village,350,65,Khartoum,SD01,SD01006,Um Durman,,350,0,350,0,65,0,0,0,0,0,65,Food,Return to location of origin
4/15/23,6/7/23,Updated with new information,River Nile,SD16,SD16011,Ad Damar,Alhediba,Rural,Village,305,58,Khartoum,SD01,SD01003,Bahri,,305,0,305,0,58,0,0,0,0,0,58,Food,Return to location of origin
4/15/23,6/7/23,Updated with new information,River Nile,SD16,SD16011,Ad Damar,Alhilla Aljadida,Rural,Village,365,89,Khartoum,SD01,SD01007,Khartoum,,365,0,365,0,89,0,0,0,0,0,89,Food,Return to location of origin
4/15/23,6/7/23,Updated with new information,River Nile,SD16,SD16011,Ad Damar,Alhilla Aljadida,Rural,Village,345,76,Khartoum,SD01,SD01003,Bahri,,345,0,345,0,76,0,0,0,0,0,76,Food,Return to location of origin
4/15/23,6/7/23,Updated with new information,River Nile,SD16,SD16011,Ad Damar,Alhilla Aljadida,Rural,Village,390,73,Khartoum,SD01,SD01006,Um Durman,,390,0,390,0,73,0,0,0,0,0,73,Food,Return to location of origin
4/15/23,6/7/23,Updated with new information,River Nile,SD16,SD16011,Ad Damar,Aljubarab,Rural,Village,310,75,Khartoum,SD01,SD01003,Bahri,,310,0,310,0,40,35,0,0,0,0,75,Food,Return to location of origin
4/15/23,6/7/23,Updated with new information,River Nile,SD16,SD16011,Ad Damar,Aljubarab,Rural,Village,320,66,Khartoum,SD01,SD01007,Khartoum,,320,0,320,0,36,30,0,0,0,0,66,Food,Return to location of origin
4/15/23,6/7/23,Updated with new information,River Nile,SD16,SD16011,Ad Damar,Aljubarab,Rural,Village,290,62,Khartoum,SD01,SD01006,Um Durman,,290,0,290,0,32,30,0,0,0,0,62,Food,Return to location of origin
4/15/23,6/7/23,Updated with new information,River Nile,SD16,SD16011,Ad Damar,Alkunuz,Rural,Village,455,91,Khartoum,SD01,SD01003,Bahri,,455,0,455,0,91,0,0,0,0,0,91,Food,Return to location of origin
4/15/23,6/7/23,Updated with new information,River Nile,SD16,SD16011,Ad Damar,Alkunuz,Rural,Village,385,77,Khartoum,SD01,SD01007,Khartoum,,385,0,385,0,77,0,0,0,0,0,77,Food,Return to location of origin
4/15/23,6/7/23,Updated with new information,River Nile,SD16,SD16011,Ad Damar,Almusayab,Rural,Village,320,64,Khartoum,SD01,SD01003,Bahri,,320,0,320,0,32,32,0,0,0,0,64,Food,Return to location of origin
4/15/23,6/7/23,Updated with new information,River Nile,SD16,SD16011,Ad Damar,Almusayab,Rural,Village,290,58,Khartoum,SD01,SD01006,Um Durman,,290,0,290,0,29,29,0,0,0,0,58,Food,Return to location of origin
4/15/23,6/7/23,Updated with new information,River Nile,SD16,SD16011,Ad Damar,Alshaadelenab,Rural,Village,345,76,Khartoum,SD01,SD01003,Bahri,,345,0,345,0,76,0,0,0,0,0,76,Food,Return to location of origin
4/15/23,6/7/23,Updated with new information,River Nile,SD16,SD16011,Ad Damar,Alshaadelenab,Rural,Village,310,74,Khartoum,SD01,SD01007,Khartoum,,310,0,310,0,74,0,0,0,0,0,74,Food,Return to location of origin
4/15/23,6/7/23,Updated with new information,River Nile,SD16,SD16011,Ad Damar,Alshaadelenab,Rural,Village,345,69,Khartoum,SD01,SD01006,Um Durman,,345,0,345,0,69,0,0,0,0,0,69,Food,Return to location of origin
4/15/23,6/7/23,Updated with new information,River Nile,SD16,SD16011,Ad Damar,Alshaadelenab,Rural,Village,380,62,Khartoum,SD01,SD01004,Sharg An Neel,,380,0,380,0,62,0,0,0,0,0,62,Food,Return to location of origin
4/15/23,6/7/23,Updated with new information,River Nile,SD16,SD16011,Ad Damar,Alzeidab,Rural,Village,990,212,Khartoum,SD01,SD01007,Khartoum,,990,0,990,0,212,0,0,0,0,0,212,Food,Remain in the same place
4/15/23,6/7/23,Updated with new information,River Nile,SD16,SD16011,Ad Damar,Alzeidab,Rural,Village,"1,090",218,Khartoum,SD01,SD01006,Um Durman,,"1,090",0,"1,090",0,218,0,0,0,0,0,218,Food,Remain in the same place
4/15/23,6/7/23,Updated with new information,River Nile,SD16,SD16011,Ad Damar,Alzeidab,Rural,Village,990,198,Khartoum,SD01,SD01003,Bahri,,990,0,990,0,198,0,0,0,0,0,198,Food,Remain in the same place
4/15/23,6/7/23,Updated with new information,River Nile,SD16,SD16011,Ad Damar,Alzeidab,Rural,Village,785,157,Khartoum,SD01,SD01004,Sharg An Neel,,785,0,785,0,157,0,0,0,0,0,157,Food,Remain in the same place
4/15/23,6/7/23,Updated with new information,River Nile,SD16,SD16011,Ad Damar,Block 1,Urban,neighbourhood,280,63,Khartoum,SD01,SD01003,Bahri,,280,0,280,0,33,30,0,0,0,0,63,Food,Return to location of origin
4/15/23,6/7/23,Updated with new information,River Nile,SD16,SD16011,Ad Damar,Block 13,Urban,neighbourhood,260,56,Khartoum,SD01,SD01007,Khartoum,,260,0,260,0,29,27,0,0,0,0,56,Food,Return to location of origin
4/15/23,6/7/23,Updated with new information,River Nile,SD16,SD16011,Ad Damar,Block 14,Urban,neighbourhood,270,55,Khartoum,SD01,SD01003,Bahri,,270,0,270,0,28,27,0,0,0,0,55,Food,Return to location of origin
4/15/23,6/7/23,Updated with new information,River Nile,SD16,SD16011,Ad Damar,Block 14,Urban,neighbourhood,235,52,Khartoum,SD01,SD01007,Khartoum,,235,0,235,0,26,26,0,0,0,0,52,Food,Return to location of origin
4/15/23,6/7/23,Updated with new information,River Nile,SD16,SD16011,Ad Damar,Block 15,Urban,neighbourhood,325,54,Khartoum,SD01,SD01006,Um Durman,,325,0,325,0,29,25,0,0,0,0,54,Food,Return to location of origin
4/15/23,6/7/23,Updated with new information,River Nile,SD16,SD16011,Ad Damar,Block 15,Urban,neighbourhood,315,47,Khartoum,SD01,SD01003,Bahri,,315,0,315,0,24,23,0,0,0,0,47,Food,Return to location of origin
4/15/23,6/7/23,Updated with new information,River Nile,SD16,SD16011,Ad Damar,Block 2,Urban,neighbourhood,275,59,Khartoum,SD01,SD01006,Um Durman,,275,0,275,0,30,29,0,0,0,0,59,Food,Return to location of origin
4/15/23,6/7/23,Updated with new information,River Nile,SD16,SD16011,Ad Damar,Block 30,Urban,neighbourhood,270,65,Khartoum,SD01,SD01006,Um Durman,,270,0,270,0,65,0,0,0,0,0,65,Food,Return to location of origin
4/15/23,6/7/23,Updated with new information,River Nile,SD16,SD16011,Ad Damar,Block 30,Urban,neighbourhood,325,63,Khartoum,SD01,SD01003,Bahri,,325,0,325,0,63,0,0,0,0,0,63,Food,Return to location of origin
4/15/23,6/7/23,Updated with new information,River Nile,SD16,SD16011,Ad Damar,Block 30,Urban,neighbourhood,290,54,Khartoum,SD01,SD01007,Khartoum,,290,0,290,0,54,0,0,0,0,0,54,Food,Return to location of origin
4/15/23,6/7/23,Updated with new information,River Nile,SD16,SD16011,Ad Damar,Umhagein,Rural,Village,380,70,Khartoum,SD01,SD01006,Um Durman,,380,0,380,0,70,0,0,0,0,0,70,Food,Return to location of origin
4/15/23,6/7/23,Updated with new information,River Nile,SD16,SD16011,Ad Damar,Umhagein,Rural,Village,370,61,Khartoum,SD01,SD01007,Khartoum,,370,0,370,0,61,0,0,0,0,0,61,Food,Return to location of origin
4/15/23,6/7/23,Updated with new information,River Nile,SD16,SD16014,Al Buhaira,Albuhira town,Urban,neighbourhood,0,0,Khartoum,SD01,SD01003,Bahri,,0,0,0,0,0,0,0,0,0,0,0,Food,Move to another location
4/15/23,6/7/23,Updated with new information,River Nile,SD16,SD16014,Al Buhaira,Albuhira town,Urban,neighbourhood,0,0,Khartoum,SD01,SD01007,Khartoum,,0,0,0,0,0,0,0,0,0,0,0,Food,Move to another location
4/15/23,6/7/23,Updated with new information,River Nile,SD16,SD16014,Al Buhaira,Albuhira town,Urban,neighbourhood,0,0,Khartoum,SD01,SD01006,Um Durman,,0,0,0,0,0,0,0,0,0,0,0,Food,Move to another location
