param_alpha,params,split0_test_Precision,split1_test_Precision,split2_test_Precision,split3_test_Precision,split4_test_Precision,mean_test_Precision,std_test_Precision,rank_test_Precision,split0_test_Recall,split1_test_Recall,split2_test_Recall,split3_test_Recall,split4_test_Recall,mean_test_Recall,std_test_Recall,rank_test_Recall,split0_test_Accuracy,split1_test_Accuracy,split2_test_Accuracy,split3_test_Accuracy,split4_test_Accuracy,mean_test_Accuracy,std_test_Accuracy,rank_test_Accuracy,split0_test_F1,split1_test_F1,split2_test_F1,split3_test_F1,split4_test_F1,mean_test_F1,std_test_F1,rank_test_F1,emotion
0.05,{'alpha': 0.05},0.7105263157894737,0.6858974358974359,0.6950354609929078,0.74,0.6883116883116883,0.7039541801983011,0.01996382333542115,3,0.84375,0.8359375,0.7596899224806202,0.8604651162790697,0.828125,0.8255935077519381,0.03464787575672508,19,0.7509727626459144,0.7276264591439688,0.7120622568093385,0.7782101167315175,0.7265625,0.7390868190661479,0.02319669570341102,9,0.7714285714285714,0.7535211267605633,0.725925925925926,0.7956989247311828,0.7517730496453902,0.7596695196983267,0.02313084702429648,19,fear
0.1,{'alpha': 0.1},0.7077922077922078,0.6835443037974683,0.6993006993006993,0.74,0.6862745098039216,0.7033823441388595,0.020313469831662257,4,0.8515625,0.84375,0.7751937984496124,0.8604651162790697,0.8203125,0.8302567829457365,0.03059204116554774,18,0.7509727626459144,0.7276264591439688,0.7198443579766537,0.7782101167315175,0.72265625,0.7398619892996109,0.02209289201849462,8,0.7730496453900709,0.7552447552447552,0.735294117647059,0.7956989247311828,0.7473309608540926,0.761323680773432,0.021116076085388888,16,fear
0.15,{'alpha': 0.15},0.7218543046357616,0.6878980891719745,0.6959459459459459,0.7350993377483444,0.6862745098039216,0.7054144374611896,0.019566676557170738,2,0.8515625,0.84375,0.7984496124031008,0.8604651162790697,0.8203125,0.8349079457364341,0.022587439753778676,17,0.7626459143968871,0.7315175097276264,0.7237354085603113,0.77431906614786,0.72265625,0.742974829766537,0.021371396395258608,3,0.7813620071684589,0.7578947368421054,0.7436823104693141,0.7928571428571428,0.7473309608540926,0.7646254316382227,0.019288119531281435,7,fear
0.2,{'alpha': 0.2},0.7284768211920529,0.6962025316455697,0.6959459459459459,0.7333333333333333,0.6903225806451613,0.7088562425524126,0.01819001847786275,1,0.859375,0.859375,0.7984496124031008,0.8527131782945736,0.8359375,0.8411700581395349,0.023015210569546033,16,0.7704280155642024,0.7431906614785992,0.7237354085603113,0.7704280155642024,0.73046875,0.747650170233463,0.01961970805735588,1,0.7885304659498208,0.7692307692307693,0.7436823104693141,0.7885304659498208,0.7561837455830388,0.7692315514365528,0.01770821930621891,1,fear
0.25,{'alpha': 0.25},0.7096774193548387,0.6942675159235668,0.695364238410596,0.7333333333333333,0.6835443037974683,0.7032373621639607,0.017190128471234085,5,0.859375,0.8515625,0.813953488372093,0.8527131782945736,0.84375,0.8442708333333334,0.015949859653155294,12,0.754863813229572,0.7392996108949417,0.7276264591439688,0.7704280155642024,0.7265625,0.743756079766537,0.016795343779157097,2,0.7773851590106007,0.7649122807017543,0.7500000000000001,0.7885304659498208,0.7552447552447552,0.7672145321813861,0.014161403338169388,2,fear
0.3,{'alpha': 0.3},0.7077922077922078,0.6942675159235668,0.6907894736842105,0.7333333333333333,0.6835443037974683,0.7019453669061574,0.01755786124561084,7,0.8515625,0.8515625,0.813953488372093,0.8527131782945736,0.84375,0.8427083333333334,0.014729668262456481,14,0.7509727626459144,0.7392996108949417,0.7237354085603113,0.7704280155642024,0.7265625,0.742199659533074,0.017132816620743837,4,0.7730496453900709,0.7649122807017543,0.7473309608540925,0.7885304659498208,0.7552447552447552,0.7658136216280986,0.014300609477939355,5,fear
0.35,{'alpha': 0.35},0.7077922077922078,0.6942675159235668,0.6862745098039216,0.7333333333333333,0.68125,0.7005835133706059,0.01867051219934191,8,0.8515625,0.8515625,0.813953488372093,0.8527131782945736,0.8515625,0.8442708333333334,0.015165222070756204,12,0.7509727626459144,0.7392996108949417,0.7198443579766537,0.7704280155642024,0.7265625,0.7414214494163425,0.018019266997103867,7,0.7730496453900709,0.7649122807017543,0.7446808510638299,0.7885304659498208,0.7569444444444445,0.765623537509984,0.014793938671388153,6,fear
0.4,{'alpha': 0.4},0.7105263157894737,0.7012987012987013,0.6883116883116883,0.7284768211920529,0.68125,0.7019727053183833,0.016686165485960882,6,0.84375,0.84375,0.8217054263565892,0.8527131782945736,0.8515625,0.8426962209302327,0.011151544259614265,15,0.7509727626459144,0.7431906614785992,0.7237354085603113,0.7665369649805448,0.7265625,0.742199659533074,0.01584741734022319,4,0.7714285714285714,0.7659574468085106,0.7491166077738516,0.7857142857142857,0.7569444444444445,0.7658322712339327,0.012530248317895258,4,fear
0.45,{'alpha': 0.45},0.7105263157894737,0.7006369426751592,0.6903225806451613,0.7236842105263158,0.6770186335403726,0.7004377366352965,0.01608097280165414,9,0.84375,0.859375,0.8294573643410853,0.8527131782945736,0.8515625,0.8473716085271319,0.010239272814510094,11,0.7509727626459144,0.7470817120622568,0.7276264591439688,0.7626459143968871,0.72265625,0.7421966196498054,0.014920952333120314,6,0.7714285714285714,0.7719298245614036,0.7535211267605634,0.7829181494661922,0.7543252595155708,0.7668245863464603,0.011309094728893196,3,fear
0.5,{'alpha': 0.5},0.7105263157894737,0.6918238993710691,0.6794871794871795,0.7236842105263158,0.6748466257668712,0.696073646188182,0.018520154120709148,10,0.84375,0.859375,0.8217054263565892,0.8527131782945736,0.859375,0.8473837209302326,0.014061034124601421,10,0.7509727626459144,0.7392996108949417,0.7159533073929961,0.7626459143968871,0.72265625,0.7383055690661479,0.01731140151636174,10,0.7714285714285714,0.7665505226480837,0.743859649122807,0.7829181494661922,0.7560137457044672,0.7641541276740244,0.013333269913287038,8,fear
0.55,{'alpha': 0.55},0.7058823529411765,0.69375,0.6794871794871795,0.7236842105263158,0.6707317073170732,0.694707090054349,0.01882519953615481,12,0.84375,0.8671875,0.8217054263565892,0.8527131782945736,0.859375,0.8489462209302326,0.015650912201728977,7,0.7470817120622568,0.7431906614785992,0.7159533073929961,0.7626459143968871,0.71875,0.7375243190661479,0.017733185558040102,11,0.7686832740213523,0.7708333333333333,0.743859649122807,0.7829181494661922,0.7534246575342465,0.7639438126955863,0.013740303460165916,9,fear
0.6,{'alpha': 0.6},0.6923076923076923,0.69375,0.6751592356687898,0.7236842105263158,0.6707317073170732,0.6911265691639742,0.018650381127534695,13,0.84375,0.8671875,0.8217054263565892,0.8527131782945736,0.859375,0.8489462209302326,0.015650912201728977,7,0.7354085603112841,0.7431906614785992,0.7120622568093385,0.7626459143968871,0.71875,0.7344114785992218,0.018000117862446582,14,0.7605633802816902,0.7708333333333333,0.7412587412587412,0.7829181494661922,0.7534246575342465,0.7617996523748407,0.014291229812756026,15,fear
0.65,{'alpha': 0.65},0.6942675159235668,0.69375,0.6666666666666666,0.7236842105263158,0.6728395061728395,0.6902415798578778,0.020027657974096023,14,0.8515625,0.8671875,0.8217054263565892,0.8527131782945736,0.8515625,0.8489462209302326,0.014850487879064074,7,0.7392996108949417,0.7431906614785992,0.7042801556420234,0.7626459143968871,0.71875,0.7336332684824903,0.020240067857190874,16,0.7649122807017543,0.7708333333333333,0.7361111111111112,0.7829181494661922,0.7517241379310345,0.7612998025086851,0.016108722235366534,17,fear
0.7,{'alpha': 0.7},0.6942675159235668,0.6894409937888198,0.6708860759493671,0.7189542483660131,0.676829268292683,0.6900756204640899,0.016707210135683024,15,0.8515625,0.8671875,0.8217054263565892,0.8527131782945736,0.8671875,0.8520712209302326,0.01661177998988295,5,0.7392996108949417,0.7392996108949417,0.708171206225681,0.7587548638132295,0.7265625,0.7344175583657588,0.01667660788547441,13,0.7649122807017543,0.7681660899653979,0.7386759581881533,0.7801418439716312,0.7602739726027399,0.7624340290859354,0.013577015414426529,13,fear
0.75,{'alpha': 0.75},0.6942675159235668,0.6894409937888198,0.6708860759493671,0.7142857142857143,0.676829268292683,0.6891419136480301,0.015122491883626101,16,0.8515625,0.8671875,0.8217054263565892,0.8527131782945736,0.8671875,0.8520712209302326,0.01661177998988295,5,0.7392996108949417,0.7392996108949417,0.708171206225681,0.754863813229572,0.7265625,0.7336393482490273,0.015577311060725046,15,0.7649122807017543,0.7681660899653979,0.7386759581881533,0.7773851590106007,0.7602739726027399,0.7618826920937292,0.012885080158238475,14,fear
0.8,{'alpha': 0.8},0.689873417721519,0.6890243902439024,0.6582278481012658,0.7189542483660131,0.6787878787878788,0.6869735566441159,0.019640269027331826,18,0.8515625,0.8828125,0.8062015503875969,0.8527131782945736,0.875,0.8536579457364342,0.026694060209548034,4,0.7354085603112841,0.7431906614785992,0.6926070038910506,0.7587548638132295,0.73046875,0.7320859678988327,0.02193986254283642,19,0.7622377622377622,0.773972602739726,0.7247386759581881,0.7801418439716312,0.764505119453925,0.7611192008722465,0.01930455442244705,18,fear
0.85,{'alpha': 0.85},0.6962025316455697,0.6909090909090909,0.6582278481012658,0.7189542483660131,0.6787878787878788,0.6886163195619637,0.020016267304942603,17,0.859375,0.890625,0.8062015503875969,0.8527131782945736,0.875,0.8567829457364342,0.028491770778915484,3,0.7431906614785992,0.7470817120622568,0.6926070038910506,0.7587548638132295,0.73046875,0.7344205982490273,0.022774406996925844,12,0.7692307692307693,0.7781569965870307,0.7247386759581881,0.7801418439716312,0.764505119453925,0.7633546810403088,0.02013934037795408,10,fear
0.9,{'alpha': 0.9},0.6962025316455697,0.6845238095238095,0.65,0.7142857142857143,0.6848484848484848,0.6859721080607157,0.020993687243058043,19,0.859375,0.8984375,0.8062015503875969,0.8527131782945736,0.8828125,0.8599079457364341,0.03145018527394631,2,0.7431906614785992,0.7431906614785992,0.6848249027237354,0.754863813229572,0.73828125,0.7328702577821012,0.02463482464157173,17,0.7692307692307693,0.7770270270270271,0.7197231833910035,0.7773851590106007,0.7713310580204779,0.7629394393359756,0.021839339814946165,11,fear
0.95,{'alpha': 0.95},0.6962025316455697,0.6845238095238095,0.6419753086419753,0.7161290322580646,0.6848484848484848,0.6847358333835809,0.02427153981621892,20,0.859375,0.8984375,0.8062015503875969,0.8604651162790697,0.8828125,0.8614583333333334,0.031247713582903236,1,0.7431906614785992,0.7431906614785992,0.6770428015564203,0.7587548638132295,0.73828125,0.7320920476653697,0.028376010800631127,18,0.7692307692307693,0.7770270270270271,0.7147766323024055,0.7816901408450705,0.7713310580204779,0.7628111254851501,0.02441156565711749,12,fear
0.0,{'alpha': 0.0},0.6744186046511628,0.6600790513833992,0.632996632996633,0.6605839416058394,0.6198630136986302,0.649588248867133,0.020031875037638706,20,0.6744186046511628,0.6472868217054264,0.7258687258687259,0.6988416988416989,0.7015503875968992,0.6895932477327826,0.026700265285191736,20,0.6750483558994197,0.6576402321083172,0.6518375241779497,0.6692456479690522,0.6356589147286822,0.6578861349766841,0.013815034152639549,20,0.6744186046511628,0.6536203522504892,0.6762589928057553,0.6791744840525328,0.6581818181818182,0.6683308503883516,0.010362453332983265,20,sadness
0.05,{'alpha': 0.05},0.6896551724137931,0.6692913385826772,0.6375838926174496,0.6666666666666666,0.6326530612244898,0.6591700263010153,0.021246624752495096,19,0.6976744186046512,0.6589147286821705,0.7335907335907336,0.7181467181467182,0.7209302325581395,0.7058513663164826,0.026145480706369087,19,0.6924564796905223,0.6673114119922631,0.6576402321083172,0.6789168278529981,0.6511627906976745,0.669497548468355,0.014814680782614378,19,0.6936416184971099,0.6640625,0.6822262118491921,0.6914498141263941,0.6739130434782609,0.6810586375901913,0.01102360554589885,19,sadness
0.1,{'alpha': 0.1},0.6893939393939394,0.6731517509727627,0.6397306397306397,0.6713780918727915,0.6385135135135135,0.6624335870967293,0.020046633322760635,18,0.7054263565891473,0.6705426356589147,0.7335907335907336,0.7335907335907336,0.7325581395348837,0.7151417197928825,0.024769055228754274,18,0.6943907156673114,0.6731141199226306,0.6595744680851063,0.6866537717601547,0.6589147286821705,0.6745295608234747,0.014219305307405535,18,0.6973180076628354,0.6718446601941748,0.6834532374100719,0.7011070110701108,0.6823104693140793,0.6872066771302544,0.010672497494356614,18,sadness
0.15,{'alpha': 0.15},0.6943396226415094,0.676923076923077,0.6486486486486487,0.6678200692041523,0.6406779661016949,0.6656818767038164,0.019326299465472385,12,0.7131782945736435,0.6821705426356589,0.7413127413127413,0.7451737451737451,0.7325581395348837,0.7228786926461346,0.023159561349749405,17,0.7001934235976789,0.6789168278529981,0.6692456479690522,0.6866537717601547,0.6608527131782945,0.6791724768716356,0.01365335859581727,17,0.7036328871892926,0.6795366795366795,0.6918918918918919,0.7043795620437957,0.6835443037974684,0.6925970648918256,0.01013548253349302,17,sadness
0.2,{'alpha': 0.2},0.6981132075471698,0.6795366795366795,0.652027027027027,0.6655290102389079,0.6450511945392492,0.6680514237778066,0.019119499729629317,10,0.7170542635658915,0.6821705426356589,0.7451737451737451,0.752895752895753,0.7325581395348837,0.7259704887611864,0.02504023322819167,16,0.7040618955512572,0.6808510638297872,0.6731141199226306,0.6866537717601547,0.6647286821705426,0.6818819066468744,0.01331835151472344,16,0.7074569789674953,0.6808510638297872,0.6954954954954955,0.7065217391304348,0.6860254083484574,0.695270137154334,0.01066342471274969,16,sadness
0.25,{'alpha': 0.25},0.696969696969697,0.686046511627907,0.6511627906976745,0.6632302405498282,0.6450511945392492,0.6684920868768711,0.019982988121692496,5,0.7131782945736435,0.686046511627907,0.7567567567567568,0.7451737451737451,0.7325581395348837,0.7267426895333873,0.024958121759320124,15,0.7021276595744681,0.6866537717601547,0.6750483558994197,0.6827852998065764,0.6647286821705426,0.6822687538422323,0.012439128582470663,15,0.7049808429118773,0.686046511627907,0.7000000000000001,0.7018181818181818,0.6860254083484574,0.6957741889412847,0.008109454177618412,15,sadness
0.3,{'alpha': 0.3},0.6966292134831461,0.6819923371647509,0.6567656765676567,0.6598639455782312,0.6484641638225256,0.668743067323262,0.017814100698327288,3,0.7209302325581395,0.689922480620155,0.7683397683397684,0.749034749034749,0.7364341085271318,0.7329322678159886,0.02652973625225006,14,0.7040618955512572,0.6847195357833655,0.6827852998065764,0.6808510638297872,0.6686046511627907,0.6842044892267554,0.011412242260109466,14,0.7085714285714286,0.6859344894026976,0.708185053380783,0.701627486437613,0.6896551724137931,0.6987947260412631,0.009388331249792034,14,sadness
0.35,{'alpha': 0.35},0.7014925373134329,0.6844106463878327,0.6546052631578947,0.658703071672355,0.6484641638225256,0.6695351364708082,0.020133439334549332,1,0.7286821705426356,0.6976744186046512,0.7683397683397684,0.7451737451737451,0.7364341085271318,0.7352608422375864,0.02302118899303822,13,0.7098646034816247,0.688588007736944,0.6808510638297872,0.6789168278529981,0.6686046511627907,0.685365030812829,0.01380928808125576,13,0.714828897338403,0.690978886756238,0.7069271758436946,0.6992753623188407,0.6896551724137931,0.7003330989341939,0.009552468043983586,13,sadness
