param_C,param_max_iter,params,split0_test_Precision,split1_test_Precision,split2_test_Precision,split3_test_Precision,split4_test_Precision,mean_test_Precision,std_test_Precision,rank_test_Precision,split0_test_Recall,split1_test_Recall,split2_test_Recall,split3_test_Recall,split4_test_Recall,mean_test_Recall,std_test_Recall,rank_test_Recall,split0_test_Accuracy,split1_test_Accuracy,split2_test_Accuracy,split3_test_Accuracy,split4_test_Accuracy,mean_test_Accuracy,std_test_Accuracy,rank_test_Accuracy,split0_test_F1,split1_test_F1,split2_test_F1,split3_test_F1,split4_test_F1,mean_test_F1,std_test_F1,rank_test_F1,emotion
0.3,1000,"{'C': 0.3, 'max_iter': 1000}",0.7767857142857143,0.7818181818181819,0.7837837837837838,0.7627118644067796,0.8,0.7810199088588918,0.012013600620852993,25,0.696,0.6825396825396826,0.696,0.72,0.672,0.6933079365079364,0.016105552563672056,28,0.749003984063745,0.7450199203187251,0.752,0.748,0.752,0.7492047808764941,0.0026317816818715385,28,0.7341772151898734,0.7288135593220338,0.7372881355932204,0.7407407407407408,0.7304347826086958,0.7342908866909129,0.00436961538937643,28,fear
0.3,5000,"{'C': 0.3, 'max_iter': 5000}",0.7767857142857143,0.7818181818181819,0.7837837837837838,0.7627118644067796,0.8,0.7810199088588918,0.012013600620852993,25,0.696,0.6825396825396826,0.696,0.72,0.672,0.6933079365079364,0.016105552563672056,28,0.749003984063745,0.7450199203187251,0.752,0.748,0.752,0.7492047808764941,0.0026317816818715385,28,0.7341772151898734,0.7288135593220338,0.7372881355932204,0.7407407407407408,0.7304347826086958,0.7342908866909129,0.00436961538937643,28,fear
0.3,10000,"{'C': 0.3, 'max_iter': 10000}",0.7767857142857143,0.7818181818181819,0.7837837837837838,0.7627118644067796,0.8,0.7810199088588918,0.012013600620852993,25,0.696,0.6825396825396826,0.696,0.72,0.672,0.6933079365079364,0.016105552563672056,28,0.749003984063745,0.7450199203187251,0.752,0.748,0.752,0.7492047808764941,0.0026317816818715385,28,0.7341772151898734,0.7288135593220338,0.7372881355932204,0.7407407407407408,0.7304347826086958,0.7342908866909129,0.00436961538937643,28,fear
0.2,1000,"{'C': 0.2, 'max_iter': 1000}",0.7837837837837838,0.7798165137614679,0.7678571428571429,0.7563025210084033,0.7870370370370371,0.774959399689567,0.011365313984964091,31,0.696,0.6746031746031746,0.688,0.72,0.68,0.6917206349206348,0.015888733805119785,31,0.7529880478087649,0.7410358565737052,0.74,0.744,0.748,0.745204780876494,0.004781499029853765,31,0.7372881355932204,0.723404255319149,0.7257383966244725,0.7377049180327868,0.7296137339055794,0.7307498878950417,0.005856369793011035,31,fear
0.2,5000,"{'C': 0.2, 'max_iter': 5000}",0.7837837837837838,0.7798165137614679,0.7678571428571429,0.7563025210084033,0.7870370370370371,0.774959399689567,0.011365313984964091,31,0.696,0.6746031746031746,0.688,0.72,0.68,0.6917206349206348,0.015888733805119785,31,0.7529880478087649,0.7410358565737052,0.74,0.744,0.748,0.745204780876494,0.004781499029853765,31,0.7372881355932204,0.723404255319149,0.7257383966244725,0.7377049180327868,0.7296137339055794,0.7307498878950417,0.005856369793011035,31,fear
0.2,10000,"{'C': 0.2, 'max_iter': 10000}",0.7837837837837838,0.7798165137614679,0.7678571428571429,0.7563025210084033,0.7870370370370371,0.774959399689567,0.011365313984964091,31,0.696,0.6746031746031746,0.688,0.72,0.68,0.6917206349206348,0.015888733805119785,31,0.7529880478087649,0.7410358565737052,0.74,0.744,0.748,0.745204780876494,0.004781499029853765,31,0.7372881355932204,0.723404255319149,0.7257383966244725,0.7377049180327868,0.7296137339055794,0.7307498878950417,0.005856369793011035,31,fear
0.1,1000,"{'C': 0.1, 'max_iter': 1000}",0.7477477477477478,0.7927927927927928,0.7545454545454545,0.71900826446281,0.7941176470588235,0.7616423813215257,0.028587011567054215,34,0.664,0.6984126984126984,0.664,0.696,0.648,0.6740825396825397,0.019778502368952976,34,0.7211155378486056,0.7569721115537849,0.724,0.712,0.74,0.730817529880478,0.015893940316120497,34,0.7033898305084746,0.7426160337552742,0.7063829787234043,0.7073170731707318,0.7136563876651983,0.7146724607646167,0.014366562989749754,34,fear
0.1,5000,"{'C': 0.1, 'max_iter': 5000}",0.7477477477477478,0.7927927927927928,0.7545454545454545,0.71900826446281,0.7941176470588235,0.7616423813215257,0.028587011567054215,34,0.664,0.6984126984126984,0.664,0.696,0.648,0.6740825396825397,0.019778502368952976,34,0.7211155378486056,0.7569721115537849,0.724,0.712,0.74,0.730817529880478,0.015893940316120497,34,0.7033898305084746,0.7426160337552742,0.7063829787234043,0.7073170731707318,0.7136563876651983,0.7146724607646167,0.014366562989749754,34,fear
0.1,10000,"{'C': 0.1, 'max_iter': 10000}",0.7477477477477478,0.7927927927927928,0.7545454545454545,0.71900826446281,0.7941176470588235,0.7616423813215257,0.028587011567054215,34,0.664,0.6984126984126984,0.664,0.696,0.648,0.6740825396825397,0.019778502368952976,34,0.7211155378486056,0.7569721115537849,0.724,0.712,0.74,0.730817529880478,0.015893940316120497,34,0.7033898305084746,0.7426160337552742,0.7063829787234043,0.7073170731707318,0.7136563876651983,0.7146724607646167,0.014366562989749754,34,fear
0.01,1000,"{'C': 0.01, 'max_iter': 1000}",0.6862745098039216,0.7333333333333333,0.6836734693877551,0.696078431372549,0.7160493827160493,0.7030818253227216,0.018928966921274454,37,0.56,0.5238095238095238,0.536,0.568,0.464,0.5303619047619048,0.03680670352036814,37,0.6533864541832669,0.6653386454183267,0.644,0.66,0.64,0.6525450199203188,0.009490589899794679,37,0.6167400881057269,0.611111111111111,0.6008968609865472,0.6255506607929515,0.5631067961165048,0.6034811034225683,0.021715644379537418,37,fear
0.01,5000,"{'C': 0.01, 'max_iter': 5000}",0.6862745098039216,0.7333333333333333,0.6836734693877551,0.696078431372549,0.7160493827160493,0.7030818253227216,0.018928966921274454,37,0.56,0.5238095238095238,0.536,0.568,0.464,0.5303619047619048,0.03680670352036814,37,0.6533864541832669,0.6653386454183267,0.644,0.66,0.64,0.6525450199203188,0.009490589899794679,37,0.6167400881057269,0.611111111111111,0.6008968609865472,0.6255506607929515,0.5631067961165048,0.6034811034225683,0.021715644379537418,37,fear
0.01,10000,"{'C': 0.01, 'max_iter': 10000}",0.6862745098039216,0.7333333333333333,0.6836734693877551,0.696078431372549,0.7160493827160493,0.7030818253227216,0.018928966921274454,37,0.56,0.5238095238095238,0.536,0.568,0.464,0.5303619047619048,0.03680670352036814,37,0.6533864541832669,0.6653386454183267,0.644,0.66,0.64,0.6525450199203188,0.009490589899794679,37,0.6167400881057269,0.611111111111111,0.6008968609865472,0.6255506607929515,0.5631067961165048,0.6034811034225683,0.021715644379537418,37,fear
100,1000,"{'C': 100, 'max_iter': 1000}",0.6719367588932806,0.6451612903225806,0.6731517509727627,0.6717557251908397,0.6475095785440613,0.661903020784705,0.01274160377496521,31,0.6589147286821705,0.6201550387596899,0.667953667953668,0.6795366795366795,0.6550387596899225,0.6563197749244262,0.01995312032585959,10,0.6692456479690522,0.6402321083172147,0.6711798839458414,0.6731141199226306,0.6492248062015504,0.6605993132712579,0.013323140874029726,28,0.6653620352250489,0.6324110671936758,0.6705426356589147,0.6756238003838771,0.651252408477842,0.6590383893878717,0.015601588526878523,19,sadness
100,5000,"{'C': 100, 'max_iter': 5000}",0.6719367588932806,0.6451612903225806,0.6731517509727627,0.6717557251908397,0.6475095785440613,0.661903020784705,0.01274160377496521,31,0.6589147286821705,0.6201550387596899,0.667953667953668,0.6795366795366795,0.6550387596899225,0.6563197749244262,0.01995312032585959,10,0.6692456479690522,0.6402321083172147,0.6711798839458414,0.6731141199226306,0.6492248062015504,0.6605993132712579,0.013323140874029726,28,0.6653620352250489,0.6324110671936758,0.6705426356589147,0.6756238003838771,0.651252408477842,0.6590383893878717,0.015601588526878523,19,sadness
