model,sample_size,resample,epochs,lr,batch_size,threshold,anger_accuracy,anger_macro_f1,fear_accuracy,fear_macro_f1,sadness_accuracy,sadness_macro_f1,disgust_accuracy,disgust_macro_f1,joy_accuracy,joy_macro_f1,anger-disgust_accuracy,anger-disgust_macro_f1
bert2,1,0,12,6.000000000000001e-05,16,0.5,0.3945267958950969,0.2829108748977923,0.1710376282782212,0.1460564751703992,0.6225769669327252,0.3836964160224877,0.193842645381984,0.1623686723973257,0.2873432155074116,0.2232063773250664,0.4173318129988597,0.2944489139179405
bert2,1,0,13,6.000000000000001e-05,16,0.5,0.6100342075256556,0.3788951841359773,0.82212086659065,0.451188986232791,0.3842645381984036,0.2775947281713344,0.1870011402508551,0.1575408261287224,0.2736602052451539,0.2148612354521038,0.5815279361459521,0.3677000720980533
bert2,1,0,14,6.000000000000001e-05,16,0.5,0.6043329532497149,0.3766879886282871,0.8175598631698974,0.4498117942283563,0.6180159635119726,0.3819591261451726,0.2029646522234891,0.1687203791469194,0.2542759407069555,0.2027272727272727,0.4173318129988597,0.2944489139179405
bert2,1,0,15,6.000000000000001e-05,16,0.5,0.6237172177879133,0.384129213483146,0.1824401368301026,0.1542912246865959,0.3990877993158495,0.2852485737571312,0.8278221208665907,0.4529008109794136,0.74230330672748,0.4260471204188482,0.6043329532497149,0.3766879886282871
bert2,1,0,16,6.000000000000001e-05,16,0.5,0.3933865450399088,0.2823240589198036,0.169897377423033,0.145224171539961,0.6431014823261118,0.3913948646773074,0.1995438996579247,0.1663498098859315,0.7149372862029647,0.4168882978723404,0.4127708095781072,0.2921711057304277
bert2,1,0,12,0.0001,8,0.5,0.5769669327251995,0.3658712942877802,0.8266818700114025,0.4525593008739076,0.6066134549600912,0.37757274662881474,0.7947548460661346,0.4428208386277001,0.7514253135689852,0.42903645833333337,0.556442417331813,0.3575091575091575
bert2,1,0,12,0.0001,8,0.65,0.5769669327251995,0.3658712942877802,0.8266818700114025,0.4525593008739076,0.6066134549600912,0.37757274662881474,0.7947548460661346,0.4428208386277001,0.7514253135689852,0.42903645833333337,0.556442417331813,0.3575091575091575
bert2,1,0,12,0.0001,8,0.7,0.5769669327251995,0.3658712942877802,0.8266818700114025,0.4525593008739076,0.6066134549600912,0.37757274662881474,0.7947548460661346,0.4428208386277001,0.7514253135689852,0.42903645833333337,0.556442417331813,0.3575091575091575
bert2,1,0,15,0.0001,8,0.5,0.5769669327251995,0.3658712942877802,0.8266818700114025,0.4525593008739076,0.6066134549600912,0.37757274662881474,0.7947548460661346,0.4428208386277001,0.7514253135689852,0.42903645833333337,0.556442417331813,0.3575091575091575
bert2,1,0,15,0.0001,8,0.65,0.5769669327251995,0.3658712942877802,0.8266818700114025,0.4525593008739076,0.6066134549600912,0.37757274662881474,0.7947548460661346,0.4428208386277001,0.7514253135689852,0.42903645833333337,0.556442417331813,0.3575091575091575
bert2,1,0,15,0.0001,8,0.7,0.5769669327251995,0.3658712942877802,0.8266818700114025,0.4525593008739076,0.6066134549600912,0.37757274662881474,0.7947548460661346,0.4428208386277001,0.7514253135689852,0.42903645833333337,0.556442417331813,0.3575091575091575
bert2,1,0,12,0.0001,8,0.5,0.5769669327251995,0.3658712942877802,0.8266818700114025,0.4525593008739076,0.6066134549600912,0.37757274662881474,0.7947548460661346,0.4428208386277001,0.7514253135689852,0.42903645833333337,0.556442417331813,0.3575091575091575
bert2,1,0,12,0.0001,8,0.65,0.5769669327251995,0.3658712942877802,0.8266818700114025,0.4525593008739076,0.6066134549600912,0.37757274662881474,0.7947548460661346,0.4428208386277001,0.7514253135689852,0.42903645833333337,0.556442417331813,0.3575091575091575
bert2,1,0,12,0.0001,8,0.7,0.5769669327251995,0.3658712942877802,0.8266818700114025,0.4525593008739076,0.6066134549600912,0.37757274662881474,0.7947548460661346,0.4428208386277001,0.7514253135689852,0.42903645833333337,0.556442417331813,0.3575091575091575
bert2,1,0,15,0.0001,8,0.5,0.5769669327251995,0.3658712942877802,0.8266818700114025,0.4525593008739076,0.6066134549600912,0.37757274662881474,0.7947548460661346,0.4428208386277001,0.7514253135689852,0.42903645833333337,0.556442417331813,0.3575091575091575
bert2,1,0,15,0.0001,8,0.65,0.5769669327251995,0.3658712942877802,0.8266818700114025,0.4525593008739076,0.6066134549600912,0.37757274662881474,0.7947548460661346,0.4428208386277001,0.7514253135689852,0.42903645833333337,0.556442417331813,0.3575091575091575
bert2,1,0,15,0.0001,8,0.7,0.5769669327251995,0.3658712942877802,0.8266818700114025,0.4525593008739076,0.6066134549600912,0.37757274662881474,0.7947548460661346,0.4428208386277001,0.7514253135689852,0.42903645833333337,0.556442417331813,0.3575091575091575
bert2,1,0,12,0.0001,8,0.5,0.5769669327251995,0.3658712942877802,0.8266818700114025,0.4525593008739076,0.6066134549600912,0.37757274662881474,0.7947548460661346,0.4428208386277001,0.7514253135689852,0.42903645833333337,0.556442417331813,0.3575091575091575
bert2,1,0,12,0.0001,8,0.65,0.5769669327251995,0.3658712942877802,0.8266818700114025,0.4525593008739076,0.6066134549600912,0.37757274662881474,0.7947548460661346,0.4428208386277001,0.7514253135689852,0.42903645833333337,0.556442417331813,0.3575091575091575
bert2,1,0,12,0.0001,8,0.7,0.5769669327251995,0.3658712942877802,0.8266818700114025,0.4525593008739076,0.6066134549600912,0.37757274662881474,0.7947548460661346,0.4428208386277001,0.7514253135689852,0.42903645833333337,0.556442417331813,0.3575091575091575
bert2,1,0,15,0.0001,8,0.5,0.5769669327251995,0.3658712942877802,0.8266818700114025,0.4525593008739076,0.6066134549600912,0.37757274662881474,0.7947548460661346,0.4428208386277001,0.7514253135689852,0.42903645833333337,0.556442417331813,0.3575091575091575
bert2,1,0,15,0.0001,8,0.65,0.5769669327251995,0.3658712942877802,0.8266818700114025,0.4525593008739076,0.6066134549600912,0.37757274662881474,0.7947548460661346,0.4428208386277001,0.7514253135689852,0.42903645833333337,0.556442417331813,0.3575091575091575
bert2,1,0,15,0.0001,8,0.7,0.5769669327251995,0.3658712942877802,0.8266818700114025,0.4525593008739076,0.6066134549600912,0.37757274662881474,0.7947548460661346,0.4428208386277001,0.7514253135689852,0.42903645833333337,0.556442417331813,0.3575091575091575
bert2,1,0,12,0.0001,8,0.5,0.5769669327251995,0.3658712942877802,0.8266818700114025,0.4525593008739076,0.6066134549600912,0.37757274662881474,0.7947548460661346,0.4428208386277001,0.7514253135689852,0.42903645833333337,0.443557582668187,0.30726698262243285
bert2,1,0,12,0.0001,8,0.65,0.5769669327251995,0.3658712942877802,0.8266818700114025,0.4525593008739076,0.6066134549600912,0.37757274662881474,0.7947548460661346,0.4428208386277001,0.7514253135689852,0.42903645833333337,0.556442417331813,0.3575091575091575
bert2,1,0,12,0.0001,8,0.7,0.5769669327251995,0.3658712942877802,0.8266818700114025,0.4525593008739076,0.6066134549600912,0.37757274662881474,0.7947548460661346,0.4428208386277001,0.7514253135689852,0.42903645833333337,0.556442417331813,0.3575091575091575
bert2,1,0,15,0.0001,8,0.5,0.5769669327251995,0.3658712942877802,0.8266818700114025,0.4525593008739076,0.6066134549600912,0.37757274662881474,0.7947548460661346,0.4428208386277001,0.7514253135689852,0.42903645833333337,0.556442417331813,0.3575091575091575
bert2,1,0,15,0.0001,8,0.65,0.5769669327251995,0.3658712942877802,0.8266818700114025,0.4525593008739076,0.6066134549600912,0.37757274662881474,0.7947548460661346,0.4428208386277001,0.7514253135689852,0.42903645833333337,0.556442417331813,0.3575091575091575
bert2,1,0,15,0.0001,8,0.7,0.5769669327251995,0.3658712942877802,0.8266818700114025,0.4525593008739076,0.6066134549600912,0.37757274662881474,0.7947548460661346,0.4428208386277001,0.7514253135689852,0.42903645833333337,0.556442417331813,0.3575091575091575
bert2,1,0,12,0.0001,8,0.5,0.5769669327251995,0.3658712942877802,0.8266818700114025,0.4525593008739076,0.6066134549600912,0.37757274662881474,0.7947548460661346,0.4428208386277001,0.7514253135689852,0.42903645833333337,0.556442417331813,0.3575091575091575
bert2,1,0,12,0.0001,8,0.65,0.5769669327251995,0.3658712942877802,0.8266818700114025,0.4525593008739076,0.6066134549600912,0.37757274662881474,0.7947548460661346,0.4428208386277001,0.7514253135689852,0.42903645833333337,0.556442417331813,0.3575091575091575
bert2,1,0,12,0.0001,8,0.7,0.5769669327251995,0.3658712942877802,0.8266818700114025,0.4525593008739076,0.6066134549600912,0.37757274662881474,0.7947548460661346,0.4428208386277001,0.7514253135689852,0.42903645833333337,0.556442417331813,0.3575091575091575
bert2,1,0,15,0.0001,8,0.5,0.5769669327251995,0.3658712942877802,0.8266818700114025,0.4525593008739076,0.6066134549600912,0.37757274662881474,0.7947548460661346,0.4428208386277001,0.7514253135689852,0.42903645833333337,0.556442417331813,0.3575091575091575
bert2,1,0,15,0.0001,8,0.65,0.5769669327251995,0.3658712942877802,0.8266818700114025,0.4525593008739076,0.6066134549600912,0.37757274662881474,0.7947548460661346,0.4428208386277001,0.7514253135689852,0.42903645833333337,0.556442417331813,0.3575091575091575
bert2,1,0,15,0.0001,8,0.7,0.5769669327251995,0.3658712942877802,0.8266818700114025,0.4525593008739076,0.6066134549600912,0.37757274662881474,0.7947548460661346,0.4428208386277001,0.7514253135689852,0.42903645833333337,0.556442417331813,0.3575091575091575
bert2,1,0,12,0.0001,8,0.5,0.5769669327251995,0.3658712942877802,0.8266818700114025,0.4525593008739076,0.6066134549600912,0.37757274662881474,0.7947548460661346,0.4428208386277001,0.7514253135689852,0.42903645833333337,0.556442417331813,0.3575091575091575
bert2,1,0,12,0.0001,8,0.65,0.5769669327251995,0.3658712942877802,0.8266818700114025,0.4525593008739076,0.6066134549600912,0.37757274662881474,0.7947548460661346,0.4428208386277001,0.7514253135689852,0.42903645833333337,0.556442417331813,0.3575091575091575
bert2,1,0,12,0.0001,8,0.7,0.5769669327251995,0.3658712942877802,0.8266818700114025,0.4525593008739076,0.6066134549600912,0.37757274662881474,0.7947548460661346,0.4428208386277001,0.7514253135689852,0.42903645833333337,0.556442417331813,0.3575091575091575
bert2,1,0,15,0.0001,8,0.5,0.42303306727480045,0.297275641025641,0.8266818700114025,0.4525593008739076,0.6066134549600912,0.37757274662881474,0.7947548460661346,0.4428208386277001,0.7514253135689852,0.42903645833333337,0.443557582668187,0.30726698262243285
bert2,1,0,15,0.0001,8,0.65,0.5769669327251995,0.3658712942877802,0.8266818700114025,0.4525593008739076,0.6066134549600912,0.37757274662881474,0.7947548460661346,0.4428208386277001,0.7514253135689852,0.42903645833333337,0.556442417331813,0.3575091575091575
bert2,1,0,15,0.0001,8,0.7,0.5769669327251995,0.3658712942877802,0.8266818700114025,0.4525593008739076,0.6066134549600912,0.37757274662881474,0.7947548460661346,0.4428208386277001,0.7514253135689852,0.42903645833333337,0.556442417331813,0.3575091575091575
