model,sample_size,resample,epochs,lr,batch_size,threshold,anger_accuracy,anger_macro_f1,fear_accuracy,fear_macro_f1,sadness_accuracy,sadness_macro_f1,disgust_accuracy,disgust_macro_f1,joy_accuracy,joy_macro_f1,anger-disgust_accuracy,anger-disgust_macro_f1
muse,1.0,1,16,0.0001,4,0.5,0.7514253135689852,0.7478103268153182,0.7616875712656784,0.6907642447054219,0.7046750285062714,0.6928611511131845,0.7069555302166477,0.6612958245985768,0.8380843785632839,0.8013811802232855,0.7480045610034207,0.747479248341105
muse,1.0,0,18,0.0001,4,0.5,0.685290763968073,0.5665630461564908,0.8084378563283923,0.4470365699873896,0.6202964652223489,0.3938958103741337,0.806157354618016,0.4463383838383838,0.7559863169897377,0.4870840439022257,0.734321550741163,0.6782907963657145
muse,1.0,1,18,0.0001,4,0.5,0.7765108323831242,0.7743915243915245,0.7537058152793614,0.6762333187486327,0.6978335233751425,0.6926400514195254,0.7172177879133409,0.6571842885063994,0.8483466362599772,0.8020863557155049,0.7616875712656784,0.7614444032303197
muse,1.0,0,20,0.0001,4,0.5,0.701254275940707,0.6013691690608041,0.8346636259977195,0.4549409571162213,0.636259977194983,0.4167776770172092,0.7947548460661346,0.4428208386277001,0.74230330672748,0.4864807445176802,0.7115165336374002,0.6546024007110912
muse,1.0,1,20,0.0001,4,0.5,0.7274800456100342,0.7232835840599896,0.7331812998859749,0.6626523848976209,0.6966932725199544,0.6919344785327923,0.7001140250855188,0.6506500017418199,0.8369441277080958,0.7957119563181205,0.806157354618016,0.8044895668320726
muse,1.0,0,12,0.00025,4,0.5,0.7468643101482326,0.6998797632260452,0.8187001140250855,0.4501567398119122,0.6465222348916762,0.4514326069410815,0.8152793614595211,0.4491206030150754,0.8015963511972634,0.6520031744294237,0.7639680729760547,0.7423564424726765
muse,1.0,1,12,0.00025,4,0.5,0.7719498289623717,0.7688845318660005,0.7810718358038768,0.7138779005750173,0.7320410490307868,0.7210608876190527,0.7240592930444698,0.6795016611295681,0.8198403648802737,0.7820960396537842,0.7673888255416191,0.7630257176463109
muse,1.0,0,14,0.00025,4,0.5,0.7856328392246295,0.7463851937536149,0.8175598631698974,0.4498117942283563,0.6761687571265679,0.5192925300311892,0.8175598631698974,0.4498117942283563,0.8050171037628279,0.6496695657049147,0.7594070695553021,0.7395776600311019
muse,1.0,1,14,0.00025,4,0.5,0.7673888255416191,0.7631737795192206,0.7605473204104903,0.6861451942740286,0.7092360319270239,0.6994819697244563,0.7217787913340935,0.677488003086643,0.8517673888255416,0.8120879483122363,0.7696693272519954,0.7688250339283851
muse,1.0,0,16,0.00025,4,0.5,0.790193842645382,0.7600147529476151,0.8278221208665907,0.4529008109794136,0.701254275940707,0.5801588925757554,0.8038768529076397,0.445638432364096,0.8050171037628279,0.6830743480989787,0.7673888255416191,0.7533827372878552
muse,1.0,1,16,0.00025,4,0.5,0.7480045610034207,0.7433584258578796,0.750285062713797,0.6887293790081179,0.7126567844925884,0.7021124026828269,0.7297605473204105,0.6792577446857759,0.8232611174458381,0.7893215544964935,0.7594070695553021,0.7576818266935375
muse,1.0,0,18,0.00025,4,0.5,0.7856328392246295,0.7618775274407857,0.8198403648802737,0.450501253132832,0.6909920182440137,0.5778658752106968,0.8164196123147093,0.4494664155681104,0.8095781071835804,0.6800563607964786,0.7765108323831242,0.7625013816734829
muse,1.0,1,18,0.00025,4,0.5,0.7468643101482326,0.7419521582848236,0.750285062713797,0.6838599234599401,0.7286202964652223,0.7186617136448922,0.6944127708095781,0.6422064715696663,0.8380843785632839,0.7895987078636498,0.7833523375142531,0.7811991176007144
muse,1.0,0,20,0.00025,4,0.5,0.8015963511972634,0.7781696283202306,0.8164196123147093,0.4494664155681104,0.701254275940707,0.5989142577852256,0.7936145952109465,0.4424666242848061,0.8129988597491448,0.7021602637377202,0.7696693272519954,0.7576897404473235
muse,1.0,1,20,0.00025,4,0.5,0.7890535917901939,0.7861609937724472,0.7685290763968073,0.6934585457657294,0.7468643101482326,0.7345352109603386,0.7160775370581528,0.6615552714169476,0.8380843785632839,0.8067802395581207,0.8050171037628279,0.8039065186663232
muse,1.0,0,12,0.0005,4,0.5,0.7719498289623717,0.7523018697395922,0.8095781071835804,0.4473850031505986,0.7251995438996579,0.64737689465035,0.8015963511972634,0.4505487383339094,0.82212086659065,0.7179366650173182,0.7616875712656784,0.7512070245639848
muse,1.0,1,12,0.0005,4,0.5,0.7639680729760547,0.760983509430236,0.8038768529076397,0.7194998586751165,0.7411630558722919,0.7269632671310563,0.7183580387685291,0.6705780194746439,0.8426453819840365,0.8083479020979021,0.7468643101482326,0.7448977987421384
muse,1.0,0,14,0.0005,4,0.5,0.7924743443557583,0.7761248877917415,0.8415051311288484,0.4569659442724458,0.7035347776510832,0.6309209333644109,0.8198403648802737,0.4743482747109344,0.8358038768529077,0.7562610011425748,0.7799315849486887,0.7700273775314027
muse,1.0,1,14,0.0005,4,0.5,0.7810718358038768,0.7766790450928382,0.8175598631698974,0.7291788901584164,0.7115165336374002,0.7013252387650848,0.7331812998859749,0.6757845578291477,0.8426453819840365,0.8126323676942322,0.7651083238312428,0.7645938226433582
muse,1.0,0,16,0.0005,4,0.5,0.7822120866590649,0.7601467983441513,0.8426453819840365,0.4969825436408977,0.701254275940707,0.6202735397551495,0.8187001140250855,0.4738575778499712,0.8289623717217788,0.7451174145547548,0.8072976054732041,0.7950971405977606
muse,1.0,1,16,0.0005,4,0.5,0.7696693272519954,0.7644128473552065,0.7913340935005702,0.714942638979917,0.7103762827822121,0.7010377074878138,0.7001140250855188,0.6233119336025856,0.8472063854047891,0.8207364695832571,0.7913340935005702,0.7894937729946682
muse,1.0,0,18,0.0005,4,0.5,0.7833523375142531,0.768944268187163,0.8380843785632839,0.506146695853558,0.7274800456100342,0.6644897227437817,0.8129988597491448,0.5068438665788897,0.8335233751425314,0.7459000127008318,0.7993158494868872,0.7923165520285035
muse,1.0,1,18,0.0005,4,0.5,0.8004561003420753,0.7958308112890031,0.7799315849486887,0.7040855395083506,0.734321550741163,0.7229067930489731,0.7217787913340935,0.6672575508782406,0.8472063854047891,0.8164492509152703,0.7913340935005702,0.7905399673458946
muse,1.0,0,20,0.0005,4,0.5,0.7639680729760547,0.7363164568545171,0.8494868871151653,0.5245909718115513,0.7434435575826682,0.6810058439826379,0.7867730900798175,0.4921137795946176,0.8483466362599772,0.7753140356250565,0.7958950969213227,0.7867093294203165
muse,1.0,1,20,0.0005,4,0.5,0.7776510832383124,0.7729647276545861,0.7879133409350056,0.7134792383896578,0.7309007981755986,0.7207759969780368,0.7366020524515393,0.6733168529976633,0.8358038768529077,0.806558341298434,0.8095781071835804,0.8048860095412804
muse,1.0,0,12,5e-05,8,0.5,0.6259977194982896,0.3849929873772791,0.8574686431014823,0.4616329036218539,0.629418472063854,0.3862841147655703,0.8118586088939567,0.448080553807426,0.7354618015963512,0.4237844940867279,0.5838084378563284,0.3686105111591072
muse,1.0,1,12,5e-05,8,0.5,0.7377423033067275,0.7364673481332832,0.6681870011402509,0.6208083158378019,0.7046750285062714,0.6995991445949323,0.6602052451539339,0.6231514165743817,0.8517673888255416,0.8238759948588659,0.7628278221208666,0.7627756970453599
muse,1.0,0,14,5e-05,8,0.5,0.6088939566704675,0.3784549964564139,0.8255416191562144,0.4522173641474079,0.6328392246294184,0.3875698324022346,0.7833523375142531,0.4392583120204603,0.7080957810718358,0.4145527369826435,0.5553021664766249,0.3570381231671554
muse,1.0,1,14,5e-05,8,0.5,0.7274800456100342,0.7270698318821105,0.7194982896237172,0.6637856875701285,0.701254275940707,0.6975543621334176,0.6761687571265679,0.6160623998026884,0.8392246294184721,0.8091786582307781,0.750285062713797,0.7500653911169584
muse,1.0,0,16,5e-05,8,0.5,0.5895096921322691,0.3708751793400287,0.8118586088939567,0.448080553807426,0.6237172177879133,0.384129213483146,0.7844925883694412,0.4396166134185303,0.7331812998859749,0.4230263157894737,0.5496009122006842,0.35467255334805
muse,1.0,1,16,5e-05,8,0.5,0.7434435575826682,0.7422370674396398,0.7263397947548461,0.665904761904762,0.6978335233751425,0.697378683886022,0.6727480045610034,0.6099050718741524,0.8244013683010262,0.7785673063050065,0.766248574686431,0.7660429460227235
muse,1.0,0,18,5e-05,8,0.5,0.6202964652223489,0.3828289936664321,0.8266818700114025,0.4525593008739076,0.6305587229190421,0.3867132867132867,0.8050171037628279,0.4459886291850916,0.7183580387685291,0.418049104180491,0.5974914481185861,0.3740185581727338
muse,1.0,1,18,5e-05,8,0.5,0.7491448118586089,0.7462918156953503,0.7058152793614595,0.6425316919654704,0.6784492588369442,0.6719973474801062,0.6818700114025086,0.6323016928521515,0.8472063854047891,0.8125709728867624,0.7776510832383124,0.777037677327503
muse,1.0,0,20,5e-05,8,0.5,0.5963511972633979,0.3735714285714285,0.8289623717217788,0.4532418952618453,0.6282782212086659,0.3858543417366947,0.8187001140250855,0.4501567398119122,0.7297605473204105,0.4218852999340804,0.5906499429874572,0.3713261648745519
muse,1.0,1,20,5e-05,8,0.5,0.7605473204104903,0.756504838965572,0.7331812998859749,0.6686611986566777,0.6830102622576967,0.6735883512199301,0.701254275940707,0.6642929776988171,0.8392246294184721,0.7995928878545417,0.7400228050171037,0.7374389411208573
muse,1.0,0,12,7.5e-05,8,0.5,0.6145952109464082,0.3806497175141243,0.8152793614595211,0.4491206030150754,0.6316989737742303,0.3871418588399721,0.8209806157354618,0.4508453350031308,0.7286202964652223,0.4215039577836411,0.5952109464082098,0.3731236597569692
muse,1.0,1,12,7.5e-05,8,0.5,0.7434435575826682,0.742467172966264,0.7377423033067275,0.6718455131125137,0.6681870011402509,0.6643307251283387,0.6989737742303307,0.6556733411857087,0.8255416191562144,0.7951075379646808,0.790193842645382,0.7896399966627732
muse,1.0,0,14,7.5e-05,8,0.5,0.61345496009122,0.3829750141646587,0.8152793614595211,0.4491206030150754,0.6202964652223489,0.3828289936664321,0.8038768529076397,0.445638432364096,0.7320410490307868,0.4226464779460172,0.5815279361459521,0.3677000720980533
muse,1.0,1,14,7.5e-05,8,0.5,0.7366020524515393,0.7350089273451449,0.734321550741163,0.6819065587576453,0.6716077537058153,0.6660637791527844,0.6784492588369442,0.632873548203216,0.8335233751425314,0.8050826300342211,0.7309007981755986,0.7302523198832239
muse,1.0,0,16,7.5e-05,8,0.5,0.6237172177879133,0.384129213483146,0.8107183580387686,0.4477329974811083,0.6579247434435576,0.4000054731541788,0.7890535917901939,0.4410452517527087,0.6978335233751425,0.4110141034251175,0.5986316989737742,0.3947550034506555
muse,1.0,1,16,7.5e-05,8,0.5,0.7673888255416191,0.7661039816761319,0.7160775370581528,0.6504516358292957,0.7035347776510832,0.6963393456420528,0.6807297605473204,0.6306257521058964,0.8187001140250855,0.7783991494677022,0.7491448118586089,0.7487446347460099
muse,1.0,0,18,7.5e-05,8,0.5,0.6077537058152793,0.3780141843971631,0.8415051311288484,0.4569659442724458,0.6009122006841505,0.3753561253561253,0.7936145952109465,0.4424666242848061,0.7263397947548461,0.4207397622192866,0.61345496009122,0.4013772412890495
muse,1.0,1,18,7.5e-05,8,0.5,0.7548460661345496,0.7534497164518099,0.7525655644241733,0.6859136542704977,0.7217787913340935,0.7130451107654348,0.6807297605473204,0.6254194886814327,0.8312428734321551,0.787194554111305,0.7525655644241733,0.751322709840125
muse,1.0,0,20,7.5e-05,8,0.5,0.6111744583808438,0.3847892944939879,0.8232611174458381,0.4515322076297686,0.6191562143671607,0.3823943661971831,0.8072976054732041,0.4466876971608832,0.7229190421892816,0.4195896757114494,0.5895096921322691,0.3976004762413567
muse,1.0,1,20,7.5e-05,8,0.5,0.758266818700114,0.7570916426272001,0.7069555302166477,0.6374476613911172,0.7183580387685291,0.7062574158072805,0.7069555302166477,0.6392211662977068,0.8380843785632839,0.8023269841269842,0.7708095781071835,0.7686875141882732
muse,1.0,0,12,0.0001,8,0.5,0.6066134549600912,0.3775727466288147,0.830102622576967,0.453582554517134,0.6431014823261118,0.3944185225630673,0.8027366020524516,0.4452877925363694,0.7571265678449259,0.4308890330953926,0.5974914481185861,0.3766553574484793
muse,1.0,1,12,0.0001,8,0.5,0.7480045610034207,0.7436734013725099,0.7183580387685291,0.6532592532121928,0.6830102622576967,0.6817586124077148,0.685290763968073,0.6292368208219983,0.8380843785632839,0.7984260482221013,0.7480045610034207,0.7480032504469365
muse,1.0,0,14,0.0001,8,0.5,0.6054732041049031,0.3771306818181818,0.8278221208665907,0.4529008109794136,0.6431014823261118,0.3913948646773074,0.8095781071835804,0.4473850031505986,0.7616875712656784,0.4323624595469255,0.5781071835803877,0.3761343361634059
muse,1.0,1,14,0.0001,8,0.5,0.7628278221208666,0.7608875745849981,0.74230330672748,0.6775525476670787,0.6841505131128849,0.6804797624073877,0.6966932725199544,0.6448765725281016,0.8358038768529077,0.7929460526488372,0.7309007981755986,0.7308220532082028
muse,1.0,0,16,0.0001,8,0.5,0.6191562143671607,0.3934239517585275,0.8129988597491448,0.4484276729559748,0.6088939566704675,0.3784549964564139,0.7958950969213227,0.4431746031746031,0.7377423033067275,0.4245406824146981,0.6157354618015963,0.4284766739182983
muse,1.0,1,16,0.0001,8,0.5,0.7525655644241733,0.7500489240003414,0.7491448118586089,0.6758618372421208,0.669327251995439,0.6639438272322702,0.6898517673888256,0.6383329694587974,0.8403648802736602,0.7997403376914847,0.7537058152793614,0.7532666458268208
muse,1.0,0,18,0.0001,8,0.5,0.580387685290764,0.3771114473643578,0.814139110604333,0.4487743557510999,0.6123147092360319,0.3825273760416149,0.8278221208665907,0.4529008109794136,0.7172177879133409,0.4176626826029216,0.6225769669327252,0.4592319371093786
muse,1.0,1,18,0.0001,8,0.5,0.7445838084378563,0.74280178057083,0.7445838084378563,0.6795845403063754,0.6704675028506272,0.6635220835496174,0.7058152793614595,0.652689261374102,0.8426453819840365,0.7994531716046929,0.7958950969213227,0.7947325546273207
muse,1.0,0,20,0.0001,8,0.5,0.6111744583808438,0.4171485481189569,0.8050171037628279,0.4459886291850916,0.6488027366020525,0.3934993084370677,0.7993158494868872,0.4442332065906211,0.7251995438996579,0.4203569068076669,0.6465222348916762,0.5239571076371379
muse,1.0,1,20,0.0001,8,0.5,0.7708095781071835,0.7699373411831958,0.7445838084378563,0.669038762197423,0.7217787913340935,0.7175747017210433,0.7115165336374002,0.6715273141246467,0.8426453819840365,0.8015733004551358,0.7879133409350056,0.7877408575622248
muse,1.0,0,12,0.00025,8,0.5,0.7160775370581528,0.6262201979018501,0.82212086659065,0.451188986232791,0.6738882554161916,0.4309845735027223,0.7890535917901939,0.4410452517527087,0.74230330672748,0.4897487385439192,0.7468643101482326,0.699234391220525
muse,1.0,1,12,0.00025,8,0.5,0.7639680729760547,0.7612249488026326,0.7673888255416191,0.6817172622859826,0.7194982896237172,0.708412624613455,0.7434435575826682,0.6900490549500262,0.8289623717217788,0.7921695883520178,0.7730900798175598,0.7719503191621423
muse,1.0,0,14,0.00025,8,0.5,0.7263397947548461,0.6618469250048197,0.8187001140250855,0.4501567398119122,0.6316989737742303,0.4172637598872671,0.8072976054732041,0.4466876971608832,0.7411630558722919,0.4985781895025301,0.7297605473204105,0.6928550212571651
muse,1.0,1,14,0.00025,8,0.5,0.7616875712656784,0.7607119125109498,0.7685290763968073,0.7121963836821132,0.7194982896237172,0.7064351262205677,0.7183580387685291,0.666438768549444,0.855188141391106,0.8161798806099225,0.7776510832383124,0.7761422615502424
muse,1.0,0,16,0.00025,8,0.5,0.7251995438996579,0.6664741480657403,0.806157354618016,0.4463383838383838,0.6841505131128849,0.5002540603367585,0.798175598631699,0.4438807863031072,0.7787913340935005,0.5901316296638914,0.7639680729760547,0.7345397117852208
muse,1.0,1,16,0.00025,8,0.5,0.7571265678449259,0.7533866251245932,0.7571265678449259,0.6883455541930479,0.6989737742303307,0.6909861621252243,0.7035347776510832,0.6583294374318217,0.8312428734321551,0.7882969284167123,0.7651083238312428,0.7632835429769391
muse,1.0,0,18,0.00025,8,0.5,0.7354618015963512,0.6902682888215022,0.8198403648802737,0.450501253132832,0.6419612314709237,0.4664457878012865,0.8004561003420753,0.4445851804939835,0.8312428734321551,0.6679593966805148,0.7765108323831242,0.7505340763961454
muse,1.0,1,18,0.00025,8,0.5,0.7639680729760547,0.7607314903291706,0.7867730900798175,0.7167708921598597,0.7251995438996579,0.7101239972624871,0.7160775370581528,0.6630176304926507,0.8164196123147093,0.7711663471246895,0.750285062713797,0.7478604707948847
muse,1.0,0,20,0.00025,8,0.5,0.7616875712656784,0.7250862044398849,0.830102622576967,0.453582554517134,0.6807297605473204,0.5242191738355422,0.8232611174458381,0.4515322076297686,0.7799315849486887,0.6284298035909899,0.7822120866590649,0.7605102990565215
muse,1.0,1,20,0.00025,8,0.5,0.7297605473204105,0.7288071239847342,0.7639680729760547,0.6892673934364778,0.7229190421892816,0.7145690831724993,0.6807297605473204,0.6261858658190542,0.8380843785632839,0.7974002733129434,0.7879133409350056,0.7868822902295247
muse,1.0,0,12,0.0005,8,0.5,0.7651083238312428,0.7323050023707918,0.8050171037628279,0.4459886291850916,0.7080957810718358,0.5952988679789458,0.7924743443557583,0.4421119592875318,0.8278221208665907,0.6923200241632881,0.7867730900798175,0.7721745653578201
muse,1.0,1,12,0.0005,8,0.5,0.7844925883694412,0.7800963976262782,0.7616875712656784,0.6853366065527334,0.7001140250855188,0.6905728770493673,0.7001140250855188,0.6393423910409066,0.8403648802736602,0.7937302600631677,0.7822120866590649,0.7809716085688172
muse,1.0,0,14,0.0005,8,0.5,0.7594070695553021,0.7342153228319993,0.8164196123147093,0.4494664155681104,0.7149372862029647,0.6086778039551652,0.8015963511972634,0.4449367088607595,0.8209806157354618,0.7049283263577704,0.766248574686431,0.7511533302974644
muse,1.0,1,14,0.0005,8,0.5,0.7468643101482326,0.7410873866973062,0.7708095781071835,0.7000321618370025,0.7137970353477765,0.7031620622649422,0.7320410490307868,0.6784613824467793,0.8415051311288484,0.8053429568299946,0.7685290763968073,0.7666834852466107
muse,1.0,0,16,0.0005,8,0.5,0.7947548460661346,0.771273081336718,0.8107183580387686,0.4477329974811083,0.7046750285062714,0.6167843989411688,0.806157354618016,0.4463383838383838,0.8198403648802737,0.7155683460325801,0.7696693272519954,0.7576897404473235
muse,1.0,1,16,0.0005,8,0.5,0.7993158494868872,0.797227564607834,0.7810718358038768,0.7014044545325577,0.7194982896237172,0.7070187732220846,0.7320410490307868,0.6805842923011353,0.8460661345496009,0.8122933990756963,0.7628278221208666,0.7605787605787605
muse,1.0,0,18,0.0005,8,0.5,0.7799315849486887,0.7480429006304099,0.8289623717217788,0.4532418952618453,0.758266818700114,0.6734279491322983,0.8050171037628279,0.4459886291850916,0.8278221208665907,0.7398438988741309,0.7605473204104903,0.7467074861367837
muse,1.0,1,18,0.0005,8,0.5,0.7822120866590649,0.7783340148450454,0.7936145952109465,0.718058019974672,0.7126567844925884,0.7076295402590804,0.7309007981755986,0.6624194263942169,0.8540478905359179,0.8269577013195215,0.7753705815279361,0.772166638314258
muse,1.0,0,20,0.0005,8,0.5,0.7958950969213227,0.7748718279662414,0.8232611174458381,0.4515322076297686,0.7400228050171037,0.6659382518043303,0.7993158494868872,0.4442332065906211,0.8209806157354618,0.7295065703525733,0.7673888255416191,0.7544927599872655
muse,1.0,1,20,0.0005,8,0.5,0.7799315849486887,0.7779907004807157,0.8027366020524516,0.7241962897992201,0.7103762827822121,0.7041726427622843,0.7559863169897377,0.6977342713205262,0.8460661345496009,0.8071406580625614,0.774230330672748,0.770946994079968
muse,1.0,0,12,5e-05,16,0.5,0.6123147092360319,0.3797736916548798,0.8244013683010262,0.451875,0.6408209806157354,0.3905489923558026,0.8129988597491448,0.4484276729559748,0.7286202964652223,0.4215039577836411,0.572405929304447,0.3640319071791153
muse,1.0,1,12,5e-05,16,0.5,0.7149372862029647,0.7137279991643599,0.685290763968073,0.6413406827880512,0.6716077537058153,0.6704040087691826,0.6225769669327252,0.5931124576519449,0.8392246294184721,0.8025421360649587,0.7480045610034207,0.7479927655043018
muse,1.0,0,14,5e-05,16,0.5,0.5997719498289624,0.3749109052031361,0.8198403648802737,0.450501253132832,0.6282782212086659,0.3858543417366947,0.7924743443557583,0.4421119592875318,0.7366020524515393,0.4241628365068943,0.5986316989737742,0.3744650499286733
muse,1.0,1,14,5e-05,16,0.5,0.7514253135689852,0.7494942348008387,0.6590649942987458,0.6191237710120804,0.6431014823261118,0.6424990850875125,0.6431014823261118,0.5958043317249007,0.8415051311288484,0.8003962503581808,0.7525655644241733,0.7525604169998426
muse,1.0,0,16,5e-05,16,0.5,0.6043329532497149,0.3766879886282871,0.830102622576967,0.453582554517134,0.6157354618015963,0.3810868031051517,0.8015963511972634,0.4449367088607595,0.7411630558722919,0.4256712508185986,0.5826681870011402,0.3681556195965417
